group,var,loading,variance_explained_pc_score
collaboration,avg_members_per_problem,0.5415004494818212,54.23116229311944
collaboration,pct_members_multiple,0.4088675529456156,54.23116229311944
collaboration,proj_hhi_discussion_comment,-0.44852352542263185,54.23116229311944
collaboration,proj_prob_hhi_issue_comment,-0.42503837708918923,54.23116229311944
collaboration,proj_prob_hhi_pull_request_comment,-0.3972072664278577,54.23116229311944
discussion_quality,mean_days_to_respond,-0.1474966804068863,47.045753581732114
discussion_quality,neg_sentiment_avg,-0.4873327320151823,47.045753581732114
discussion_quality,ov_sentiment_avg,0.6235839199635395,47.045753581732114
discussion_quality,pos_sentiment_avg,0.5481409972724564,47.045753581732114
discussion_quality,response_rate,0.22679523682747432,47.045753581732114
investment_in_new_talent,has_code_of_conduct,0.6131583034930411,51.72044425801676
investment_in_new_talent,has_contributing_guide,0.6397771687649899,51.72044425801676
investment_in_new_talent,has_good_first_issue,0.46338112735046616,51.72044425801676
problem_solving_routines,has_codeowners,0.2542055157555759,37.98336820549019
problem_solving_routines,has_issue_template,0.446177020768323,37.98336820549019
problem_solving_routines,has_pr_template,0.4219950904756843,37.98336820549019
problem_solving_routines,mean_has_assignee,0.4102752504592152,37.98336820549019
problem_solving_routines,mean_has_reviewer,0.4462455438758169,37.98336820549019
problem_solving_routines,mean_has_tag,0.43676641233474967,37.98336820549019
shared_knowledge,avg_unique_types,-0.7071067811865475,91.09031810919558
shared_knowledge,share_issue_and_pr,-0.7071067811865476,91.09031810919558
