rolling,category,outcome,normalize,method,covar,split_value,event_time,estimation_type,estimate,sd,ci_low,ci_high,dataset
rolling5_kfold_depth3_split50_default,github_outcomes,pull_request_opened,TRUE,sa,policy_tree_group_kfold_depth3_split50_default,0,-3,observed,0.227199520249789,0.152548863540231,-0.0717962522890641,0.526195292788642,
rolling5_kfold_depth3_split50_default,github_outcomes,pull_request_opened,TRUE,sa,policy_tree_group_kfold_depth3_split50_default,0,-2,observed,0.361746916109257,0.142207068688658,0.083021061479487,0.640472770739027,
rolling5_kfold_depth3_split50_default,github_outcomes,pull_request_opened,TRUE,sa,policy_tree_group_kfold_depth3_split50_default,0,-1,observed,0,0,0,0,
rolling5_kfold_depth3_split50_default,github_outcomes,pull_request_opened,TRUE,sa,policy_tree_group_kfold_depth3_split50_default,0,0,observed,-0.0348955186544614,0.261315926180911,-0.547074733969048,0.477283696660125,
rolling5_kfold_depth3_split50_default,github_outcomes,pull_request_opened,TRUE,sa,policy_tree_group_kfold_depth3_split50_default,0,1,observed,-0.529425986015108,0.256384123500313,-1.03193886807572,-0.0269131039544949,
rolling5_kfold_depth3_split50_default,github_outcomes,pull_request_opened,TRUE,sa,policy_tree_group_kfold_depth3_split50_default,0,2,observed,-0.606186841260259,0.272736123218183,-1.1407496427679,-0.0716240397526207,
rolling5_kfold_depth3_split50_default,github_outcomes,pull_request_opened,TRUE,sa,policy_tree_group_kfold_depth3_split50_default,0,3,observed,-0.649613775353545,0.229333820730363,-1.09910806398506,-0.200119486722032,
rolling5_kfold_depth3_split50_default,github_outcomes,pull_request_opened,TRUE,sa,policy_tree_group_kfold_depth3_split50_default,0,4,observed,-0.723430243170672,0.282926023829544,-1.27796524987658,-0.168895236464765,
rolling5_kfold_depth3_split50_default,github_outcomes,pull_request_opened,TRUE,sa,policy_tree_group_kfold_depth3_split50_default,0,5,observed,-0.919078394185423,0.218505764647551,-1.34734969289462,-0.490807095476224,
rolling5_kfold_depth3_split50_default,github_outcomes,pull_request_opened,TRUE,sa,policy_tree_group_kfold_depth3_split50_default,0,6,observed,-0.884559007875717,0.260289909260078,-1.39472723002547,-0.374390785725965,
rolling5_kfold_depth3_split50_default,github_outcomes,pull_request_opened,TRUE,sa,policy_tree_group_kfold_depth3_split50_default,0,7,observed,-0.515397182947913,0.518045929794673,-1.53076720534547,0.499972839449647,
rolling5_kfold_depth3_split50_default,github_outcomes,pull_request_opened,TRUE,sa,policy_tree_group_kfold_depth3_split50_default,0,8,observed,-0.897303105072181,0.456367104159692,-1.79178262922518,-0.00282358091918411,
rolling5_kfold_depth3_split50_default,github_outcomes,pull_request_opened,TRUE,sa,policy_tree_group_kfold_depth3_split50_default,0,9,observed,-1.21334336058691,0.323751354868257,-1.8478960161287,-0.578790705045129,
rolling5_kfold_depth3_split50_default,github_outcomes,pull_request_opened,TRUE,sa,policy_tree_group_kfold_depth3_split50_default,0,10,observed,-0.578027580665928,1.0315723164917,-2.59990932098965,1.4438541596578,
rolling5_kfold_depth3_split50_default,github_outcomes,pull_request_opened,TRUE,sa,policy_tree_group_kfold_depth3_split50_default,0,11,observed,-0.344265627453793,0.929894009962729,-2.16685788698074,1.47832663207316,
rolling5_kfold_depth3_split50_default,github_outcomes,pull_request_opened,TRUE,sa,policy_tree_group_kfold_depth3_split50_default,0,12,observed,-0.137057168287317,1.57133405448218,-3.21687191507239,2.94275757849776,
rolling5_kfold_depth3_split50_default,github_outcomes,pull_request_opened,TRUE,sa,policy_tree_group_kfold_depth3_split50_default,0,13,observed,-1.60488175137706,0.632240794683224,-2.84407370895618,-0.365689793797946,
rolling5_kfold_depth3_split50_default,github_outcomes,pull_request_merged,TRUE,sa,policy_tree_group_kfold_depth3_split50_default,1,-14,observed,-1.26868439412756,0.440466310761537,-2.13199836322017,-0.405370425034944,
rolling5_kfold_depth3_split50_default,github_outcomes,pull_request_merged,TRUE,sa,policy_tree_group_kfold_depth3_split50_default,1,-13,observed,0.360427488654974,0.965943138322766,-1.53282106245765,2.2536760397676,
rolling5_kfold_depth3_split50_default,github_outcomes,pull_request_merged,TRUE,sa,policy_tree_group_kfold_depth3_split50_default,1,-12,observed,0.253897302665399,0.554065001367418,-0.83207010001474,1.33986470534554,
rolling5_kfold_depth3_split50_default,github_outcomes,pull_request_merged,TRUE,sa,policy_tree_group_kfold_depth3_split50_default,1,-11,observed,0.570990788824774,0.600771386117606,-0.606521127965734,1.74850270561528,
rolling5_kfold_depth3_split50_default,github_outcomes,pull_request_merged,TRUE,sa,policy_tree_group_kfold_depth3_split50_default,1,-10,observed,1.06385858173321,0.63426327372277,-0.17929743476342,2.30701459822984,
rolling5_kfold_depth3_split50_default,github_outcomes,pull_request_merged,TRUE,sa,policy_tree_group_kfold_depth3_split50_default,1,-9,observed,0.611967672058556,0.443648486168938,-0.257583360832563,1.48151870494967,
rolling5_kfold_depth3_split50_default,github_outcomes,pull_request_merged,TRUE,sa,policy_tree_group_kfold_depth3_split50_default,1,-8,observed,0.617880286308254,0.349466008545166,-0.0670730904402704,1.30283366305678,
rolling5_kfold_depth3_split50_default,github_outcomes,pull_request_merged,TRUE,sa,policy_tree_group_kfold_depth3_split50_default,1,-7,observed,0.466815072489746,0.270339815612033,-0.0630509661098384,0.996681111089331,
rolling5_kfold_depth3_split50_default,github_outcomes,pull_request_merged,TRUE,sa,policy_tree_group_kfold_depth3_split50_default,1,-6,observed,0.50320623417611,0.259262919347968,-0.00494908774590674,1.01136155609813,
rolling5_kfold_depth3_split50_default,github_outcomes,pull_request_merged,TRUE,sa,policy_tree_group_kfold_depth3_split50_default,1,-5,observed,-0.0196465424063257,0.182662627922127,-0.377665293133694,0.338372208321042,
rolling5_kfold_depth3_split50_default,github_outcomes,pull_request_merged,TRUE,sa,policy_tree_group_kfold_depth3_split50_default,1,-4,observed,0.103865542542092,0.179484571926651,-0.247924218434145,0.455655303518329,
rolling5_kfold_depth3_split50_default,github_outcomes,pull_request_merged,TRUE,sa,policy_tree_group_kfold_depth3_split50_default,1,-3,observed,-0.0136357572090028,0.157903760572128,-0.323127127930373,0.295855613512368,
rolling5_kfold_depth3_split50_default,github_outcomes,pull_request_merged,TRUE,sa,policy_tree_group_kfold_depth3_split50_default,1,-2,observed,-0.15951744022534,0.135700684504575,-0.425490781854306,0.106455901403627,
rolling5_kfold_depth3_split50_default,github_outcomes,pull_request_merged,TRUE,sa,policy_tree_group_kfold_depth3_split50_default,1,-1,observed,0,0,0,0,
rolling5_kfold_depth3_split50_default,github_outcomes,pull_request_merged,TRUE,sa,policy_tree_group_kfold_depth3_split50_default,1,0,observed,0.0229522252881405,0.204218250121143,-0.3773155449493,0.423219995525581,
rolling5_kfold_depth3_split50_default,github_outcomes,pull_request_merged,TRUE,sa,policy_tree_group_kfold_depth3_split50_default,1,1,observed,-0.722960189756673,0.149947594895307,-1.01685747575148,-0.429062903761871,
rolling5_kfold_depth3_split50_default,github_outcomes,pull_request_merged,TRUE,sa,policy_tree_group_kfold_depth3_split50_default,1,2,observed,-0.878106065587226,0.153093627432339,-1.17816957535461,-0.578042555819842,
rolling5_kfold_depth3_split50_default,github_outcomes,pull_request_merged,TRUE,sa,policy_tree_group_kfold_depth3_split50_default,1,3,observed,-0.733182451328061,0.207855999947703,-1.14058021122556,-0.325784691430564,
rolling5_kfold_depth3_split50_default,github_outcomes,pull_request_merged,TRUE,sa,policy_tree_group_kfold_depth3_split50_default,1,4,observed,-1.02098096433772,0.213261575219663,-1.43897365176826,-0.602988276907182,
rolling5_kfold_depth3_split50_default,github_outcomes,pull_request_merged,TRUE,sa,policy_tree_group_kfold_depth3_split50_default,1,5,observed,-1.04907887057466,0.213834563416927,-1.46819461487183,-0.629963126277479,
rolling5_kfold_depth3_split50_default,github_outcomes,pull_request_merged,TRUE,sa,policy_tree_group_kfold_depth3_split50_default,1,6,observed,-0.923636199734223,0.253035378919737,-1.41958554241691,-0.427686857051538,
rolling5_kfold_depth3_split50_default,github_outcomes,pull_request_merged,TRUE,sa,policy_tree_group_kfold_depth3_split50_default,1,7,observed,-1.27969108088433,0.23949099965876,-1.7490934402155,-0.810288721553156,
rolling5_kfold_depth3_split50_default,github_outcomes,pull_request_merged,TRUE,sa,policy_tree_group_kfold_depth3_split50_default,1,8,observed,-1.25432484508415,0.285904853081851,-1.81469835712458,-0.693951333043722,
rolling5_kfold_depth3_split50_default,github_outcomes,pull_request_merged,TRUE,sa,policy_tree_group_kfold_depth3_split50_default,1,9,observed,-0.954846821599434,0.330471254321229,-1.60257048006904,-0.307123163129826,
rolling5_kfold_depth3_split50_default,github_outcomes,pull_request_merged,TRUE,sa,policy_tree_group_kfold_depth3_split50_default,1,10,observed,-1.74177651889315,0.344332897672267,-2.41666899833079,-1.06688403945551,
rolling5_kfold_depth3_split50_default,github_outcomes,pull_request_merged,TRUE,sa,policy_tree_group_kfold_depth3_split50_default,1,11,observed,-1.50975041108559,0.34960571529949,-2.1949776130726,-0.824523209098594,
rolling5_kfold_depth3_split50_default,github_outcomes,pull_request_merged,TRUE,sa,policy_tree_group_kfold_depth3_split50_default,1,12,observed,-1.14015907108686,0.440067562341435,-2.00269149327607,-0.277626648897646,
rolling5_kfold_depth3_split50_default,github_outcomes,pull_request_merged,TRUE,sa,policy_tree_group_kfold_depth3_split50_default,0,-14,observed,-0.924186996089624,0.807300283067297,-2.50649555090153,0.658121558722278,
rolling5_kfold_depth3_split50_default,github_outcomes,pull_request_merged,TRUE,sa,policy_tree_group_kfold_depth3_split50_default,0,-13,observed,0.575528151776465,0.553336769048432,-0.509011915558461,1.66006821911139,
rolling5_kfold_depth3_split50_default,github_outcomes,pull_request_merged,TRUE,sa,policy_tree_group_kfold_depth3_split50_default,0,-12,observed,-0.174076020888015,0.610153172406732,-1.36997623880521,1.02182419702918,
rolling5_kfold_depth3_split50_default,github_outcomes,pull_request_merged,TRUE,sa,policy_tree_group_kfold_depth3_split50_default,0,-11,observed,-0.100910554037716,0.504175292226737,-1.08909412680212,0.887273018726688,
rolling5_kfold_depth3_split50_default,github_outcomes,pull_request_merged,TRUE,sa,policy_tree_group_kfold_depth3_split50_default,0,-10,observed,0.84050777830756,0.736387074359431,-0.602810887436925,2.28382644405204,
rolling5_kfold_depth3_split50_default,github_outcomes,pull_request_merged,TRUE,sa,policy_tree_group_kfold_depth3_split50_default,0,-9,observed,0.0357582440455995,0.373351771035589,-0.696011227184155,0.767527715275354,
rolling5_kfold_depth3_split50_default,github_outcomes,pull_request_merged,TRUE,sa,policy_tree_group_kfold_depth3_split50_default,0,-8,observed,0.390814310461204,0.406137436902165,-0.405215065867038,1.18684368678945,
rolling5_kfold_depth3_split50_default,github_outcomes,pull_request_merged,TRUE,sa,policy_tree_group_kfold_depth3_split50_default,0,-7,observed,0.932969771410913,0.429616749577106,0.0909209422397846,1.77501860058204,
rolling5_kfold_depth3_split50_default,github_outcomes,pull_request_merged,TRUE,sa,policy_tree_group_kfold_depth3_split50_default,0,-6,observed,0.548455128029829,0.349512544034527,-0.136589458277844,1.2334997143375,
rolling5_kfold_depth3_split50_default,github_outcomes,pull_request_merged,TRUE,sa,policy_tree_group_kfold_depth3_split50_default,0,-5,observed,0.439193869742335,0.174903964089905,0.0963821001261211,0.782005639358549,
rolling5_kfold_depth3_split50_default,github_outcomes,pull_request_merged,TRUE,sa,policy_tree_group_kfold_depth3_split50_default,0,-4,observed,0.348723650375391,0.168369601537496,0.0187192313618977,0.678728069388884,
rolling5_kfold_depth3_split50_default,github_outcomes,pull_request_merged,TRUE,sa,policy_tree_group_kfold_depth3_split50_default,0,-3,observed,0.23854654785511,0.149763412110167,-0.0549897398808175,0.532082835591037,
rolling5_kfold_depth3_split50_default,github_outcomes,pull_request_merged,TRUE,sa,policy_tree_group_kfold_depth3_split50_default,0,-2,observed,0.193317169504167,0.135438202728742,-0.0721417078441677,0.458776046852502,
rolling5_kfold_depth3_split50_default,github_outcomes,pull_request_merged,TRUE,sa,policy_tree_group_kfold_depth3_split50_default,0,-1,observed,0,0,0,0,
rolling5_kfold_depth3_split50_default,github_outcomes,pull_request_merged,TRUE,sa,policy_tree_group_kfold_depth3_split50_default,0,0,observed,0.056798962843136,0.358833071517054,-0.64651385733029,0.760111783016562,
rolling5_kfold_depth3_split50_default,github_outcomes,pull_request_merged,TRUE,sa,policy_tree_group_kfold_depth3_split50_default,0,1,observed,-0.694374610642907,0.147648863250768,-0.983766382614413,-0.404982838671401,
rolling5_kfold_depth3_split50_default,github_outcomes,pull_request_merged,TRUE,sa,policy_tree_group_kfold_depth3_split50_default,0,2,observed,-0.845843258140925,0.149836210795894,-1.13952223130088,-0.552164284980973,
rolling5_kfold_depth3_split50_default,github_outcomes,pull_request_merged,TRUE,sa,policy_tree_group_kfold_depth3_split50_default,0,3,observed,-0.65971504348074,0.182524249302982,-1.01746257211458,-0.301967514846895,
rolling5_kfold_depth3_split50_default,github_outcomes,pull_request_merged,TRUE,sa,policy_tree_group_kfold_depth3_split50_default,0,4,observed,-0.725017079626219,0.275887925555767,-1.26575741371552,-0.184276745536915,
rolling5_kfold_depth3_split50_default,github_outcomes,pull_request_merged,TRUE,sa,policy_tree_group_kfold_depth3_split50_default,0,5,observed,-0.844569365683176,0.198775037548044,-1.23416843927734,-0.454970292089009,
rolling5_kfold_depth3_split50_default,github_outcomes,pull_request_merged,TRUE,sa,policy_tree_group_kfold_depth3_split50_default,0,6,observed,-0.771052998179661,0.250346735561831,-1.26173259988085,-0.280373396478472,
rolling5_kfold_depth3_split50_default,github_outcomes,pull_request_merged,TRUE,sa,policy_tree_group_kfold_depth3_split50_default,0,7,observed,-0.201355698104444,0.748629830105247,-1.66867016511073,1.26595876890184,
rolling5_kfold_depth3_split50_default,github_outcomes,pull_request_merged,TRUE,sa,policy_tree_group_kfold_depth3_split50_default,0,8,observed,-1.08265220257047,0.294060268266598,-1.659010328373,-0.506294076767936,
rolling5_kfold_depth3_split50_default,github_outcomes,pull_request_merged,TRUE,sa,policy_tree_group_kfold_depth3_split50_default,0,9,observed,-1.14025291845157,0.293749762243019,-1.71600245244789,-0.564503384455256,
rolling5_kfold_depth3_split50_default,github_outcomes,pull_request_merged,TRUE,sa,policy_tree_group_kfold_depth3_split50_default,0,10,observed,-0.698210719669541,0.924731456274859,-2.51068437396826,1.11426293462918,
rolling5_kfold_depth3_split50_default,github_outcomes,pull_request_merged,TRUE,sa,policy_tree_group_kfold_depth3_split50_default,0,11,observed,-0.425599746701552,0.778885690377441,-1.95221569984134,1.10101620643823,
rolling5_kfold_depth3_split50_default,github_outcomes,pull_request_merged,TRUE,sa,policy_tree_group_kfold_depth3_split50_default,0,12,observed,-1.03901413208793,0.683765848551502,-2.37919519524887,0.301166931073011,
rolling5_kfold_depth3_split50_default,github_outcomes,pull_request_merged,TRUE,sa,policy_tree_group_kfold_depth3_split50_default,0,13,observed,-1.58642325691318,0.626960173051686,-2.81526519609448,-0.357581317731873,
rolling5_kfold_depth3_split50_default,downstream_outcomes,overall_new_release_count,TRUE,sa,policy_tree_group_kfold_depth3_split50_default,1,-14,observed,0.401853457476317,0.456889902328758,-0.493650751088049,1.29735766604068,
rolling5_kfold_depth3_split50_default,downstream_outcomes,overall_new_release_count,TRUE,sa,policy_tree_group_kfold_depth3_split50_default,1,-13,observed,0.475631478230363,0.41961453626208,-0.346813012843313,1.29807596930404,
rolling5_kfold_depth3_split50_default,downstream_outcomes,overall_new_release_count,TRUE,sa,policy_tree_group_kfold_depth3_split50_default,1,-12,observed,0.646944545879092,0.363711276596067,-0.0659295562491985,1.35981864800738,
rolling5_kfold_depth3_split50_default,downstream_outcomes,overall_new_release_count,TRUE,sa,policy_tree_group_kfold_depth3_split50_default,1,-11,observed,0.464745741445563,0.35008597043204,-0.221422760601236,1.15091424349236,
rolling5_kfold_depth3_split50_default,downstream_outcomes,overall_new_release_count,TRUE,sa,policy_tree_group_kfold_depth3_split50_default,1,-10,observed,0.604171597079117,0.334300081275472,-0.0510565622208083,1.25939975637904,
rolling5_kfold_depth3_split50_default,downstream_outcomes,overall_new_release_count,TRUE,sa,policy_tree_group_kfold_depth3_split50_default,1,-9,observed,0.643038454420862,0.337739194574077,-0.0189303669443299,1.30500727578605,
rolling5_kfold_depth3_split50_default,downstream_outcomes,overall_new_release_count,TRUE,sa,policy_tree_group_kfold_depth3_split50_default,1,-8,observed,0.426103080945822,0.308909431694726,-0.179359405175842,1.03156556706749,
rolling5_kfold_depth3_split50_default,downstream_outcomes,overall_new_release_count,TRUE,sa,policy_tree_group_kfold_depth3_split50_default,1,-7,observed,0.247398558560503,0.26500822020478,-0.272017553040865,0.766814670161871,
rolling5_kfold_depth3_split50_default,downstream_outcomes,overall_new_release_count,TRUE,sa,policy_tree_group_kfold_depth3_split50_default,1,-6,observed,0.487026091725459,0.271936345860999,-0.0459691461620977,1.02002132961302,
rolling5_kfold_depth3_split50_default,downstream_outcomes,overall_new_release_count,TRUE,sa,policy_tree_group_kfold_depth3_split50_default,1,-5,observed,0.206931348028186,0.17858907358793,-0.143103236204156,0.556965932260528,
rolling5_kfold_depth3_split50_default,downstream_outcomes,overall_new_release_count,TRUE,sa,policy_tree_group_kfold_depth3_split50_default,1,-4,observed,0.118273992950892,0.162767352532101,-0.200750018012027,0.437298003913811,
rolling5_kfold_depth3_split50_default,downstream_outcomes,overall_new_release_count,TRUE,sa,policy_tree_group_kfold_depth3_split50_default,1,-3,observed,-0.0308958570936023,0.147985828361251,-0.320948080681655,0.25915636649445,
rolling5_kfold_depth3_split50_default,downstream_outcomes,overall_new_release_count,TRUE,sa,policy_tree_group_kfold_depth3_split50_default,1,-2,observed,-0.148467817761444,0.136983524468466,-0.416955525719638,0.12001989019675,
rolling5_kfold_depth3_split50_default,downstream_outcomes,overall_new_release_count,TRUE,sa,policy_tree_group_kfold_depth3_split50_default,1,-1,observed,0,0,0,0,
rolling5_kfold_depth3_split50_default,downstream_outcomes,overall_new_release_count,TRUE,sa,policy_tree_group_kfold_depth3_split50_default,1,0,observed,-0.204815769723628,0.175792384685203,-0.549368843706625,0.139737304259369,
rolling5_kfold_depth3_split50_default,downstream_outcomes,overall_new_release_count,TRUE,sa,policy_tree_group_kfold_depth3_split50_default,1,1,observed,-0.398758351907934,0.164940008003485,-0.722040767594764,-0.0754759362211034,
rolling5_kfold_depth3_split50_default,downstream_outcomes,overall_new_release_count,TRUE,sa,policy_tree_group_kfold_depth3_split50_default,1,2,observed,-0.636332304411947,0.151521345958224,-0.933314142490066,-0.339350466333828,
rolling5_kfold_depth3_split50_default,downstream_outcomes,overall_new_release_count,TRUE,sa,policy_tree_group_kfold_depth3_split50_default,1,3,observed,-0.416634257967423,0.182215800494944,-0.773777226937513,-0.0594912889973332,
rolling5_kfold_depth3_split50_default,downstream_outcomes,overall_new_release_count,TRUE,sa,policy_tree_group_kfold_depth3_split50_default,1,4,observed,-0.611035224395568,0.186326886318252,-0.976235921579342,-0.245834527211794,
rolling5_kfold_depth3_split50_default,downstream_outcomes,overall_new_release_count,TRUE,sa,policy_tree_group_kfold_depth3_split50_default,1,5,observed,-0.639081814035314,0.186433612716697,-1.00449169496004,-0.273671933110587,
rolling5_kfold_depth3_split50_default,downstream_outcomes,overall_new_release_count,TRUE,sa,policy_tree_group_kfold_depth3_split50_default,1,6,observed,-0.670426115052327,0.206229974443749,-1.07463686496208,-0.266215365142578,
rolling5_kfold_depth3_split50_default,downstream_outcomes,overall_new_release_count,TRUE,sa,policy_tree_group_kfold_depth3_split50_default,1,7,observed,-0.638238853332008,0.242188964673667,-1.1129292240924,-0.163548482571621,
rolling5_kfold_depth3_split50_default,downstream_outcomes,overall_new_release_count,TRUE,sa,policy_tree_group_kfold_depth3_split50_default,1,8,observed,-0.782266055431723,0.294533452126538,-1.35955162159974,-0.20498048926371,
rolling5_kfold_depth3_split50_default,downstream_outcomes,overall_new_release_count,TRUE,sa,policy_tree_group_kfold_depth3_split50_default,1,9,observed,-0.652616219645298,0.30962374994877,-1.25947876954489,-0.0457536697457076,
rolling5_kfold_depth3_split50_default,downstream_outcomes,overall_new_release_count,TRUE,sa,policy_tree_group_kfold_depth3_split50_default,1,10,observed,-1.21571495453755,0.314280633797755,-1.83170499678115,-0.599724912293949,
rolling5_kfold_depth3_split50_default,downstream_outcomes,overall_new_release_count,TRUE,sa,policy_tree_group_kfold_depth3_split50_default,1,11,observed,-1.10375732798519,0.378407331259195,-1.84543569725321,-0.362078958717165,
rolling5_kfold_depth3_split50_default,downstream_outcomes,overall_new_release_count,TRUE,sa,policy_tree_group_kfold_depth3_split50_default,1,12,observed,-1.21606022375817,0.548319541553528,-2.29076652520308,-0.141353922313255,
rolling5_kfold_depth3_split50_default,downstream_outcomes,overall_new_release_count,TRUE,sa,policy_tree_group_kfold_depth3_split50_default,0,-14,observed,0.138008032613066,0.43727916143169,-0.719059123793046,0.995075189019177,
rolling5_kfold_depth3_split50_default,downstream_outcomes,overall_new_release_count,TRUE,sa,policy_tree_group_kfold_depth3_split50_default,0,-13,observed,0.28539492567168,0.341142721905047,-0.383244809262212,0.954034660605571,
rolling5_kfold_depth3_split50_default,downstream_outcomes,overall_new_release_count,TRUE,sa,policy_tree_group_kfold_depth3_split50_default,0,-12,observed,0.405402704000734,0.233006503586836,-0.0512900430294648,0.862095451030933,
rolling5_kfold_depth3_split50_default,downstream_outcomes,overall_new_release_count,TRUE,sa,policy_tree_group_kfold_depth3_split50_default,0,-11,observed,0.435332238485902,0.218712053198254,0.00665661421732411,0.86400786275448,
rolling5_kfold_depth3_split50_default,downstream_outcomes,overall_new_release_count,TRUE,sa,policy_tree_group_kfold_depth3_split50_default,0,-10,observed,0.584260692238524,0.217498866036421,0.157962914807139,1.01055846966991,
rolling5_kfold_depth3_split50_default,downstream_outcomes,overall_new_release_count,TRUE,sa,policy_tree_group_kfold_depth3_split50_default,0,-9,observed,0.29126269315914,0.202984620457972,-0.106587162938485,0.689112549256765,
rolling5_kfold_depth3_split50_default,downstream_outcomes,overall_new_release_count,TRUE,sa,policy_tree_group_kfold_depth3_split50_default,0,-8,observed,0.370485244359096,0.219366804123595,-0.0594736917231495,0.800444180441341,
rolling5_kfold_depth3_split50_default,downstream_outcomes,overall_new_release_count,TRUE,sa,policy_tree_group_kfold_depth3_split50_default,0,-7,observed,0.307192828042677,0.337021206283606,-0.35336873627319,0.967754392358545,
rolling5_kfold_depth3_split50_default,downstream_outcomes,overall_new_release_count,TRUE,sa,policy_tree_group_kfold_depth3_split50_default,0,-6,observed,0.458086289544721,0.353731575456403,-0.235227598349829,1.15140017743927,
rolling5_kfold_depth3_split50_default,downstream_outcomes,overall_new_release_count,TRUE,sa,policy_tree_group_kfold_depth3_split50_default,0,-5,observed,0.283588685051952,0.158055564838815,-0.0262002220321255,0.59337759213603,
rolling5_kfold_depth3_split50_default,downstream_outcomes,overall_new_release_count,TRUE,sa,policy_tree_group_kfold_depth3_split50_default,0,-4,observed,0.0249715986747859,0.147780384357702,-0.264677954666309,0.314621152015881,
rolling5_kfold_depth3_split50_default,downstream_outcomes,overall_new_release_count,TRUE,sa,policy_tree_group_kfold_depth3_split50_default,0,-3,observed,-0.0440372590256764,0.135809295496847,-0.310223478199496,0.222148960148143,
rolling5_kfold_depth3_split50_default,downstream_outcomes,overall_new_release_count,TRUE,sa,policy_tree_group_kfold_depth3_split50_default,0,-2,observed,-0.00466019265112806,0.13819846437302,-0.275529182822248,0.266208797519992,
rolling5_kfold_depth3_split50_default,downstream_outcomes,overall_new_release_count,TRUE,sa,policy_tree_group_kfold_depth3_split50_default,0,-1,observed,0,0,0,0,
rolling5_kfold_depth3_split50_default,downstream_outcomes,overall_new_release_count,TRUE,sa,policy_tree_group_kfold_depth3_split50_default,0,0,observed,-0.03982219487188,0.274235766640068,-0.577324297486413,0.497679907742653,
rolling5_kfold_depth3_split50_default,downstream_outcomes,overall_new_release_count,TRUE,sa,policy_tree_group_kfold_depth3_split50_default,0,1,observed,-0.545957459743939,0.184699460899347,-0.907968403106659,-0.18394651638122,
rolling5_kfold_depth3_split50_default,downstream_outcomes,overall_new_release_count,TRUE,sa,policy_tree_group_kfold_depth3_split50_default,0,2,observed,-0.561379788894721,0.160198415245445,-0.875368682775792,-0.24739089501365,
rolling5_kfold_depth3_split50_default,downstream_outcomes,overall_new_release_count,TRUE,sa,policy_tree_group_kfold_depth3_split50_default,0,3,observed,-0.335764964302369,0.278562681130434,-0.881747819318019,0.210217890713282,
rolling5_kfold_depth3_split50_default,downstream_outcomes,overall_new_release_count,TRUE,sa,policy_tree_group_kfold_depth3_split50_default,0,4,observed,-0.313087233180759,0.360543432630828,-1.01975236113718,0.393577894775663,
rolling5_kfold_depth3_split50_default,downstream_outcomes,overall_new_release_count,TRUE,sa,policy_tree_group_kfold_depth3_split50_default,0,5,observed,-0.202036743503966,0.376903715799078,-0.940768026470159,0.536694539462228,
rolling5_kfold_depth3_split50_default,downstream_outcomes,overall_new_release_count,TRUE,sa,policy_tree_group_kfold_depth3_split50_default,0,6,observed,-0.232118350392541,0.374303734968373,-0.965753670930552,0.50151697014547,
rolling5_kfold_depth3_split50_default,downstream_outcomes,overall_new_release_count,TRUE,sa,policy_tree_group_kfold_depth3_split50_default,0,7,observed,-0.0232149469595631,0.499914386673992,-1.00304714484059,0.956617250921461,
rolling5_kfold_depth3_split50_default,downstream_outcomes,overall_new_release_count,TRUE,sa,policy_tree_group_kfold_depth3_split50_default,0,8,observed,-0.199235603471686,0.602284920272647,-1.37971404720607,0.981242840262702,
rolling5_kfold_depth3_split50_default,downstream_outcomes,overall_new_release_count,TRUE,sa,policy_tree_group_kfold_depth3_split50_default,0,9,observed,-0.454581321968157,0.298097897691833,-1.03885320144415,0.129690557507836,
rolling5_kfold_depth3_split50_default,downstream_outcomes,overall_new_release_count,TRUE,sa,policy_tree_group_kfold_depth3_split50_default,0,10,observed,-0.280341834830005,0.573861731096893,-1.40511082777991,0.844427158119905,
rolling5_kfold_depth3_split50_default,downstream_outcomes,overall_new_release_count,TRUE,sa,policy_tree_group_kfold_depth3_split50_default,0,11,observed,0.483237481064957,1.20992715093458,-1.88821973476683,2.85469469689674,
rolling5_kfold_depth3_split50_default,downstream_outcomes,overall_new_release_count,TRUE,sa,policy_tree_group_kfold_depth3_split50_default,0,12,observed,-0.398767526022517,0.867900817185321,-2.09985312770575,1.30231807566071,
rolling5_kfold_depth3_split50_default,downstream_outcomes,overall_new_release_count,TRUE,sa,policy_tree_group_kfold_depth3_split50_default,0,13,observed,-0.963730758460743,0.821030791168076,-2.57295110915017,0.645489592228687,
rolling5_kfold_depth3_split50_default,downstream_outcomes,major_minor_release_count,TRUE,sa,policy_tree_group_kfold_depth3_split50_default,1,-14,observed,-0.132611063147308,0.300679649059458,-0.721943175303846,0.456721049009231,
rolling5_kfold_depth3_split50_default,downstream_outcomes,major_minor_release_count,TRUE,sa,policy_tree_group_kfold_depth3_split50_default,1,-13,observed,0.299796959859932,0.211154020761902,-0.114064920833395,0.713658840553259,
rolling5_kfold_depth3_split50_default,downstream_outcomes,major_minor_release_count,TRUE,sa,policy_tree_group_kfold_depth3_split50_default,1,-12,observed,0.209620209942283,0.182266896435411,-0.147622907071122,0.566863326955689,
rolling5_kfold_depth3_split50_default,downstream_outcomes,major_minor_release_count,TRUE,sa,policy_tree_group_kfold_depth3_split50_default,1,-11,observed,0.164054925649196,0.173832898430872,-0.176657555275313,0.504767406573706,
rolling5_kfold_depth3_split50_default,downstream_outcomes,major_minor_release_count,TRUE,sa,policy_tree_group_kfold_depth3_split50_default,1,-10,observed,0.299582197685556,0.167073371506024,-0.0278816104662523,0.627046005837364,
