dataset,rolling,category,outcome,normalize,method,covar,split_value,event_time,estimate,sd,ci_low,ci_high
important_thresh_oneQual,rolling5,github_outcomes,pull_request_opened,TRUE,cs,"","",-17,0.139485437563489,0.192507586633092,-0.41876123751814,0.697732112645118
important_thresh_oneQual,rolling5,github_outcomes,pull_request_opened,TRUE,cs,"","",-16,-0.0835588845857311,0.128852809720827,-0.457215080996706,0.290097311825244
important_thresh_oneQual,rolling5,github_outcomes,pull_request_opened,TRUE,cs,"","",-15,0.202343599346362,0.213121534849845,-0.415680813608218,0.820368012300941
important_thresh_oneQual,rolling5,github_outcomes,pull_request_opened,TRUE,cs,"","",-14,0.0180013871398,0.11037503020969,-0.302071679611751,0.338074453891351
important_thresh_oneQual,rolling5,github_outcomes,pull_request_opened,TRUE,cs,"","",-13,0.0396187276302403,0.105302098701841,-0.265743505139631,0.344980960400112
important_thresh_oneQual,rolling5,github_outcomes,pull_request_opened,TRUE,cs,"","",-12,0.220854363246484,0.220548957341105,-0.418708597786591,0.86041732427956
important_thresh_oneQual,rolling5,github_outcomes,pull_request_opened,TRUE,cs,"","",-11,0.239144337684857,0.246587359800005,-0.475926564886247,0.954215240255961
important_thresh_oneQual,rolling5,github_outcomes,pull_request_opened,TRUE,cs,"","",-10,-0.185011951276844,0.273038276204404,-0.976787031557895,0.606763129004207
important_thresh_oneQual,rolling5,github_outcomes,pull_request_opened,TRUE,cs,"","",-9,0.200929002093242,0.184995628779926,-0.33553398348177,0.737391987668255
important_thresh_oneQual,rolling5,github_outcomes,pull_request_opened,TRUE,cs,"","",-8,-0.128386716631508,0.336671724320713,-1.10469042488094,0.847916991617925
important_thresh_oneQual,rolling5,github_outcomes,pull_request_opened,TRUE,cs,"","",-7,0.111592001400752,0.119925210762683,-0.236175332539857,0.459359335341361
important_thresh_oneQual,rolling5,github_outcomes,pull_request_opened,TRUE,cs,"","",-6,-0.413060835539173,0.124351361032793,-0.773663422962079,-0.0524582481162673
important_thresh_oneQual,rolling5,github_outcomes,pull_request_opened,TRUE,cs,"","",-5,0.0405210391521904,0.0773720460810595,-0.183847715474279,0.26488979377866
important_thresh_oneQual,rolling5,github_outcomes,pull_request_opened,TRUE,cs,"","",-4,-0.049313275018344,0.0576875278500834,-0.216599516455502,0.117972966418813
important_thresh_oneQual,rolling5,github_outcomes,pull_request_opened,TRUE,cs,"","",-3,-0.0823331732083,0.0585294943487668,-0.252061006723155,0.0873946603065553
important_thresh_oneQual,rolling5,github_outcomes,pull_request_opened,TRUE,cs,"","",-2,0.102965011900355,0.0608533322737286,-0.0735016458745074,0.279431669675218
important_thresh_oneQual,rolling5,github_outcomes,pull_request_opened,TRUE,cs,"","",-1,-0.159362442392024,0.0591333104738208,-0.330841263231938,0.0121163784478895
important_thresh_oneQual,rolling5,github_outcomes,pull_request_opened,TRUE,cs,"","",0,-0.0883012009375809,0.0584514808530094,-0.257802805578137,0.0812004037029753
important_thresh_oneQual,rolling5,github_outcomes,pull_request_opened,TRUE,cs,"","",1,-0.514344998666059,0.0645230771335497,-0.701453433745509,-0.327236563586608
important_thresh_oneQual,rolling5,github_outcomes,pull_request_opened,TRUE,cs,"","",2,-0.554926355679292,0.0703056595183589,-0.758803518922469,-0.351049192436115
important_thresh_oneQual,rolling5,github_outcomes,pull_request_opened,TRUE,cs,"","",3,-0.660679895357311,0.0863646594195716,-0.91112604560397,-0.410233745110652
important_thresh_oneQual,rolling5,github_outcomes,pull_request_opened,TRUE,cs,"","",4,-0.735357424700665,0.0929191069605071,-1.00481061051781,-0.465904238883517
important_thresh_oneQual,rolling5,github_outcomes,pull_request_opened,TRUE,cs,"","",5,-0.795027678020842,0.134449533212654,-1.18491363625735,-0.405141719784332
important_thresh_oneQual,rolling5,github_outcomes,pull_request_opened,TRUE,cs,"","",6,-0.69379123169547,0.236413332940927,-1.37935879486262,-0.00822366852831602
important_thresh_oneQual,rolling5,github_outcomes,pull_request_opened,TRUE,cs,"","",7,-0.755129247944306,0.254023715444623,-1.49176460356341,-0.0184938923252044
important_thresh_oneQual,rolling5,github_outcomes,pull_request_opened,TRUE,cs,"","",8,-0.905825024987451,0.205651033679768,-1.50218596736236,-0.30946408261254
important_thresh_oneQual,rolling5,github_outcomes,pull_request_opened,TRUE,cs,"","",9,-1.18113111149826,0.170603236540938,-1.67585805303258,-0.686404169963935
important_thresh_oneQual,rolling5,github_outcomes,pull_request_opened,TRUE,cs,"","",10,-1.30680965334311,0.210001624682867,-1.9157867372665,-0.697832569419713
important_thresh_oneQual,rolling5,github_outcomes,pull_request_opened,TRUE,cs,"","",11,-1.33166839987962,0.248196500213412,-2.0514055979523,-0.611931201806952
