File: drive/output/derived/org_outcomes_practices/repo_collaboration/important_degree_top3/rolling5/kylmakalle___devicecheck.parquet

MD5 hash: 84391202b3c7b8613c4471c6cdd33875

Keys: time_period 

                                              type  count                 mean                  min                  25%                  50%                  75%                  max std
time_period                         datetime64[ns]      1  2022-01-01 00:00:00  2022-01-01 00:00:00  2022-01-01 00:00:00  2022-01-01 00:00:00  2022-01-01 00:00:00  2022-01-01 00:00:00    
avg_members_per_problem                    float64      1                 1.75                 1.75                 1.75                 1.75                 1.75                 1.75    
pct_members_multiple                       float64      1                 0.75                 0.75                 0.75                 0.75                 0.75                 0.75    
proj_hhi_discussion_comment                float64      1             0.722222             0.722222             0.722222             0.722222             0.722222             0.722222    
proj_hhi_issue_closed                      float64      1                  1.0                  1.0                  1.0                  1.0                  1.0                  1.0    
proj_hhi_issue_comment                     float64      1                0.625                0.625                0.625                0.625                0.625                0.625    
proj_hhi_issue_opened                      float64      1                  0.5                  0.5                  0.5                  0.5                  0.5                  0.5    
proj_hhi_pull_request_comment              float64      1                  1.0                  1.0                  1.0                  1.0                  1.0                  1.0    
proj_hhi_pull_request_merged               float64      1                  1.0                  1.0                  1.0                  1.0                  1.0                  1.0    
proj_hhi_pull_request_opened               float64      1                  0.5                  0.5                  0.5                  0.5                  0.5                  0.5    
proj_prob_hhi_discussion_comment           float64      1             0.777778             0.777778             0.777778             0.777778             0.777778             0.777778    
proj_prob_hhi_issue_comment                float64      1             0.666667             0.666667             0.666667             0.666667             0.666667             0.666667    
proj_prob_hhi_pull_request_comment         float64      1                  1.0                  1.0                  1.0                  1.0                  1.0                  1.0    
num_active_members                           Int64      1                  4.0                  4.0                  4.0                  4.0                  4.0                  4.0    

