File: drive/output/derived/org_outcomes_practices/repo_collaboration/important_degree_top3/rolling5/mrjoes___flask-admin.parquet

MD5 hash: dcbdb504b95683a468a3816c719b3064

Keys: time_period 

                                                     type  count                 mean                  min                  25%                  50%                  75%                  max std
time_period                                datetime64[ns]      1  2015-01-01 00:00:00  2015-01-01 00:00:00  2015-01-01 00:00:00  2015-01-01 00:00:00  2015-01-01 00:00:00  2015-01-01 00:00:00    
avg_members_per_problem                           float64      1             1.382979             1.382979             1.382979             1.382979             1.382979             1.382979    
pct_members_multiple                              float64      1             0.340426             0.340426             0.340426             0.340426             0.340426             0.340426    
proj_hhi_discussion_comment                       float64      1             0.425342             0.425342             0.425342             0.425342             0.425342             0.425342    
proj_hhi_pull_request_closed                      float64      1                  1.0                  1.0                  1.0                  1.0                  1.0                  1.0    
proj_hhi_pull_request_comment                     float64      1             0.376543             0.376543             0.376543             0.376543             0.376543             0.376543    
proj_hhi_pull_request_merged                      float64      1                  1.0                  1.0                  1.0                  1.0                  1.0                  1.0    
proj_hhi_pull_request_opened                      float64      1                  1.0                  1.0                  1.0                  1.0                  1.0                  1.0    
proj_hhi_pull_request_review_comment              float64      1             0.500945             0.500945             0.500945             0.500945             0.500945             0.500945    
proj_prob_hhi_discussion_comment                  float64      1             0.585366             0.585366             0.585366             0.585366             0.585366             0.585366    
proj_prob_hhi_pull_request_comment                float64      1             0.674603             0.674603             0.674603             0.674603             0.674603             0.674603    
proj_prob_hhi_pull_request_review_comment         float64      1             0.565217             0.565217             0.565217             0.565217             0.565217             0.565217    
num_active_members                                  Int64      1                  5.0                  5.0                  5.0                  5.0                  5.0                  5.0    

