File: drive/output/derived/org_outcomes_practices/repo_collaboration/important_degree_top3/rolling5/kootenpv___access_points.parquet

MD5 hash: c2c0507a6a8eb6bb0d1268b7bd709bea

Keys: time_period 

                                              type  count                 mean                  min                  25%                  50%                  75%                  max std
time_period                         datetime64[ns]      1  2016-07-01 00:00:00  2016-07-01 00:00:00  2016-07-01 00:00:00  2016-07-01 00:00:00  2016-07-01 00:00:00  2016-07-01 00:00:00    
avg_members_per_problem                    float64      1                  2.0                  2.0                  2.0                  2.0                  2.0                  2.0    
pct_members_multiple                       float64      1                  1.0                  1.0                  1.0                  1.0                  1.0                  1.0    
proj_hhi_discussion_comment                float64      1             0.506925             0.506925             0.506925             0.506925             0.506925             0.506925    
proj_hhi_pull_request_comment              float64      1             0.506925             0.506925             0.506925             0.506925             0.506925             0.506925    
proj_hhi_pull_request_merged               float64      1                  1.0                  1.0                  1.0                  1.0                  1.0                  1.0    
proj_hhi_pull_request_opened               float64      1                 0.28                 0.28                 0.28                 0.28                 0.28                 0.28    
proj_prob_hhi_discussion_comment           float64      1             0.653133             0.653133             0.653133             0.653133             0.653133             0.653133    
proj_prob_hhi_pull_request_comment         float64      1             0.653133             0.653133             0.653133             0.653133             0.653133             0.653133    
num_active_members                           Int64      1                  5.0                  5.0                  5.0                  5.0                  5.0                  5.0    

