File: drive/output/derived/org_outcomes_practices/repo_collaboration/important_degree_top3/rolling5/aws___boto3-s3-access-grants-plugin.parquet

MD5 hash: 6270376fc26281fe1334b543ad3ccd95

Keys: time_period 

                                                     type  count                 mean                  min                  25%                  50%                  75%                  max std
time_period                                datetime64[ns]      1  2024-07-01 00:00:00  2024-07-01 00:00:00  2024-07-01 00:00:00  2024-07-01 00:00:00  2024-07-01 00:00:00  2024-07-01 00:00:00    
avg_members_per_problem                           float64      1                2.125                2.125                2.125                2.125                2.125                2.125    
pct_members_multiple                              float64      1                0.875                0.875                0.875                0.875                0.875                0.875    
proj_hhi_discussion_comment                       float64      1             0.355372             0.355372             0.355372             0.355372             0.355372             0.355372    
proj_hhi_issue_closed                             float64      1                  1.0                  1.0                  1.0                  1.0                  1.0                  1.0    
proj_hhi_issue_comment                            float64      1                0.625                0.625                0.625                0.625                0.625                0.625    
proj_hhi_issue_opened                             float64      1             0.333333             0.333333             0.333333             0.333333             0.333333             0.333333    
proj_hhi_pull_request_merged                      float64      1                  1.0                  1.0                  1.0                  1.0                  1.0                  1.0    
proj_hhi_pull_request_opened                      float64      1                  1.0                  1.0                  1.0                  1.0                  1.0                  1.0    
proj_hhi_pull_request_review                      float64      1                 0.34                 0.34                 0.34                 0.34                 0.34                 0.34    
proj_hhi_pull_request_review_comment              float64      1             0.428571             0.428571             0.428571             0.428571             0.428571             0.428571    
proj_prob_hhi_discussion_comment                  float64      1             0.690909             0.690909             0.690909             0.690909             0.690909             0.690909    
proj_prob_hhi_issue_comment                       float64      1                 0.75                 0.75                 0.75                 0.75                 0.75                 0.75    
proj_prob_hhi_pull_request_review                 float64      1             0.626667             0.626667             0.626667             0.626667             0.626667             0.626667    
proj_prob_hhi_pull_request_review_comment         float64      1             0.657143             0.657143             0.657143             0.657143             0.657143             0.657143    
num_active_members                                  Int64      1                  7.0                  7.0                  7.0                  7.0                  7.0                  7.0    

