File: drive/output/derived/org_outcomes_practices/repo_collaboration/important_degree_top3/rolling5/3-manifolds___knot_floer_homology.parquet

MD5 hash: 7de51c7744475b75649ae57c553db4fe

Keys: time_period 

                                              type  count                 mean                  min                  25%                  50%                  75%                  max std
time_period                         datetime64[ns]      1  2022-01-01 00:00:00  2022-01-01 00:00:00  2022-01-01 00:00:00  2022-01-01 00:00:00  2022-01-01 00:00:00  2022-01-01 00:00:00    
avg_members_per_problem                    float64      1             2.142857             2.142857             2.142857             2.142857             2.142857             2.142857    
pct_members_multiple                       float64      1             0.857143             0.857143             0.857143             0.857143             0.857143             0.857143    
proj_hhi_discussion_comment                float64      1             0.293388             0.293388             0.293388             0.293388             0.293388             0.293388    
proj_hhi_issue_closed                      float64      1                  1.0                  1.0                  1.0                  1.0                  1.0                  1.0    
proj_hhi_issue_comment                     float64      1             0.278107             0.278107             0.278107             0.278107             0.278107             0.278107    
proj_hhi_issue_opened                      float64      1                  0.5                  0.5                  0.5                  0.5                  0.5                  0.5    
proj_hhi_pull_request_closed               float64      1                  1.0                  1.0                  1.0                  1.0                  1.0                  1.0    
proj_hhi_pull_request_comment              float64      1             0.333333             0.333333             0.333333             0.333333             0.333333             0.333333    
proj_hhi_pull_request_merged               float64      1                  1.0                  1.0                  1.0                  1.0                  1.0                  1.0    
proj_hhi_pull_request_opened               float64      1                 0.52                 0.52                 0.52                 0.52                 0.52                 0.52    
proj_prob_hhi_discussion_comment           float64      1             0.424242             0.424242             0.424242             0.424242             0.424242             0.424242    
proj_prob_hhi_issue_comment                float64      1             0.307692             0.307692             0.307692             0.307692             0.307692             0.307692    
proj_prob_hhi_pull_request_comment         float64      1             0.592593             0.592593             0.592593             0.592593             0.592593             0.592593    
num_active_members                           Int64      1                  4.0                  4.0                  4.0                  4.0                  4.0                  4.0    

