File: drive/output/derived/org_outcomes_practices/repo_collaboration/important_degree_top3/rolling5/life4___homoglyphs.parquet

MD5 hash: e6e55c960059919172000ce8516a2440

Keys: time_period 

                                              type  count                 mean                  min                  25%                  50%                  75%                  max std
time_period                         datetime64[ns]      1  2020-01-01 00:00:00  2020-01-01 00:00:00  2020-01-01 00:00:00  2020-01-01 00:00:00  2020-01-01 00:00:00  2020-01-01 00:00:00    
avg_members_per_problem                    float64      1             1.833333             1.833333             1.833333             1.833333             1.833333             1.833333    
pct_members_multiple                       float64      1             0.833333             0.833333             0.833333             0.833333             0.833333             0.833333    
proj_hhi_discussion_comment                float64      1                 0.52                 0.52                 0.52                 0.52                 0.52                 0.52    
proj_hhi_pull_request_comment              float64      1                 0.52                 0.52                 0.52                 0.52                 0.52                 0.52    
proj_hhi_pull_request_merged               float64      1                  1.0                  1.0                  1.0                  1.0                  1.0                  1.0    
proj_hhi_pull_request_opened               float64      1                  0.2                  0.2                  0.2                  0.2                  0.2                  0.2    
proj_prob_hhi_discussion_comment           float64      1             0.716667             0.716667             0.716667             0.716667             0.716667             0.716667    
proj_prob_hhi_pull_request_comment         float64      1             0.716667             0.716667             0.716667             0.716667             0.716667             0.716667    
num_active_members                           Int64      1                  6.0                  6.0                  6.0                  6.0                  6.0                  6.0    

