File: drive/output/derived/org_outcomes_practices/repo_collaboration/important_degree_top3/rolling5/peteshadbolt___abp.parquet

MD5 hash: 78105f5d8c3db3b77002efa7d1d34a58

Keys: time_period 

                                            type  count                 mean                  min                  25%                  50%                  75%                  max std
time_period                       datetime64[ns]      1  2016-07-01 00:00:00  2016-07-01 00:00:00  2016-07-01 00:00:00  2016-07-01 00:00:00  2016-07-01 00:00:00  2016-07-01 00:00:00    
avg_members_per_problem                  float64      1             1.380952             1.380952             1.380952             1.380952             1.380952             1.380952    
pct_members_multiple                     float64      1             0.380952             0.380952             0.380952             0.380952             0.380952             0.380952    
proj_hhi_discussion_comment              float64      1             0.526627             0.526627             0.526627             0.526627             0.526627             0.526627    
proj_hhi_issue_closed                    float64      1                 0.76                 0.76                 0.76                 0.76                 0.76                 0.76    
proj_hhi_issue_comment                   float64      1             0.526627             0.526627             0.526627             0.526627             0.526627             0.526627    
proj_hhi_issue_opened                    float64      1                0.455                0.455                0.455                0.455                0.455                0.455    
proj_hhi_pull_request_merged             float64      1                  1.0                  1.0                  1.0                  1.0                  1.0                  1.0    
proj_hhi_pull_request_opened             float64      1                  1.0                  1.0                  1.0                  1.0                  1.0                  1.0    
proj_prob_hhi_discussion_comment         float64      1             0.655678             0.655678             0.655678             0.655678             0.655678             0.655678    
proj_prob_hhi_issue_comment              float64      1             0.655678             0.655678             0.655678             0.655678             0.655678             0.655678    
num_active_members                         Int64      1                  4.0                  4.0                  4.0                  4.0                  4.0                  4.0    

