File: drive/output/derived/org_outcomes_practices/repo_collaboration/important_degree_top3/rolling5/willyg302___clip.py.parquet

MD5 hash: 01c4f1b2ec509d1e5c8c10d981113da0

Keys: time_period 

                                            type  count                 mean                  min                  25%                  50%                  75%                  max std
time_period                       datetime64[ns]      1  2015-01-01 00:00:00  2015-01-01 00:00:00  2015-01-01 00:00:00  2015-01-01 00:00:00  2015-01-01 00:00:00  2015-01-01 00:00:00    
avg_members_per_problem                  float64      1                 1.75                 1.75                 1.75                 1.75                 1.75                 1.75    
pct_members_multiple                     float64      1                 0.75                 0.75                 0.75                 0.75                 0.75                 0.75    
proj_hhi_discussion_comment              float64      1             0.481481             0.481481             0.481481             0.481481             0.481481             0.481481    
proj_hhi_issue_closed                    float64      1                  1.0                  1.0                  1.0                  1.0                  1.0                  1.0    
proj_hhi_issue_comment                   float64      1             0.481481             0.481481             0.481481             0.481481             0.481481             0.481481    
proj_hhi_issue_opened                    float64      1                 0.25                 0.25                 0.25                 0.25                 0.25                 0.25    
proj_prob_hhi_discussion_comment         float64      1             0.555556             0.555556             0.555556             0.555556             0.555556             0.555556    
proj_prob_hhi_issue_comment              float64      1             0.555556             0.555556             0.555556             0.555556             0.555556             0.555556    
num_active_members                         Int64      1                  4.0                  4.0                  4.0                  4.0                  4.0                  4.0    

