File: drive/output/derived/org_outcomes_practices/repo_collaboration/important_degree_top3/rolling5/bentoml___simple_di.parquet

MD5 hash: 45b1bbe5e87f5ddab85c364cf025487e

Keys: time_period 

                                                     type  count                 mean                  min                  25%                  50%                  75%                  max std
time_period                                datetime64[ns]      1  2021-07-01 00:00:00  2021-07-01 00:00:00  2021-07-01 00:00:00  2021-07-01 00:00:00  2021-07-01 00:00:00  2021-07-01 00:00:00    
avg_members_per_problem                           float64      1             1.666667             1.666667             1.666667             1.666667             1.666667             1.666667    
pct_members_multiple                              float64      1                  0.5                  0.5                  0.5                  0.5                  0.5                  0.5    
proj_hhi_discussion_comment                       float64      1             0.540816             0.540816             0.540816             0.540816             0.540816             0.540816    
proj_hhi_pull_request_closed                      float64      1                0.625                0.625                0.625                0.625                0.625                0.625    
proj_hhi_pull_request_comment                     float64      1             0.481481             0.481481             0.481481             0.481481             0.481481             0.481481    
proj_hhi_pull_request_merged                      float64      1                  1.0                  1.0                  1.0                  1.0                  1.0                  1.0    
proj_hhi_pull_request_opened                      float64      1             0.404959             0.404959             0.404959             0.404959             0.404959             0.404959    
proj_hhi_pull_request_review                      float64      1                 0.68                 0.68                 0.68                 0.68                 0.68                 0.68    
proj_hhi_pull_request_review_comment              float64      1                 0.68                 0.68                 0.68                 0.68                 0.68                 0.68    
proj_prob_hhi_discussion_comment                  float64      1             0.622449             0.622449             0.622449             0.622449             0.622449             0.622449    
proj_prob_hhi_pull_request_comment                float64      1              0.52381              0.52381              0.52381              0.52381              0.52381              0.52381    
proj_prob_hhi_pull_request_review                 float64      1                  0.8                  0.8                  0.8                  0.8                  0.8                  0.8    
proj_prob_hhi_pull_request_review_comment         float64      1                  0.8                  0.8                  0.8                  0.8                  0.8                  0.8    
num_active_members                                  Int64      1                  4.0                  4.0                  4.0                  4.0                  4.0                  4.0    

