File: drive/output/derived/org_outcomes_practices/repo_collaboration/important_degree_top3/rolling5/philippbosch___slack-webhook-cli.parquet

MD5 hash: 83dd7fa5e56f76738e528a6a2e80e638

Keys: time_period 

                                            type  count                 mean                  min                  25%                  50%                  75%                  max std
time_period                       datetime64[ns]      1  2017-07-01 00:00:00  2017-07-01 00:00:00  2017-07-01 00:00:00  2017-07-01 00:00:00  2017-07-01 00:00:00  2017-07-01 00:00:00    
avg_members_per_problem                  float64      1             1.857143             1.857143             1.857143             1.857143             1.857143             1.857143    
pct_members_multiple                     float64      1             0.857143             0.857143             0.857143             0.857143             0.857143             0.857143    
proj_hhi_discussion_comment              float64      1             0.597222             0.597222             0.597222             0.597222             0.597222             0.597222    
proj_hhi_issue_closed                    float64      1                  1.0                  1.0                  1.0                  1.0                  1.0                  1.0    
proj_hhi_issue_comment                   float64      1             0.597222             0.597222             0.597222             0.597222             0.597222             0.597222    
proj_hhi_issue_opened                    float64      1                 0.28                 0.28                 0.28                 0.28                 0.28                 0.28    
proj_hhi_pull_request_merged             float64      1                  1.0                  1.0                  1.0                  1.0                  1.0                  1.0    
proj_hhi_pull_request_opened             float64      1                  1.0                  1.0                  1.0                  1.0                  1.0                  1.0    
proj_prob_hhi_discussion_comment         float64      1             0.694444             0.694444             0.694444             0.694444             0.694444             0.694444    
proj_prob_hhi_issue_comment              float64      1             0.694444             0.694444             0.694444             0.694444             0.694444             0.694444    
num_active_members                         Int64      1                  5.0                  5.0                  5.0                  5.0                  5.0                  5.0    

