File: drive/output/derived/org_outcomes_practices/repo_collaboration/important_degree_top3/rolling5/sergeymaysak___wirelesstagpy.parquet

MD5 hash: f8331b430891d6caed2b610582ac09c4

Keys: time_period 

                                            type  count                 mean                  min                  25%                  50%                  75%                  max std
time_period                       datetime64[ns]      1  2020-07-01 00:00:00  2020-07-01 00:00:00  2020-07-01 00:00:00  2020-07-01 00:00:00  2020-07-01 00:00:00  2020-07-01 00:00:00    
avg_members_per_problem                  float64      1                  2.0                  2.0                  2.0                  2.0                  2.0                  2.0    
pct_members_multiple                     float64      1                  1.0                  1.0                  1.0                  1.0                  1.0                  1.0    
proj_hhi_discussion_comment              float64      1             0.277778             0.277778             0.277778             0.277778             0.277778             0.277778    
proj_hhi_issue_closed                    float64      1                  0.5                  0.5                  0.5                  0.5                  0.5                  0.5    
proj_hhi_issue_comment                   float64      1             0.277778             0.277778             0.277778             0.277778             0.277778             0.277778    
proj_hhi_issue_opened                    float64      1                  1.0                  1.0                  1.0                  1.0                  1.0                  1.0    
proj_prob_hhi_discussion_comment         float64      1                  0.5                  0.5                  0.5                  0.5                  0.5                  0.5    
proj_prob_hhi_issue_comment              float64      1                  0.5                  0.5                  0.5                  0.5                  0.5                  0.5    
num_active_members                         Int64      1                  4.0                  4.0                  4.0                  4.0                  4.0                  4.0    

