File: drive/output/derived/org_outcomes_practices/repo_collaboration/important_degree_top3/rolling5/sayanarijit___resteasycli.parquet

MD5 hash: 6a06e1220e6c9bb3f5dd24085aa952aa

Keys: time_period 

                                              type  count                 mean                  min                  25%                  50%                  75%                  max std
time_period                         datetime64[ns]      1  2019-01-01 00:00:00  2019-01-01 00:00:00  2019-01-01 00:00:00  2019-01-01 00:00:00  2019-01-01 00:00:00  2019-01-01 00:00:00    
avg_members_per_problem                    float64      1             1.109589             1.109589             1.109589             1.109589             1.109589             1.109589    
pct_members_multiple                       float64      1              0.09589              0.09589              0.09589              0.09589              0.09589              0.09589    
proj_hhi_discussion_comment                float64      1             0.291325             0.291325             0.291325             0.291325             0.291325             0.291325    
proj_hhi_issue_closed                      float64      1             0.895062             0.895062             0.895062             0.895062             0.895062             0.895062    
proj_hhi_issue_comment                     float64      1             0.633769             0.633769             0.633769             0.633769             0.633769             0.633769    
proj_hhi_issue_opened                      float64      1                0.905                0.905                0.905                0.905                0.905                0.905    
proj_hhi_pull_request_closed               float64      1                 0.76                 0.76                 0.76                 0.76                 0.76                 0.76    
proj_hhi_pull_request_comment              float64      1               0.4975               0.4975               0.4975               0.4975               0.4975               0.4975    
proj_hhi_pull_request_merged               float64      1             0.920139             0.920139             0.920139             0.920139             0.920139             0.920139    
proj_hhi_pull_request_opened               float64      1             0.456457             0.456457             0.456457             0.456457             0.456457             0.456457    
proj_prob_hhi_discussion_comment           float64      1             0.753623             0.753623             0.753623             0.753623             0.753623             0.753623    
proj_prob_hhi_issue_comment                float64      1             0.724138             0.724138             0.724138             0.724138             0.724138             0.724138    
proj_prob_hhi_pull_request_comment         float64      1                0.775                0.775                0.775                0.775                0.775                0.775    
num_active_members                           Int64      1                  5.0                  5.0                  5.0                  5.0                  5.0                  5.0    

