File: drive/output/derived/org_outcomes_practices/repo_collaboration/important_degree_top3/rolling5/bark-simulator___bark-ml.parquet

MD5 hash: b00b2c71a56935cff4b693091c3a1c1a

Keys: time_period 

                                                     type  count                 mean                  min                  25%                  50%                  75%                  max std
time_period                                datetime64[ns]      1  2020-07-01 00:00:00  2020-07-01 00:00:00  2020-07-01 00:00:00  2020-07-01 00:00:00  2020-07-01 00:00:00  2020-07-01 00:00:00    
avg_members_per_problem                           float64      1             1.727273             1.727273             1.727273             1.727273             1.727273             1.727273    
pct_members_multiple                              float64      1             0.363636             0.363636             0.363636             0.363636             0.363636             0.363636    
proj_hhi_discussion_comment                       float64      1             0.285213             0.285213             0.285213             0.285213             0.285213             0.285213    
proj_hhi_pull_request_closed                      float64      1                 0.44                 0.44                 0.44                 0.44                 0.44                 0.44    
proj_hhi_pull_request_comment                     float64      1                0.625                0.625                0.625                0.625                0.625                0.625    
proj_hhi_pull_request_merged                      float64      1             0.722222             0.722222             0.722222             0.722222             0.722222             0.722222    
proj_hhi_pull_request_opened                      float64      1                  0.3                  0.3                  0.3                  0.3                  0.3                  0.3    
proj_hhi_pull_request_review                      float64      1                0.405                0.405                0.405                0.405                0.405                0.405    
proj_hhi_pull_request_review_comment              float64      1             0.283379             0.283379             0.283379             0.283379             0.283379             0.283379    
proj_prob_hhi_discussion_comment                  float64      1             0.447137             0.447137             0.447137             0.447137             0.447137             0.447137    
proj_prob_hhi_pull_request_comment                float64      1                  1.0                  1.0                  1.0                  1.0                  1.0                  1.0    
proj_prob_hhi_pull_request_review                 float64      1             0.452632             0.452632             0.452632             0.452632             0.452632             0.452632    
proj_prob_hhi_pull_request_review_comment         float64      1             0.460281             0.460281             0.460281             0.460281             0.460281             0.460281    
num_active_members                                  Int64      1                  7.0                  7.0                  7.0                  7.0                  7.0                  7.0    

