File: drive/output/derived/org_outcomes_practices/repo_collaboration/important_degree_top3/rolling5/kyleaoman___martini.parquet

MD5 hash: 4a22b19540c74b1b701e9c22258a3f9a

Keys: time_period 

                                              type  count                 mean                  min                  25%                  50%                  75%                  max std
time_period                         datetime64[ns]      1  2024-01-01 00:00:00  2024-01-01 00:00:00  2024-01-01 00:00:00  2024-01-01 00:00:00  2024-01-01 00:00:00  2024-01-01 00:00:00    
avg_members_per_problem                    float64      1                1.175                1.175                1.175                1.175                1.175                1.175    
pct_members_multiple                       float64      1                0.175                0.175                0.175                0.175                0.175                0.175    
proj_hhi_discussion_comment                float64      1             0.446367             0.446367             0.446367             0.446367             0.446367             0.446367    
proj_hhi_issue_closed                      float64      1             0.889273             0.889273             0.889273             0.889273             0.889273             0.889273    
proj_hhi_issue_comment                     float64      1             0.540816             0.540816             0.540816             0.540816             0.540816             0.540816    
proj_hhi_issue_opened                      float64      1                0.495                0.495                0.495                0.495                0.495                0.495    
proj_hhi_pull_request_comment              float64      1             0.555556             0.555556             0.555556             0.555556             0.555556             0.555556    
proj_hhi_pull_request_merged               float64      1                  1.0                  1.0                  1.0                  1.0                  1.0                  1.0    
proj_hhi_pull_request_opened               float64      1                  1.0                  1.0                  1.0                  1.0                  1.0                  1.0    
proj_prob_hhi_discussion_comment           float64      1             0.742647             0.742647             0.742647             0.742647             0.742647             0.742647    
proj_prob_hhi_issue_comment                float64      1               0.6875               0.6875               0.6875               0.6875               0.6875               0.6875    
proj_prob_hhi_pull_request_comment         float64      1                  1.0                  1.0                  1.0                  1.0                  1.0                  1.0    
num_active_members                           Int64      1                  4.0                  4.0                  4.0                  4.0                  4.0                  4.0    

