File: drive/output/derived/org_outcomes_practices/repo_collaboration/important_degree_top3/rolling5/initios___aeat-web-services.parquet

MD5 hash: 15ba279956a3529191509b1cf4d5945c

Keys: time_period 

                                                     type  count                 mean                  min                  25%                  50%                  75%                  max std
time_period                                datetime64[ns]      1  2018-01-01 00:00:00  2018-01-01 00:00:00  2018-01-01 00:00:00  2018-01-01 00:00:00  2018-01-01 00:00:00  2018-01-01 00:00:00    
avg_members_per_problem                           float64      1                  1.3                  1.3                  1.3                  1.3                  1.3                  1.3    
pct_members_multiple                              float64      1                0.275                0.275                0.275                0.275                0.275                0.275    
proj_hhi_discussion_comment                       float64      1             0.437778             0.437778             0.437778             0.437778             0.437778             0.437778    
proj_hhi_issue_closed                             float64      1             0.802469             0.802469             0.802469             0.802469             0.802469             0.802469    
proj_hhi_issue_opened                             float64      1                  1.0                  1.0                  1.0                  1.0                  1.0                  1.0    
proj_hhi_pull_request_closed                      float64      1                  1.0                  1.0                  1.0                  1.0                  1.0                  1.0    
proj_hhi_pull_request_comment                     float64      1             0.425926             0.425926             0.425926             0.425926             0.425926             0.425926    
proj_hhi_pull_request_merged                      float64      1             0.541838             0.541838             0.541838             0.541838             0.541838             0.541838    
proj_hhi_pull_request_opened                      float64      1                 0.82                 0.82                 0.82                 0.82                 0.82                 0.82    
proj_hhi_pull_request_review_comment              float64      1             0.847222             0.847222             0.847222             0.847222             0.847222             0.847222    
proj_prob_hhi_discussion_comment                  float64      1             0.760317             0.760317             0.760317             0.760317             0.760317             0.760317    
proj_prob_hhi_pull_request_comment                float64      1             0.785714             0.785714             0.785714             0.785714             0.785714             0.785714    
proj_prob_hhi_pull_request_review_comment         float64      1                  1.0                  1.0                  1.0                  1.0                  1.0                  1.0    
num_active_members                                  Int64      1                  4.0                  4.0                  4.0                  4.0                  4.0                  4.0    

