File: drive/output/derived/org_outcomes_practices/repo_collaboration/important_degree_top3/rolling5/kespindler___albatross.parquet

MD5 hash: b4ac4220344225e47b09e7b91613799f

Keys: time_period 

                                                     type  count                 mean                  min                  25%                  50%                  75%                  max std
time_period                                datetime64[ns]      1  2016-07-01 00:00:00  2016-07-01 00:00:00  2016-07-01 00:00:00  2016-07-01 00:00:00  2016-07-01 00:00:00  2016-07-01 00:00:00    
avg_members_per_problem                           float64      1             1.642857             1.642857             1.642857             1.642857             1.642857             1.642857    
pct_members_multiple                              float64      1             0.642857             0.642857             0.642857             0.642857             0.642857             0.642857    
proj_hhi_discussion_comment                       float64      1             0.473684             0.473684             0.473684             0.473684             0.473684             0.473684    
proj_hhi_issue_closed                             float64      1                 0.36                 0.36                 0.36                 0.36                 0.36                 0.36    
proj_hhi_issue_comment                            float64      1             0.390947             0.390947             0.390947             0.390947             0.390947             0.390947    
proj_hhi_issue_opened                             float64      1                 0.26                 0.26                 0.26                 0.26                 0.26                 0.26    
proj_hhi_pull_request_closed                      float64      1                  1.0                  1.0                  1.0                  1.0                  1.0                  1.0    
proj_hhi_pull_request_comment                     float64      1             0.555556             0.555556             0.555556             0.555556             0.555556             0.555556    
proj_hhi_pull_request_merged                      float64      1                  1.0                  1.0                  1.0                  1.0                  1.0                  1.0    
proj_hhi_pull_request_opened                      float64      1                0.375                0.375                0.375                0.375                0.375                0.375    
proj_hhi_pull_request_review_comment              float64      1                  1.0                  1.0                  1.0                  1.0                  1.0                  1.0    
proj_prob_hhi_discussion_comment                  float64      1             0.674561             0.674561             0.674561             0.674561             0.674561             0.674561    
proj_prob_hhi_issue_comment                       float64      1             0.579012             0.579012             0.579012             0.579012             0.579012             0.579012    
proj_prob_hhi_pull_request_comment                float64      1             0.666667             0.666667             0.666667             0.666667             0.666667             0.666667    
proj_prob_hhi_pull_request_review_comment         float64      1                  1.0                  1.0                  1.0                  1.0                  1.0                  1.0    
num_active_members                                  Int64      1                  5.0                  5.0                  5.0                  5.0                  5.0                  5.0    

