,repo_name,had_common_issue,time_index,treatment_group,pct_coop_comments_bin_2,pr_opener,commits,issue_number,issue_comments,contributors
298,aio-libs/yarl,True,16,13.0,1.0,4.0,24.0,10.0,24.0,3
299,aiogram/aiogram,False,9,13.0,1.0,22.0,22.0,4.0,4.0,14
300,aiogram/aiogram,False,10,13.0,1.0,21.0,21.0,15.0,20.0,22
301,aiogram/aiogram,False,11,13.0,1.0,25.0,25.0,14.0,23.0,22
302,aiogram/aiogram,False,12,13.0,1.0,28.0,28.0,29.0,35.0,36
303,aiogram/aiogram,False,13,13.0,1.0,11.0,11.0,4.0,6.0,12
304,aiogram/aiogram,False,14,13.0,1.0,19.0,19.0,0.0,0.0,6
305,aiogram/aiogram,False,15,13.0,1.0,7.0,8.0,5.0,5.0,7
306,aiogram/aiogram,False,16,13.0,1.0,6.0,7.0,3.0,3.0,5
307,aiogram/aiogram,True,9,13.0,1.0,4.0,70.0,13.0,20.0,4
308,aiogram/aiogram,True,10,13.0,1.0,39.0,230.0,38.0,57.0,11
309,aiogram/aiogram,True,11,13.0,1.0,24.0,83.0,48.0,71.0,13
310,aiogram/aiogram,True,12,13.0,1.0,29.0,33.0,43.0,53.0,9
311,aiogram/aiogram,True,13,13.0,1.0,15.0,19.0,35.0,45.0,7
312,aiogram/aiogram,True,14,13.0,1.0,43.0,53.0,34.0,46.0,7
313,aiogram/aiogram,True,15,13.0,1.0,32.0,33.0,42.0,50.0,5
314,aiogram/aiogram,True,16,13.0,1.0,25.0,55.0,33.0,38.0,5
315,aiven/aiven-client,False,8,12.0,0.0,8.0,20.0,2.0,4.0,6
316,aiven/aiven-client,False,9,12.0,0.0,15.0,27.0,8.0,9.0,7
317,aiven/aiven-client,False,10,12.0,0.0,9.0,23.0,1.0,1.0,7
318,aiven/aiven-client,False,11,12.0,0.0,3.0,12.0,1.0,2.0,3
319,aiven/aiven-client,False,12,12.0,0.0,1.0,14.0,0.0,0.0,3
320,aiven/aiven-client,False,13,12.0,0.0,1.0,17.0,0.0,0.0,2
321,aiven/aiven-client,False,14,12.0,0.0,3.0,9.0,2.0,3.0,3
322,aiven/aiven-client,False,15,12.0,0.0,0.0,3.0,1.0,2.0,3
323,aiven/aiven-client,True,8,12.0,0.0,1.0,5.0,3.0,5.0,2
324,aiven/aiven-client,True,9,12.0,0.0,1.0,14.0,0.0,0.0,1
325,aiven/aiven-client,True,10,12.0,0.0,2.0,8.0,0.0,0.0,1
326,aiven/aiven-client,True,11,12.0,0.0,6.0,9.0,2.0,2.0,2
327,aldryn/aldryn-people,False,1,4.0,1.0,4.0,8.0,0.0,0.0,2
328,aldryn/aldryn-people,False,2,4.0,1.0,5.0,7.0,1.0,1.0,7
329,aldryn/aldryn-people,False,3,4.0,1.0,3.0,7.0,0.0,0.0,5
330,aldryn/aldryn-people,True,1,4.0,1.0,9.0,104.0,1.0,1.0,6
331,aldryn/aldryn-people,True,2,4.0,1.0,85.0,173.0,38.0,53.0,27
332,aldryn/aldryn-people,True,3,4.0,1.0,16.0,44.0,0.0,0.0,9
333,aldryn/aldryn-people,True,4,4.0,1.0,5.0,7.0,4.0,5.0,5
334,aldryn/aldryn-people,True,5,4.0,1.0,0.0,0.0,0.0,0.0,1
335,aldryn/aldryn-people,True,6,4.0,1.0,0.0,0.0,0.0,0.0,1
336,aldryn/aldryn-people,True,7,4.0,1.0,1.0,4.0,0.0,0.0,3
337,alex-sherman/deco,True,12,15.0,1.0,0.0,2.0,7.0,8.0,3
338,alex-sherman/deco,True,13,15.0,1.0,0.0,4.0,9.0,14.0,5
339,alex-sherman/deco,True,14,15.0,1.0,2.0,6.0,1.0,2.0,3
340,alex-sherman/deco,True,15,15.0,1.0,0.0,0.0,3.0,3.0,2
341,angr/archinfo,False,12,16.0,1.0,2.0,4.0,0.0,0.0,2
342,angr/archinfo,False,14,16.0,1.0,0.0,0.0,0.0,0.0,1
343,angr/archinfo,False,15,16.0,1.0,4.0,20.0,6.0,7.0,4
344,angr/archinfo,False,16,16.0,1.0,0.0,2.0,3.0,7.0,2
345,angr/archinfo,False,17,16.0,1.0,7.0,22.0,0.0,0.0,3
346,angr/archinfo,True,12,16.0,1.0,3.0,11.0,1.0,1.0,3
347,angr/archinfo,True,13,16.0,1.0,2.0,5.0,0.0,0.0,2
348,angr/archinfo,True,14,16.0,1.0,4.0,10.0,0.0,0.0,3
349,angr/archinfo,True,15,16.0,1.0,6.0,18.0,5.0,7.0,4
350,angr/archinfo,True,16,16.0,1.0,2.0,7.0,1.0,1.0,2
351,angr/archinfo,True,17,16.0,1.0,2.0,6.0,0.0,0.0,2
352,ansible/ansible-runner,False,11,15.0,0.0,11.0,12.0,18.0,24.0,19
353,ansible/ansible-runner,False,12,15.0,0.0,15.0,44.0,30.0,44.0,29
354,ansible/ansible-runner,False,13,15.0,0.0,14.0,19.0,27.0,34.0,26
355,ansible/ansible-runner,False,14,15.0,0.0,9.0,18.0,25.0,33.0,33
356,ansible/ansible-runner,False,15,15.0,0.0,1.0,1.0,5.0,7.0,8
357,ansible/ansible-runner,False,16,15.0,0.0,3.0,5.0,6.0,8.0,6
358,ansible/ansible-runner,False,17,15.0,0.0,1.0,2.0,4.0,5.0,4
359,ansible/ansible-runner,True,11,15.0,0.0,17.0,43.0,19.0,27.0,17
360,ansible/ansible-runner,True,12,15.0,0.0,51.0,126.0,56.0,77.0,11
361,ansible/ansible-runner,True,13,15.0,0.0,62.0,170.0,32.0,39.0,13
362,ansible/ansible-runner,True,14,15.0,0.0,69.0,238.0,32.0,45.0,16
363,ansible/ansible-runner,True,15,15.0,0.0,39.0,80.0,42.0,64.0,11
364,ansible/ansible-runner,True,16,15.0,0.0,13.0,29.0,11.0,14.0,8
365,ansible/ansible-runner,True,17,15.0,0.0,10.0,24.0,15.0,31.0,3
366,appknox/vendor,False,6,7.0,1.0,2.0,4.0,0.0,0.0,2
367,appknox/vendor,False,7,7.0,1.0,1.0,39.0,0.0,0.0,1
368,appknox/vendor,False,8,7.0,1.0,5.0,38.0,0.0,0.0,1
369,appknox/vendor,False,9,7.0,1.0,1.0,13.0,0.0,0.0,1
370,appknox/vendor,False,10,7.0,1.0,3.0,11.0,0.0,0.0,1
371,appknox/vendor,True,3,7.0,1.0,0.0,10.0,0.0,0.0,1
372,appknox/vendor,True,4,7.0,1.0,4.0,33.0,1.0,1.0,5
373,appknox/vendor,True,5,7.0,1.0,20.0,135.0,0.0,0.0,6
374,appknox/vendor,True,6,7.0,1.0,6.0,38.0,1.0,1.0,4
375,appknox/vendor,True,7,7.0,1.0,10.0,34.0,0.0,0.0,2
376,appknox/vendor,True,8,7.0,1.0,2.0,3.0,0.0,0.0,1
377,appknox/vendor,True,9,7.0,1.0,1.0,2.0,0.0,0.0,1
378,appknox/vendor,True,10,7.0,1.0,0.0,3.0,0.0,0.0,1
379,arose/nglview,False,10,12.0,0.0,1.0,2.0,0.0,0.0,1
380,arose/nglview,True,8,12.0,0.0,2.0,18.0,44.0,120.0,21
381,arose/nglview,True,9,12.0,0.0,43.0,137.0,92.0,281.0,36
382,arose/nglview,True,10,12.0,0.0,14.0,96.0,60.0,224.0,36
383,arose/nglview,True,11,12.0,0.0,5.0,26.0,89.0,277.0,39
384,arose/nglview,True,12,12.0,0.0,0.0,0.0,12.0,19.0,5
385,arrow-py/arrow,False,12,16.0,1.0,2.0,3.0,8.0,19.0,7
386,arrow-py/arrow,False,13,16.0,1.0,11.0,23.0,5.0,5.0,9
387,arrow-py/arrow,False,14,16.0,1.0,9.0,19.0,12.0,17.0,14
388,arrow-py/arrow,False,15,16.0,1.0,3.0,9.0,10.0,10.0,15
389,arrow-py/arrow,False,16,16.0,1.0,0.0,0.0,0.0,0.0,1
390,arrow-py/arrow,True,12,16.0,1.0,38.0,85.0,76.0,124.0,22
391,arrow-py/arrow,True,13,16.0,1.0,24.0,63.0,65.0,98.0,24
392,arrow-py/arrow,True,14,16.0,1.0,32.0,71.0,44.0,60.0,13
393,arrow-py/arrow,True,15,16.0,1.0,3.0,16.0,25.0,31.0,10
394,arrow-py/arrow,True,16,16.0,1.0,3.0,15.0,8.0,10.0,7
395,arrow-py/arrow,True,17,16.0,1.0,0.0,0.0,7.0,9.0,3
396,astropy/regions,False,7,11.0,1.0,0.0,0.0,1.0,1.0,1
397,astropy/regions,False,8,11.0,1.0,0.0,0.0,0.0,0.0,2
398,astropy/regions,False,9,11.0,1.0,0.0,0.0,2.0,3.0,2
399,astropy/regions,False,10,11.0,1.0,0.0,0.0,1.0,1.0,1
400,astropy/regions,False,13,11.0,1.0,1.0,2.0,0.0,0.0,1
401,astropy/regions,True,7,11.0,1.0,24.0,52.0,17.0,26.0,10
402,astropy/regions,True,8,11.0,1.0,22.0,81.0,32.0,54.0,11
403,astropy/regions,True,9,11.0,1.0,42.0,84.0,42.0,84.0,14
404,astropy/regions,True,10,11.0,1.0,11.0,24.0,20.0,26.0,8
405,astropy/regions,True,11,11.0,1.0,5.0,18.0,5.0,8.0,4
406,astropy/regions,True,12,11.0,1.0,6.0,11.0,3.0,3.0,4
407,astropy/regions,True,13,11.0,1.0,47.0,139.0,11.0,21.0,4
408,astropy/regions,True,14,11.0,1.0,27.0,71.0,15.0,15.0,4
409,autoprotocol/autoprotocol-python,False,1,5.0,0.0,36.0,233.0,8.0,8.0,9
410,autoprotocol/autoprotocol-python,False,2,5.0,0.0,15.0,88.0,1.0,1.0,6
411,autoprotocol/autoprotocol-python,False,3,5.0,0.0,22.0,116.0,2.0,2.0,7
412,autoprotocol/autoprotocol-python,False,4,5.0,0.0,19.0,36.0,9.0,18.0,5
413,autoprotocol/autoprotocol-python,False,5,5.0,0.0,2.0,6.0,0.0,0.0,1
414,autoprotocol/autoprotocol-python,False,6,5.0,0.0,2.0,6.0,0.0,0.0,1
415,autoprotocol/autoprotocol-python,False,7,5.0,0.0,0.0,1.0,0.0,0.0,1
416,autoprotocol/autoprotocol-python,False,8,5.0,0.0,7.0,14.0,0.0,0.0,3
417,autoprotocol/autoprotocol-python,True,1,5.0,0.0,2.0,7.0,0.0,0.0,1
418,autoprotocol/autoprotocol-python,True,2,5.0,0.0,1.0,8.0,0.0,0.0,1
419,autoprotocol/autoprotocol-python,True,3,5.0,0.0,3.0,24.0,0.0,0.0,2
420,autoprotocol/autoprotocol-python,True,4,5.0,0.0,5.0,20.0,1.0,1.0,2
421,avast/yaramod,False,12,16.0,0.0,1.0,3.0,0.0,0.0,1
422,avast/yaramod,False,13,16.0,0.0,3.0,5.0,1.0,1.0,2
423,avast/yaramod,False,14,16.0,0.0,5.0,10.0,0.0,0.0,3
424,avast/yaramod,False,15,16.0,0.0,4.0,6.0,1.0,1.0,2
425,avast/yaramod,False,17,16.0,0.0,0.0,1.0,0.0,0.0,1
426,avast/yaramod,True,12,16.0,0.0,20.0,66.0,3.0,3.0,5
427,avast/yaramod,True,13,16.0,0.0,20.0,60.0,6.0,7.0,3
428,avast/yaramod,True,14,16.0,0.0,10.0,28.0,4.0,4.0,5
429,avast/yaramod,True,15,16.0,0.0,14.0,54.0,1.0,1.0,3
430,avast/yaramod,True,16,16.0,0.0,5.0,13.0,0.0,0.0,2
431,avast/yaramod,True,17,16.0,0.0,7.0,32.0,2.0,2.0,2
432,aws/aws-encryption-sdk-python,False,11,15.0,0.0,2.0,4.0,7.0,13.0,8
433,aws/aws-encryption-sdk-python,False,12,15.0,0.0,0.0,1.0,3.0,3.0,6
434,aws/aws-encryption-sdk-python,False,13,15.0,0.0,3.0,9.0,1.0,1.0,4
435,aws/aws-encryption-sdk-python,False,14,15.0,0.0,13.0,26.0,3.0,4.0,6
436,aws/aws-encryption-sdk-python,False,15,15.0,0.0,23.0,53.0,2.0,4.0,4
437,aws/aws-encryption-sdk-python,False,16,15.0,0.0,26.0,46.0,3.0,3.0,3
438,aws/aws-encryption-sdk-python,False,17,15.0,0.0,10.0,26.0,2.0,2.0,4
439,aws/aws-encryption-sdk-python,True,11,15.0,0.0,42.0,76.0,18.0,26.0,5
440,aws/aws-encryption-sdk-python,True,12,15.0,0.0,28.0,51.0,21.0,23.0,9
441,aws/aws-encryption-sdk-python,True,13,15.0,0.0,25.0,75.0,10.0,12.0,11
442,aws/aws-encryption-sdk-python,True,14,15.0,0.0,20.0,39.0,27.0,27.0,4
443,aws/aws-encryption-sdk-python,True,15,15.0,0.0,5.0,11.0,2.0,4.0,5
444,aws/aws-encryption-sdk-python,True,16,15.0,0.0,1.0,1.0,0.0,0.0,3
445,aws/aws-encryption-sdk-python,True,17,15.0,0.0,0.0,1.0,3.0,3.0,2
446,aws/aws-xray-sdk-python,False,6,9.0,1.0,0.0,0.0,0.0,0.0,1
447,aws/aws-xray-sdk-python,False,7,9.0,1.0,0.0,0.0,1.0,1.0,1
448,aws/aws-xray-sdk-python,False,8,9.0,1.0,1.0,6.0,0.0,0.0,2
449,aws/aws-xray-sdk-python,False,9,9.0,1.0,0.0,1.0,0.0,0.0,1
450,aws/aws-xray-sdk-python,True,6,9.0,1.0,4.0,15.0,9.0,14.0,8
451,aws/aws-xray-sdk-python,True,7,9.0,1.0,17.0,45.0,54.0,111.0,22
452,aws/aws-xray-sdk-python,True,8,9.0,1.0,9.0,36.0,54.0,85.0,23
453,aws/aws-xray-sdk-python,True,9,9.0,1.0,0.0,0.0,1.0,1.0,4
454,aws/aws-xray-sdk-python,True,10,9.0,1.0,0.0,0.0,5.0,5.0,4
455,aws/aws-xray-sdk-python,True,11,9.0,1.0,1.0,1.0,9.0,13.0,4
456,aws/aws-xray-sdk-python,True,12,9.0,1.0,0.0,0.0,2.0,4.0,2
457,awslabs/aws-config-rdk,False,9,11.0,0.0,0.0,1.0,4.0,5.0,5
458,awslabs/aws-config-rdk,False,10,11.0,0.0,1.0,2.0,7.0,8.0,9
459,awslabs/aws-config-rdk,False,11,11.0,0.0,0.0,0.0,2.0,2.0,2
460,awslabs/aws-config-rdk,True,7,11.0,0.0,5.0,21.0,11.0,15.0,4
461,awslabs/aws-config-rdk,True,8,11.0,0.0,3.0,32.0,43.0,58.0,8
462,awslabs/aws-config-rdk,True,9,11.0,0.0,3.0,23.0,27.0,29.0,11
463,awslabs/aws-config-rdk,True,10,11.0,0.0,5.0,16.0,7.0,11.0,4
464,awslabs/aws-config-rdk,True,11,11.0,0.0,18.0,31.0,10.0,10.0,3
465,awslabs/aws-config-rdk,True,12,11.0,0.0,2.0,6.0,1.0,2.0,2
466,awslabs/aws-config-rdk,True,13,11.0,0.0,4.0,7.0,0.0,0.0,1
467,awslabs/aws-config-rdk,True,14,11.0,0.0,4.0,7.0,0.0,0.0,2
468,beeware/toga,False,11,15.0,1.0,66.0,69.0,71.0,130.0,47
469,beeware/toga,False,12,15.0,1.0,57.0,72.0,56.0,77.0,35
470,beeware/toga,False,13,15.0,1.0,21.0,21.0,38.0,62.0,35
471,beeware/toga,False,14,15.0,1.0,1.0,2.0,12.0,15.0,15
472,beeware/toga,False,15,15.0,1.0,3.0,3.0,3.0,5.0,7
473,beeware/toga,False,16,15.0,1.0,20.0,20.0,15.0,26.0,5
474,beeware/toga,False,17,15.0,1.0,0.0,0.0,1.0,5.0,1
475,beeware/toga,True,11,15.0,1.0,58.0,195.0,129.0,199.0,4
476,beeware/toga,True,12,15.0,1.0,82.0,219.0,88.0,155.0,9
477,beeware/toga,True,13,15.0,1.0,26.0,81.0,49.0,70.0,7
478,beeware/toga,True,14,15.0,1.0,33.0,88.0,23.0,35.0,6
479,beeware/toga,True,15,15.0,1.0,44.0,122.0,80.0,99.0,4
480,beeware/toga,True,16,15.0,1.0,23.0,115.0,49.0,78.0,3
481,beeware/toga,True,17,15.0,1.0,71.0,188.0,83.0,148.0,4
482,biolink/ontobio,False,10,14.0,0.0,0.0,0.0,4.0,4.0,5
483,biolink/ontobio,False,13,14.0,0.0,0.0,0.0,3.0,4.0,4
484,biolink/ontobio,False,14,14.0,0.0,0.0,0.0,2.0,2.0,1
485,biolink/ontobio,True,10,14.0,0.0,33.0,77.0,34.0,46.0,8
486,biolink/ontobio,True,11,14.0,0.0,11.0,51.0,5.0,7.0,7
487,biolink/ontobio,True,12,14.0,0.0,19.0,53.0,18.0,33.0,7
488,biolink/ontobio,True,13,14.0,0.0,52.0,121.0,28.0,41.0,9
489,biolink/ontobio,True,14,14.0,0.0,11.0,56.0,15.0,19.0,8
490,biolink/ontobio,True,15,14.0,0.0,9.0,30.0,7.0,9.0,4
491,biolink/ontobio,True,16,14.0,0.0,3.0,6.0,1.0,1.0,3
492,biolink/ontobio,True,17,14.0,0.0,1.0,4.0,0.0,0.0,2
493,bitcraze/crazyflie-lib-python,False,12,16.0,1.0,4.0,4.0,7.0,10.0,10
494,bitcraze/crazyflie-lib-python,False,13,16.0,1.0,0.0,0.0,2.0,2.0,4
495,bitcraze/crazyflie-lib-python,False,14,16.0,1.0,1.0,1.0,2.0,3.0,5
496,bitcraze/crazyflie-lib-python,False,15,16.0,1.0,0.0,3.0,3.0,6.0,4
497,bitcraze/crazyflie-lib-python,False,16,16.0,1.0,3.0,5.0,2.0,2.0,3
498,bitcraze/crazyflie-lib-python,False,17,16.0,1.0,1.0,1.0,0.0,0.0,1
499,bitcraze/crazyflie-lib-python,True,12,16.0,1.0,1.0,64.0,18.0,25.0,7
500,bitcraze/crazyflie-lib-python,True,13,16.0,1.0,34.0,146.0,20.0,30.0,10
501,bitcraze/crazyflie-lib-python,True,14,16.0,1.0,19.0,70.0,23.0,33.0,8
502,bitcraze/crazyflie-lib-python,True,15,16.0,1.0,42.0,113.0,14.0,17.0,7
503,bitcraze/crazyflie-lib-python,True,16,16.0,1.0,12.0,35.0,11.0,12.0,4
504,bitcraze/crazyflie-lib-python,True,17,16.0,1.0,19.0,47.0,17.0,28.0,5
505,box/box-python-sdk,False,10,14.0,0.0,2.0,6.0,7.0,10.0,10
506,box/box-python-sdk,False,11,14.0,0.0,1.0,2.0,13.0,19.0,17
507,box/box-python-sdk,False,12,14.0,0.0,0.0,0.0,4.0,4.0,5
508,box/box-python-sdk,False,13,14.0,0.0,5.0,11.0,15.0,18.0,10
509,box/box-python-sdk,False,14,14.0,0.0,6.0,24.0,6.0,15.0,2
510,box/box-python-sdk,False,15,14.0,0.0,4.0,9.0,2.0,2.0,3
511,box/box-python-sdk,False,16,14.0,0.0,2.0,3.0,3.0,3.0,2
512,box/box-python-sdk,False,17,14.0,0.0,0.0,0.0,2.0,4.0,2
513,box/box-python-sdk,True,10,14.0,0.0,4.0,7.0,27.0,42.0,15
514,box/box-python-sdk,True,11,14.0,0.0,21.0,54.0,30.0,48.0,19
515,box/box-python-sdk,True,12,14.0,0.0,13.0,27.0,30.0,35.0,19
516,box/box-python-sdk,True,13,14.0,0.0,7.0,21.0,18.0,29.0,10
517,box/box-python-sdk,True,14,14.0,0.0,2.0,7.0,3.0,5.0,5
518,box/box-python-sdk,True,15,14.0,0.0,1.0,2.0,7.0,8.0,5
519,box/box-python-sdk,True,16,14.0,0.0,0.0,0.0,5.0,11.0,4
520,box/box-python-sdk,True,17,14.0,0.0,0.0,0.0,1.0,1.0,3
521,brainix/pottery,False,12,16.0,0.0,0.0,0.0,0.0,0.0,1
522,brainix/pottery,False,14,16.0,0.0,0.0,0.0,3.0,3.0,3
523,brainix/pottery,False,15,16.0,0.0,0.0,0.0,2.0,2.0,2
524,brainix/pottery,True,12,16.0,0.0,150.0,298.0,2.0,3.0,2
525,brainix/pottery,True,13,16.0,0.0,98.0,195.0,4.0,6.0,3
526,brainix/pottery,True,14,16.0,0.0,163.0,296.0,19.0,26.0,9
527,brainix/pottery,True,15,16.0,0.0,127.0,233.0,1.0,1.0,2
528,brainix/pottery,True,16,16.0,0.0,0.0,0.0,1.0,1.0,1
529,camptocamp/tilecloud-chain,False,10,14.0,0.0,8.0,20.0,1.0,3.0,4
530,camptocamp/tilecloud-chain,False,11,14.0,0.0,2.0,3.0,0.0,0.0,5
531,camptocamp/tilecloud-chain,False,12,14.0,0.0,0.0,0.0,0.0,0.0,3
532,camptocamp/tilecloud-chain,False,13,14.0,0.0,43.0,84.0,0.0,0.0,4
533,camptocamp/tilecloud-chain,False,14,14.0,0.0,83.0,173.0,1.0,1.0,4
534,camptocamp/tilecloud-chain,False,15,14.0,0.0,139.0,270.0,0.0,0.0,3
535,camptocamp/tilecloud-chain,False,16,14.0,0.0,7.0,12.0,1.0,1.0,5
536,camptocamp/tilecloud-chain,False,17,14.0,0.0,16.0,19.0,0.0,0.0,4
537,camptocamp/tilecloud-chain,True,10,14.0,0.0,36.0,93.0,1.0,3.0,2
538,camptocamp/tilecloud-chain,True,11,14.0,0.0,49.0,151.0,0.0,0.0,2
539,camptocamp/tilecloud-chain,True,12,14.0,0.0,225.0,509.0,0.0,0.0,2
540,camptocamp/tilecloud-chain,True,13,14.0,0.0,131.0,337.0,0.0,0.0,2
541,camptocamp/tilecloud-chain,True,14,14.0,0.0,11.0,51.0,0.0,0.0,1
542,camptocamp/tilecloud-chain,True,15,14.0,0.0,28.0,147.0,0.0,0.0,1
543,camptocamp/tilecloud-chain,True,16,14.0,0.0,39.0,199.0,0.0,0.0,1
544,camptocamp/tilecloud-chain,True,17,14.0,0.0,35.0,133.0,0.0,0.0,1
545,celery/billiard,False,1,5.0,1.0,0.0,1.0,4.0,5.0,5
546,celery/billiard,False,2,5.0,1.0,0.0,0.0,1.0,1.0,2
547,celery/billiard,False,3,5.0,1.0,0.0,0.0,2.0,2.0,5
548,celery/billiard,False,4,5.0,1.0,2.0,5.0,6.0,7.0,6
549,celery/billiard,False,5,5.0,1.0,0.0,0.0,1.0,1.0,1
550,celery/billiard,False,6,5.0,1.0,0.0,0.0,2.0,4.0,2
551,celery/billiard,True,1,5.0,1.0,1.0,22.0,20.0,24.0,9
552,celery/billiard,True,2,5.0,1.0,1.0,71.0,21.0,27.0,12
553,celery/billiard,True,3,5.0,1.0,0.0,22.0,2.0,2.0,4
554,celery/billiard,True,4,5.0,1.0,0.0,30.0,19.0,28.0,13
555,celery/billiard,True,5,5.0,1.0,0.0,0.0,4.0,4.0,2
556,celery/billiard,True,6,5.0,1.0,0.0,1.0,22.0,29.0,4
557,celery/billiard,True,7,5.0,1.0,0.0,0.0,10.0,15.0,3
558,celery/billiard,True,8,5.0,1.0,0.0,3.0,6.0,10.0,3
559,charlesthk/python-mailchimp,False,4,8.0,1.0,0.0,0.0,4.0,4.0,5
560,charlesthk/python-mailchimp,False,5,8.0,1.0,0.0,0.0,1.0,1.0,2
561,charlesthk/python-mailchimp,False,6,8.0,1.0,0.0,0.0,2.0,2.0,1
562,charlesthk/python-mailchimp,True,4,8.0,1.0,14.0,44.0,59.0,106.0,16
563,charlesthk/python-mailchimp,True,5,8.0,1.0,6.0,23.0,33.0,44.0,22
564,charlesthk/python-mailchimp,True,6,8.0,1.0,2.0,8.0,26.0,32.0,19
565,charlesthk/python-mailchimp,True,7,8.0,1.0,2.0,12.0,28.0,35.0,9
566,charlesthk/python-mailchimp,True,8,8.0,1.0,2.0,5.0,6.0,9.0,4
567,charlesthk/python-mailchimp,True,9,8.0,1.0,0.0,1.0,0.0,0.0,1
568,cloudbase/PyMI,False,8,12.0,0.0,0.0,0.0,1.0,1.0,2
569,cloudbase/PyMI,False,10,12.0,0.0,0.0,0.0,1.0,1.0,3
570,cloudbase/PyMI,False,11,12.0,0.0,0.0,0.0,1.0,2.0,1
571,cloudbase/PyMI,True,8,12.0,0.0,0.0,0.0,2.0,2.0,2
572,cloudbase/PyMI,True,9,12.0,0.0,3.0,4.0,0.0,0.0,2
573,cloudbase/PyMI,True,10,12.0,0.0,2.0,6.0,6.0,6.0,4
574,cloudbase/PyMI,True,11,12.0,0.0,2.0,5.0,1.0,2.0,3
575,cloudbase/PyMI,True,12,12.0,0.0,1.0,2.0,0.0,0.0,3
576,cloudendpoints/endpoints-management-python,False,5,9.0,0.0,6.0,13.0,0.0,0.0,3
577,cloudendpoints/endpoints-management-python,False,6,9.0,0.0,0.0,0.0,1.0,1.0,2
578,cloudendpoints/endpoints-management-python,False,7,9.0,0.0,0.0,0.0,0.0,0.0,1
579,cloudendpoints/endpoints-management-python,True,5,9.0,0.0,11.0,36.0,1.0,1.0,7
580,cloudendpoints/endpoints-management-python,True,6,9.0,0.0,11.0,28.0,1.0,1.0,3
581,cloudendpoints/endpoints-management-python,True,7,9.0,0.0,10.0,29.0,6.0,8.0,7
582,cloudendpoints/endpoints-management-python,True,8,9.0,0.0,8.0,16.0,5.0,7.0,4
583,cloudendpoints/endpoints-management-python,True,12,9.0,0.0,0.0,0.0,0.0,0.0,1
584,codalab/codalab-worksheets,False,12,16.0,1.0,135.0,317.0,49.0,82.0,28
585,codalab/codalab-worksheets,False,13,16.0,1.0,24.0,99.0,23.0,34.0,21
586,codalab/codalab-worksheets,False,14,16.0,1.0,5.0,15.0,15.0,23.0,17
587,codalab/codalab-worksheets,False,15,16.0,1.0,14.0,29.0,13.0,26.0,4
588,codalab/codalab-worksheets,False,16,16.0,1.0,12.0,29.0,16.0,29.0,6
589,codalab/codalab-worksheets,False,17,16.0,1.0,8.0,30.0,7.0,13.0,3
590,codalab/codalab-worksheets,True,12,16.0,1.0,177.0,445.0,142.0,189.0,7
591,codalab/codalab-worksheets,True,13,16.0,1.0,148.0,453.0,191.0,301.0,11
592,codalab/codalab-worksheets,True,14,16.0,1.0,70.0,236.0,119.0,231.0,9
593,codalab/codalab-worksheets,True,15,16.0,1.0,68.0,208.0,119.0,198.0,9
594,codalab/codalab-worksheets,True,16,16.0,1.0,56.0,127.0,94.0,146.0,7
595,codalab/codalab-worksheets,True,17,16.0,1.0,24.0,67.0,27.0,35.0,4
596,codecov/codecov-python,False,5,8.0,0.0,0.0,0.0,0.0,0.0,1
597,codecov/codecov-python,False,6,8.0,0.0,0.0,0.0,3.0,7.0,5
598,codecov/codecov-python,False,7,8.0,0.0,0.0,0.0,7.0,9.0,7
599,codecov/codecov-python,False,8,8.0,0.0,0.0,0.0,2.0,2.0,3
600,codecov/codecov-python,False,9,8.0,0.0,0.0,0.0,1.0,1.0,2
601,codecov/codecov-python,True,4,8.0,0.0,2.0,21.0,19.0,47.0,10
602,codecov/codecov-python,True,5,8.0,0.0,4.0,25.0,29.0,36.0,17
603,codecov/codecov-python,True,6,8.0,0.0,7.0,21.0,14.0,15.0,8
604,codecov/codecov-python,True,7,8.0,0.0,2.0,14.0,14.0,27.0,10
605,codecov/codecov-python,True,8,8.0,0.0,0.0,0.0,2.0,2.0,2
606,codecov/codecov-python,True,9,8.0,0.0,1.0,5.0,1.0,1.0,3
607,codecov/codecov-python,True,10,8.0,0.0,0.0,0.0,1.0,1.0,3
608,codecov/codecov-python,True,11,8.0,0.0,0.0,1.0,1.0,1.0,3
609,conan-io/conan-package-tools,False,7,11.0,1.0,1.0,1.0,4.0,4.0,5
610,conan-io/conan-package-tools,False,9,11.0,1.0,1.0,1.0,4.0,9.0,5
611,conan-io/conan-package-tools,False,10,11.0,1.0,1.0,2.0,3.0,4.0,5
612,conan-io/conan-package-tools,False,11,11.0,1.0,0.0,0.0,1.0,1.0,1
613,conan-io/conan-package-tools,True,7,11.0,1.0,30.0,138.0,115.0,238.0,27
614,conan-io/conan-package-tools,True,8,11.0,1.0,29.0,78.0,78.0,152.0,25
615,conan-io/conan-package-tools,True,9,11.0,1.0,46.0,74.0,47.0,69.0,24
616,conan-io/conan-package-tools,True,10,11.0,1.0,7.0,29.0,34.0,67.0,19
617,conan-io/conan-package-tools,True,11,11.0,1.0,34.0,39.0,34.0,74.0,13
618,conan-io/conan-package-tools,True,12,11.0,1.0,15.0,25.0,11.0,17.0,9
619,conan-io/conan-package-tools,True,13,11.0,1.0,6.0,12.0,13.0,18.0,4
