,repo_name,had_common_issue,time_index,treatment_group,pct_coop_comments_bin_2,pr_opener,commits,issue_number,issue_comments,contributors
620,conan-io/conan-package-tools,True,14,11.0,1.0,3.0,9.0,8.0,21.0,5
621,crate/crash,False,10,14.0,1.0,0.0,0.0,0.0,0.0,1
622,crate/crash,False,11,14.0,1.0,1.0,2.0,0.0,0.0,1
623,crate/crash,False,12,14.0,1.0,0.0,0.0,1.0,1.0,1
624,crate/crash,False,15,14.0,1.0,0.0,0.0,1.0,2.0,1
625,crate/crash,False,16,14.0,1.0,0.0,0.0,1.0,3.0,1
626,crate/crash,False,17,14.0,1.0,0.0,0.0,0.0,0.0,1
627,crate/crash,True,10,14.0,1.0,15.0,26.0,0.0,0.0,5
628,crate/crash,True,11,14.0,1.0,14.0,25.0,0.0,0.0,4
629,crate/crash,True,12,14.0,1.0,15.0,28.0,9.0,17.0,8
630,crate/crash,True,13,14.0,1.0,7.0,19.0,0.0,0.0,4
631,crate/crash,True,14,14.0,1.0,0.0,0.0,0.0,0.0,1
632,crate/crash,True,15,14.0,1.0,5.0,23.0,2.0,2.0,3
633,crate/crash,True,16,14.0,1.0,3.0,17.0,1.0,1.0,2
634,crate/crash,True,17,14.0,1.0,8.0,62.0,3.0,3.0,3
635,crate/crate-docs-theme,False,10,14.0,1.0,2.0,4.0,0.0,0.0,1
636,crate/crate-docs-theme,False,11,14.0,1.0,0.0,0.0,0.0,0.0,2
637,crate/crate-docs-theme,True,10,14.0,1.0,3.0,25.0,0.0,0.0,3
638,crate/crate-docs-theme,True,11,14.0,1.0,17.0,80.0,7.0,8.0,8
639,crate/crate-docs-theme,True,12,14.0,1.0,26.0,83.0,13.0,18.0,10
640,crate/crate-docs-theme,True,13,14.0,1.0,39.0,128.0,30.0,79.0,7
641,crate/crate-docs-theme,True,14,14.0,1.0,6.0,22.0,2.0,2.0,3
642,crate/crate-docs-theme,True,15,14.0,1.0,14.0,75.0,11.0,27.0,5
643,crate/crate-docs-theme,True,16,14.0,1.0,9.0,38.0,8.0,13.0,2
644,crate/crate-docs-theme,True,17,14.0,1.0,5.0,19.0,3.0,7.0,2
645,cyface/django-termsandconditions,False,8,12.0,0.0,1.0,13.0,1.0,2.0,1
646,cyface/django-termsandconditions,False,9,12.0,0.0,1.0,12.0,5.0,6.0,2
647,cyface/django-termsandconditions,False,10,12.0,0.0,3.0,14.0,4.0,5.0,4
648,cyface/django-termsandconditions,False,11,12.0,0.0,8.0,41.0,17.0,37.0,6
649,cyface/django-termsandconditions,False,12,12.0,0.0,2.0,33.0,9.0,14.0,2
650,cyface/django-termsandconditions,False,13,12.0,0.0,0.0,18.0,2.0,2.0,1
651,cyface/django-termsandconditions,False,14,12.0,0.0,2.0,5.0,0.0,0.0,1
652,cyface/django-termsandconditions,False,15,12.0,0.0,0.0,6.0,0.0,0.0,1
653,cyface/django-termsandconditions,True,8,12.0,0.0,19.0,46.0,0.0,0.0,2
654,cyface/django-termsandconditions,True,9,12.0,0.0,13.0,23.0,0.0,0.0,2
655,cyface/django-termsandconditions,True,10,12.0,0.0,15.0,30.0,0.0,0.0,2
656,cyface/django-termsandconditions,True,11,12.0,0.0,32.0,32.0,0.0,0.0,2
657,cyface/django-termsandconditions,True,12,12.0,0.0,0.0,0.0,0.0,0.0,1
658,d11wtq/dockerpty,False,1,4.0,1.0,0.0,0.0,5.0,5.0,5
659,d11wtq/dockerpty,False,2,4.0,1.0,0.0,0.0,1.0,1.0,1
660,d11wtq/dockerpty,False,3,4.0,1.0,0.0,1.0,3.0,3.0,5
661,d11wtq/dockerpty,True,1,4.0,1.0,6.0,14.0,17.0,22.0,13
662,d11wtq/dockerpty,True,2,4.0,1.0,2.0,5.0,8.0,12.0,6
663,d11wtq/dockerpty,True,3,4.0,1.0,9.0,20.0,3.0,3.0,4
664,d11wtq/dockerpty,True,4,4.0,1.0,0.0,0.0,3.0,4.0,2
665,danieliu/play-scraper,False,8,11.0,0.0,0.0,0.0,2.0,2.0,2
666,danieliu/play-scraper,False,10,11.0,0.0,0.0,0.0,3.0,3.0,3
667,danieliu/play-scraper,True,7,11.0,0.0,0.0,14.0,6.0,6.0,2
668,danieliu/play-scraper,True,8,11.0,0.0,2.0,19.0,17.0,28.0,8
669,danieliu/play-scraper,True,9,11.0,0.0,2.0,17.0,35.0,41.0,18
670,danieliu/play-scraper,True,10,11.0,0.0,0.0,11.0,5.0,5.0,5
671,danieliu/play-scraper,True,11,11.0,0.0,0.0,0.0,1.0,1.0,1
672,dask/dask,False,3,6.0,1.0,42.0,70.0,105.0,222.0,72
673,dask/dask,False,4,6.0,1.0,47.0,93.0,163.0,336.0,113
674,dask/dask,False,5,6.0,1.0,40.0,77.0,204.0,410.0,155
675,dask/dask,False,6,6.0,1.0,27.0,47.0,76.0,134.0,48
676,dask/dask,False,7,6.0,1.0,24.0,56.0,83.0,171.0,39
677,dask/dask,False,8,6.0,1.0,17.0,38.0,64.0,149.0,35
678,dask/dask,False,9,6.0,1.0,15.0,27.0,50.0,94.0,30
679,dask/dask,True,3,6.0,1.0,173.0,450.0,262.0,501.0,20
680,dask/dask,True,4,6.0,1.0,227.0,514.0,341.0,706.0,17
681,dask/dask,True,5,6.0,1.0,318.0,641.0,546.0,1105.0,19
682,dask/dask,True,6,6.0,1.0,224.0,441.0,460.0,818.0,13
683,dask/dask,True,7,6.0,1.0,213.0,502.0,564.0,1186.0,10
684,dask/dask,True,8,6.0,1.0,117.0,278.0,608.0,1125.0,11
685,dask/dask,True,9,6.0,1.0,173.0,359.0,663.0,1310.0,10
686,data61/anonlink,False,10,14.0,1.0,23.0,54.0,22.0,30.0,7
687,data61/anonlink,False,11,14.0,1.0,1.0,5.0,8.0,8.0,4
688,data61/anonlink,False,12,14.0,1.0,7.0,29.0,1.0,1.0,3
689,data61/anonlink,False,13,14.0,1.0,1.0,6.0,0.0,0.0,3
690,data61/anonlink,False,14,14.0,1.0,2.0,7.0,3.0,3.0,3
691,data61/anonlink,False,15,14.0,1.0,10.0,24.0,1.0,1.0,4
692,data61/anonlink,False,16,14.0,1.0,8.0,18.0,0.0,0.0,3
693,data61/anonlink,False,17,14.0,1.0,7.0,14.0,0.0,0.0,3
694,data61/anonlink,True,10,14.0,1.0,0.0,0.0,0.0,0.0,1
695,data61/anonlink,True,11,14.0,1.0,24.0,48.0,0.0,0.0,2
696,data61/anonlink,True,12,14.0,1.0,64.0,122.0,0.0,0.0,2
697,data61/anonlink,True,13,14.0,1.0,35.0,71.0,0.0,0.0,2
698,data61/anonlink,True,14,14.0,1.0,0.0,0.0,2.0,2.0,1
699,data61/anonlink,True,15,14.0,1.0,0.0,0.0,0.0,0.0,1
700,data61/anonlink,True,16,14.0,1.0,0.0,0.0,0.0,0.0,1
701,data61/anonlink,True,17,14.0,1.0,0.0,0.0,0.0,0.0,1
702,data61/clkhash,False,10,14.0,1.0,18.0,62.0,19.0,23.0,5
703,data61/clkhash,False,11,14.0,1.0,5.0,14.0,0.0,0.0,3
704,data61/clkhash,False,12,14.0,1.0,0.0,1.0,1.0,1.0,3
705,data61/clkhash,False,13,14.0,1.0,0.0,0.0,0.0,0.0,3
706,data61/clkhash,False,14,14.0,1.0,1.0,10.0,1.0,1.0,2
707,data61/clkhash,False,15,14.0,1.0,16.0,38.0,0.0,0.0,2
708,data61/clkhash,False,16,14.0,1.0,3.0,7.0,0.0,0.0,2
709,data61/clkhash,False,17,14.0,1.0,5.0,24.0,1.0,1.0,2
710,data61/clkhash,True,10,14.0,1.0,6.0,21.0,13.0,15.0,2
711,data61/clkhash,True,11,14.0,1.0,21.0,45.0,1.0,1.0,3
712,data61/clkhash,True,12,14.0,1.0,31.0,76.0,5.0,6.0,3
713,data61/clkhash,True,13,14.0,1.0,55.0,116.0,0.0,0.0,3
714,data61/clkhash,True,14,14.0,1.0,0.0,0.0,3.0,3.0,2
715,data61/clkhash,True,15,14.0,1.0,3.0,20.0,0.0,0.0,2
716,data61/clkhash,True,16,14.0,1.0,0.0,0.0,0.0,0.0,2
717,data61/clkhash,True,17,14.0,1.0,1.0,7.0,0.0,0.0,2
718,databricks/databricks-cli,False,12,16.0,1.0,27.0,60.0,27.0,30.0,36
719,databricks/databricks-cli,False,13,16.0,1.0,1.0,4.0,17.0,18.0,23
720,databricks/databricks-cli,False,14,16.0,1.0,2.0,3.0,10.0,15.0,19
721,databricks/databricks-cli,False,15,16.0,1.0,22.0,44.0,70.0,80.0,41
722,databricks/databricks-cli,False,16,16.0,1.0,8.0,13.0,9.0,12.0,14
723,databricks/databricks-cli,False,17,16.0,1.0,0.0,0.0,4.0,5.0,5
724,databricks/databricks-cli,True,12,16.0,1.0,1.0,3.0,1.0,1.0,2
725,databricks/databricks-cli,True,13,16.0,1.0,5.0,10.0,0.0,0.0,4
726,databricks/databricks-cli,True,14,16.0,1.0,0.0,5.0,1.0,1.0,3
727,databricks/databricks-cli,True,15,16.0,1.0,24.0,51.0,5.0,6.0,4
728,databricks/databricks-cli,True,16,16.0,1.0,21.0,48.0,23.0,28.0,3
729,databricks/databricks-cli,True,17,16.0,1.0,11.0,21.0,7.0,10.0,2
730,debops/debops,False,9,13.0,1.0,50.0,61.0,39.0,74.0,43
731,debops/debops,False,10,13.0,1.0,45.0,154.0,39.0,57.0,41
732,debops/debops,False,11,13.0,1.0,40.0,206.0,37.0,77.0,46
733,debops/debops,False,12,13.0,1.0,26.0,114.0,29.0,41.0,34
734,debops/debops,False,13,13.0,1.0,21.0,105.0,18.0,55.0,15
735,debops/debops,False,14,13.0,1.0,23.0,105.0,22.0,28.0,21
736,debops/debops,False,15,13.0,1.0,13.0,66.0,12.0,21.0,16
737,debops/debops,False,16,13.0,1.0,13.0,93.0,7.0,11.0,15
738,debops/debops,True,9,13.0,1.0,146.0,385.0,80.0,144.0,7
739,debops/debops,True,10,13.0,1.0,264.0,946.0,87.0,155.0,10
740,debops/debops,True,11,13.0,1.0,135.0,786.0,68.0,110.0,11
741,debops/debops,True,12,13.0,1.0,103.0,698.0,57.0,134.0,12
742,debops/debops,True,13,13.0,1.0,88.0,846.0,33.0,70.0,6
743,debops/debops,True,14,13.0,1.0,73.0,492.0,47.0,60.0,4
744,debops/debops,True,15,13.0,1.0,55.0,470.0,28.0,38.0,4
745,debops/debops,True,16,13.0,1.0,25.0,335.0,10.0,12.0,5
746,descarteslabs/descarteslabs-python,False,10,14.0,1.0,0.0,68.0,1.0,2.0,4
747,descarteslabs/descarteslabs-python,False,11,14.0,1.0,0.0,153.0,3.0,4.0,6
748,descarteslabs/descarteslabs-python,False,12,14.0,1.0,0.0,29.0,10.0,10.0,5
749,descarteslabs/descarteslabs-python,False,13,14.0,1.0,4.0,49.0,1.0,1.0,3
750,descarteslabs/descarteslabs-python,False,14,14.0,1.0,0.0,16.0,0.0,0.0,1
751,descarteslabs/descarteslabs-python,False,15,14.0,1.0,0.0,23.0,0.0,0.0,2
752,descarteslabs/descarteslabs-python,False,16,14.0,1.0,0.0,32.0,0.0,0.0,1
753,descarteslabs/descarteslabs-python,False,17,14.0,1.0,0.0,50.0,0.0,0.0,1
754,descarteslabs/descarteslabs-python,True,10,14.0,1.0,0.0,51.0,0.0,0.0,1
755,descarteslabs/descarteslabs-python,True,11,14.0,1.0,0.0,83.0,0.0,0.0,2
756,descarteslabs/descarteslabs-python,True,12,14.0,1.0,0.0,50.0,4.0,4.0,3
757,descarteslabs/descarteslabs-python,True,13,14.0,1.0,0.0,22.0,0.0,0.0,1
758,dmerejkowsky/tbump,False,14,16.0,0.0,0.0,0.0,1.0,1.0,1
759,dmerejkowsky/tbump,True,13,16.0,0.0,7.0,39.0,15.0,29.0,7
760,dmerejkowsky/tbump,True,14,16.0,0.0,15.0,59.0,18.0,24.0,10
761,dmerejkowsky/tbump,True,15,16.0,0.0,7.0,24.0,8.0,9.0,6
762,douban/pymesos,False,4,8.0,1.0,1.0,1.0,0.0,0.0,1
763,douban/pymesos,False,6,8.0,1.0,0.0,0.0,0.0,0.0,1
764,douban/pymesos,False,7,8.0,1.0,4.0,8.0,0.0,0.0,4
765,douban/pymesos,False,8,8.0,1.0,0.0,4.0,1.0,4.0,2
766,douban/pymesos,True,4,8.0,1.0,25.0,78.0,8.0,14.0,6
767,douban/pymesos,True,5,8.0,1.0,12.0,27.0,16.0,47.0,8
768,douban/pymesos,True,6,8.0,1.0,6.0,12.0,6.0,8.0,4
769,douban/pymesos,True,7,8.0,1.0,6.0,17.0,2.0,2.0,4
770,douban/pymesos,True,8,8.0,1.0,4.0,17.0,2.0,7.0,2
771,douban/pymesos,True,9,8.0,1.0,1.0,3.0,5.0,7.0,1
772,douban/pymesos,True,10,8.0,1.0,2.0,7.0,1.0,1.0,2
773,douban/pymesos,True,11,8.0,1.0,5.0,12.0,1.0,3.0,1
774,dulwich/dulwich,False,12,16.0,1.0,3.0,3.0,0.0,0.0,1
775,dulwich/dulwich,False,13,16.0,1.0,3.0,3.0,2.0,2.0,5
776,dulwich/dulwich,False,14,16.0,1.0,1.0,1.0,2.0,2.0,4
777,dulwich/dulwich,True,12,16.0,1.0,9.0,56.0,37.0,54.0,22
778,dulwich/dulwich,True,13,16.0,1.0,21.0,123.0,45.0,61.0,27
779,dulwich/dulwich,True,14,16.0,1.0,9.0,35.0,27.0,41.0,19
780,dulwich/dulwich,True,15,16.0,1.0,4.0,54.0,17.0,28.0,9
781,dyninc/dyn-python,False,1,5.0,0.0,0.0,0.0,0.0,0.0,1
782,dyninc/dyn-python,False,2,5.0,0.0,0.0,0.0,1.0,1.0,1
783,dyninc/dyn-python,False,3,5.0,0.0,0.0,0.0,1.0,2.0,2
784,dyninc/dyn-python,True,1,5.0,0.0,16.0,35.0,2.0,2.0,3
785,dyninc/dyn-python,True,2,5.0,0.0,25.0,44.0,1.0,1.0,3
786,dyninc/dyn-python,True,3,5.0,0.0,25.0,48.0,4.0,4.0,6
787,dyninc/dyn-python,True,4,5.0,0.0,20.0,38.0,0.0,0.0,3
788,ecmwf/cfgrib,False,12,16.0,0.0,0.0,0.0,6.0,7.0,6
789,ecmwf/cfgrib,False,13,16.0,0.0,0.0,0.0,17.0,24.0,15
790,ecmwf/cfgrib,False,14,16.0,0.0,0.0,0.0,10.0,13.0,9
791,ecmwf/cfgrib,False,15,16.0,0.0,0.0,0.0,16.0,30.0,18
792,ecmwf/cfgrib,False,16,16.0,0.0,0.0,0.0,4.0,6.0,4
793,ecmwf/cfgrib,False,17,16.0,0.0,0.0,0.0,1.0,2.0,1
794,ecmwf/cfgrib,True,12,16.0,0.0,13.0,28.0,62.0,110.0,31
795,ecmwf/cfgrib,True,13,16.0,0.0,18.0,29.0,56.0,84.0,29
796,ecmwf/cfgrib,True,14,16.0,0.0,8.0,17.0,33.0,55.0,15
797,ecmwf/cfgrib,True,15,16.0,0.0,10.0,24.0,31.0,45.0,16
798,ecmwf/cfgrib,True,16,16.0,0.0,0.0,8.0,16.0,25.0,5
799,ecmwf/cfgrib,True,17,16.0,0.0,2.0,16.0,12.0,15.0,7
800,ecometrica/django-vinaigrette,False,1,4.0,1.0,0.0,0.0,0.0,0.0,1
801,ecometrica/django-vinaigrette,True,1,4.0,1.0,1.0,3.0,0.0,0.0,5
802,ecometrica/django-vinaigrette,True,2,4.0,1.0,1.0,4.0,0.0,0.0,2
803,ecometrica/django-vinaigrette,True,3,4.0,1.0,0.0,6.0,0.0,0.0,1
804,emc-openstack/storops,False,9,13.0,1.0,0.0,0.0,1.0,1.0,3
805,emc-openstack/storops,False,10,13.0,1.0,0.0,0.0,2.0,2.0,3
806,emc-openstack/storops,False,11,13.0,1.0,0.0,0.0,2.0,2.0,2
807,emc-openstack/storops,False,12,13.0,1.0,0.0,0.0,2.0,2.0,2
808,emc-openstack/storops,True,9,13.0,1.0,13.0,28.0,8.0,11.0,3
809,emc-openstack/storops,True,10,13.0,1.0,11.0,33.0,15.0,22.0,8
810,emc-openstack/storops,True,11,13.0,1.0,13.0,37.0,13.0,17.0,5
811,emc-openstack/storops,True,12,13.0,1.0,11.0,32.0,16.0,23.0,7
812,emc-openstack/storops,True,13,13.0,1.0,1.0,6.0,7.0,7.0,4
813,emc-openstack/storops,True,14,13.0,1.0,1.0,2.0,2.0,2.0,1
814,emc-openstack/storops,True,15,13.0,1.0,8.0,17.0,16.0,20.0,1
815,encode/django-rest-framework,False,9,13.0,0.0,17.0,33.0,82.0,118.0,112
816,encode/django-rest-framework,False,10,13.0,0.0,31.0,56.0,94.0,131.0,112
817,encode/django-rest-framework,False,11,13.0,0.0,25.0,52.0,112.0,147.0,133
818,encode/django-rest-framework,False,12,13.0,0.0,20.0,29.0,158.0,194.0,190
819,encode/django-rest-framework,False,13,13.0,0.0,8.0,12.0,24.0,33.0,30
820,encode/django-rest-framework,False,14,13.0,0.0,3.0,8.0,9.0,10.0,15
821,encode/django-rest-framework,False,15,13.0,0.0,1.0,2.0,9.0,9.0,15
822,encode/django-rest-framework,False,16,13.0,0.0,4.0,10.0,11.0,14.0,25
823,encode/django-rest-framework,True,9,13.0,0.0,104.0,192.0,358.0,491.0,126
824,encode/django-rest-framework,True,10,13.0,0.0,83.0,185.0,301.0,462.0,128
825,encode/django-rest-framework,True,11,13.0,0.0,50.0,112.0,218.0,317.0,94
826,encode/django-rest-framework,True,12,13.0,0.0,34.0,81.0,179.0,239.0,82
827,encode/django-rest-framework,True,13,13.0,0.0,27.0,40.0,74.0,88.0,24
828,encode/django-rest-framework,True,14,13.0,0.0,16.0,46.0,34.0,38.0,21
829,encode/django-rest-framework,True,15,13.0,0.0,18.0,42.0,29.0,33.0,24
830,encode/django-rest-framework,True,16,13.0,0.0,31.0,64.0,84.0,113.0,28
831,ethereum/eth-tester,False,9,13.0,1.0,2.0,12.0,2.0,2.0,2
832,ethereum/eth-tester,False,10,13.0,1.0,0.0,0.0,1.0,2.0,1
833,ethereum/eth-tester,False,11,13.0,1.0,2.0,3.0,0.0,0.0,1
834,ethereum/eth-tester,False,12,13.0,1.0,1.0,2.0,1.0,1.0,2
835,ethereum/eth-tester,False,14,13.0,1.0,2.0,4.0,0.0,0.0,1
836,ethereum/eth-tester,True,9,13.0,1.0,5.0,16.0,9.0,13.0,5
837,ethereum/eth-tester,True,10,13.0,1.0,6.0,15.0,13.0,19.0,9
838,ethereum/eth-tester,True,11,13.0,1.0,8.0,22.0,5.0,6.0,8
839,ethereum/eth-tester,True,12,13.0,1.0,3.0,11.0,6.0,9.0,5
840,ethereum/eth-tester,True,13,13.0,1.0,1.0,5.0,0.0,0.0,3
841,ethereum/eth-tester,True,14,13.0,1.0,6.0,21.0,4.0,4.0,4
842,ethereum/eth-tester,True,15,13.0,1.0,4.0,11.0,1.0,2.0,3
843,ethereum/eth-tester,True,16,13.0,1.0,7.0,27.0,1.0,1.0,1
844,eventbrite/pysoa,False,8,12.0,0.0,3.0,6.0,0.0,0.0,4
845,eventbrite/pysoa,False,9,12.0,0.0,0.0,0.0,0.0,0.0,1
846,eventbrite/pysoa,False,10,12.0,0.0,2.0,3.0,0.0,0.0,2
847,eventbrite/pysoa,False,11,12.0,0.0,4.0,9.0,0.0,0.0,2
848,eventbrite/pysoa,False,12,12.0,0.0,4.0,9.0,0.0,0.0,3
849,eventbrite/pysoa,True,8,12.0,0.0,19.0,72.0,0.0,0.0,7
850,eventbrite/pysoa,True,9,12.0,0.0,14.0,53.0,2.0,2.0,6
851,eventbrite/pysoa,True,10,12.0,0.0,40.0,112.0,8.0,8.0,2
852,eventbrite/pysoa,True,11,12.0,0.0,12.0,47.0,1.0,1.0,3
853,eventbrite/pysoa,True,12,12.0,0.0,0.0,0.0,0.0,0.0,1
854,fastai/fastai,False,7,11.0,0.0,97.0,112.0,87.0,112.0,122
855,fastai/fastai,False,8,11.0,0.0,16.0,16.0,98.0,118.0,123
856,fastai/fastai,False,9,11.0,0.0,1.0,1.0,17.0,33.0,26
857,fastai/fastai,False,10,11.0,0.0,0.0,0.0,7.0,7.0,7
858,fastai/fastai,False,11,11.0,0.0,0.0,0.0,1.0,1.0,2
859,fastai/fastai,False,12,11.0,0.0,12.0,89.0,29.0,41.0,3
860,fastai/fastai,False,13,11.0,0.0,14.0,30.0,8.0,11.0,6
861,fastai/fastai,False,14,11.0,0.0,0.0,0.0,0.0,0.0,2
862,fastai/fastai,True,7,11.0,0.0,80.0,103.0,137.0,174.0,50
863,fastai/fastai,True,8,11.0,0.0,92.0,118.0,549.0,735.0,206
864,fastai/fastai,True,9,11.0,0.0,36.0,41.0,537.0,885.0,253
865,fastai/fastai,True,10,11.0,0.0,5.0,24.0,228.0,338.0,124
866,fastai/fastai,True,11,11.0,0.0,1.0,1.0,79.0,108.0,13
867,fastai/fastai,True,12,11.0,0.0,85.0,428.0,216.0,325.0,27
868,fastai/fastai,True,13,11.0,0.0,55.0,143.0,125.0,194.0,20
869,fastai/fastai,True,14,11.0,0.0,12.0,58.0,22.0,25.0,8
870,finos/perspective,False,11,15.0,1.0,10.0,11.0,20.0,36.0,27
871,finos/perspective,False,12,15.0,1.0,0.0,1.0,10.0,12.0,12
872,finos/perspective,False,13,15.0,1.0,1.0,3.0,10.0,16.0,13
873,finos/perspective,False,14,15.0,1.0,1.0,2.0,27.0,34.0,24
874,finos/perspective,False,15,15.0,1.0,0.0,1.0,6.0,9.0,7
875,finos/perspective,False,16,15.0,1.0,0.0,0.0,2.0,2.0,3
876,finos/perspective,False,17,15.0,1.0,0.0,0.0,1.0,1.0,3
877,finos/perspective,True,11,15.0,1.0,147.0,398.0,142.0,247.0,31
878,finos/perspective,True,12,15.0,1.0,85.0,209.0,109.0,180.0,26
879,finos/perspective,True,13,15.0,1.0,90.0,234.0,83.0,132.0,19
880,finos/perspective,True,14,15.0,1.0,114.0,290.0,62.0,98.0,10
881,finos/perspective,True,15,15.0,1.0,77.0,205.0,36.0,65.0,7
882,finos/perspective,True,16,15.0,1.0,69.0,166.0,29.0,33.0,3
883,finos/perspective,True,17,15.0,1.0,54.0,165.0,41.0,48.0,6
884,fugue/credstash,False,8,12.0,0.0,3.0,16.0,11.0,15.0,13
885,fugue/credstash,False,9,12.0,0.0,0.0,1.0,3.0,3.0,6
886,fugue/credstash,False,10,12.0,0.0,0.0,0.0,2.0,2.0,4
887,fugue/credstash,False,11,12.0,0.0,0.0,0.0,5.0,6.0,4
888,fugue/credstash,False,12,12.0,0.0,0.0,0.0,0.0,0.0,1
889,fugue/credstash,True,8,12.0,0.0,0.0,1.0,0.0,0.0,2
890,fugue/credstash,True,9,12.0,0.0,5.0,16.0,7.0,10.0,8
891,fugue/credstash,True,10,12.0,0.0,4.0,9.0,4.0,5.0,4
892,fugue/credstash,True,11,12.0,0.0,3.0,23.0,23.0,30.0,15
893,fugue/credstash,True,15,12.0,0.0,0.0,0.0,0.0,0.0,1
894,getlogbook/logbook,False,7,11.0,1.0,0.0,0.0,2.0,2.0,2
895,getlogbook/logbook,False,8,11.0,1.0,0.0,0.0,2.0,5.0,3
896,getlogbook/logbook,False,9,11.0,1.0,0.0,0.0,1.0,1.0,1
897,getlogbook/logbook,False,10,11.0,1.0,0.0,0.0,0.0,0.0,2
898,getlogbook/logbook,False,11,11.0,1.0,0.0,0.0,1.0,1.0,1
899,getlogbook/logbook,False,12,11.0,1.0,0.0,0.0,0.0,0.0,1
900,getlogbook/logbook,True,7,11.0,1.0,3.0,39.0,18.0,24.0,15
901,getlogbook/logbook,True,8,11.0,1.0,1.0,12.0,15.0,26.0,12
902,getlogbook/logbook,True,9,11.0,1.0,4.0,27.0,7.0,12.0,7
903,getlogbook/logbook,True,10,11.0,1.0,0.0,24.0,8.0,19.0,8
904,getlogbook/logbook,True,11,11.0,1.0,0.0,0.0,0.0,0.0,3
905,getlogbook/logbook,True,12,11.0,1.0,0.0,0.0,0.0,0.0,1
906,getlogbook/logbook,True,13,11.0,1.0,0.0,0.0,1.0,1.0,1
907,getlogbook/logbook,True,14,11.0,1.0,0.0,0.0,2.0,2.0,2
908,googleapis/python-bigquery,False,11,15.0,1.0,0.0,0.0,5.0,7.0,5
909,googleapis/python-bigquery,False,12,15.0,1.0,6.0,17.0,32.0,54.0,36
910,googleapis/python-bigquery,False,13,15.0,1.0,15.0,30.0,8.0,14.0,13
911,googleapis/python-bigquery,False,14,15.0,1.0,15.0,27.0,12.0,16.0,15
912,googleapis/python-bigquery,False,15,15.0,1.0,16.0,27.0,1.0,1.0,3
913,googleapis/python-bigquery,False,16,15.0,1.0,8.0,20.0,0.0,0.0,1
914,googleapis/python-bigquery,False,17,15.0,1.0,5.0,19.0,1.0,1.0,2
915,googleapis/python-bigquery,True,11,15.0,1.0,69.0,125.0,110.0,224.0,41
916,googleapis/python-bigquery,True,12,15.0,1.0,117.0,269.0,163.0,315.0,54
917,googleapis/python-bigquery,True,13,15.0,1.0,104.0,213.0,146.0,265.0,53
918,googleapis/python-bigquery,True,14,15.0,1.0,121.0,200.0,174.0,328.0,44
919,googleapis/python-bigquery,True,15,15.0,1.0,31.0,83.0,38.0,58.0,21
920,googleapis/python-bigquery,True,16,15.0,1.0,12.0,37.0,31.0,40.0,14
921,googleapis/python-bigquery,True,17,15.0,1.0,15.0,53.0,53.0,61.0,15
922,googleapis/python-datastore,False,11,15.0,0.0,1.0,2.0,6.0,10.0,9
923,googleapis/python-datastore,False,12,15.0,0.0,0.0,0.0,6.0,9.0,11
924,googleapis/python-datastore,False,13,15.0,0.0,1.0,3.0,5.0,10.0,6
925,googleapis/python-datastore,False,14,15.0,0.0,4.0,7.0,3.0,3.0,8
926,googleapis/python-datastore,False,15,15.0,0.0,1.0,2.0,0.0,0.0,3
927,googleapis/python-datastore,False,16,15.0,0.0,1.0,2.0,0.0,0.0,2
928,googleapis/python-datastore,False,17,15.0,0.0,0.0,0.0,0.0,0.0,1
929,googleapis/python-datastore,True,11,15.0,0.0,7.0,20.0,6.0,20.0,7
930,googleapis/python-datastore,True,12,15.0,0.0,41.0,97.0,36.0,60.0,17
931,googleapis/python-datastore,True,13,15.0,0.0,11.0,33.0,26.0,90.0,17
932,googleapis/python-datastore,True,14,15.0,0.0,23.0,51.0,15.0,17.0,13
933,googleapis/python-datastore,True,15,15.0,0.0,10.0,21.0,0.0,0.0,4
934,googleapis/python-datastore,True,16,15.0,0.0,1.0,12.0,1.0,1.0,4
935,googleapis/python-datastore,True,17,15.0,0.0,0.0,0.0,0.0,0.0,4
936,googleapis/python-logging,False,11,14.0,0.0,7.0,10.0,20.0,29.0,25
937,googleapis/python-logging,False,12,14.0,0.0,4.0,10.0,21.0,34.0,30
938,googleapis/python-logging,False,13,14.0,0.0,8.0,16.0,16.0,32.0,23
939,googleapis/python-logging,False,14,14.0,0.0,5.0,14.0,5.0,5.0,10
940,googleapis/python-logging,False,15,14.0,0.0,5.0,19.0,8.0,8.0,6
941,googleapis/python-logging,False,16,14.0,0.0,3.0,19.0,14.0,14.0,7
942,googleapis/python-logging,False,17,14.0,0.0,1.0,8.0,5.0,5.0,6
943,googleapis/python-logging,True,11,14.0,0.0,4.0,10.0,7.0,26.0,2
944,googleapis/python-logging,True,12,14.0,0.0,34.0,82.0,22.0,155.0,5
945,googleapis/python-logging,True,13,14.0,0.0,51.0,123.0,40.0,69.0,5
946,googleapis/python-logging,True,14,14.0,0.0,15.0,36.0,17.0,22.0,5
947,googleapis/python-logging,True,15,14.0,0.0,7.0,34.0,2.0,2.0,4
948,googleapis/python-logging,True,16,14.0,0.0,17.0,34.0,21.0,29.0,3
949,googleapis/python-logging,True,17,14.0,0.0,3.0,6.0,9.0,16.0,3
950,googleapis/python-speech,False,11,14.0,0.0,1.0,2.0,16.0,27.0,16
951,googleapis/python-speech,False,12,14.0,0.0,10.0,35.0,48.0,89.0,32
