File: drive/output/derived/org_outcomes_practices/repo_discussion_quality/all/rolling5/deforestg___django-cluster-redis.parquet

MD5 hash: 6ae79f96e8f73a9429ef71f36070ed65

Keys: time_period 

                                                  type  count                 mean                  min                  25%                  50%                  75%                  max  std
time_period                             datetime64[ns]      5  2018-07-01 14:24:00  2017-07-01 00:00:00  2018-01-01 00:00:00  2018-07-01 00:00:00  2019-01-01 00:00:00  2019-07-01 00:00:00     
response_rate                                  float64      1                0.875                0.875                0.875                0.875                0.875                0.875     
mean_days_to_respond                           float64      1              1.08089              1.08089              1.08089              1.08089              1.08089              1.08089     
pos_sentiment_avg                              float64      1             0.092625             0.092625             0.092625             0.092625             0.092625             0.092625     
neg_sentiment_avg                              float64      1             0.021596             0.021596             0.021596             0.021596             0.021596             0.021596     
ov_sentiment_avg                               float64      1             0.034929             0.034929             0.034929             0.034929             0.034929             0.034929     
response_rate_issue_comment                    float64      1             0.857143             0.857143             0.857143             0.857143             0.857143             0.857143     
response_rate_issue_opened                     float64      1                  1.0                  1.0                  1.0                  1.0                  1.0                  1.0     
mean_days_to_respond_issue_comment             float64      1             1.034794             1.034794             1.034794             1.034794             1.034794             1.034794     
mean_days_to_respond_issue_opened              float64      1             1.357465             1.357465             1.357465             1.357465             1.357465             1.357465     
mean_days_to_respond_to_last_comment           float64      1             0.097303             0.097303             0.097303             0.097303             0.097303             0.097303     
issue_comment_pos_sentiment_avg                float64      1             0.014979             0.014979             0.014979             0.014979             0.014979             0.014979     
issue_comment_neg_sentiment_avg                float64      1             0.023244             0.023244             0.023244             0.023244             0.023244             0.023244     
issue_comment_ov_sentiment_avg                 float64      1            -0.057923            -0.057923            -0.057923            -0.057923            -0.057923            -0.057923     
issue_opened_pos_sentiment_avg                 float64      1                0.098                0.098                0.098                0.098                0.098                0.098     
issue_opened_neg_sentiment_avg                 float64      1              0.05325              0.05325              0.05325              0.05325              0.05325              0.05325     
issue_opened_ov_sentiment_avg                  float64      1              0.08125              0.08125              0.08125              0.08125              0.08125              0.08125     
pull_request_comment_pos_sentiment_avg         float64      1                0.598                0.598                0.598                0.598                0.598                0.598     
pull_request_comment_neg_sentiment_avg         float64      1                  0.0                  0.0                  0.0                  0.0                  0.0                  0.0     
pull_request_comment_ov_sentiment_avg          float64      1               0.3682               0.3682               0.3682               0.3682               0.3682               0.3682     
pull_request_opened_pos_sentiment_avg          float64      1               0.1254               0.1254               0.1254               0.1254               0.1254               0.1254     
pull_request_opened_neg_sentiment_avg          float64      1                  0.0                  0.0                  0.0                  0.0                  0.0                  0.0     
pull_request_opened_ov_sentiment_avg           float64      1               0.3053               0.3053               0.3053               0.3053               0.3053               0.3053     
avg_pull_request_comment_count                 float64      1                  1.0                  1.0                  1.0                  1.0                  1.0                  1.0     
avg_all_disc_count                             float64      1                  1.0                  1.0                  1.0                  1.0                  1.0                  1.0     
avg_all_disc_exclude_opener_count              float64      0                                                                                                                                   
clustering_coefficient                         float64      5             0.763143             0.763143             0.763143             0.763143             0.763143             0.763143  0.0

