File: drive/output/derived/org_outcomes_practices/repo_discussion_quality/all/rolling5/alertua___msteamsapi.parquet

MD5 hash: 5c9659c069da4e014939bd9217f56172

Keys: time_period 

                                                         type  count                 mean                  min                  25%                  50%                  75%                  max       std
time_period                                    datetime64[ns]      2  2024-10-01 00:00:00  2024-07-01 00:00:00  2024-08-16 00:00:00  2024-10-01 00:00:00  2024-11-16 00:00:00  2025-01-01 00:00:00          
response_rate                                         float64      1                  0.5                  0.5                  0.5                  0.5                  0.5                  0.5          
mean_days_to_respond                                  float64      1             0.000069             0.000069             0.000069             0.000069             0.000069             0.000069          
pos_sentiment_avg                                     float64      1               0.2445               0.2445               0.2445               0.2445               0.2445               0.2445          
neg_sentiment_avg                                     float64      1                  0.0                  0.0                  0.0                  0.0                  0.0                  0.0          
ov_sentiment_avg                                      float64      1             0.243917             0.243917             0.243917             0.243917             0.243917             0.243917          
response_rate_pull_request_comment                    float64      1                  0.0                  0.0                  0.0                  0.0                  0.0                  0.0          
response_rate_pull_request_opened                     float64      1                  1.0                  1.0                  1.0                  1.0                  1.0                  1.0          
mean_days_to_respond_pull_request_opened              float64      1             0.000069             0.000069             0.000069             0.000069             0.000069             0.000069          
mean_days_to_respond_to_last_comment                  float64      1             0.000069             0.000069             0.000069             0.000069             0.000069             0.000069          
pull_request_comment_pos_sentiment_avg                float64      1              0.12975              0.12975              0.12975              0.12975              0.12975              0.12975          
pull_request_comment_neg_sentiment_avg                float64      1                  0.0                  0.0                  0.0                  0.0                  0.0                  0.0          
pull_request_comment_ov_sentiment_avg                 float64      1             0.164925             0.164925             0.164925             0.164925             0.164925             0.164925          
pull_request_opened_pos_sentiment_avg                 float64      1                0.474                0.474                0.474                0.474                0.474                0.474          
pull_request_opened_neg_sentiment_avg                 float64      1                  0.0                  0.0                  0.0                  0.0                  0.0                  0.0          
pull_request_opened_ov_sentiment_avg                  float64      1               0.4019               0.4019               0.4019               0.4019               0.4019               0.4019          
pct_merged_with_approved                              float64      1                  0.0                  0.0                  0.0                  0.0                  0.0                  0.0          
pct_merged_with_review                                float64      1                  0.0                  0.0                  0.0                  0.0                  0.0                  0.0          
avg_pull_request_comment_count                        float64      2                1.125                  1.0               1.0625                1.125               1.1875                 1.25  0.176777
avg_all_disc_count                                    float64      2                1.125                  1.0               1.0625                1.125               1.1875                 1.25  0.176777
avg_all_disc_exclude_opener_count                     float64      1             1.333333             1.333333             1.333333             1.333333             1.333333             1.333333          
avg_pull_request_comment_exclude_opener_count         float64      1             1.333333             1.333333             1.333333             1.333333             1.333333             1.333333          
clustering_coefficient                                float64      1                  0.0                  0.0                  0.0                  0.0                  0.0                  0.0          

