File: drive/output/derived/org_outcomes_practices/repo_discussion_quality/all/rolling5/mobiusklein___brainpy.parquet

MD5 hash: ddcf9e1a0d54a7daaccde11593da7cc5

Keys: time_period 

                                                         type  count                 mean                  min                  25%                  50%                  75%                  max  std
time_period                                    datetime64[ns]      5  2020-07-01 04:48:00  2019-07-01 00:00:00  2020-01-01 00:00:00  2020-07-01 00:00:00  2021-01-01 00:00:00  2021-07-01 00:00:00     
response_rate                                         float64      1                  0.5                  0.5                  0.5                  0.5                  0.5                  0.5     
mean_days_to_respond                                  float64      1             0.242292             0.242292             0.242292             0.242292             0.242292             0.242292     
pos_sentiment_avg                                     float64      1             0.071833             0.071833             0.071833             0.071833             0.071833             0.071833     
neg_sentiment_avg                                     float64      1               0.0405               0.0405               0.0405               0.0405               0.0405               0.0405     
ov_sentiment_avg                                      float64      1            -0.037333            -0.037333            -0.037333            -0.037333            -0.037333            -0.037333     
response_rate_pull_request_comment                    float64      1                  0.0                  0.0                  0.0                  0.0                  0.0                  0.0     
response_rate_pull_request_opened                     float64      1                  1.0                  1.0                  1.0                  1.0                  1.0                  1.0     
mean_days_to_respond_pull_request_opened              float64      1             0.242292             0.242292             0.242292             0.242292             0.242292             0.242292     
mean_days_to_respond_to_last_comment                  float64      1             0.242292             0.242292             0.242292             0.242292             0.242292             0.242292     
pull_request_comment_pos_sentiment_avg                float64      1             0.124667             0.124667             0.124667             0.124667             0.124667             0.124667     
pull_request_comment_neg_sentiment_avg                float64      1                0.042                0.042                0.042                0.042                0.042                0.042     
pull_request_comment_ov_sentiment_avg                 float64      1             0.265333             0.265333             0.265333             0.265333             0.265333             0.265333     
pull_request_opened_pos_sentiment_avg                 float64      1                0.019                0.019                0.019                0.019                0.019                0.019     
pull_request_opened_neg_sentiment_avg                 float64      1                0.039                0.039                0.039                0.039                0.039                0.039     
pull_request_opened_ov_sentiment_avg                  float64      1                -0.34                -0.34                -0.34                -0.34                -0.34                -0.34     
avg_pull_request_comment_count                        float64      1                  1.0                  1.0                  1.0                  1.0                  1.0                  1.0     
avg_all_disc_count                                    float64      1                  1.0                  1.0                  1.0                  1.0                  1.0                  1.0     
avg_pull_request_comment_exclude_opener_count         float64      1                  1.0                  1.0                  1.0                  1.0                  1.0                  1.0     
avg_all_disc_exclude_opener_count                     float64      1                  1.0                  1.0                  1.0                  1.0                  1.0                  1.0     
clustering_coefficient                                float64      5                  0.0                  0.0                  0.0                  0.0                  0.0                  0.0  0.0

