File: drive/output/derived/org_outcomes_practices/repo_discussion_quality/all/rolling5/christophercrouzet___gorilla.parquet

MD5 hash: 0153f76f260d41d082722d926a1689a7

Keys: time_period 

                                                         type  count                 mean                  min                  25%                  50%                  75%                  max  std
time_period                                    datetime64[ns]      5  2021-07-01 14:24:00  2020-07-01 00:00:00  2021-01-01 00:00:00  2021-07-01 00:00:00  2022-01-01 00:00:00  2022-07-01 00:00:00     
response_rate                                         float64      1                  0.9                  0.9                  0.9                  0.9                  0.9                  0.9     
mean_days_to_respond                                  float64      1             1.115013             1.115013             1.115013             1.115013             1.115013             1.115013     
pos_sentiment_avg                                     float64      1             0.175614             0.175614             0.175614             0.175614             0.175614             0.175614     
neg_sentiment_avg                                     float64      1             0.007836             0.007836             0.007836             0.007836             0.007836             0.007836     
ov_sentiment_avg                                      float64      1              0.26125              0.26125              0.26125              0.26125              0.26125              0.26125     
response_rate_pull_request_comment                    float64      1             0.888889             0.888889             0.888889             0.888889             0.888889             0.888889     
response_rate_pull_request_opened                     float64      1                  1.0                  1.0                  1.0                  1.0                  1.0                  1.0     
mean_days_to_respond_pull_request_comment             float64      1             1.254311             1.254311             1.254311             1.254311             1.254311             1.254311     
mean_days_to_respond_pull_request_opened              float64      1             0.000625             0.000625             0.000625             0.000625             0.000625             0.000625     
mean_days_to_respond_to_last_comment                  float64      1             1.671574             1.671574             1.671574             1.671574             1.671574             1.671574     
pull_request_comment_pos_sentiment_avg                float64      1             0.130175             0.130175             0.130175             0.130175             0.130175             0.130175     
pull_request_comment_neg_sentiment_avg                float64      1              0.00862              0.00862              0.00862              0.00862              0.00862              0.00862     
pull_request_comment_ov_sentiment_avg                 float64      1             0.269585             0.269585             0.269585             0.269585             0.269585             0.269585     
pull_request_opened_pos_sentiment_avg                 float64      1                 0.63                 0.63                 0.63                 0.63                 0.63                 0.63     
pull_request_opened_neg_sentiment_avg                 float64      1                  0.0                  0.0                  0.0                  0.0                  0.0                  0.0     
pull_request_opened_ov_sentiment_avg                  float64      1               0.1779               0.1779               0.1779               0.1779               0.1779               0.1779     
pct_merged_with_approved                              float64      1                  0.0                  0.0                  0.0                  0.0                  0.0                  0.0     
pct_merged_with_review                                float64      1                  0.0                  0.0                  0.0                  0.0                  0.0                  0.0     
avg_pull_request_comment_count                        float64      1                 10.0                 10.0                 10.0                 10.0                 10.0                 10.0     
avg_all_disc_count                                    float64      1                 10.0                 10.0                 10.0                 10.0                 10.0                 10.0     
avg_pull_request_comment_exclude_opener_count         float64      1                  6.0                  6.0                  6.0                  6.0                  6.0                  6.0     
avg_all_disc_exclude_opener_count                     float64      1                  6.0                  6.0                  6.0                  6.0                  6.0                  6.0     
clustering_coefficient                                float64      5                 0.25                 0.25                 0.25                 0.25                 0.25                 0.25  0.0

