File: drive/output/derived/org_outcomes_practices/repo_discussion_quality/all/rolling5/corb555___geodata.parquet

MD5 hash: a764ac4ff37a4cba6a7cf12e77976902

Keys: time_period 

                                                         type  count                 mean                  min                  25%                  50%                  75%                  max  std
time_period                                    datetime64[ns]      5  2020-12-31 04:48:00  2020-01-01 00:00:00  2020-07-01 00:00:00  2021-01-01 00:00:00  2021-07-01 00:00:00  2022-01-01 00:00:00     
response_rate                                         float64      1                  0.5                  0.5                  0.5                  0.5                  0.5                  0.5     
mean_days_to_respond                                  float64      1             0.311782             0.311782             0.311782             0.311782             0.311782             0.311782     
pos_sentiment_avg                                     float64      1               0.2305               0.2305               0.2305               0.2305               0.2305               0.2305     
neg_sentiment_avg                                     float64      1                0.006                0.006                0.006                0.006                0.006                0.006     
ov_sentiment_avg                                      float64      1               0.2159               0.2159               0.2159               0.2159               0.2159               0.2159     
response_rate_pull_request_comment                    float64      1                  0.0                  0.0                  0.0                  0.0                  0.0                  0.0     
response_rate_pull_request_opened                     float64      1                  1.0                  1.0                  1.0                  1.0                  1.0                  1.0     
mean_days_to_respond_pull_request_opened              float64      1             0.311782             0.311782             0.311782             0.311782             0.311782             0.311782     
mean_days_to_respond_to_last_comment                  float64      1             0.311782             0.311782             0.311782             0.311782             0.311782             0.311782     
pull_request_comment_pos_sentiment_avg                float64      1                0.357                0.357                0.357                0.357                0.357                0.357     
pull_request_comment_neg_sentiment_avg                float64      1                  0.0                  0.0                  0.0                  0.0                  0.0                  0.0     
pull_request_comment_ov_sentiment_avg                 float64      1               0.2291               0.2291               0.2291               0.2291               0.2291               0.2291     
pull_request_opened_pos_sentiment_avg                 float64      1                0.104                0.104                0.104                0.104                0.104                0.104     
pull_request_opened_neg_sentiment_avg                 float64      1                0.012                0.012                0.012                0.012                0.012                0.012     
pull_request_opened_ov_sentiment_avg                  float64      1               0.2027               0.2027               0.2027               0.2027               0.2027               0.2027     
avg_pull_request_comment_count                        float64      1                  1.0                  1.0                  1.0                  1.0                  1.0                  1.0     
avg_all_disc_count                                    float64      1                  1.0                  1.0                  1.0                  1.0                  1.0                  1.0     
avg_pull_request_comment_exclude_opener_count         float64      1                  1.0                  1.0                  1.0                  1.0                  1.0                  1.0     
avg_all_disc_exclude_opener_count                     float64      1                  1.0                  1.0                  1.0                  1.0                  1.0                  1.0     
clustering_coefficient                                float64      5                  0.0                  0.0                  0.0                  0.0                  0.0                  0.0  0.0

