File: drive/output/derived/org_outcomes_practices/repo_discussion_quality/all/rolling5/fboender___jsonxs.parquet

MD5 hash: e7f890d27e0da529802b50f5379c210d

Keys: time_period 

                                                         type  count                 mean                  min                  25%                  50%                  75%                  max  std
time_period                                    datetime64[ns]      5  2018-07-01 14:24:00  2017-07-01 00:00:00  2018-01-01 00:00:00  2018-07-01 00:00:00  2019-01-01 00:00:00  2019-07-01 00:00:00     
response_rate                                         float64      1             0.777778             0.777778             0.777778             0.777778             0.777778             0.777778     
mean_days_to_respond                                  float64      1             2.383165             2.383165             2.383165             2.383165             2.383165             2.383165     
pos_sentiment_avg                                     float64      1             0.082803             0.082803             0.082803             0.082803             0.082803             0.082803     
neg_sentiment_avg                                     float64      1             0.088204             0.088204             0.088204             0.088204             0.088204             0.088204     
ov_sentiment_avg                                      float64      1             0.058319             0.058319             0.058319             0.058319             0.058319             0.058319     
response_rate_pull_request_comment                    float64      1             0.714286             0.714286             0.714286             0.714286             0.714286             0.714286     
response_rate_pull_request_opened                     float64      1                  1.0                  1.0                  1.0                  1.0                  1.0                  1.0     
mean_days_to_respond_pull_request_comment             float64      1             1.879491             1.879491             1.879491             1.879491             1.879491             1.879491     
mean_days_to_respond_pull_request_opened              float64      1              3.64235              3.64235              3.64235              3.64235              3.64235              3.64235     
mean_days_to_respond_to_last_comment                  float64      1             3.347043             3.347043             3.347043             3.347043             3.347043             3.347043     
pull_request_comment_pos_sentiment_avg                float64      1             0.071175             0.071175             0.071175             0.071175             0.071175             0.071175     
pull_request_comment_neg_sentiment_avg                float64      1             0.038548             0.038548             0.038548             0.038548             0.038548             0.038548     
pull_request_comment_ov_sentiment_avg                 float64      1              0.07181              0.07181              0.07181              0.07181              0.07181              0.07181     
pull_request_opened_pos_sentiment_avg                 float64      1               0.1235               0.1235               0.1235               0.1235               0.1235               0.1235     
pull_request_opened_neg_sentiment_avg                 float64      1                0.262                0.262                0.262                0.262                0.262                0.262     
pull_request_opened_ov_sentiment_avg                  float64      1               0.0111               0.0111               0.0111               0.0111               0.0111               0.0111     
avg_pull_request_comment_count                        float64      1                  3.5                  3.5                  3.5                  3.5                  3.5                  3.5     
avg_all_disc_count                                    float64      1                  3.5                  3.5                  3.5                  3.5                  3.5                  3.5     
avg_pull_request_comment_exclude_opener_count         float64      1                  2.0                  2.0                  2.0                  2.0                  2.0                  2.0     
avg_all_disc_exclude_opener_count                     float64      1                  2.0                  2.0                  2.0                  2.0                  2.0                  2.0     
clustering_coefficient                                float64      5                  0.0                  0.0                  0.0                  0.0                  0.0                  0.0  0.0

