File: drive/output/derived/org_outcomes_practices/repo_discussion_quality/all/rolling5/kserve___kserve.parquet

MD5 hash: 08801cf1b133ce881f262a5f5f5c2461

Keys: time_period 

                                                                   type  count                           mean                  min                  25%                  50%                  75%                  max        std
time_period                                              datetime64[ns]     13  2021-12-31 05:32:18.461538560  2019-01-01 00:00:00  2020-07-01 00:00:00  2022-01-01 00:00:00  2023-07-01 00:00:00  2025-01-01 00:00:00           
response_rate                                                   float64     13                       0.676748             0.603594             0.656633             0.685953             0.713505             0.727422   0.042874
mean_days_to_respond                                            float64     13                      15.927696             9.403689            13.438512            15.287005             19.27135            24.377758   4.422458
pos_sentiment_avg                                               float64     13                       0.097359             0.090678             0.095072              0.09725             0.099285             0.103682   0.004106
neg_sentiment_avg                                               float64     13                       0.022579              0.02074             0.021652             0.022178             0.023206             0.024779    0.00132
ov_sentiment_avg                                                float64     13                       0.107117             0.101568             0.103256             0.104191              0.11099             0.117268   0.005242
response_rate_issue_comment                                     float64     13                       0.771783             0.629531             0.660714             0.795751             0.877265              0.93401   0.114518
response_rate_issue_opened                                      float64     13                       0.994849             0.983834             0.988095                  1.0                  1.0                  1.0   0.006872
response_rate_pull_request_comment                              float64     13                       0.893444             0.779368             0.878749             0.913959             0.925512              0.93168   0.046043
response_rate_pull_request_opened                               float64     13                       0.988052              0.89875             0.997059             0.997644                  1.0                  1.0   0.028936
response_rate_pull_request_review_comment                       float64     13                       0.323288             0.266055             0.291581             0.326916             0.357336             0.370161   0.036537
mean_days_to_respond_issue_comment                              float64     13                      41.598326            21.849331            35.201593            44.212456            47.639799            55.997749   9.783117
mean_days_to_respond_issue_opened                               float64     13                      46.417262            15.899118            33.597948             46.55678            59.314649            83.445485  20.217213
mean_days_to_respond_pull_request_comment                       float64     13                       5.986431             2.117699             4.158801             5.010701             6.280908            20.803426   4.663768
mean_days_to_respond_pull_request_opened                        float64     13                       0.940289             0.000075             0.000869             1.353512             1.683415             2.598875   0.949869
mean_days_to_respond_pull_request_review_comment                float64     13                       1.846828             0.531448             0.832269             1.350199              3.19622             3.377259   1.198273
mean_days_to_respond_to_last_comment                            float64     13                       36.32489            13.671703            26.465132             39.23277            41.337397            53.825927  12.076736
issue_comment_pos_sentiment_avg                                 float64     13                       0.098961             0.090706             0.092883             0.101351             0.103283               0.1056   0.005652
issue_comment_neg_sentiment_avg                                 float64     13                       0.021847             0.017706             0.021478             0.022182             0.022671             0.023364   0.001501
issue_comment_ov_sentiment_avg                                  float64     13                       0.109829             0.100075             0.104395             0.109266             0.113658             0.131352    0.00824
issue_opened_pos_sentiment_avg                                  float64     13                       0.116837              0.10785             0.111262             0.112956             0.118969             0.135909   0.008948
issue_opened_neg_sentiment_avg                                  float64     13                        0.01659              0.01318             0.014679             0.017003             0.018508             0.020205   0.002302
issue_opened_ov_sentiment_avg                                   float64     13                       0.240687             0.220326              0.23226             0.235677             0.244578             0.274762   0.016335
pull_request_comment_pos_sentiment_avg                          float64     13                       0.101506             0.092008             0.094929             0.100802             0.108536             0.119342   0.008561
pull_request_comment_neg_sentiment_avg                          float64     13                       0.015034             0.011172             0.012518             0.015303             0.016537             0.019681   0.002674
pull_request_comment_ov_sentiment_avg                           float64     13                       0.098179             0.088332             0.090409             0.094401             0.105641             0.121346   0.010065
pull_request_opened_pos_sentiment_avg                           float64     13                       0.048691              0.04253             0.043993             0.046514             0.055077             0.057856   0.005927
pull_request_opened_neg_sentiment_avg                           float64     13                       0.023058             0.013892             0.017686             0.024726             0.028805             0.034554   0.007078
pull_request_opened_ov_sentiment_avg                            float64     13                       0.116058             0.102809             0.108988             0.113402             0.122972             0.136145   0.011545
pull_request_review_comment_pos_sentiment_avg                   float64     13                       0.099018             0.086471             0.092443             0.098487             0.106156             0.111906   0.008904
pull_request_review_comment_neg_sentiment_avg                   float64     13                       0.028019             0.023442             0.027282             0.028272             0.029495              0.03297   0.002688
pull_request_review_comment_ov_sentiment_avg                    float64     13                       0.083138             0.073051             0.076555              0.08586             0.088103             0.089667   0.006043
pull_request_review_approved_pos_sentiment_avg                  float64     10                       0.165619              0.07062             0.112991             0.181031             0.213866             0.230464   0.059124
pull_request_review_approved_neg_sentiment_avg                  float64     10                       0.004436                  0.0                  0.0              0.00383             0.006104             0.016417   0.005203
pull_request_review_approved_ov_sentiment_avg                   float64     10                       0.146374             0.057709             0.095341              0.15402              0.19218             0.220255   0.059455
pull_request_review_changes_requested_pos_sentiment_avg         float64     10                       0.160073              0.08538               0.1185             0.155218             0.195803             0.233756   0.053218
pull_request_review_changes_requested_neg_sentiment_avg         float64     10                       0.005621                  0.0                  0.0                  0.0             0.006179             0.022019   0.008993
pull_request_review_changes_requested_ov_sentiment_avg          float64     10                       0.246806             0.099616              0.20255             0.265477             0.290026             0.348392    0.07895
pull_request_review_commented_pos_sentiment_avg                 float64     10                       0.155432             0.095159             0.130578             0.154841             0.159449             0.297452   0.055123
pull_request_review_commented_neg_sentiment_avg                 float64     10                       0.012902             0.009611             0.011666             0.012143             0.013955             0.017762   0.002358
pull_request_review_commented_ov_sentiment_avg                  float64     10                       0.170354             0.073625             0.135136             0.169107             0.181957              0.35321   0.074096
pull_request_closed_pos_sentiment_avg                           float64      5                            0.0                  0.0                  0.0                  0.0                  0.0                  0.0        0.0
pull_request_closed_neg_sentiment_avg                           float64      5                            1.0                  1.0                  1.0                  1.0                  1.0                  1.0        0.0
pull_request_closed_ov_sentiment_avg                            float64      5                         -0.296               -0.296               -0.296               -0.296               -0.296               -0.296        0.0
pull_request_merged_pos_sentiment_avg                           float64      5                            0.0                  0.0                  0.0                  0.0                  0.0                  0.0        0.0
pull_request_merged_neg_sentiment_avg                           float64      5                            1.0                  1.0                  1.0                  1.0                  1.0                  1.0        0.0
pull_request_merged_ov_sentiment_avg                            float64      5                         -0.296               -0.296               -0.296               -0.296               -0.296               -0.296        0.0
pull_request_reopened_pos_sentiment_avg                         float64      5                            0.0                  0.0                  0.0                  0.0                  0.0                  0.0        0.0
pull_request_reopened_neg_sentiment_avg                         float64      5                            1.0                  1.0                  1.0                  1.0                  1.0                  1.0        0.0
pull_request_reopened_ov_sentiment_avg                          float64      5                         -0.296               -0.296               -0.296               -0.296               -0.296               -0.296        0.0
pull_request_review_dismissed_pos_sentiment_avg                 float64      5                       0.053349                  0.0                  0.0                  0.0               0.1058             0.160947   0.075609
pull_request_review_dismissed_neg_sentiment_avg                 float64      5                       0.108665             0.020026              0.03805              0.16175              0.16175              0.16175   0.072968
pull_request_review_dismissed_ov_sentiment_avg                  float64      5                      -0.065031            -0.167625            -0.167625            -0.167625             0.086065             0.091655   0.140497
pct_merged_with_approved                                        float64     10                       0.177252             0.080537             0.089761             0.094708             0.191254             0.515599   0.153989
pct_merged_with_review                                          float64     10                       0.476347             0.315436               0.4103             0.436163             0.519809              0.70936   0.120198
avg_pull_request_comment_count                                  float64     13                       7.808593             4.159574             5.002907             8.311594            10.197832            10.827684   2.619281
avg_pull_request_review_comment_count                           float64     13                       4.442779             2.432432             3.224516             3.447991              5.65678                  9.5   2.048218
avg_all_disc_count                                              float64     13                      13.967075             10.25436            11.383085            14.127044            16.528376            17.811594   2.797861
avg_pull_request_review_count                                   float64     10                       2.230413             0.548023             1.336642             2.328091             2.871366             4.010638   1.161153
avg_pull_request_comment_exclude_opener_count                   float64     13                       6.220233             2.941106              4.19562             6.550968             8.155056             8.637006    2.09213
avg_pull_request_review_comment_exclude_opener_count            float64     13                       2.709716               1.5318             2.010025             2.094952             3.454802             5.681159   1.215419
avg_all_disc_exclude_opener_count                               float64     13                       9.988427             7.344526             7.686298            10.685535            11.819961             12.39548   2.064714
avg_pull_request_review_exclude_opener_count                    float64     10                       1.376021             0.303672             0.797968             1.404676             1.772728              2.65024   0.763747
clustering_coefficient                                          float64     13                       0.012986             0.006221             0.006767             0.010771             0.014855             0.033932   0.008474

