File: drive/output/derived/org_outcomes_practices/repo_discussion_quality/all/rolling5/pavelliavonau___html3.parquet

MD5 hash: 79c3f3a80d5cfa3adc5b4fe6e66e4c68

Keys: time_period 

                                                         type  count                 mean                  min                  25%                  50%                  75%                  max  std
time_period                                    datetime64[ns]      5  2020-12-31 04:48:00  2020-01-01 00:00:00  2020-07-01 00:00:00  2021-01-01 00:00:00  2021-07-01 00:00:00  2022-01-01 00:00:00     
response_rate                                         float64      1                  0.5                  0.5                  0.5                  0.5                  0.5                  0.5     
mean_days_to_respond                                  float64      1             2.818576             2.818576             2.818576             2.818576             2.818576             2.818576     
pos_sentiment_avg                                     float64      1               0.2705               0.2705               0.2705               0.2705               0.2705               0.2705     
neg_sentiment_avg                                     float64      1               0.0555               0.0555               0.0555               0.0555               0.0555               0.0555     
ov_sentiment_avg                                      float64      1               0.1486               0.1486               0.1486               0.1486               0.1486               0.1486     
response_rate_pull_request_comment                    float64      1                  0.0                  0.0                  0.0                  0.0                  0.0                  0.0     
response_rate_pull_request_opened                     float64      1                  1.0                  1.0                  1.0                  1.0                  1.0                  1.0     
mean_days_to_respond_pull_request_opened              float64      1             2.818576             2.818576             2.818576             2.818576             2.818576             2.818576     
mean_days_to_respond_to_last_comment                  float64      1             2.818576             2.818576             2.818576             2.818576             2.818576             2.818576     
pull_request_comment_pos_sentiment_avg                float64      1                0.455                0.455                0.455                0.455                0.455                0.455     
pull_request_comment_neg_sentiment_avg                float64      1                  0.0                  0.0                  0.0                  0.0                  0.0                  0.0     
pull_request_comment_ov_sentiment_avg                 float64      1               0.3612               0.3612               0.3612               0.3612               0.3612               0.3612     
pull_request_opened_pos_sentiment_avg                 float64      1                0.086                0.086                0.086                0.086                0.086                0.086     
pull_request_opened_neg_sentiment_avg                 float64      1                0.111                0.111                0.111                0.111                0.111                0.111     
pull_request_opened_ov_sentiment_avg                  float64      1               -0.064               -0.064               -0.064               -0.064               -0.064               -0.064     
avg_pull_request_comment_count                        float64      1                  1.0                  1.0                  1.0                  1.0                  1.0                  1.0     
avg_all_disc_count                                    float64      1                  1.0                  1.0                  1.0                  1.0                  1.0                  1.0     
avg_pull_request_comment_exclude_opener_count         float64      1                  1.0                  1.0                  1.0                  1.0                  1.0                  1.0     
avg_all_disc_exclude_opener_count                     float64      1                  1.0                  1.0                  1.0                  1.0                  1.0                  1.0     
clustering_coefficient                                float64      5                  0.0                  0.0                  0.0                  0.0                  0.0                  0.0  0.0

