File: drive/output/derived/org_outcomes_practices/repo_discussion_quality/all/rolling5/dead-hosts___infrastructure-launcher.parquet

MD5 hash: 9334c9ae4e9089ce2a91f4039cbd4c15

Keys: time_period 

                                                         type  count                 mean                  min                  25%                  50%                  75%                  max  std
time_period                                    datetime64[ns]      5  2020-12-31 04:48:00  2020-01-01 00:00:00  2020-07-01 00:00:00  2021-01-01 00:00:00  2021-07-01 00:00:00  2022-01-01 00:00:00     
response_rate                                         float64      1             0.666667             0.666667             0.666667             0.666667             0.666667             0.666667     
mean_days_to_respond                                  float64      1             8.152101             8.152101             8.152101             8.152101             8.152101             8.152101     
pos_sentiment_avg                                     float64      1             0.094742             0.094742             0.094742             0.094742             0.094742             0.094742     
neg_sentiment_avg                                     float64      1             0.069533             0.069533             0.069533             0.069533             0.069533             0.069533     
ov_sentiment_avg                                      float64      1             0.106172             0.106172             0.106172             0.106172             0.106172             0.106172     
response_rate_pull_request_comment                    float64      1                  0.5                  0.5                  0.5                  0.5                  0.5                  0.5     
response_rate_pull_request_opened                     float64      1                  1.0                  1.0                  1.0                  1.0                  1.0                  1.0     
mean_days_to_respond_pull_request_comment             float64      1             0.110845             0.110845             0.110845             0.110845             0.110845             0.110845     
mean_days_to_respond_pull_request_opened              float64      1            16.193356            16.193356            16.193356            16.193356            16.193356            16.193356     
mean_days_to_respond_to_last_comment                  float64      1             0.110845             0.110845             0.110845             0.110845             0.110845             0.110845     
pull_request_comment_pos_sentiment_avg                float64      1              0.13375              0.13375              0.13375              0.13375              0.13375              0.13375     
pull_request_comment_neg_sentiment_avg                float64      1                  0.0                  0.0                  0.0                  0.0                  0.0                  0.0     
pull_request_comment_ov_sentiment_avg                 float64      1             0.305575             0.305575             0.305575             0.305575             0.305575             0.305575     
pull_request_opened_pos_sentiment_avg                 float64      1             0.016725             0.016725             0.016725             0.016725             0.016725             0.016725     
pull_request_opened_neg_sentiment_avg                 float64      1               0.2086               0.2086               0.2086               0.2086               0.2086               0.2086     
pull_request_opened_ov_sentiment_avg                  float64      1            -0.292634            -0.292634            -0.292634            -0.292634            -0.292634            -0.292634     
avg_pull_request_comment_count                        float64      1                  2.0                  2.0                  2.0                  2.0                  2.0                  2.0     
avg_all_disc_count                                    float64      1                  2.0                  2.0                  2.0                  2.0                  2.0                  2.0     
avg_pull_request_comment_exclude_opener_count         float64      1                  1.0                  1.0                  1.0                  1.0                  1.0                  1.0     
avg_all_disc_exclude_opener_count                     float64      1                  1.0                  1.0                  1.0                  1.0                  1.0                  1.0     
clustering_coefficient                                float64      5                  0.0                  0.0                  0.0                  0.0                  0.0                  0.0  0.0

