File:  output/analysis/event_study_forest/important_degree_top3/rolling5/exact2/nevertreated/pc_score_binary/norm/pull_request_merged_repo_att_event_study_forest.parquet 
MD5:   e29c2f81dc4867e3ee96bfc1823563ab 
Key:   outcome repo_name repo_id 
 
 ======================================================================================================== 
 variable_name                              type     N  uniqueN    mean       sd        min        max    
 -------------------------------------------------------------------------------------------------------- 
 outcome                                  character 480    1                                              
 repo_name                                character 480   480                                             
 repo_id                                   numeric  480         12,016.770 6,453.984    101      23,014   
 att                                       numeric  480           0.221      1.809     -4.143     8.114   
 att_group                                character 480    2                                              
 att_dr                                    numeric  477           19.463    386.953   -726.528  7,847.605 
 att_dr_group                             character 477    3                                              
 event_time-5                              numeric  480           0.618      1.980     -4.414    13.209   
 event_time-4                              numeric  480           0.079      1.023     -3.044     4.876   
 event_time-3                              numeric  480           0.019      1.069     -2.971     6.748   
 event_time-2                              numeric  480           0.307      0.858     -2.260     7.645   
 event_time0                               numeric  480           0.370      0.923     -3.112     3.582   
 event_time1                               numeric  480           0.078      1.472     -3.600     7.772   
 event_time2                               numeric  480           0.003      1.572     -4.357     7.786   
 event_time3                               numeric  480           0.248      2.450     -5.102    13.252   
 event_time4                               numeric  480           0.378      2.414     -4.446    12.714   
 event_time5                               numeric  480           0.401      2.435     -4.590    13.454   
 cohort10event_time.2                      numeric  23            -9.380    172.152   -614.293   435.412  
 cohort10event_time.3                      numeric  23            2.127     189.509   -680.162   501.424  
 cohort10event_time.4                      numeric  23           -31.768    185.586   -823.617   152.611  
 cohort10event_time.5                      numeric  23            4.554     189.477   -582.013   517.580  
 cohort10event_time0                       numeric  23           -36.694    156.138   -616.287   229.614  
 cohort10event_time1                       numeric  23            11.091    196.074   -562.349   638.640  
 cohort10event_time2                       numeric  23            17.374    221.787   -581.874   844.955  
 cohort10event_time3                       numeric  23           -28.811    151.046   -482.662   240.537  
 cohort10event_time4                       numeric  23            -0.364    98.049    -300.955   263.371  
 cohort10event_time5                       numeric  23            28.637    123.246   -262.282   430.202  
 cohort11event_time.2                      numeric  43            17.800    264.565   -654.218  1,531.471 
 cohort11event_time.3                      numeric  43            66.738    406.974   -920.161  1,869.939 
 cohort11event_time.4                      numeric  43            51.311    295.965   -634.923  1,471.114 
 cohort11event_time.5                      numeric  43            35.186    293.375   -680.224  1,489.951 
 cohort11event_time0                       numeric  43            45.493    202.838   -229.242  1,012.247 
 cohort11event_time1                       numeric  43            24.083    217.185   -210.300  1,369.288 
 cohort11event_time2                       numeric  43            8.698     207.370   -382.999  1,255.889 
 cohort11event_time3                       numeric  43            62.345    273.891   -145.853  1,758.864 
 cohort11event_time4                       numeric  43           105.668    528.839   -59.027   3,467.448 
 cohort11event_time5                       numeric  43           115.370    651.901   -827.303  3,895.809 
 cohort12event_time.2                      numeric  60            -2.943    72.636    -291.754   328.678  
 cohort12event_time.3                      numeric  60           -17.977    106.303   -781.818   90.456   
 cohort12event_time.4                      numeric  60            63.583    463.730   -235.934  3,579.626 
 cohort12event_time.5                      numeric  60            71.071    445.603   -40.298   3,430.699 
 cohort12event_time0                       numeric  60            3.707     103.337   -423.497   468.607  
 cohort12event_time1                       numeric  60            -2.648    56.131    -193.531   286.800  
 cohort12event_time2                       numeric  60            6.825     79.940    -313.814   486.005  
 cohort12event_time3                       numeric  60           -25.976    248.381  -1,781.902  582.983  
 cohort12event_time4                       numeric  60            41.711    331.332   -440.489  2,489.976 
 cohort12event_time5                       numeric  60            23.524    218.085   -592.373  1,517.386 
 cohort13event_time.2                      numeric  115           -1.213    21.199    -161.606   65.411   
 cohort13event_time.3                      numeric  115           -1.773    15.215    -117.964   42.587   
 cohort13event_time.4                      numeric  115           -6.974    50.916    -527.470   43.429   
 cohort13event_time.5                      numeric  115           -5.845    61.028    -304.079   387.345  
 cohort13event_time0                       numeric  115           -1.297    25.821    -114.513   141.458  
 cohort13event_time1                       numeric  115           3.360     40.639    -221.269   287.111  
 cohort13event_time2                       numeric  115           2.551     43.856    -172.238   373.973  
 cohort13event_time3                       numeric  115          -10.485    110.948   -891.934   407.495  
 cohort13event_time4                       numeric  115          -14.930    128.317  -1,087.178  373.751  
 cohort13event_time5                       numeric  115          -17.184    143.438  -1,363.349  382.190  
 cohort14event_time.2                      numeric  66            4.310     91.196    -290.948   630.721  
 cohort14event_time.3                      numeric  66            6.806     95.085    -423.648   504.749  
 cohort14event_time.4                      numeric  66            9.504     102.460   -104.189   797.762  
 cohort14event_time.5                      numeric  66            -6.490    100.757   -513.783   537.582  
 cohort14event_time0                       numeric  66            23.028    133.766   -202.508   890.606  
 cohort14event_time1                       numeric  66            32.625    315.888   -360.484  2,528.820 
 cohort14event_time2                       numeric  66           123.988   1,137.829  -419.051  9,213.519 
 cohort14event_time3                       numeric  66           130.410   1,137.135  -540.340  9,165.186 
 cohort14event_time4                       numeric  66           125.839   1,134.546  -559.951  9,157.501 
 cohort14event_time5                       numeric  66           114.799   1,135.535  -594.323    9,173   
 cohort15event_time.2                      numeric  85            5.869     42.851    -147.282   246.634  
 cohort15event_time.3                      numeric  85            7.219     53.495    -101.944   400.554  
 cohort15event_time.4                      numeric  85            16.655    90.366    -71.446    722.683  
 cohort15event_time.5                      numeric  85            -2.489    54.333    -318.930   274.648  
 cohort15event_time0                       numeric  85            7.979     57.867    -219.886   348.950  
 cohort15event_time1                       numeric  85            -8.562    59.726    -284.611   303.093  
 cohort15event_time2                       numeric  85           -17.168    48.825    -203.679   129.737  
 cohort15event_time3                       numeric  85            -7.810    44.127    -134.377   190.769  
 cohort15event_time4                       numeric  85           -16.612    73.253    -223.901   414.682  
 cohort15event_time5                       numeric  85            37.967    601.660   -394.465  5,485.085 
 cohort16event_time.2                      numeric  85            5.968     25.257    -22.834    147.098  
 cohort16event_time.3                      numeric  85            -2.720    20.911    -132.544   48.936   
 cohort16event_time.4                      numeric  85            5.240     31.785    -56.450    255.969  
 cohort16event_time.5                      numeric  85            2.070     26.311    -146.337   68.378   
 cohort16event_time0                       numeric  85            0.958     38.875    -163.778   242.806  
 cohort16event_time1                       numeric  85            0.560     43.131    -211.711   230.776  
 cohort16event_time2                       numeric  85            1.218     39.080    -119.594   230.197  
 cohort16event_time3                       numeric  85            -1.198    44.549    -233.731   228.922  
 cohort16event_time4                       numeric  85            -3.048    44.451    -247.666   242.359  
 cohort16event_time5                       numeric  85            2.538     47.238    -153.973   234.535  
 collaboration_pc_score_binary             numeric  480           0.500      0.501       0          1     
 shared_knowledge_pc_score_binary          numeric  480           0.498      0.501       0          1     
 discussion_quality_pc_score_binary        numeric  480           0.502      0.501       0          1     
 investment_in_new_talent_pc_score_binary  numeric  480           0.465      0.499       0          1     
 problem_solving_routines_pc_score_binary  numeric  480           0.319      0.466       0          1     
 -------------------------------------------------------------------------------------------------------- 
