past_periods,percent_changed_from_0,percent_changed_from_1,covar,dataset
2,10.68623091744479,8.534936138241923,response_rate,important_topk
3,14.141122035858878,10.291290847257134,response_rate,important_topk
4,16.547482837528605,10.834917385582688,response_rate,important_topk
5,18.23204419889503,11.292437709456506,response_rate,important_topk
2,10.928053204353084,6.4505978602894904,mean_days_to_respond,important_topk
3,16.25932972340114,7.66852195423624,mean_days_to_respond,important_topk
4,19.973984679867034,8.235473539728535,mean_days_to_respond,important_topk
5,22.219040801717966,8.687755410927805,mean_days_to_respond,important_topk
2,11.12207499295179,10.122089721749006,pos_sentiment_avg,important_topk
3,14.476243400944707,12.997198879551823,pos_sentiment_avg,important_topk
4,16.710362908789843,14.562160657107059,pos_sentiment_avg,important_topk
5,18.12543073742247,15.650969529085874,pos_sentiment_avg,important_topk
2,10.462013762112063,8.522160467436226,neg_sentiment_avg,important_topk
3,14.883913764510778,10.588566600957476,neg_sentiment_avg,important_topk
4,18.097863542384562,11.456445993031359,neg_sentiment_avg,important_topk
5,20.326653856711502,12.546946724161915,neg_sentiment_avg,important_topk
2,11.016949152542372,9.88948710682913,ov_sentiment_avg,important_topk
3,13.58059118795315,13.145408875244208,ov_sentiment_avg,important_topk
4,15.035931453841902,15.123714206283015,ov_sentiment_avg,important_topk
5,16.345093715545755,16.567391605485522,ov_sentiment_avg,important_topk
2,9.865916239033274,6.758404459153458,avg_all_disc_exclude_opener_count,important_topk
3,13.535257927117842,8.853902149991535,avg_all_disc_exclude_opener_count,important_topk
4,15.9206275957545,9.535696455317025,avg_all_disc_exclude_opener_count,important_topk
5,18.16664137198361,9.653017595790166,avg_all_disc_exclude_opener_count,important_topk
2,5.0122050447518305,1.096043098643879,pull_request_merged_rate,important_topk
3,7.841031149301826,1.259492498610854,pull_request_merged_rate,important_topk
4,9.94780014914243,1.3274336283185841,pull_request_merged_rate,important_topk
5,11.714745936447503,1.3046674016905548,pull_request_merged_rate,important_topk
2,6.9365105271748,1.3701166450657287,pull_request_review_rate,important_topk
3,10.377358490566039,1.651376146788991,pull_request_review_rate,important_topk
4,12.567730282962073,1.8049225159525981,pull_request_review_rate,important_topk
5,14.722386296515062,1.7639570831060194,pull_request_review_rate,important_topk
2,6.344805088892514,1.7787659811006113,any_activity_rate,important_topk
3,9.479038224414303,2.3212969786293294,any_activity_rate,important_topk
4,11.45129821401771,2.579582875960483,any_activity_rate,important_topk
5,13.602237597526868,2.555677254472435,any_activity_rate,important_topk
2,10.377906976744185,5.069629166014708,clustering_coefficient,important_topk
3,14.950911640953718,6.4110524681775845,clustering_coefficient,important_topk
4,18.141714915908462,6.437171966656376,clustering_coefficient,important_topk
5,20.33365239983591,6.44765121277249,clustering_coefficient,important_topk
2,6.38508263879079,3.9932937052278614,mean_has_reviewer,important_topk
3,9.297267908114721,5.049279757391964,mean_has_reviewer,important_topk
4,11.21931696905016,5.964965267290849,mean_has_reviewer,important_topk
5,12.711193241816263,6.57517719800935,mean_has_reviewer,important_topk
2,7.442049613664091,5.415778251599147,mean_has_tag,important_topk
3,11.162790697674419,7.533568904593639,mean_has_tag,important_topk
4,13.919704173269942,9.340272893515262,mean_has_tag,important_topk
5,15.42111506524318,10.527053546397532,mean_has_tag,important_topk
2,6.9096328410784444,3.0578865026312045,mean_has_assignee,important_topk
3,10.483764082173625,4.068036853295535,mean_has_assignee,important_topk
4,13.54728396685519,4.860129980220401,mean_has_assignee,important_topk
5,15.800524934383203,5.280946345585129,mean_has_assignee,important_topk
2,0,0.5816207832493214,has_codeowners,important_topk
3,0,1.0210675972599197,has_codeowners,important_topk
4,0,1.4992891301538063,has_codeowners,important_topk
5,0,1.9775106630476929,has_codeowners,important_topk
2,0,1.4073595868302131,has_issue_template,important_topk
3,0,2.6726920593931567,has_issue_template,important_topk
4,0,4.015493867010974,has_issue_template,important_topk
5,0,4.970948999354422,has_issue_template,important_topk
2,0,0.40025823111684955,has_pr_template,important_topk
3,0,0.723047127178825,has_pr_template,important_topk
4,0,1.1878631375080697,has_pr_template,important_topk
5,0,1.7301484828921885,has_pr_template,important_topk
2,2.23789502237895,0.37976400379764,has_good_first_issue,important_topk
3,3.9739590397395905,0.4475790044757901,has_good_first_issue,important_topk
4,4.977621049776211,0.7188390071883901,has_good_first_issue,important_topk
5,5.927031059270311,0.8137800081378,has_good_first_issue,important_topk
2,0,1.1749515816655907,has_contributing_guide,important_topk
3,0,2.595222724338283,has_contributing_guide,important_topk
4,0,3.8605551969012266,has_contributing_guide,important_topk
5,0,4.9063912201420274,has_contributing_guide,important_topk
2,0,0.7617817947062621,has_code_of_conduct,important_topk
3,0,1.6397675919948353,has_code_of_conduct,important_topk
4,0,2.4661071659134928,has_code_of_conduct,important_topk
5,0,3.214977404777276,has_code_of_conduct,important_topk
2,0,0,prop_tests_passed,important_topk
3,0,0,prop_tests_passed,important_topk
4,0,0,prop_tests_passed,important_topk
5,0,0,prop_tests_passed,important_topk
