past_periods,percent_changed_from_0,percent_changed_from_1,covar,dataset
2,10.990559391292095,7.6738270209157715,avg_members_per_problem,important_topk
3,14.729221773632187,10.391419417746205,avg_members_per_problem,important_topk
4,17.394307819839735,11.516581101706674,avg_members_per_problem,important_topk
5,19.44903581267218,12.335594628270801,avg_members_per_problem,important_topk
2,11.219168428470754,8.010737496467929,pct_members_multiple,important_topk
3,14.857142857142858,10.644218728259357,pct_members_multiple,important_topk
4,17.582872928176798,11.672449687716863,pct_members_multiple,important_topk
5,19.617027138724342,12.638427464008858,pct_members_multiple,important_topk
2,6.8428372739916545,7.411799584939223,proj_hhi_pull_request_review_comment,important_topk
3,8.667004561581349,9.504950495049505,proj_hhi_pull_request_review_comment,important_topk
4,9.640877319836106,10.816044260027663,proj_hhi_pull_request_review_comment,important_topk
5,10.413793103448276,11.977030352748153,proj_hhi_pull_request_review_comment,important_topk
2,9.26663715508337,7.846660676849355,proj_hhi_discussion_comment,important_topk
3,12.784009203336211,9.606600854574923,proj_hhi_discussion_comment,important_topk
4,15.422885572139302,10.737764791818845,proj_hhi_discussion_comment,important_topk
5,16.940350877192984,11.781062490853213,proj_hhi_discussion_comment,important_topk
2,9.651520327980869,9.555132421672148,proj_prob_hhi_issue_comment,important_topk
3,11.249590029517876,12.099644128113878,proj_prob_hhi_issue_comment,important_topk
4,11.873393316195372,14.661087866108788,proj_prob_hhi_issue_comment,important_topk
5,12.708398867568418,16.303619302949063,proj_prob_hhi_issue_comment,important_topk
2,8.155372456700857,9.250127529331746,proj_prob_hhi_pull_request_comment,important_topk
3,10.175778100306403,11.891447368421053,proj_prob_hhi_pull_request_comment,important_topk
4,11.223852638151733,13.827361563517915,proj_prob_hhi_pull_request_comment,important_topk
5,11.84451219512195,15.466101694915254,proj_prob_hhi_pull_request_comment,important_topk
2,5.61026559236049,8.799237611181702,proj_prob_hhi_pull_request_review,important_topk
3,6.36032502101429,12.118380062305297,proj_prob_hhi_pull_request_review,important_topk
4,6.892808683853461,14.148009950248754,proj_prob_hhi_pull_request_review,important_topk
5,6.607001842590156,16.20603015075377,proj_prob_hhi_pull_request_review,important_topk
2,8.030008335648791,7.8064707628376375,proj_prob_hhi_pull_request_review_comment,important_topk
3,9.321175278622087,10.189640532125672,proj_prob_hhi_pull_request_review_comment,important_topk
4,9.606147934678194,11.61111111111111,proj_prob_hhi_pull_request_review_comment,important_topk
5,10.020590253946466,12.926292629262925,proj_prob_hhi_pull_request_review_comment,important_topk
2,9.264352011000344,10.528181495923432,share_issue_only,important_topk
3,10.982658959537572,13.848018002423403,share_issue_only,important_topk
4,11.935483870967742,15.326460481099657,share_issue_only,important_topk
5,13.101476893758932,16.675200546168288,share_issue_only,important_topk
2,6.857237276933245,9.387471802880444,share_pr_only,important_topk
3,9.220636663007683,11.616503212715589,share_pr_only,important_topk
4,10.255629945222154,13.241702983573584,share_pr_only,important_topk
5,10.941931631586804,15.091182867659361,share_pr_only,important_topk
2,9.625288581069082,8.61561119293078,share_issue_and_pr,important_topk
3,13.381343158599899,10.307609282245007,share_issue_and_pr,important_topk
4,15.232218252679441,11.034238069895334,share_issue_and_pr,important_topk
5,17.17235901509134,11.369236184442098,share_issue_and_pr,important_topk
2,12.426118772867998,8.447714730437243,avg_unique_types,important_topk
3,16.588137472283815,10.215505177721802,avg_unique_types,important_topk
4,19.221209610604806,11.189782035263086,avg_unique_types,important_topk
5,22.21761371491774,10.965517241379311,avg_unique_types,important_topk
2,9.216809933142311,9.637389202256246,text_sim_ratio,important_topk
3,12.048377219840784,12.641866330390922,text_sim_ratio,important_topk
4,13.150767378874512,14.441332088390912,text_sim_ratio,important_topk
5,13.194444444444445,16.085000775554523,text_sim_ratio,important_topk
2,8.864864864864865,9.44045014066896,cos_sim_same_actor,important_topk
3,11.285266457680251,13.254673613239351,cos_sim_same_actor,important_topk
4,12.681212476204424,15.495522841098802,cos_sim_same_actor,important_topk
5,12.935395288336466,17.38736014514666,cos_sim_same_actor,important_topk
2,10.305910305910306,10.428893905191874,cos_sim_diff_actor,important_topk
3,13.275236020334061,12.695370097316424,cos_sim_diff_actor,important_topk
4,15.152382315066534,14.162272993555947,cos_sim_diff_actor,important_topk
5,16.10747796417401,15.279394644935973,cos_sim_diff_actor,important_topk
2,4.243172349945996,4.855371900826446,pct_merged_with_approved,important_topk
3,5.747792094976111,7.425658453695837,pct_merged_with_approved,important_topk
4,6.560580681183696,9.807237064592494,pct_merged_with_approved,important_topk
5,6.5922092073004634,11.598851933141988,pct_merged_with_approved,important_topk
2,5.012414649286158,5.201026518391788,pct_merged_with_review,important_topk
3,6.523642732049037,8.080808080808081,pct_merged_with_review,important_topk
4,7.23128868880135,10.51926298157454,pct_merged_with_review,important_topk
5,7.337180544105523,12.443627860364122,pct_merged_with_review,important_topk
2,10.388567758509955,6.721284066209663,avg_all_disc_count,important_topk
3,14.219617520049352,8.139723801787165,avg_all_disc_count,important_topk
4,17.018708509354255,8.886047626658144,avg_all_disc_count,important_topk
5,18.947997609085476,9.20303605313093,avg_all_disc_count,important_topk
