group,var,loading,variance_explained_pc_score
collaboration,avg_members_per_problem,0.5193659240065455,62.19929900284349
collaboration,pct_members_multiple,0.45390264852509843,62.19929900284349
collaboration,proj_hhi_discussion_comment,-0.4293234063858887,62.19929900284349
collaboration,proj_prob_hhi_issue_comment,-0.4114953283485322,62.19929900284349
collaboration,proj_prob_hhi_pull_request_comment,-0.41301868010936194,62.19929900284349
discussion_quality,mean_days_to_respond,-0.017557057019385737,51.986240111942294
discussion_quality,neg_sentiment_avg,-0.5065867879387331,51.986240111942294
discussion_quality,ov_sentiment_avg,0.5968837532688709,51.986240111942294
discussion_quality,pos_sentiment_avg,0.5340260877065373,51.986240111942294
discussion_quality,response_rate,0.3187593116557543,51.986240111942294
investment_in_new_talent,has_code_of_conduct,0.6554058657645877,46.26677025722068
investment_in_new_talent,has_contributing_guide,0.6846688529953459,46.26677025722068
investment_in_new_talent,has_good_first_issue,0.3188600207918975,46.26677025722068
problem_solving_routines,has_codeowners,0.3226944416729233,33.98614092002861
problem_solving_routines,has_issue_template,0.49353125874818266,33.98614092002861
problem_solving_routines,has_pr_template,0.3850953414930783,33.98614092002861
problem_solving_routines,mean_has_assignee,0.42169243986380617,33.98614092002861
problem_solving_routines,mean_has_reviewer,0.3496659119003998,33.98614092002861
problem_solving_routines,mean_has_tag,0.45155952888709505,33.98614092002861
shared_knowledge,avg_unique_types,-0.7071067811865475,91.61733091144481
shared_knowledge,share_issue_and_pr,-0.7071067811865475,91.61733091144481
