past_periods,percent_changed_from_0,percent_changed_from_1,covar,dataset
2,10.767343600926809,8.341283903502795,avg_members_per_problem,important_thresh
3,14.787034556656845,10.565375792740522,avg_members_per_problem,important_thresh
4,17.476374284573406,11.881453667694784,avg_members_per_problem,important_thresh
5,19.69737191398991,12.618633872476941,avg_members_per_problem,important_thresh
2,10.556464811783961,7.84527376736584,pct_members_multiple,important_thresh
3,14.565188262092994,10.776908551389264,pct_members_multiple,important_thresh
4,17.236789564754424,11.666890170309777,pct_members_multiple,important_thresh
5,19.276150072915286,12.740899357601712,pct_members_multiple,important_thresh
2,6.67574931880109,6.8807339449541285,proj_hhi_pull_request_review_comment,important_thresh
3,8.7667161961367,8.829902491874323,proj_hhi_pull_request_review_comment,important_thresh
4,9.770780273211392,10.169043845747492,proj_hhi_pull_request_review_comment,important_thresh
5,10.138858276394092,11.160365058670143,proj_hhi_pull_request_review_comment,important_thresh
2,10.076966932725199,7.882489819662594,proj_hhi_discussion_comment,important_thresh
3,13.746518105849582,10.02710027100271,proj_hhi_discussion_comment,important_thresh
4,15.869535425517336,11.035460992907801,proj_hhi_discussion_comment,important_thresh
5,17.188983855650523,12.393767705382436,proj_hhi_discussion_comment,important_thresh
2,8.864541832669323,9.494949494949495,proj_prob_hhi_issue_comment,important_thresh
3,10.967639088155586,12.62518469873584,proj_prob_hhi_issue_comment,important_thresh
4,12.042943830714174,14.684406944669803,proj_prob_hhi_issue_comment,important_thresh
5,12.620027434842248,16.100323624595468,proj_prob_hhi_issue_comment,important_thresh
2,8.238728511190399,8.897263640832378,proj_prob_hhi_pull_request_comment,important_thresh
3,10.361334156886967,11.964856230031948,proj_prob_hhi_pull_request_comment,important_thresh
4,11.458176903438954,13.627790003143666,proj_prob_hhi_pull_request_comment,important_thresh
5,11.683546161749597,16.103160874351314,proj_prob_hhi_pull_request_comment,important_thresh
2,6.3922942206655,9.045848822800496,proj_prob_hhi_pull_request_review,important_thresh
3,7.21677559912854,12.239347234814144,proj_prob_hhi_pull_request_review,important_thresh
4,7.969885773624092,14.367469879518072,proj_prob_hhi_pull_request_review,important_thresh
5,8.241206030150753,16.15641103364656,proj_prob_hhi_pull_request_review,important_thresh
2,6.798483206933911,7.039815349105598,proj_prob_hhi_pull_request_review_comment,important_thresh
3,8.382642998027613,9.580838323353294,proj_prob_hhi_pull_request_review_comment,important_thresh
4,9.065871012164333,11.36606189967983,proj_prob_hhi_pull_request_review_comment,important_thresh
5,9.20850690638018,12.358960902650223,proj_prob_hhi_pull_request_review_comment,important_thresh
2,9.523018115339871,10.366689513365317,share_issue_only,important_thresh
3,11.015187849720224,13.855925121176668,share_issue_only,important_thresh
4,12.121684867394695,15.097779250911502,share_issue_only,important_thresh
5,12.712774114399632,16.647398843930635,share_issue_only,important_thresh
2,7.060518731988473,8.73624541513838,share_pr_only,important_thresh
3,9.168573607932876,12.079560155239328,share_pr_only,important_thresh
4,9.827611610431708,13.595505617977526,share_pr_only,important_thresh
5,10.531623685347933,15.036870791920487,share_pr_only,important_thresh
2,9.508309062874766,8.753602305475503,share_issue_and_pr,important_thresh
3,12.971659919028339,10.61374366147928,share_issue_and_pr,important_thresh
4,14.73783656117147,11.07508532423208,share_issue_and_pr,important_thresh
5,16.02328431372549,11.765707474885067,share_issue_and_pr,important_thresh
2,11.858407079646017,8.636921817437576,avg_unique_types,important_thresh
3,16.02195154597778,10.3294625978936,avg_unique_types,important_thresh
4,19.39183782341958,11.362419700214133,avg_unique_types,important_thresh
5,22.201517369892187,11.490269261530258,avg_unique_types,important_thresh
2,9.482625482625483,9.851446442533229,text_sim_ratio,important_thresh
3,11.916790490341754,12.704479437394895,text_sim_ratio,important_thresh
4,12.735712213519001,14.512471655328799,text_sim_ratio,important_thresh
5,13.235926085088096,15.741296518607442,text_sim_ratio,important_thresh
2,8.98859543817527,9.272228989037758,cos_sim_same_actor,important_thresh
3,12.007531865585168,13.000744601638123,cos_sim_same_actor,important_thresh
4,12.609804477189005,15.290293987295023,cos_sim_same_actor,important_thresh
5,13.519584444756422,16.756835794706827,cos_sim_same_actor,important_thresh
2,10.008591065292096,10.190158223254464,cos_sim_diff_actor,important_thresh
3,13.480941704035873,13.014967925873128,cos_sim_diff_actor,important_thresh
4,15.172413793103448,14.607218683651805,cos_sim_diff_actor,important_thresh
5,16.466247608636237,15.285815102328865,cos_sim_diff_actor,important_thresh
2,4.292360798439142,4.090528080469405,pct_merged_with_approved,important_thresh
3,5.552423900789177,6.960250700973115,pct_merged_with_approved,important_thresh
4,6.384134745992936,8.90668409870894,pct_merged_with_approved,important_thresh
5,6.602275734321249,11.165364583333332,pct_merged_with_approved,important_thresh
2,4.861111111111112,4.680213191205863,pct_merged_with_review,important_thresh
3,6.460794079977231,7.681017612524461,pct_merged_with_review,important_thresh
4,7.239819004524888,9.987071751777634,pct_merged_with_review,important_thresh
5,7.634710522797166,12.21275911939579,pct_merged_with_review,important_thresh
2,10.824980724749423,5.906083588833306,avg_all_disc_count,important_thresh
3,14.946460440214157,7.88485607008761,avg_all_disc_count,important_thresh
4,17.71362251559553,8.747882334822116,avg_all_disc_count,important_thresh
5,19.890379345160824,9.088145896656535,avg_all_disc_count,important_thresh
2,9.807555238774055,8.97585103287751,response_rate,important_thresh
3,13.46904629113218,10.890381592110906,response_rate,important_thresh
4,15.73296627666896,11.577608142493638,response_rate,important_thresh
5,17.86007105766603,11.365874243916164,response_rate,important_thresh
2,10.65166569257744,6.315950451139319,mean_days_to_respond,important_thresh
3,15.880011373329541,7.387468221923134,mean_days_to_respond,important_thresh
4,19.220524323566522,7.9905646469113965,mean_days_to_respond,important_thresh
5,21.539104976997073,8.670941416496648,mean_days_to_respond,important_thresh
2,10.815602836879433,9.700369407579696,pos_sentiment_avg,important_thresh
3,14.456375838926174,12.609693533144323,pos_sentiment_avg,important_thresh
4,17.258408969567537,14.069611780455155,pos_sentiment_avg,important_thresh
5,18.311170212765955,15.0407046576805,pos_sentiment_avg,important_thresh
2,10.883985379721132,8.795147504824923,neg_sentiment_avg,important_thresh
3,15.159609990650461,10.868385345997286,neg_sentiment_avg,important_thresh
4,17.801672640382318,11.980078072418898,neg_sentiment_avg,important_thresh
5,20.185799601857994,12.864402246589998,neg_sentiment_avg,important_thresh
2,10.887428101889892,9.82422673388745,ov_sentiment_avg,important_thresh
3,14.006470746832031,13.402339024062373,ov_sentiment_avg,important_thresh
4,15.628750500066676,15.101165751038456,ov_sentiment_avg,important_thresh
5,16.507430997876856,16.330078908653203,ov_sentiment_avg,important_thresh
2,10.851845932555538,6.776803776129467,avg_all_disc_exclude_opener_count,important_thresh
3,14.524028160391797,9.050880626223092,avg_all_disc_exclude_opener_count,important_thresh
4,16.540684748777235,9.779636480617661,avg_all_disc_exclude_opener_count,important_thresh
5,18.458149779735685,9.732128705024568,avg_all_disc_exclude_opener_count,important_thresh
2,4.661417322834645,0.9432251042989299,pull_request_merged_rate,important_thresh
3,7.183056872037914,1.4597224725175706,pull_request_merged_rate,important_thresh
4,8.792312105565117,1.8462089980283207,pull_request_merged_rate,important_thresh
5,11.201801294680552,1.5725518227305217,pull_request_merged_rate,important_thresh
2,6.878557874762809,1.2998736233977253,pull_request_review_rate,important_thresh
3,10.03274784161953,1.647859573705893,pull_request_review_rate,important_thresh
4,12.747506865153923,1.8643465909090908,pull_request_review_rate,important_thresh
5,15.293782899416703,1.7803631235677773,pull_request_review_rate,important_thresh
2,6.5698041692988,1.7175917555595732,any_activity_rate,important_thresh
3,8.934145978891037,2.3322569070685324,any_activity_rate,important_thresh
4,11.639982691475552,2.491990032039872,any_activity_rate,important_thresh
5,13.742731527442917,2.512829587683596,any_activity_rate,important_thresh
2,10.437334078524522,4.789330100030313,clustering_coefficient,important_thresh
3,14.585306453795155,5.814476247564813,clustering_coefficient,important_thresh
4,17.840999734113268,6.49814126394052,clustering_coefficient,important_thresh
5,20.169513971659384,6.721698113207547,clustering_coefficient,important_thresh
2,5.977668845315904,3.3600951531370797,mean_has_reviewer,important_thresh
3,8.682556312205342,4.855371900826446,mean_has_reviewer,important_thresh
4,10.633658286300667,5.730238025271818,mean_has_reviewer,important_thresh
5,11.898701959786205,6.4336891358385735,mean_has_reviewer,important_thresh
2,7.474800366540123,5.6104252400548695,mean_has_tag,important_thresh
3,11.08263933376041,8.154623685288895,mean_has_tag,important_thresh
4,13.327404395883624,9.375425227922166,mean_has_tag,important_thresh
5,15.350488021295474,10.48922618240954,mean_has_tag,important_thresh
2,6.959133046089567,3.0811554332874826,mean_has_assignee,important_thresh
3,10.465711361310133,4.5006839945280435,mean_has_assignee,important_thresh
4,13.413705583756345,5.272479564032698,mean_has_assignee,important_thresh
5,15.882650480526051,5.883152173913044,mean_has_assignee,important_thresh
2,0,0.509633312616532,has_codeowners,important_thresh
3,0,1.0316967060285893,has_codeowners,important_thresh
4,0,1.4418893722809198,has_codeowners,important_thresh
5,0,1.6904909881914232,has_codeowners,important_thresh
2,0,1.3662899018755434,has_issue_template,important_thresh
3,0,2.5959508135635323,has_issue_template,important_thresh
4,0,3.9870823500186314,has_issue_template,important_thresh
5,0,5.117376723388399,has_issue_template,important_thresh
2,0,0.47199105701155136,has_pr_template,important_thresh
3,0,0.8694572102844368,has_pr_template,important_thresh
4,0,1.304185815426655,has_pr_template,important_thresh
5,0,1.8134393243075395,has_pr_template,important_thresh
2,2.3183120604324046,0.44282365199270646,has_good_first_issue,important_thresh
