covar,dataset,rolling,past_periods,percent_changed_from_0,percent_changed_from_1
pct_merged_with_approved,important_topk_exact1,rolling5,3,2.5697503671072,2.49632892804699
pct_merged_with_approved,important_topk_exact1,rolling5,4,3.37738619676946,3.30396475770925
pct_merged_with_approved,important_topk_exact1,rolling5,5,3.59765051395007,3.52422907488987
pct_merged_with_review,important_topk_exact1,rolling5,2,1.76211453744493,1.68869309838473
pct_merged_with_review,important_topk_exact1,rolling5,3,2.86343612334802,2.79001468428781
pct_merged_with_review,important_topk_exact1,rolling5,4,3.52422907488987,3.45080763582966
pct_merged_with_review,important_topk_exact1,rolling5,5,3.59765051395007,3.8913362701909
avg_all_disc_count,important_topk_exact1,rolling5,2,2.97555791710946,2.92397660818713
avg_all_disc_count,important_topk_exact1,rolling5,3,4.78214665249734,4.78214665249734
avg_all_disc_count,important_topk_exact1,rolling5,4,6.05738575982997,6.05738575982997
avg_all_disc_count,important_topk_exact1,rolling5,5,6.85441020191286,6.85441020191286
response_rate,important_topk_exact1,rolling5,2,2.74261603375527,2.79388508170796
response_rate,important_topk_exact1,rolling5,3,4.74433315761729,4.74683544303798
response_rate,important_topk_exact1,rolling5,4,5.95677385345282,5.95991561181435
response_rate,important_topk_exact1,rolling5,5,7.16921454928835,7.17299578059072
mean_days_to_respond,important_topk_exact1,rolling5,2,2.53164556962025,2.5830258302583
mean_days_to_respond,important_topk_exact1,rolling5,3,4.85232067510549,4.90247759620453
mean_days_to_respond,important_topk_exact1,rolling5,4,6.59282700421941,6.64206642066421
mean_days_to_respond,important_topk_exact1,rolling5,5,7.70042194092827,7.74907749077491
pos_sentiment_avg,important_topk_exact1,rolling5,2,3.11017395888245,3.11017395888245
pos_sentiment_avg,important_topk_exact1,rolling5,3,4.90247759620453,4.90247759620453
pos_sentiment_avg,important_topk_exact1,rolling5,4,6.16763310490248,6.16763310490248
pos_sentiment_avg,important_topk_exact1,rolling5,5,7.48550342646284,7.48550342646284
neg_sentiment_avg,important_topk_exact1,rolling5,2,2.47759620453347,2.47759620453347
neg_sentiment_avg,important_topk_exact1,rolling5,3,4.32261465471798,4.32261465471798
neg_sentiment_avg,important_topk_exact1,rolling5,4,6.00948866631523,6.00948866631523
neg_sentiment_avg,important_topk_exact1,rolling5,5,7.69636267791249,7.69636267791249
ov_sentiment_avg,important_topk_exact1,rolling5,2,2.26673695308382,2.26673695308382
ov_sentiment_avg,important_topk_exact1,rolling5,3,4.37532946758039,4.37532946758039
ov_sentiment_avg,important_topk_exact1,rolling5,4,5.79862941486558,5.79862941486558
ov_sentiment_avg,important_topk_exact1,rolling5,5,7.01107011070111,7.01107011070111
avg_all_disc_exclude_opener_count,important_topk_exact1,rolling5,2,2.76448697501329,2.76595744680851
avg_all_disc_exclude_opener_count,important_topk_exact1,rolling5,3,4.57203615098352,4.51887293992557
avg_all_disc_exclude_opener_count,important_topk_exact1,rolling5,4,5.79479000531632,5.74162679425837
avg_all_disc_exclude_opener_count,important_topk_exact1,rolling5,5,6.85805422647528,6.80489101541733
pull_request_merged_rate_weighted,important_topk_exact1,rolling5,2,2.62863534675615,0
pull_request_merged_rate_weighted,important_topk_exact1,rolling5,3,3.95170142700329,0
pull_request_merged_rate_weighted,important_topk_exact1,rolling5,4,4.80874316939891,0
pull_request_merged_rate_weighted,important_topk_exact1,rolling5,5,5.49809471965161,0
pull_request_review_rate_weighted,important_topk_exact1,rolling5,2,1.76110260336907,0.315208825847124
pull_request_review_rate_weighted,important_topk_exact1,rolling5,3,3.10841546626232,1.3375295043273
pull_request_review_rate_weighted,important_topk_exact1,rolling5,4,3.78787878787879,1.9669551534225
pull_request_review_rate_weighted,important_topk_exact1,rolling5,5,4.60030165912519,2.52167060677699
any_activity_rate_weighted,important_topk_exact1,rolling5,2,2.36753100338219,0
any_activity_rate_weighted,important_topk_exact1,rolling5,3,3.53982300884956,0
any_activity_rate_weighted,important_topk_exact1,rolling5,4,3.96257567418822,0
any_activity_rate_weighted,important_topk_exact1,rolling5,5,4.27631578947368,0
clustering_coefficient,important_topk_exact1,rolling5,2,4.16447021613073,4.16447021613073
clustering_coefficient,important_topk_exact1,rolling5,3,6.95835529783869,6.95835529783869
clustering_coefficient,important_topk_exact1,rolling5,4,8.59251449657354,8.59251449657354
clustering_coefficient,important_topk_exact1,rolling5,5,9.96309963099631,9.96309963099631
mean_has_reviewer,important_topk_exact1,rolling5,2,1.21244069583553,1.21244069583553
mean_has_reviewer,important_topk_exact1,rolling5,3,1.89773326304692,1.89773326304692
mean_has_reviewer,important_topk_exact1,rolling5,4,2.42488139167106,2.42488139167106
mean_has_reviewer,important_topk_exact1,rolling5,5,2.79388508170796,2.89931470743279
mean_has_tag,important_topk_exact1,rolling5,2,1.89773326304692,1.89773326304692
mean_has_tag,important_topk_exact1,rolling5,3,2.79388508170796,2.79388508170796
mean_has_tag,important_topk_exact1,rolling5,4,3.79546652609383,3.79546652609383
mean_has_tag,important_topk_exact1,rolling5,5,4.32261465471798,4.32261465471798
mean_has_assignee,important_topk_exact1,rolling5,2,1.37058513442277,1.37058513442277
mean_has_assignee,important_topk_exact1,rolling5,3,2.63574064312072,2.63574064312072
mean_has_assignee,important_topk_exact1,rolling5,4,3.21560358460728,3.21560358460728
mean_has_assignee,important_topk_exact1,rolling5,5,3.90089615181866,3.90089615181866
has_codeowners,important_topk_exact1,rolling5,2,0,0
has_codeowners,important_topk_exact1,rolling5,3,0,0
has_codeowners,important_topk_exact1,rolling5,4,0,0
has_codeowners,important_topk_exact1,rolling5,5,0,0
has_issue_template,important_topk_exact1,rolling5,2,0,0
has_issue_template,important_topk_exact1,rolling5,3,0,0
has_issue_template,important_topk_exact1,rolling5,4,0,0
has_issue_template,important_topk_exact1,rolling5,5,0,0
has_pr_template,important_topk_exact1,rolling5,2,0,0
has_pr_template,important_topk_exact1,rolling5,3,0,0
has_pr_template,important_topk_exact1,rolling5,4,0,0
has_pr_template,important_topk_exact1,rolling5,5,0,0
has_good_first_issue,important_topk_exact1,rolling5,2,3.45560871876661,0
has_good_first_issue,important_topk_exact1,rolling5,3,6.2200956937799,0
has_good_first_issue,important_topk_exact1,rolling5,4,8.61244019138756,0
has_good_first_issue,important_topk_exact1,rolling5,5,10.2604997341839,0
has_contributing_guide,important_topk_exact1,rolling5,2,0,0
has_contributing_guide,important_topk_exact1,rolling5,3,0,0
has_contributing_guide,important_topk_exact1,rolling5,4,0,0
has_contributing_guide,important_topk_exact1,rolling5,5,0,0
has_code_of_conduct,important_topk_exact1,rolling5,2,0,0
has_code_of_conduct,important_topk_exact1,rolling5,3,0,0
has_code_of_conduct,important_topk_exact1,rolling5,4,0,0
has_code_of_conduct,important_topk_exact1,rolling5,5,0,0
prop_tests_passed,important_topk_exact1,rolling5,2,0,50
prop_tests_passed,important_topk_exact1,rolling5,3,0,0
prop_tests_passed,important_topk_exact1,rolling5,4,20,0
prop_tests_passed,important_topk_exact1,rolling5,5,20,0
