dataset,rolling,category,outcome,normalize,covar,split_col,low_value,high_value,period,high_estimate,high_sd,high_ci_low,high_ci_high,low_estimate,low_sd,low_ci_low,low_ci_high,diff_estimate,diff_se,diff_ci_low,diff_ci_high
important_topk_exact1,rolling5,downstream_outcomes,major_minor_release_count,TRUE,pct_members_multiple,pct_members_multiple_2bin,1,0,3,-0.444709341529698,0.148121019571384,-0.73502653988961,-0.154392143169786,-0.43151034213244,0.130593082688229,-0.687472784201368,-0.175547900063512,-0.0131989993972578,0.197469971602977,-0.400240143739094,0.373842144944578
important_topk_exact1,rolling5,downstream_outcomes,major_minor_release_count,TRUE,pct_members_multiple,pct_members_multiple_2bin,1,0,4,-0.407682554621148,0.151904208886721,-0.705414804039122,-0.109950305203175,-0.51178078030627,0.144673176968208,-0.795340207163958,-0.228221353448582,0.104098225685122,0.209774204352144,-0.307059214845081,0.515255666215324
important_topk_exact1,rolling5,downstream_outcomes,major_minor_release_count,TRUE,pct_members_multiple,pct_members_multiple_2bin,1,0,5,-0.415828886629977,0.16225336432813,-0.733845480713112,-0.0978122925468409,-0.277555963746526,0.190444213809164,-0.650826622812489,0.0957146953194361,-0.13827292288345,0.250190233241004,-0.628645780035817,0.352099934268917
important_topk_exact1,rolling5,github_outcomes,pull_request_opened,TRUE,proj_hhi_pull_request_review_comment,proj_hhi_pull_request_review_comment_2bin,1,0,1,-0.797983978452573,0.148326623080231,-1.08870415968983,-0.50726379721532,-0.611374710974868,0.42958055201182,-1.45335259291803,0.230603170968299,-0.186609267477705,0.454466982058284,-1.07736455231194,0.704146017356531
important_topk_exact1,rolling5,github_outcomes,pull_request_opened,TRUE,proj_hhi_pull_request_review_comment,proj_hhi_pull_request_review_comment_2bin,1,0,2,-0.934422846128063,0.146145762406718,-1.22086854044523,-0.647977151810896,-0.735592928325237,0.450946096823972,-1.61944727810022,0.148261421449749,-0.198829917802826,0.47403688264756,-1.12794220779204,0.730282372186391
important_topk_exact1,rolling5,github_outcomes,pull_request_opened,TRUE,proj_hhi_pull_request_review_comment,proj_hhi_pull_request_review_comment_2bin,1,0,3,-0.732393022674673,0.194841815438087,-1.11428298093332,-0.350503064416022,-1.00656052579835,0.333642578870358,-1.66049998038426,-0.352621071212452,0.274167503123682,0.386368610886641,-0.483114974214135,1.0314499804615
important_topk_exact1,rolling5,github_outcomes,pull_request_opened,TRUE,proj_hhi_pull_request_review_comment,proj_hhi_pull_request_review_comment_2bin,1,0,4,-0.840837823620331,0.210430460017994,-1.2532815252556,-0.428394121985064,-1.25115417091156,0.435044936297862,-2.10384224605537,-0.398466095767754,0.410316347291232,0.483265015391964,-0.536883082877017,1.35751577745948
important_topk_exact1,rolling5,github_outcomes,pull_request_opened,TRUE,proj_hhi_pull_request_review_comment,proj_hhi_pull_request_review_comment_2bin,1,0,5,-0.952561735383176,0.208554146672548,-1.36132786286137,-0.543795607904982,-1.39175318111438,0.338712400126504,-2.05562948536233,-0.727876876866436,0.439191445731207,0.397769936136168,-0.340437629095683,1.2188205205581
important_topk_exact1,rolling5,github_outcomes,pull_request_merged,TRUE,proj_hhi_pull_request_review_comment,proj_hhi_pull_request_review_comment_2bin,1,0,1,-0.614215692066111,0.135067293807845,-0.878947587929488,-0.349483796202734,-1.09434231819463,0.222589326440137,-1.5306173980173,-0.658067238371963,0.480126626128521,0.26036355755299,-0.0301859466753388,0.990439198932381
important_topk_exact1,rolling5,github_outcomes,pull_request_merged,TRUE,proj_hhi_pull_request_review_comment,proj_hhi_pull_request_review_comment_2bin,1,0,2,-0.737847439782442,0.126144240357137,-0.985090150882429,-0.490604728682454,-1.25303869385823,0.231424757314557,-1.70663121819476,-0.799446169521694,0.515191254075785,0.263571219357085,-0.00140833586410249,1.03179084401567
important_topk_exact1,rolling5,github_outcomes,pull_request_merged,TRUE,proj_hhi_pull_request_review_comment,proj_hhi_pull_request_review_comment_2bin,1,0,3,-0.400326168542721,0.206573011144509,-0.80520927038596,0.00455693330051704,-1.34398604768178,0.266993717119219,-1.86729373323545,-0.820678362128111,0.943659879139058,0.337576737815933,0.28200947301983,1.60531028525829
important_topk_exact1,rolling5,github_outcomes,pull_request_merged,TRUE,proj_hhi_pull_request_review_comment,proj_hhi_pull_request_review_comment_2bin,1,0,4,-0.671832031445452,0.173977876594195,-1.01282866957007,-0.330835393320829,-1.35636630575586,0.480091211514834,-2.29734508032493,-0.415387531186785,0.684534274310407,0.510642607816863,-0.316325237010643,1.68539378563146
important_topk_exact1,rolling5,github_outcomes,pull_request_merged,TRUE,proj_hhi_pull_request_review_comment,proj_hhi_pull_request_review_comment_2bin,1,0,5,-0.77766223485426,0.180178474132918,-1.13081204415478,-0.42451242555374,-1.55589558997192,0.312407243361381,-2.16821378696023,-0.943577392983614,0.778233355117662,0.360641883654026,0.0713752631557703,1.48509144707955
important_topk_exact1,rolling5,downstream_outcomes,overall_new_release_count,TRUE,proj_hhi_pull_request_review_comment,proj_hhi_pull_request_review_comment_2bin,1,0,1,-0.461324946000133,0.159502918545079,-0.773950666348489,-0.148699225651777,-0.723248538307289,0.158578445930302,-1.03406229233068,-0.412434784283898,0.261923592307156,0.224918439746651,-0.17891654959628,0.702763734210592
important_topk_exact1,rolling5,downstream_outcomes,overall_new_release_count,TRUE,proj_hhi_pull_request_review_comment,proj_hhi_pull_request_review_comment_2bin,1,0,2,-0.610517750892231,0.145334782615289,-0.895373924818198,-0.325661576966264,-0.686906808057936,0.172429395682148,-1.02486842359495,-0.348945192520926,0.0763890571657052,0.225508526519828,-0.365607654813158,0.518385769144569
important_topk_exact1,rolling5,downstream_outcomes,overall_new_release_count,TRUE,proj_hhi_pull_request_review_comment,proj_hhi_pull_request_review_comment_2bin,1,0,3,-0.362873804905131,0.225469833419118,-0.804794678406601,0.0790470685963398,-0.240193709295754,0.378025857688161,-0.981124390364548,0.500736971773041,-0.122680095609377,0.440159283513269,-0.985392291295384,0.74003210007663
important_topk_exact1,rolling5,downstream_outcomes,overall_new_release_count,TRUE,proj_hhi_pull_request_review_comment,proj_hhi_pull_request_review_comment_2bin,1,0,4,-0.494180223583851,0.196837127848911,-0.879980994167716,-0.108379452999986,-0.4081480016896,0.586342773977222,-1.55737983868496,0.741083835305756,-0.0860322218942518,0.618500366608713,-1.29829294044733,1.12622849665883
important_topk_exact1,rolling5,downstream_outcomes,overall_new_release_count,TRUE,proj_hhi_pull_request_review_comment,proj_hhi_pull_request_review_comment_2bin,1,0,5,-0.538252409048939,0.202186720424541,-0.934538381081038,-0.141966437016838,-0.268946968581357,0.577573016939242,-1.40099008178227,0.863096144619556,-0.269305440467581,0.611939588368271,-1.46870703366939,0.93009615273423
important_topk_exact1,rolling5,downstream_outcomes,major_minor_release_count,TRUE,proj_hhi_pull_request_review_comment,proj_hhi_pull_request_review_comment_2bin,1,0,1,-0.291053123642609,0.129615725451861,-0.545099945528256,-0.0370063017569627,-0.578635380707311,0.168764884927588,-0.909414555165384,-0.247856206249239,0.287582257064702,0.212795259977834,-0.129496452491853,0.704660966621257
important_topk_exact1,rolling5,downstream_outcomes,major_minor_release_count,TRUE,proj_hhi_pull_request_review_comment,proj_hhi_pull_request_review_comment_2bin,1,0,2,-0.391179835719006,0.128021150416746,-0.642101290535828,-0.140258380902184,-0.723079142836716,0.167869819367876,-1.05210398879775,-0.394054296875679,0.33189930711771,0.211115350480799,-0.0818867798246557,0.745685394060076
important_topk_exact1,rolling5,downstream_outcomes,major_minor_release_count,TRUE,proj_hhi_pull_request_review_comment,proj_hhi_pull_request_review_comment_2bin,1,0,3,-0.385981775123375,0.139610473098326,-0.659618302396094,-0.112345247850655,-0.654660366261672,0.193183052711553,-1.03329914957632,-0.276021582947029,0.268678591138297,0.238350112342522,-0.198487629053047,0.735844811329641
important_topk_exact1,rolling5,downstream_outcomes,major_minor_release_count,TRUE,proj_hhi_pull_request_review_comment,proj_hhi_pull_request_review_comment_2bin,1,0,4,-0.390673437238102,0.160269289721424,-0.704801245092094,-0.0765456293841109,-0.774539839756902,0.204554109738148,-1.17546589484367,-0.373613784670133,0.3838664025188,0.259862711904913,-0.12546451281483,0.89319731785243
important_topk_exact1,rolling5,downstream_outcomes,major_minor_release_count,TRUE,proj_hhi_pull_request_review_comment,proj_hhi_pull_request_review_comment_2bin,1,0,5,-0.271565511725297,0.179943814975078,-0.624255389076451,0.0811243656258569,-0.733875960282305,0.192398313552703,-1.1109766548456,-0.356775265719008,0.462310448557008,0.263432890136576,-0.0540180161106811,0.978638913224697
important_topk_exact1,rolling5,github_outcomes,pull_request_opened,TRUE,proj_hhi_discussion_comment,proj_hhi_discussion_comment_2bin,1,0,1,-0.7550833468985,0.200949527401435,-1.14894442060531,-0.361222273191688,-0.514362802250282,0.181566831044986,-0.870233791098455,-0.158491813402109,-0.240720544648218,0.270826931265298,-0.771541329928202,0.290100240631766
important_topk_exact1,rolling5,github_outcomes,pull_request_opened,TRUE,proj_hhi_discussion_comment,proj_hhi_discussion_comment_2bin,1,0,2,-0.86584983393865,0.206290303263095,-1.27017882833432,-0.461520839542984,-0.58833281971792,0.25090981697865,-1.08011606099607,-0.0965495784397653,-0.277517014220731,0.32482522296866,-0.914174451239304,0.359140422797842
important_topk_exact1,rolling5,github_outcomes,pull_request_opened,TRUE,proj_hhi_discussion_comment,proj_hhi_discussion_comment_2bin,1,0,3,-0.910200158654873,0.195025249380175,-1.29244964744002,-0.527950669869731,-0.434809610430869,0.278775097692546,-0.981208801908258,0.111589581046521,-0.475390548224004,0.340221108970751,-1.14222392180668,0.191442825358668
important_topk_exact1,rolling5,github_outcomes,pull_request_opened,TRUE,proj_hhi_discussion_comment,proj_hhi_discussion_comment_2bin,1,0,4,-1.00262197262485,0.235300232170792,-1.4638104276796,-0.541433517570098,-0.798521380387843,0.268859055529922,-1.32548512922649,-0.271557631549197,-0.204100592237006,0.35728334833864,-0.90437595498074,0.496174770506728
important_topk_exact1,rolling5,github_outcomes,pull_request_opened,TRUE,proj_hhi_discussion_comment,proj_hhi_discussion_comment_2bin,1,0,5,-1.06323086403111,0.194133072492993,-1.44373168611738,-0.682730041944849,-0.671659262906158,0.308490791860373,-1.27630121495249,-0.0670173108598277,-0.391571601124956,0.364491726241089,-1.10597538455749,0.322832182307579
important_topk_exact1,rolling5,github_outcomes,pull_request_merged,TRUE,proj_hhi_discussion_comment,proj_hhi_discussion_comment_2bin,1,0,1,-0.755288797210611,0.128326408313656,-1.00680855750538,-0.503769036915846,-0.585449980217112,0.181138731292488,-0.940481893550388,-0.230418066883837,-0.169838816993499,0.221988529084129,-0.604936333998391,0.265258700011394
important_topk_exact1,rolling5,github_outcomes,pull_request_merged,TRUE,proj_hhi_discussion_comment,proj_hhi_discussion_comment_2bin,1,0,2,-0.870688623418319,0.12529313902001,-1.11626317589754,-0.6251140709391,-0.803528585381715,0.199579479624363,-1.19470436544547,-0.412352805317962,-0.067160038036604,0.235648762722445,-0.529031612972596,0.394711536899388
important_topk_exact1,rolling5,github_outcomes,pull_request_merged,TRUE,proj_hhi_discussion_comment,proj_hhi_discussion_comment_2bin,1,0,3,-0.797727319585588,0.161837763547992,-1.11492933613965,-0.480525303031523,-0.392874921050487,0.286035407482589,-0.953504319716361,0.167754477615387,-0.404852398535101,0.328645273880436,-1.04899713534075,0.239292338270553
important_topk_exact1,rolling5,github_outcomes,pull_request_merged,TRUE,proj_hhi_discussion_comment,proj_hhi_discussion_comment_2bin,1,0,4,-0.796675385950153,0.23373600863643,-1.25479796287756,-0.33855280902275,-0.99304552490729,0.216658396930052,-1.41769598289019,-0.568395066924388,0.196370138957138,0.318705793316641,-0.428293215943478,0.821033493857753
important_topk_exact1,rolling5,github_outcomes,pull_request_merged,TRUE,proj_hhi_discussion_comment,proj_hhi_discussion_comment_2bin,1,0,5,-0.960579919148192,0.172087470650557,-1.29787136162328,-0.6232884766731,-0.950435931625848,0.244173876146787,-1.42901672887355,-0.471855134378146,-0.0101439875223437,0.298722244480475,-0.595639586704075,0.575351611659387
important_topk_exact1,rolling5,downstream_outcomes,overall_new_release_count,TRUE,proj_hhi_discussion_comment,proj_hhi_discussion_comment_2bin,1,0,1,-0.482392385724916,0.133464902548509,-0.743983594719995,-0.220801176729838,-0.449288508329868,0.240077373458552,-0.91984016030863,0.021263143648894,-0.0331038773950481,0.274681680239218,-0.571479970663916,0.50527221587382
important_topk_exact1,rolling5,downstream_outcomes,overall_new_release_count,TRUE,proj_hhi_discussion_comment,proj_hhi_discussion_comment_2bin,1,0,2,-0.566704353947437,0.12521531775473,-0.812126376746707,-0.321282331148166,-0.637600365732116,0.204054441088742,-1.03754707026605,-0.237653661198182,0.0708960117846793,0.239409880181368,-0.398347353370801,0.54013937694016
important_topk_exact1,rolling5,downstream_outcomes,overall_new_release_count,TRUE,proj_hhi_discussion_comment,proj_hhi_discussion_comment_2bin,1,0,3,-0.417854300800488,0.186064664971969,-0.782541044145547,-0.0531675574554296,-0.276971786858224,0.290307645002882,-0.845974771063872,0.292031197347424,-0.140882513942264,0.34481674596552,-0.816723336034683,0.534958308150156
important_topk_exact1,rolling5,downstream_outcomes,overall_new_release_count,TRUE,proj_hhi_discussion_comment,proj_hhi_discussion_comment_2bin,1,0,4,-0.569312725841389,0.166228547420582,-0.895120678785729,-0.243504772897049,-0.287499770355717,0.470702462687105,-1.21007659722244,0.635077056511008,-0.281812955485671,0.499192085631635,-1.26022944332368,0.696603532352333
important_topk_exact1,rolling5,downstream_outcomes,overall_new_release_count,TRUE,proj_hhi_discussion_comment,proj_hhi_discussion_comment_2bin,1,0,5,-0.612049804659932,0.174566496392152,-0.95420013758855,-0.269899471731315,-0.08760251914851,0.485778582356651,-1.03972854056755,0.864523502270525,-0.524447285511422,0.516192108365741,-1.53618381790827,0.487289246885429
important_topk_exact1,rolling5,downstream_outcomes,major_minor_release_count,TRUE,proj_hhi_discussion_comment,proj_hhi_discussion_comment_2bin,1,0,1,-0.423797699123962,0.109517226812102,-0.638451463675683,-0.209143934572241,0.0116501769847721,0.31192116435961,-0.599715305160064,0.623015659129608,-0.435447876108734,0.330588620106725,-1.08340157151792,0.212505819300447
important_topk_exact1,rolling5,downstream_outcomes,major_minor_release_count,TRUE,proj_hhi_discussion_comment,proj_hhi_discussion_comment_2bin,1,0,2,-0.42088444924858,0.117996290876668,-0.652157179366849,-0.189611719130312,-0.394174460736769,0.214499664358571,-0.814593802879569,0.0262448814060303,-0.0267099885118111,0.244812644016993,-0.506542770785117,0.453122793761495
important_topk_exact1,rolling5,downstream_outcomes,major_minor_release_count,TRUE,proj_hhi_discussion_comment,proj_hhi_discussion_comment_2bin,1,0,3,-0.478065218455991,0.119660947493939,-0.712600675544112,-0.24352976136787,-0.297581210957352,0.17208093943014,-0.634859852240427,0.0396974303257236,-0.18048400749864,0.209596259676329,-0.591292676464244,0.230324661466964
important_topk_exact1,rolling5,downstream_outcomes,major_minor_release_count,TRUE,proj_hhi_discussion_comment,proj_hhi_discussion_comment_2bin,1,0,4,-0.452572741659418,0.134546778410773,-0.716284427344533,-0.188861055974302,-0.461976192978848,0.181262854040776,-0.81725138689877,-0.106700999058926,0.00940345131943054,0.225741130137433,-0.433049163749938,0.451856066388799
