dataset,rolling,category,outcome,normalize,covar,split_col,low_value,high_value,period,high_estimate,high_sd,high_ci_low,high_ci_high,low_estimate,low_sd,low_ci_low,low_ci_high,diff_estimate,diff_se,diff_ci_low,diff_ci_high
important_topk_exact1,rolling5,github_outcomes,pull_request_opened,TRUE,avg_members_per_problem,avg_members_per_problem_2bin,1,0,1,-0.600883691207822,0.166140968388281,-0.926519989248854,-0.275247393166791,-0.713724105938366,0.203641114413139,-1.11286069018812,-0.314587521688614,0.112840414730544,0.262816523179995,-0.402279970702247,0.627960800163335
important_topk_exact1,rolling5,github_outcomes,pull_request_opened,TRUE,avg_members_per_problem,avg_members_per_problem_2bin,1,0,2,-0.984797821652521,0.182061566082011,-1.34163849117326,-0.62795715213178,-0.660874195976124,0.221828138693349,-1.09565734781509,-0.226091044137161,-0.323923625676397,0.286974105034566,-0.886392871544145,0.238545620191352
important_topk_exact1,rolling5,github_outcomes,pull_request_opened,TRUE,avg_members_per_problem,avg_members_per_problem_2bin,1,0,3,-0.661755705558752,0.271485689131631,-1.19386765625675,-0.129643754860755,-0.799908523526703,0.199610433747667,-1.19114497367213,-0.408672073381275,0.138152817967951,0.336970035261607,-0.522308451144798,0.7986140870807
important_topk_exact1,rolling5,github_outcomes,pull_request_opened,TRUE,avg_members_per_problem,avg_members_per_problem_2bin,1,0,4,-1.020199084194,0.254712234272095,-1.51943506336731,-0.520963105020697,-0.890039207745059,0.238705055106596,-1.35790111575399,-0.422177299736131,-0.130159876448944,0.349082261968903,-0.814361109907994,0.554041357010106
important_topk_exact1,rolling5,github_outcomes,pull_request_opened,TRUE,avg_members_per_problem,avg_members_per_problem_2bin,1,0,5,-0.76043805427592,0.322996682498614,-1.3935115519732,-0.127364556578637,-1.01291166696588,0.197752758698055,-1.40050707401407,-0.625316259917696,0.252473612689963,0.3787255080897,-0.489828383165849,0.994775608545775
important_topk_exact1,rolling5,github_outcomes,pull_request_merged,TRUE,avg_members_per_problem,avg_members_per_problem_2bin,1,0,1,-0.392754449276712,0.16698100626957,-0.720037221565069,-0.0654716769883557,-0.855505640291264,0.12906213355519,-1.10846742205944,-0.602543858523092,0.462751191014552,0.211044286282799,0.0491043899002668,0.876397992128837
important_topk_exact1,rolling5,github_outcomes,pull_request_merged,TRUE,avg_members_per_problem,avg_members_per_problem_2bin,1,0,2,-0.712017896432175,0.168138603409709,-1.04156955911521,-0.382466233749144,-0.917490559361118,0.134165032622033,-1.1804540233003,-0.654527095421933,0.205472662928943,0.215106592030646,-0.216136257451122,0.627081583309009
important_topk_exact1,rolling5,github_outcomes,pull_request_merged,TRUE,avg_members_per_problem,avg_members_per_problem_2bin,1,0,3,-0.637557032763948,0.198865854229078,-1.02733410705294,-0.247779958474955,-0.672875130932515,0.195735606936681,-1.05651692052841,-0.289233341336621,0.0353180981685678,0.279034148091469,-0.511588832090711,0.582225028427846
important_topk_exact1,rolling5,github_outcomes,pull_request_merged,TRUE,avg_members_per_problem,avg_members_per_problem_2bin,1,0,4,-0.892701913705075,0.193868457395153,-1.27268409019957,-0.512719737210576,-0.859342889918997,0.239309245219972,-1.32838901055014,-0.390296769287852,-0.0333590237860785,0.307983593102829,-0.637006866267623,0.570288818695466
important_topk_exact1,rolling5,github_outcomes,pull_request_merged,TRUE,avg_members_per_problem,avg_members_per_problem_2bin,1,0,5,-0.846959178147701,0.21646591911401,-1.27123237961116,-0.422685976684242,-0.998040652001573,0.179893637462355,-1.35063218142779,-0.645449122575357,0.151081473853872,0.281459082172365,-0.400578327203964,0.702741274911707
important_topk_exact1,rolling5,downstream_outcomes,overall_new_release_count,TRUE,avg_members_per_problem,avg_members_per_problem_2bin,1,0,1,-0.00766677742250924,0.223431228636165,-0.445591985549392,0.430258430704373,-0.710102883804392,0.131298589321254,-0.96744811887405,-0.452757648734733,0.702436106381882,0.259154072874839,0.194494123547197,1.21037808921657
important_topk_exact1,rolling5,downstream_outcomes,overall_new_release_count,TRUE,avg_members_per_problem,avg_members_per_problem_2bin,1,0,2,-0.354236041782375,0.179855761248193,-0.706753333828833,-0.00171874973591596,-0.72480372330297,0.132587447299454,-0.984675120009899,-0.464932326596041,0.370567681520595,0.223444682271815,-0.0673838957321627,0.808519258773353
important_topk_exact1,rolling5,downstream_outcomes,overall_new_release_count,TRUE,avg_members_per_problem,avg_members_per_problem_2bin,1,0,3,-0.0874740286849854,0.283877901505885,-0.64387471563652,0.46892665826655,-0.510498965910457,0.198270162137876,-0.899108483700693,-0.121889448120221,0.423024937225472,0.346262501806887,-0.255649566316027,1.10169944076697
important_topk_exact1,rolling5,downstream_outcomes,overall_new_release_count,TRUE,avg_members_per_problem,avg_members_per_problem_2bin,1,0,4,-0.126557531786214,0.470826851015094,-1.0493781597758,0.796263096203369,-0.66800896467164,0.17287713598573,-1.00684815120367,-0.329169778139609,0.541451432885425,0.501561987976978,-0.441610063549451,1.5245129293203
important_topk_exact1,rolling5,downstream_outcomes,overall_new_release_count,TRUE,avg_members_per_problem,avg_members_per_problem_2bin,1,0,5,-0.0121061382326789,0.488895072935396,-0.970340481186054,0.946128204720696,-0.653040840706984,0.176943933352129,-0.999850950077158,-0.306230731336811,0.640934702474306,0.519930329842979,-0.378128744017933,1.65999814896654
important_topk_exact1,rolling5,downstream_outcomes,major_minor_release_count,TRUE,avg_members_per_problem,avg_members_per_problem_2bin,1,0,1,0.143564910737705,0.30908147755487,-0.462234785269839,0.74936460674525,-0.494370270314489,0.108578828856905,-0.707184774874024,-0.281555765754954,0.637935181052194,0.327598415508132,-0.00415771334374404,1.28002807544813
important_topk_exact1,rolling5,downstream_outcomes,major_minor_release_count,TRUE,avg_members_per_problem,avg_members_per_problem_2bin,1,0,2,-0.212806767152116,0.196240876884268,-0.597438885845281,0.171825351541049,-0.527715089679302,0.118738132075572,-0.760441828547423,-0.294988350811181,0.314908322527186,0.229367011074178,-0.134651019178204,0.764467664232575
important_topk_exact1,rolling5,downstream_outcomes,major_minor_release_count,TRUE,avg_members_per_problem,avg_members_per_problem_2bin,1,0,3,-0.258084905767801,0.145117189320415,-0.542514596835814,0.0263447853002123,-0.498424920407729,0.125913938636759,-0.745216240135775,-0.251633600679682,0.240340014639928,0.192128390872558,-0.136231631470286,0.616911660750142
important_topk_exact1,rolling5,downstream_outcomes,major_minor_release_count,TRUE,avg_members_per_problem,avg_members_per_problem_2bin,1,0,4,-0.38557624285002,0.16389153466518,-0.706803650793772,-0.0643488349062673,-0.512851015254265,0.136662494349241,-0.780709504178777,-0.244992526329753,0.127274772404245,0.213394171655798,-0.290977804041118,0.545527348849609
important_topk_exact1,rolling5,downstream_outcomes,major_minor_release_count,TRUE,avg_members_per_problem,avg_members_per_problem_2bin,1,0,5,-0.21688919291438,0.24251403569634,-0.692216702879206,0.258438317050447,-0.377473376611504,0.15188098797311,-0.675160113038799,-0.0797866401842086,0.160584183697124,0.286148374130299,-0.400266629598262,0.72143499699251
important_topk_exact1,rolling5,github_outcomes,pull_request_opened,TRUE,pct_members_multiple,pct_members_multiple_2bin,1,0,1,-1.04713212382659,0.168413659959862,-1.37722289734792,-0.717041350305255,-0.406482044643695,0.214197031966083,-0.826308227297218,0.0133441380098268,-0.64065007918289,0.272476658384081,-1.17470432961569,-0.106595828750091
important_topk_exact1,rolling5,github_outcomes,pull_request_opened,TRUE,pct_members_multiple,pct_members_multiple_2bin,1,0,2,-1.06981501183188,0.209245462946906,-1.47993611920782,-0.659693904455949,-0.575615473325504,0.230496413923084,-1.02738844461475,-0.123842502036259,-0.494199538506381,0.311307341055856,-1.10436192697586,0.115962849963096
important_topk_exact1,rolling5,github_outcomes,pull_request_opened,TRUE,pct_members_multiple,pct_members_multiple_2bin,1,0,3,-1.0408628427879,0.275506580515638,-1.58085574059855,-0.500869944977247,-0.555639619078876,0.191545609570944,-0.931069013837926,-0.180210224319826,-0.485223223709022,0.335549692971584,-1.14290062193333,0.172454174515283
important_topk_exact1,rolling5,github_outcomes,pull_request_opened,TRUE,pct_members_multiple,pct_members_multiple_2bin,1,0,4,-1.32393725581308,0.266181220031011,-1.84565244707386,-0.802222064552299,-0.673402850772288,0.244387897987555,-1.1524031308279,-0.19440257071668,-0.650534405040792,0.361355623423758,-1.35879142695136,0.0577226168697741
important_topk_exact1,rolling5,github_outcomes,pull_request_opened,TRUE,pct_members_multiple,pct_members_multiple_2bin,1,0,5,-1.32724868708091,0.258545143659097,-1.83399716865274,-0.820500205509078,-0.674686276827488,0.235077834015668,-1.1354388314982,-0.213933722156779,-0.65256241025342,0.349438377049804,-1.33746162927104,0.0323368087641961
important_topk_exact1,rolling5,github_outcomes,pull_request_merged,TRUE,pct_members_multiple,pct_members_multiple_2bin,1,0,1,-0.762586200422166,0.160696192493246,-1.07755073770893,-0.447621663135403,-0.674206113531416,0.136478237942765,-0.941703459899236,-0.406708767163596,-0.0883800868907497,0.21083068020046,-0.501608220083651,0.324848046302151
important_topk_exact1,rolling5,github_outcomes,pull_request_merged,TRUE,pct_members_multiple,pct_members_multiple_2bin,1,0,2,-0.880768429398767,0.17374826887469,-1.22131503639316,-0.540221822404375,-0.856163247960212,0.132894210791694,-1.11663590111193,-0.595690594808492,-0.0246051814385552,0.218744902109509,-0.453345189573193,0.404134826696082
important_topk_exact1,rolling5,github_outcomes,pull_request_merged,TRUE,pct_members_multiple,pct_members_multiple_2bin,1,0,3,-0.928005822566633,0.198965119356588,-1.31797745650555,-0.538034188627721,-0.501122822686809,0.203995931931007,-0.900954849271583,-0.101290796102035,-0.426882999879825,0.284958696945683,-0.985402045893363,0.131636046133714
important_topk_exact1,rolling5,github_outcomes,pull_request_merged,TRUE,pct_members_multiple,pct_members_multiple_2bin,1,0,4,-1.21075561866038,0.205038186032711,-1.6126304632845,-0.808880774036267,-0.655267933892863,0.255772643294674,-1.15658231475042,-0.153953553035303,-0.555487684767518,0.327811382946854,-1.19799799534335,0.0870226258083161
important_topk_exact1,rolling5,github_outcomes,pull_request_merged,TRUE,pct_members_multiple,pct_members_multiple_2bin,1,0,5,-1.19392309583494,0.219518948378162,-1.62418023465614,-0.763665957013745,-0.82284161036329,0.186963214699446,-1.1892895111742,-0.456393709552376,-0.371081485471653,0.288346687769784,-0.936240993500429,0.194078022557123
important_topk_exact1,rolling5,downstream_outcomes,overall_new_release_count,TRUE,pct_members_multiple,pct_members_multiple_2bin,1,0,1,-0.28983401588458,0.167284550717681,-0.617711735291235,0.038043703522075,-0.602414485237628,0.169311605869487,-0.934265232741822,-0.270563737733433,0.312580469353048,0.23801374076074,-0.153926462538003,0.779087401244099
important_topk_exact1,rolling5,downstream_outcomes,overall_new_release_count,TRUE,pct_members_multiple,pct_members_multiple_2bin,1,0,2,-0.482216685444981,0.141890102604814,-0.760321286550417,-0.204112084339545,-0.679903846707802,0.155235489371064,-0.984165405875087,-0.375642287540518,0.197687161262821,0.210311336778307,-0.21452305882266,0.609897381348302
important_topk_exact1,rolling5,downstream_outcomes,overall_new_release_count,TRUE,pct_members_multiple,pct_members_multiple_2bin,1,0,3,-0.211871580512097,0.245876456338113,-0.693789434934799,0.270046273910606,-0.498821458648983,0.217803240366683,-0.925715809767681,-0.0719271075302842,0.286949878136886,0.328471434519983,-0.35685413352228,0.930753889796052
important_topk_exact1,rolling5,downstream_outcomes,overall_new_release_count,TRUE,pct_members_multiple,pct_members_multiple_2bin,1,0,4,-0.173939130754357,0.386498691281185,-0.931476565665479,0.583598304156765,-0.693340408692363,0.191300426168242,-1.06828924398212,-0.318391573402608,0.519401277938006,0.431250613233442,-0.32584992399954,1.36465247987555
important_topk_exact1,rolling5,downstream_outcomes,overall_new_release_count,TRUE,pct_members_multiple,pct_members_multiple_2bin,1,0,5,-0.229810963115119,0.377408579509426,-0.969531778953595,0.509909852723356,-0.578150820373356,0.216027539544639,-1.00156479788085,-0.154736842865864,0.348339857258236,0.434862200851066,-0.503990056409854,1.20066977092633
important_topk_exact1,rolling5,downstream_outcomes,major_minor_release_count,TRUE,pct_members_multiple,pct_members_multiple_2bin,1,0,1,-0.272302024448954,0.137666303191855,-0.542127978704989,-0.00247607019291879,-0.288948941129744,0.201351935107841,-0.683598733941114,0.105700851681625,0.0166469166807904,0.24391517543233,-0.461426827166576,0.494720660528156
important_topk_exact1,rolling5,downstream_outcomes,major_minor_release_count,TRUE,pct_members_multiple,pct_members_multiple_2bin,1,0,2,-0.410997414264021,0.137816644494095,-0.681118037472448,-0.140876791055594,-0.433267499019329,0.153292205113445,-0.733720221041681,-0.132814776996977,0.0222700847553082,0.206135702022125,-0.381755891208057,0.426296060718673
