covar,dataset,rolling,past_periods,percent_changed_from_0,percent_changed_from_1
proj_prob_hhi_pull_request_comment,important_topk_oneQual,rolling5,5,7.1927374301676,7.1727992547741
proj_prob_hhi_pull_request_review,important_topk_oneQual,rolling5,2,2.61993875467846,2.5178632187819
proj_prob_hhi_pull_request_review,important_topk_oneQual,rolling5,3,4.11284840244731,4.04349303431872
proj_prob_hhi_pull_request_review,important_topk_oneQual,rolling5,4,5.33469249065579,5.29531568228106
proj_prob_hhi_pull_request_review,important_topk_oneQual,rolling5,5,6.11620795107034,6.07603530210455
proj_prob_hhi_pull_request_review_comment,important_topk_oneQual,rolling5,2,2.36523652365237,2.46913580246914
proj_prob_hhi_pull_request_review_comment,important_topk_oneQual,rolling5,3,4.30019172829362,4.50327510917031
proj_prob_hhi_pull_request_review_comment,important_topk_oneQual,rolling5,4,5.90486604702023,6.0952380952381
proj_prob_hhi_pull_request_review_comment,important_topk_oneQual,rolling5,5,7.07070707070707,7.32501356483993
share_issue_only,important_topk_oneQual,rolling5,2,2.41196333815726,2.17970452894163
share_issue_only,important_topk_oneQual,rolling5,3,3.70281317624429,3.31799467183337
share_issue_only,important_topk_oneQual,rolling5,4,5.08393285371703,4.59937061244251
share_issue_only,important_topk_oneQual,rolling5,5,5.77522166307213,5.27717259743404
share_pr_only,important_topk_oneQual,rolling5,2,3.62559241706161,1.85097294731846
share_pr_only,important_topk_oneQual,rolling5,3,5.38879697471047,3.53331752430638
share_pr_only,important_topk_oneQual,rolling5,4,6.59262759924386,4.85436893203884
share_pr_only,important_topk_oneQual,rolling5,5,7.74681152574398,5.98533238703572
share_issue_and_pr,important_topk_oneQual,rolling5,2,3.59508041627247,3.05542396968262
share_issue_and_pr,important_topk_oneQual,rolling5,3,5.12881115575514,4.59171597633136
share_issue_and_pr,important_topk_oneQual,rolling5,4,6.35633270321361,5.84338774544594
share_issue_and_pr,important_topk_oneQual,rolling5,5,7.512402551382,6.97894487816418
avg_unique_types,important_topk_oneQual,rolling5,2,2.43845796562935,2.43845796562935
avg_unique_types,important_topk_oneQual,rolling5,3,3.85508592661403,3.85508592661403
avg_unique_types,important_topk_oneQual,rolling5,4,4.90013934045518,4.90013934045518
avg_unique_types,important_topk_oneQual,rolling5,5,5.89874593590339,5.89874593590339
text_sim_ratio,important_topk_oneQual,rolling5,2,2.67069205759405,2.67069205759405
text_sim_ratio,important_topk_oneQual,rolling5,3,4.38922433813284,4.38922433813284
text_sim_ratio,important_topk_oneQual,rolling5,4,5.82907570831398,5.82907570831398
text_sim_ratio,important_topk_oneQual,rolling5,5,6.73478866697631,6.73478866697631
cos_sim_same_actor,important_topk_oneQual,rolling5,2,3.06549001393405,3.06549001393405
cos_sim_same_actor,important_topk_oneQual,rolling5,3,4.8072457036693,4.8072457036693
cos_sim_same_actor,important_topk_oneQual,rolling5,4,6.45610775661867,6.45610775661867
cos_sim_same_actor,important_topk_oneQual,rolling5,5,7.50116117045982,7.50116117045982
cos_sim_diff_actor,important_topk_oneQual,rolling5,2,2.64746864839758,2.64746864839758
cos_sim_diff_actor,important_topk_oneQual,rolling5,3,4.48211797491872,4.48211797491872
cos_sim_diff_actor,important_topk_oneQual,rolling5,4,5.66651184393869,5.66651184393869
cos_sim_diff_actor,important_topk_oneQual,rolling5,5,6.71156525777984,6.71156525777984
pct_merged_with_approved,important_topk_oneQual,rolling5,2,0.990396158463385,1.29051620648259
pct_merged_with_approved,important_topk_oneQual,rolling5,3,1.89075630252101,1.89075630252101
pct_merged_with_approved,important_topk_oneQual,rolling5,4,2.3109243697479,2.3109243697479
pct_merged_with_approved,important_topk_oneQual,rolling5,5,2.61104441776711,2.61104441776711
pct_merged_with_review,important_topk_oneQual,rolling5,2,1.29051620648259,1.53061224489796
pct_merged_with_review,important_topk_oneQual,rolling5,3,2.40096038415366,2.19087635054022
pct_merged_with_review,important_topk_oneQual,rolling5,4,2.94117647058824,2.73109243697479
pct_merged_with_review,important_topk_oneQual,rolling5,5,3.30132052821128,3.09123649459784
avg_all_disc_count,important_topk_oneQual,rolling5,2,2.32558139534884,2.32558139534884
avg_all_disc_count,important_topk_oneQual,rolling5,3,3.69595536959554,3.67441860465116
avg_all_disc_count,important_topk_oneQual,rolling5,4,5.06741050674105,5.04651162790698
avg_all_disc_count,important_topk_oneQual,rolling5,5,6.09019060901906,6.06976744186047
response_rate,important_topk_oneQual,rolling5,2,2.08188757807078,2.08188757807078
response_rate,important_topk_oneQual,rolling5,3,3.51607679851955,3.51607679851955
response_rate,important_topk_oneQual,rolling5,4,4.6264168401573,4.6264168401573
response_rate,important_topk_oneQual,rolling5,5,5.78302105019662,5.78302105019662
mean_days_to_respond,important_topk_oneQual,rolling5,2,2.36111111111111,2.36111111111111
mean_days_to_respond,important_topk_oneQual,rolling5,3,4.32770192085165,4.32770192085165
mean_days_to_respond,important_topk_oneQual,rolling5,4,5.69312659106688,5.69312659106688
mean_days_to_respond,important_topk_oneQual,rolling5,5,6.82712335107614,6.82712335107614
pos_sentiment_avg,important_topk_oneQual,rolling5,2,2.12815174647236,2.12815174647236
pos_sentiment_avg,important_topk_oneQual,rolling5,3,3.65486930372427,3.65486930372427
pos_sentiment_avg,important_topk_oneQual,rolling5,4,5.04279435577146,5.04279435577146
pos_sentiment_avg,important_topk_oneQual,rolling5,5,6.10687022900763,6.10687022900763
neg_sentiment_avg,important_topk_oneQual,rolling5,2,2.26694425167708,2.26694425167708
neg_sentiment_avg,important_topk_oneQual,rolling5,3,3.83992597733056,3.83992597733056
neg_sentiment_avg,important_topk_oneQual,rolling5,4,5.38977561878325,5.38977561878325
neg_sentiment_avg,important_topk_oneQual,rolling5,5,6.59264399722415,6.59264399722415
ov_sentiment_avg,important_topk_oneQual,rolling5,2,2.38260467268101,2.38260467268101
ov_sentiment_avg,important_topk_oneQual,rolling5,3,3.63173721952348,3.63173721952348
ov_sentiment_avg,important_topk_oneQual,rolling5,4,5.20471894517696,5.20471894517696
ov_sentiment_avg,important_topk_oneQual,rolling5,5,6.3381910710155,6.3381910710155
avg_all_disc_exclude_opener_count,important_topk_oneQual,rolling5,2,2.2806609262276,2.16430067488946
avg_all_disc_exclude_opener_count,important_topk_oneQual,rolling5,3,3.88462433123982,3.7468000930882
avg_all_disc_exclude_opener_count,important_topk_oneQual,rolling5,4,5.32682019074203,5.18966720968117
avg_all_disc_exclude_opener_count,important_topk_oneQual,rolling5,5,6.58292626192138,6.44635792413312
pull_request_merged_rate_weighted,important_topk_oneQual,rolling5,2,2.38784370477569,0
pull_request_merged_rate_weighted,important_topk_oneQual,rolling5,3,4.38721983786361,0
pull_request_merged_rate_weighted,important_topk_oneQual,rolling5,4,5.54365929098263,0
pull_request_merged_rate_weighted,important_topk_oneQual,rolling5,5,6.8079028802666,0
pull_request_review_rate_weighted,important_topk_oneQual,rolling5,2,2.51240694789082,1.33291018724215
pull_request_review_rate_weighted,important_topk_oneQual,rolling5,3,3.59889264841587,2.15257993035771
pull_request_review_rate_weighted,important_topk_oneQual,rolling5,4,4.42260442260442,3.03605313092979
pull_request_review_rate_weighted,important_topk_oneQual,rolling5,5,5.03376304481277,3.57368753953194
any_activity_rate_weighted,important_topk_oneQual,rolling5,2,2.65788831992197,0.707427993936332
any_activity_rate_weighted,important_topk_oneQual,rolling5,3,3.97973950795948,1.83417085427136
any_activity_rate_weighted,important_topk_oneQual,rolling5,4,4.80538202787122,2.53577705247301
any_activity_rate_weighted,important_topk_oneQual,rolling5,5,5.40475618544319,3.21043391020818
clustering_coefficient,important_topk_oneQual,rolling5,2,3.74739764052741,3.74739764052741
clustering_coefficient,important_topk_oneQual,rolling5,3,6.19939856581078,6.19939856581078
clustering_coefficient,important_topk_oneQual,rolling5,4,7.91117279666898,7.91117279666898
clustering_coefficient,important_topk_oneQual,rolling5,5,9.02151283830673,9.02151283830673
mean_has_reviewer,important_topk_oneQual,rolling5,2,1.08720795743697,1.08720795743697
mean_has_reviewer,important_topk_oneQual,rolling5,3,1.94309507286607,1.94309507286607
mean_has_reviewer,important_topk_oneQual,rolling5,4,2.68332176729123,2.68332176729123
mean_has_reviewer,important_topk_oneQual,rolling5,5,3.2616238723109,3.2616238723109
mean_has_tag,important_topk_oneQual,rolling5,2,1.57298172565348,1.5498496414527
mean_has_tag,important_topk_oneQual,rolling5,3,2.89151052509831,2.86837844089753
mean_has_tag,important_topk_oneQual,rolling5,4,3.97871848253528,3.95558639833449
mean_has_tag,important_topk_oneQual,rolling5,5,4.7883414295628,4.76520934536202
mean_has_assignee,important_topk_oneQual,rolling5,2,1.50358547305112,1.50358547305112
mean_has_assignee,important_topk_oneQual,rolling5,3,2.77585010409438,2.77585010409438
mean_has_assignee,important_topk_oneQual,rolling5,4,3.72426555632663,3.72426555632663
mean_has_assignee,important_topk_oneQual,rolling5,5,4.46449225075179,4.46449225075179
has_codeowners,important_topk_oneQual,rolling5,2,0,0
has_codeowners,important_topk_oneQual,rolling5,3,0,0
has_codeowners,important_topk_oneQual,rolling5,4,0,0
has_codeowners,important_topk_oneQual,rolling5,5,0,0
has_issue_template,important_topk_oneQual,rolling5,2,0,0
has_issue_template,important_topk_oneQual,rolling5,3,0,0
has_issue_template,important_topk_oneQual,rolling5,4,0,0
has_issue_template,important_topk_oneQual,rolling5,5,0,0
has_pr_template,important_topk_oneQual,rolling5,2,0,0
has_pr_template,important_topk_oneQual,rolling5,3,0,0
has_pr_template,important_topk_oneQual,rolling5,4,0,0
has_pr_template,important_topk_oneQual,rolling5,5,0,0
has_good_first_issue,important_topk_oneQual,rolling5,2,3.79479971890373,0
has_good_first_issue,important_topk_oneQual,rolling5,3,6.81658468025299,0
has_good_first_issue,important_topk_oneQual,rolling5,4,9.1824783321621,0
has_good_first_issue,important_topk_oneQual,rolling5,5,10.9627547434997,0
has_contributing_guide,important_topk_oneQual,rolling5,2,0,0
has_contributing_guide,important_topk_oneQual,rolling5,3,0,0
has_contributing_guide,important_topk_oneQual,rolling5,4,0,0
has_contributing_guide,important_topk_oneQual,rolling5,5,0,0
has_code_of_conduct,important_topk_oneQual,rolling5,2,0,0
has_code_of_conduct,important_topk_oneQual,rolling5,3,0,0
has_code_of_conduct,important_topk_oneQual,rolling5,4,0,0
has_code_of_conduct,important_topk_oneQual,rolling5,5,0,0
prop_tests_passed,important_topk_oneQual,rolling5,2,1.12359550561798,1.11111111111111
prop_tests_passed,important_topk_oneQual,rolling5,3,1.11111111111111,1.0989010989011
prop_tests_passed,important_topk_oneQual,rolling5,4,1.08695652173913,1.0752688172043
prop_tests_passed,important_topk_oneQual,rolling5,5,2.12765957446809,1.0752688172043
