repo_name,time_period,prs_opened,commits,commit_additions,commit_deletions,commit_changes_total,commit_files_changed_count,pr_commits,pr_commit_additions,pr_commit_deletions,pr_commit_changes_total,pr_commit_files_changed_count,push_commits,push_commit_additions,push_commit_deletions,push_commit_changes_total,push_commit_files_changed_count,commits_lt100,commit_additions_lt100,commit_deletions_lt100,commit_changes_total_lt100,commit_files_changed_count_lt100,push_commits_lt100,push_commit_additions_lt100,push_commit_deletions_lt100,push_commit_changes_total_lt100,push_commit_files_changed_count_lt100,pr_commits_lt100,pr_commit_additions_lt100,pr_commit_deletions_lt100,pr_commit_changes_total_lt100,pr_commit_files_changed_count_lt100,comments,issue_comments,pr_comments,own_issue_comments,helping_issue_comments,own_pr_comments,helping_pr_comments,linked_pr_issue_comments,issues_opened,issues_opened_with_linked_pr,pr_reviews,pr_review_comments,prs_merged,issues_closed,first_period,final_period,closed_issue,closed_in_30_days,closed_in_60_days,closed_in_90_days,closed_in_180_days,closed_in_360_days,prs_closed_unmerged,p_prs_closed_unmerged,p_prs_merged,p_review_state_commented,p_review_state_approved,p_review_state_changes_requested,p_prs_merged_30d,p_prs_merged_60d,p_prs_merged_90d,p_prs_merged_180d,p_prs_merged_360d,prs_closed,p_prs_closed,mean_pr_reviews,time_index,departed_actor_id,last_pre_period,treatment_period,abandoned_date,treated_project,treatment,treatment_group,total_important,total_nodes,mean_cluster_overlap,avg_clusters_per_node,pct_nodes_one_cluster,HHI_normalized_degree,HHI_individual_coverage,HHI_individual_coverage_cluster,normalized_degree,imp_to_other_avg_edge_weight,individual_node_coverage,individual_coverage_cluster,overall_overlap,weighted_overall_overlap,important,imp_to_other_perc_10,imp_to_other_perc_25,imp_to_other_perc_50,imp_to_other_perc_75,imp_to_other_perc_90,imp_to_imp_avg_edge_weight,imp_to_imp_perc_10,imp_to_imp_perc_25,imp_to_imp_perc_50,imp_to_imp_perc_75,imp_to_imp_perc_90,prop_important,total_downloads,total_downloads_one_project,forks_gained,stars_gained,total_downloads_rel,total_downloads_one_project_rel,overall_new_release_count,major_new_release_count,minor_new_release_count,patch_new_release_count,other_new_release_count,major_minor_release_count,major_minor_patch_release_count,overall_score,overall_increase,overall_decrease,overall_stable,vulnerabilities_score
astropy/regions,2020-07-01,3,10,220,108,328,18,7,220,108,328,18,3,0,0,0,0,10,220,108,328,18,3,0,0,0,0,7,220,108,328,18,17,4,13,2,2,5,8,8,4,7,1,0,3,0,2015-01-01T00:00:00Z,2023-01-01,0,,,,,,,,,,,,,,,,,,,,12,852409,2019-07-01,2020-01-01,,1,1,11,,0,,,,,,,,,,,,,,,,,,,,,,,,,,21621,21621,3,1,3.55798785373672e-07,3.56771499876098e-07,0,0,0,0,0,0,0,6.7,0,0,1,10
astropy/regions,2021-01-01,27,125,6964,6039,13003,336,68,2077,1625,3702,129,57,4887,4414,9301,207,124,3752,2828,6580,224,56,1675,1203,2878,95,68,2077,1625,3702,129,55,25,30,8,17,13,17,22,15,15,17,5,41,9,2015-01-01T00:00:00Z,2023-01-01,0,,,,,,,,,,,,,,,,,,,,13,852409,2019-07-01,2020-01-01,,1,1,11,,0,,,,,,,,,,,,,,,,,,,,,,,,,,18425,18425,2,3,3.03204875838764e-07,3.04033804413168e-07,0,0,0,0,0,0,0,6.62941176470588,0,0,1,9.82352941176471
astropy/regions,2021-07-01,16,69,969,663,1632,81,44,876,653,1529,71,25,93,10,103,10,69,969,663,1632,81,25,93,10,103,10,44,876,653,1529,71,50,26,24,8,18,13,11,34,23,23,2,2,18,16,2015-01-01T00:00:00Z,2023-01-01,0,,,,,,,,,,,,,,,,,,,,14,852409,2019-07-01,2020-01-01,,1,1,11,,0,,,,,,,,,,,,,,,,,,,,,,,,,,30156,30156,2,2,4.96252170192334e-07,4.97608868704668e-07,1,0,1,0,0,1,1,6.7,0,0,1,10
astropy/regions,2022-01-01,24,163,5419,6447,11866,290,118,5205,6375,11580,260,45,214,72,286,30,163,5419,6447,11866,290,45,214,72,286,30,118,5205,6375,11580,260,116,69,47,31,38,26,21,78,33,30,19,12,30,22,2015-01-01T00:00:00Z,2023-01-01,0,,,,,,,,,,,,,,,,,,,,15,852409,2019-07-01,2020-01-01,,1,1,11,,0,,,,,,,,,,,,,,,,,,,,,,,,,,56963,56963,5,5,9.37392637308195e-07,9.39955365035946e-07,1,0,1,0,0,1,1,5.66875,0,1,0,10
astropy/regions,2022-07-01,9,46,885,681,1566,183,15,701,628,1329,147,31,184,53,237,36,46,885,681,1566,183,31,184,53,237,36,15,701,628,1329,147,52,45,7,14,31,4,3,16,26,14,8,3,13,8,2015-01-01T00:00:00Z,2023-01-01,0,,,,,,,,,,,,,,,,,,,,16,852409,2019-07-01,2020-01-01,,1,1,11,,0,,,,,,,,,,,,,,,,,,,,,,,,,,66271,66271,3,2,1.09056663917019e-06,1.09354812766703e-06,1,0,1,0,0,1,1,6.2,0,0,1,10
astropy/regions,2023-01-01,4,19,51,41,92,20,5,15,13,28,7,14,36,28,64,13,19,51,41,92,20,14,36,28,64,13,5,15,13,28,7,6,2,4,1,1,2,2,5,2,5,3,0,5,2,2015-01-01T00:00:00Z,2023-01-01,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0,0,0.833333333333333,0.166666666666667,0.333333333333333,0,0.833333333333333,0.833333333333333,0.833333333333333,0.833333333333333,0.833333333333333,5,0.833333333333333,1.5,17,852409,2019-07-01,2020-01-01,,1,1,11,,0,,,,,,,,,,,,,,,,,,,,,,,,,,73797,73797,1,4,1.21441575154807e-06,1.21773582981159e-06,0,0,0,0,0,0,0,7.1,0,0,1,10
avast/yaramod,2019-01-01,0,15,251,68,319,35,0,0,0,0,0,15,251,68,319,35,15,251,68,319,35,15,251,68,319,35,0,0,0,0,0,6,6,0,3,3,0,0,0,3,0,0,0,0,3,2019-01-01T00:00:00Z,2023-07-01,0,,,,,,,,,,,,,,,,,,,,9,29119229,2022-01-01,2022-07-01,,1,0,16,,0,,,,,,,,,,,,,,,,,,,,,,,,,,29699,29699,1,1,4.88731701901516e-07,4.90067840285844e-07,10,0,6,2,2,6,8,5.23,0,0,1,9.1
avast/yaramod,2019-07-01,16,279,121565,80962,202527,1153,222,66543,73116,139659,866,57,55022,7846,62868,287,78,12142,8095,20237,223,56,10505,7803,18308,168,22,1637,292,1929,55,7,3,4,1,2,2,2,3,3,3,0,99,15,3,2019-01-01T00:00:00Z,2023-07-01,0,,,,,,,,,,,,,,,,,,,,10,29119229,2022-01-01,2022-07-01,,1,0,16,1,7,0,1,100,0.21875,1,1,0.333333333333333,5,,,,,1,5,5,5,5,5,27,27,27,27,27,27,0.142857142857143,39207,39207,6,3,6.45196937151175e-07,6.46960834172434e-07,12,1,4,2,5,5,7,5.2,0,0,1,9
avast/yaramod,2020-01-01,32,132,76445,15980,92425,807,64,9673,3694,13367,317,68,66772,12286,79058,490,131,21917,8427,30344,616,67,12244,4733,16977,299,64,9673,3694,13367,317,23,11,12,5,6,6,6,15,10,14,0,61,32,17,2019-01-01T00:00:00Z,2023-07-01,0,,,,,,,,,,,,,,,,,,,,11,29119229,2022-01-01,2022-07-01,,1,0,16,1,9,0,1,100,0.19,1,1,0.375,3.5,,,,,1,3.1,3.25,3.5,3.75,3.9,59,59,59,59,59,59,0.111111111111111,67896,67896,9,16,1.11730791044498e-06,1.12036250661799e-06,15,0,6,8,1,6,14,5.2,0,0,1,9
avast/yaramod,2020-07-01,15,64,5995,2630,8625,242,30,3258,1774,5032,129,34,2737,856,3593,113,64,5995,2630,8625,242,34,2737,856,3593,113,30,3258,1774,5032,129,5,3,2,3,0,0,2,2,3,2,9,17,18,5,2019-01-01T00:00:00Z,2023-07-01,0,,,,,,,,,,,,,,,,,,,,12,29119229,2022-01-01,2022-07-01,,1,0,16,1,6,0,1,100,0.25,1,1,1,2.2,100,100,0,0,1,1,1,2,3,3.6,0,0,0,0,0,0,0.166666666666667,56659,56659,3,6,9.32389962558942e-07,9.34939013527582e-07,8,0,2,6,0,2,8,5.2,0,0,1,9
avast/yaramod,2021-01-01,8,55,68361,7122,75483,354,11,354,216,570,29,44,68007,6906,74913,325,55,68361,7122,75483,354,44,68007,6906,74913,325,11,354,216,570,29,17,8,9,1,7,4,5,9,7,8,27,25,18,7,2019-01-01T00:00:00Z,2023-07-01,0,,,,,,,,,,,,,,,,,,,,13,29119229,2022-01-01,2022-07-01,,1,0,16,1,6,0,1,100,0.25,1,1,1,4.6,100,100,0,0,1,1,1,1,10,10,0,0,0,0,0,0,0.166666666666667,59657,59657,5,6,9.81725551040061e-07,9.84409480047565e-07,11,0,2,9,0,2,11,5.21666666666667,0,0,1,9
avast/yaramod,2021-07-01,8,31,1696,185,1881,103,12,378,28,406,32,19,1318,157,1475,71,31,1696,185,1881,103,19,1318,157,1475,71,12,378,28,406,32,13,4,9,0,4,4,5,4,4,4,19,12,13,9,2019-01-01T00:00:00Z,2023-07-01,0,,,,,,,,,,,,,,,,,,,,14,29119229,2022-01-01,2022-07-01,,1,0,16,4,8,0,1,100,0.138888888888889,0.25,0.25,0.285714285714286,2,25,25,0,0,1,2,2,2,2,2,3,3,3,3,3,3,0.5,48881,48881,2,7,8.04393896112597e-07,8.0659302000109e-07,5,0,2,3,0,2,5,5.4,0,0,1,9
avast/yaramod,2022-01-01,8,50,18306,6056,24362,252,10,13107,5631,18738,72,40,5199,425,5624,180,50,18306,6056,24362,252,40,5199,425,5624,180,10,13107,5631,18738,72,6,2,4,2,0,3,1,2,2,2,43,26,19,3,2019-01-01T00:00:00Z,2023-07-01,0,,,,,,,,,,,,,,,,,,,,15,29119229,2022-01-01,2022-07-01,,1,0,16,1,5,0,1,100,0.22,1,1,0.5,2,,,,,1,2,2,2,2,2,17,17,17,17,17,17,0.2,70792,70792,5,15,1.16496496989839e-06,1.16814985519767e-06,12,0,2,10,0,2,12,5.4375,0,0,1,9.1875
avast/yaramod,2022-07-01,5,14,401,46,447,30,6,159,17,176,11,8,242,29,271,19,14,401,46,447,30,8,242,29,271,19,6,159,17,176,11,1,0,1,0,0,1,0,0,0,0,1,0,4,0,2019-01-01T00:00:00Z,2023-07-01,0,,,,,,,,,,,,,,,,,,,,16,29119229,2022-01-01,2022-07-01,,1,1,16,,0,,,,,,,,,,,,,,,,,,,,,,,,,,50337,50337,6,10,8.28354075174808e-07,8.30618703541148e-07,3,0,2,1,0,2,3,5.6,0,0,1,10
avast/yaramod,2023-01-01,5,30,4153,64,4217,93,6,425,9,434,13,24,3728,55,3783,80,30,4153,64,4217,93,24,3728,55,3783,80,6,425,9,434,13,6,3,3,0,3,3,0,2,3,2,12,5,10,2,2019-01-01T00:00:00Z,2023-07-01,0,,,,,,,,,,,,,,,,,,,,17,29119229,2022-01-01,2022-07-01,,1,1,16,,0,,,,,,,,,,,,,,,,,,,,,,,,,,56608,56608,1,10,9.31550698045087e-07,9.34097454557429e-07,8,0,4,3,1,4,7,5.6,0,0,1,10
biolink/ontobio,2017-01-01,38,169,217023,79353,296376,731,55,66690,8706,75396,340,114,150333,70647,220980,391,169,217023,79353,296376,731,114,150333,70647,220980,391,55,66690,8706,75396,340,23,14,9,6,8,6,3,7,10,4,0,9,38,8,2017-01-01T00:00:00Z,2023-07-01,0.642857142857143,0.357142857142857,0.642857142857143,0.642857142857143,0.642857142857143,0.642857142857143,0,0,0.974358974358974,0,0,0,0.974358974358974,0.974358974358974,0.974358974358974,0.974358974358974,0.974358974358974,38,0.974358974358974,,5,1422171,2021-01-01,2021-07-01,,1,0,14,1,4,0,1,100,0.28125,1,1,0.666666666666667,1,,,,,1,1,1,1,1,1,14,14,14,14,14,14,0.25,,,3,7,,,0,0,0,0,0,0,0,4.6,0,0,0,5.81818181818182
biolink/ontobio,2017-07-01,44,143,18934,10631,29565,322,65,16254,8327,24581,203,78,2680,2304,4984,119,143,18934,10631,29565,322,78,2680,2304,4984,119,65,16254,8327,24581,203,86,68,18,34,34,7,11,44,33,18,0,0,44,12,2017-01-01T00:00:00Z,2023-07-01,0.518518518518519,0.407407407407407,0.444444444444444,0.444444444444444,0.444444444444444,0.481481481481482,1,0.0208333333333333,0.916666666666667,0,0,0,0.895833333333333,0.895833333333333,0.895833333333333,0.916666666666667,0.916666666666667,45,0.9375,,6,1422171,2021-01-01,2021-07-01,,1,0,14,1,10,0,1,100,0.162721893491124,1,1,0.444444444444444,7.33333333333333,,,,,1,3.6,6,10,10,10,19,19,19,19,19,19,0.1,,,5,5,,,16,0,0,16,0,0,16,4.43888888888889,0,0,1,4.44444444444444
biolink/ontobio,2018-01-01,32,94,62035,2994,65029,330,42,29023,2055,31078,237,52,33012,939,33951,93,94,62035,2994,65029,330,52,33012,939,33951,93,42,29023,2055,31078,237,105,54,51,20,34,26,25,49,24,27,0,1,30,7,2017-01-01T00:00:00Z,2023-07-01,0,,,,,,,,,,,,,,,,,,,,7,1422171,2021-01-01,2021-07-01,,1,0,14,2,13,46.1538461538462,1.25,75,0.113854595336077,,,0.333333333333333,4,,,,,1,1.6,2.5,4,5.5,6.4,8,4,5.5,8,10.5,12,0.153846153846154,,,2,6,,,21,1,1,19,0,2,21,4.85833333333333,0,0,1,4
biolink/ontobio,2018-07-01,44,125,25804,6562,32366,627,55,8306,2853,11159,264,70,17498,3709,21207,363,125,25804,6562,32366,627,70,17498,3709,21207,363,55,8306,2853,11159,264,104,62,42,32,30,21,21,48,30,20,0,5,48,4,2017-01-01T00:00:00Z,2023-07-01,0,,,,,,,,,,,,,,,,,,,,8,1422171,2021-01-01,2021-07-01,,1,0,14,2,13,36.3636363636364,1.18181818181818,81.8181818181818,0.121107266435986,,,0.25,1,,,,,1,1,1,1,1,1,29.5,18.7,22.75,29.5,36.25,40.3,0.153846153846154,63479,63479,1,10,1.04462102107837e-06,1.04747689934022e-06,19,0,4,15,0,4,19,4.915,0,0,1,4
biolink/ontobio,2019-01-01,43.5,119,29192,29265,58457,351,60,9395,10090,19485,190,59,19797,19175,38972,161,119,29192,29265,58457,351,59,19797,19175,38972,161,60,9395,10090,19485,190,124,50,74,20,30,34,40,48,32,32,0,6,45,10,2017-01-01T00:00:00Z,2023-07-01,0,,,,,,,,,,,,,,,,,,,,9,1422171,2021-01-01,2021-07-01,,1,0,14,3,15,46.6666666666667,1.28571428571429,78.5714285714286,0.103969754253308,,,0.428571428571429,10.75,,,,,,2.3,2.75,3.5,11.5,25,11.5,4.7,7.25,11.5,15.75,18.3,0.2,86498,86498,5,11,1.42342552783182e-06,1.42731701569228e-06,15,0,4,11,0,4,15,4.94444444444445,0,0,1,3.88888888888889
biolink/ontobio,2019-07-01,27,77,12104,1217,13321,213,34,4914,878,5792,121,43,7190,339,7529,92,77,12104,1217,13321,213,43,7190,339,7529,92,34,4914,878,5792,121,71,50,21,18,32,10,11,44,38,34,0,1,33,19,2017-01-01T00:00:00Z,2023-07-01,0,,,,,,,,,,,,,,,,,,,,10,1422171,2021-01-01,2021-07-01,,1,0,14,3,11,81.8181818181818,1.55555555555556,55.5555555555556,0.146666666666667,,,0.6,6.25,,,,,,1,1,2,7.25,14.9,3.5,2.3,2.75,3.5,4.25,4.7,0.272727272727273,84044,84044,1,11,1.38304209416516e-06,1.38682317818726e-06,13,0,4,9,0,4,13,4.50476190476191,0,0,1,4
biolink/ontobio,2020-01-01,9.5,50,15640,12380,28020,198,11,13060,10025,23085,125,39,2580,2355,4935,73,50,15640,12380,28020,198,39,2580,2355,4935,73,11,13060,10025,23085,125,58,7,51,7,0,20,31,18,5,12,0,8,31,9,2017-01-01T00:00:00Z,2023-07-01,0,,,,,,,,,,,,,,,,,,,,11,1422171,2021-01-01,2021-07-01,,1,0,14,2,4,100,1.5,50,0.5,,,0.666666666666667,0,,,,,1,0,0,0,0,0,29,8.2,16,29,42,49.8,0.5,102204,102204,3,10,1.68188608576526e-06,1.68648417618689e-06,21,0,5,16,0,5,21,4.5421052631579,0,0,1,4.15789473684211
biolink/ontobio,2020-07-01,12,49,4178,1595,5773,98,21,299,131,430,28,28,3879,1464,5343,70,49,4178,1595,5773,98,28,3879,1464,5343,70,21,299,131,430,28,102,33,69,8,25,33,36,28,18,19,10,3,22,12,2017-01-01T00:00:00Z,2023-07-01,0,,,,,,,,,,,,,,,,,,,,12,1422171,2021-01-01,2021-07-01,,1,0,14,1,6,0,1,100,0.173553719008264,1,1,1,15.6,100,100,0,0,1,1.4,2,6,19,37.6,0,0,0,0,0,0,0.166666666666667,102297,102297,1,8,1.68341650929053e-06,1.6880187837207e-06,18,1,2,5,10,3,8,4.97647058823529,0,0,1,5
biolink/ontobio,2021-01-01,36,110,66860,3840,70700,392,48,56784,2036,58820,217,62,10076,1804,11880,175,110,66860,3840,70700,392,62,10076,1804,11880,175,48,56784,2036,58820,217,100,45,55,18,27,21,34,54,31,34,34,13,44,15,2017-01-01T00:00:00Z,2023-07-01,0,,,,,,,,,,,,,,,,,,,,13,1422171,2021-01-01,2021-07-01,,1,0,14,2,11,60,1.33333333333333,66.6666666666667,0.13905325443787,,,0.6,6,,,,,,1.4,2,3,8,12.8,19,19,19,19,19,19,0.181818181818182,109727,109727,5,14,1.80568582964233e-06,1.81062237486262e-06,19,0,5,12,2,5,17,4.87391304347826,0,0,1,5
biolink/ontobio,2021-07-01,9,56,8009,485,8494,109,12,7341,323,7664,40,44,668,162,830,69,56,8009,485,8494,109,44,668,162,830,69,12,7341,323,7664,40,47,21,26,9,12,8,18,34,17,23,12,0,14,8,2017-01-01T00:00:00Z,2023-07-01,0,,,,,,,,,,,,,,,,,,,,14,1422171,2021-01-01,2021-07-01,,1,1,14,,0,,,,,,,,,,,,,,,,,,,,,,,,,,85577,85577,3,7,1.40826939808162e-06,1.41211945076069e-06,8,0,0,8,0,0,8,5,0,0,1,5
biolink/ontobio,2022-01-01,6,28,2537,2024,4561,39,8,2514,2010,4524,25,20,23,14,37,14,28,2537,2024,4561,39,20,23,14,37,14,8,2514,2010,4524,25,22,10,12,6,4,5,7,13,8,11,5,0,8,5,2017-01-01T00:00:00Z,2023-07-01,0,,,,,,,,,,,,,,,,,,,,15,1422171,2021-01-01,2021-07-01,,1,1,14,,0,,,,,,,,,,,,,,,,,,,,,,,,,,104136,104136,3,12,1.71367940029012e-06,1.71836441011504e-06,6,0,1,5,0,1,6,5.0125,0,0,1,5
biolink/ontobio,2022-07-01,2,6,2153,2014,4167,13,3,25,8,33,3,3,2128,2006,4134,10,6,2153,2014,4167,13,3,2128,2006,4134,10,3,25,8,33,3,5,1,4,1,0,1,3,2,1,2,2,0,2,1,2017-01-01T00:00:00Z,2023-07-01,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1,1,2,1,2,16,1422171,2021-01-01,2021-07-01,,1,1,14,,0,,,,,,,,,,,,,,,,,,,,,,,,,,65036,65036,0,12,1.07024327300135e-06,1.0731691996643e-06,1,0,0,1,0,0,1,5.05,0,0,1,5
biolink/ontobio,2023-01-01,6,18,231,35,266,24,6,217,25,242,15,12,14,10,24,9,18,231,35,266,24,12,14,10,24,9,6,217,25,242,15,1,0,1,0,0,1,0,0,0,0,6,0,6,0,2017-01-01T00:00:00Z,2023-07-01,0,0,0,0,0,0,0,0,0.75,0,0.75,0,0.75,0.75,0.75,0.75,0.75,6,0.75,1,17,1422171,2021-01-01,2021-07-01,,1,1,14,,0,,,,,,,,,,,,,,,,,,,,,,,,,,63591,63591,1,6,1.04646411177546e-06,1.0493250288433e-06,5,0,0,5,0,0,5,5.06,0,0,1,5
inveniosoftware/invenio-oauth2server,2015-07-01,12,28,5552,3587,9139,185,19,5025,3536,8561,164,9,527,51,578,21,28,5552,3587,9139,185,9,527,51,578,21,19,5025,3536,8561,164,9,3,6,0,3,4,2,7,3,6,0,39,13,3,2015-07-01T00:00:00Z,2023-07-01,0,,,,,,,,,,,,,,,,,,,,2,189798,2016-07-01,2017-01-01,,1,0,5,1,7,0,1,100,0.291666666666666,1,1,1,2.33333333333333,100,100,0,0,1,1,1,1,3.25,5,0,0,0,0,0,0,0.142857142857143,,,11,1,,,0,0,0,0,0,0,0,6.7,0,0,1,10
inveniosoftware/invenio-oauth2server,2016-01-01,21,26,1047,392,1439,94,26,1047,392,1439,94,0,0,0,0,0,26,1047,392,1439,94,0,0,0,0,0,26,1047,392,1439,94,33,0,33,0,0,4,29,11,0,7,0,3,25,5,2015-07-01T00:00:00Z,2023-07-01,0,,,,,,,,,,,,,,,,,,,,3,189798,2016-07-01,2017-01-01,,1,0,5,1,7,0,1,100,0.175,1,1,0.833333333333333,6.8,85.7142857142857,100,0,0,1,1.4,2,3,5,15.8,0,0,0,0,0,0,0.142857142857143,,,1,1,,,0,0,0,0,0,0,0,6.7,0,0,1,10
inveniosoftware/invenio-oauth2server,2016-07-01,27,35,1286,604,1890,96,34,1279,595,1874,90,1,7,9,16,6,35,1286,604,1890,96,1,7,9,16,6,34,1279,595,1874,90,66,12,54,3,9,21,33,33,9,17,0,33,33,9,2015-07-01T00:00:00Z,2023-07-01,0,,,,,,,,,,,,,,,,,,,,4,189798,2016-07-01,2017-01-01,,1,0,5,2,13,82.3529411764706,1.58333333333333,41.6666666666667,0.107750472589792,,,0.916666666666667,4.5,,,,,,1.9,2,2.5,6.25,7.8,23,23,23,23,23,23,0.153846153846154,,,8,0,,,7,0,0,0,7,0,0,6.7,0,0,1,10
inveniosoftware/invenio-oauth2server,2017-01-01,6,10,858,82,940,38,8,488,53,541,26,2,370,29,399,12,10,858,82,940,38,2,370,29,399,12,8,488,53,541,26,15,7,8,1,6,4,4,12,6,11,0,3,9,3,2015-07-01T00:00:00Z,2023-07-01,0,,,,,,,,,,,,,,,,,,,,5,189798,2016-07-01,2017-01-01,,1,1,5,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,,,3,0,0,0,3,0,0,6.7,0,0,1,10
inveniosoftware/invenio-oauth2server,2017-07-01,14,27,870,252,1122,70,16,749,227,976,54,11,121,25,146,16,27,870,252,1122,70,11,121,25,146,16,16,749,227,976,54,50,17,33,6,11,21,12,33,14,21,0,29,24,22,2015-07-01T00:00:00Z,2023-07-01,0,,,,,,,,,,,,,,,,,,,,6,189798,2016-07-01,2017-01-01,,1,1,5,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,,,3,0,0,0,3,0,0,5.7,0,1,0,10
inveniosoftware/invenio-oauth2server,2018-01-01,6,20,722,3480,4202,186,13,430,1760,2190,104,7,292,1720,2012,82,20,722,3480,4202,186,7,292,1720,2012,82,13,430,1760,2190,104,4,2,2,0,2,1,1,2,2,2,0,8,10,9,2015-07-01T00:00:00Z,2023-07-01,0.75,0.75,0.75,0.75,0.75,0.75,0,0,1,0,0,0,1,1,1,1,1,10,1,,7,189798,2016-07-01,2017-01-01,,1,1,5,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,,,3,1,0,1,1,1,2,5.5,0,0,1,10
inveniosoftware/invenio-oauth2server,2018-07-01,1,3,192,17,209,9,3,192,17,209,9,0,0,0,0,0,3,192,17,209,9,0,0,0,0,0,3,192,17,209,9,3,2,1,1,1,1,0,0,2,0,0,0,1,2,2015-07-01T00:00:00Z,2023-07-01,0.5,0.5,0.5,0.5,0.5,0.5,0,0,1,0,0,0,1,1,1,1,1,1,1,,8,189798,2016-07-01,2017-01-01,,1,1,5,,0,,,,,,,,,,,,,,,,,,,,,,,,,,23005,23005,4,0,3.78574120416323e-07,3.79609100164176e-07,1,0,0,1,0,0,1,5.5,0,0,1,10
inveniosoftware/invenio-oauth2server,2019-01-01,1,2,8,7,15,5,2,8,7,15,5,0,0,0,0,0,2,8,7,15,5,0,0,0,0,0,2,8,7,15,5,5,1,4,0,1,0,4,1,1,1,0,0,0,0,2015-07-01T00:00:00Z,2023-07-01,0,,,,,,,,,,,,,,,,,,,,9,189798,2016-07-01,2017-01-01,,1,1,5,,0,,,,,,,,,,,,,,,,,,,,,,,,,,45367,45367,0,0,7.46566925491299e-07,7.48607956841911e-07,1,0,0,1,0,0,1,5.5,0,0,1,10
inveniosoftware/invenio-oauth2server,2019-07-01,1,6,32,57,89,19,2,12,25,37,7,4,20,32,52,12,6,32,57,89,19,4,20,32,52,12,2,12,25,37,7,8,0,8,0,0,5,3,0,0,0,0,0,3,2,2015-07-01T00:00:00Z,2023-07-01,0,,,,,,,,,,,,,,,,,,,,10,189798,2016-07-01,2017-01-01,,1,1,5,,0,,,,,,,,,,,,,,,,,,,,,,,,,,44445,44445,2,0,7.31394339574157e-07,7.33393890754044e-07,1,0,0,1,0,0,1,5.5,0,0,1,10
inveniosoftware/invenio-oauth2server,2020-01-01,8,16,1426,58,1484,52,11,767,51,818,33,5,659,7,666,19,16,1426,58,1484,52,5,659,7,666,19,11,767,51,818,33,17,11,6,6,5,4,2,15,8,11,0,11,9,7,2015-07-01T00:00:00Z,2023-07-01,0.777777777777778,0.555555555555556,0.777777777777778,0.777777777777778,0.777777777777778,0.777777777777778,0,0,1,0,0,0,0.888888888888889,0.888888888888889,1,1,1,9,1,,11,189798,2016-07-01,2017-01-01,,1,1,5,,0,,,,,,,,,,,,,,,,,,,,,,,,,,54261,54261,4,0,8.92928074240822e-07,8.95369240774107e-07,6,0,2,2,2,2,4,5.5,0,0,1,10
inveniosoftware/invenio-oauth2server,2020-07-01,6,22,581,356,937,61,7,187,110,297,18,15,394,246,640,43,22,581,356,937,61,15,394,246,640,43,7,187,110,297,18,9,2,7,1,1,2,5,7,2,5,24,16,8,7,2015-07-01T00:00:00Z,2023-07-01,0,,,,,,,,,,,,,,,,,,,,12,189798,2016-07-01,2017-01-01,,1,1,5,,0,,,,,,,,,,,,,,,,,,,,,,,,,,49034,49034,3,0,8.06911689654162e-07,8.09117696911549e-07,5,0,1,2,2,1,3,5.6,0,0,1,10
inveniosoftware/invenio-oauth2server,2021-01-01,0,1,268,106,374,7,0,0,0,0,0,1,268,106,374,7,1,268,106,374,7,1,268,106,374,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,6,2,1,2015-07-01T00:00:00Z,2023-07-01,0,,,,,,,,,,,,,,,,,,,,13,189798,2016-07-01,2017-01-01,,1,1,5,,0,,,,,,,,,,,,,,,,,,,,,,,,,,90193,90193,1,0,1.48423106466896e-06,1.48828878813769e-06,1,0,0,1,0,0,1,5.6,0,0,1,10
inveniosoftware/invenio-oauth2server,2021-07-01,1,4,354,157,511,6,1,5,1,6,2,3,349,156,505,4,4,354,157,511,6,3,349,156,505,4,1,5,1,6,2,0,0,0,0,0,0,0,0,0,0,1,0,3,0,2015-07-01T00:00:00Z,2023-07-01,0,,,,,,,,,,,,,,,,,,,,14,189798,2016-07-01,2017-01-01,,1,1,5,,0,,,,,,,,,,,,,,,,,,,,,,,,,,73746,73746,2,0,1.21357648703422e-06,1.21689427084144e-06,1,0,0,1,0,0,1,5.6,0,0,1,10
inveniosoftware/invenio-oauth2server,2022-01-01,3,7,105,79,184,21,3,31,19,50,10,4,74,60,134,11,7,105,79,184,21,4,74,60,134,11,3,31,19,50,10,0,0,0,0,0,0,0,0,0,0,2,1,4,0,2015-07-01T00:00:00Z,2023-07-01,0,,,,,,,,,,,,,,,,,,,,15,189798,2016-07-01,2017-01-01,,1,1,5,,0,,,,,,,,,,,,,,,,,,,,,,,,,,55285,55285,3,0,9.09779189185674e-07,9.1226642480228e-07,1,0,0,1,0,0,1,5.6,0,0,1,10
