repo_name,time_period,prs_opened,commits,commit_additions,commit_deletions,commit_changes_total,commit_files_changed_count,pr_commits,pr_commit_additions,pr_commit_deletions,pr_commit_changes_total,pr_commit_files_changed_count,push_commits,push_commit_additions,push_commit_deletions,push_commit_changes_total,push_commit_files_changed_count,commits_lt100,commit_additions_lt100,commit_deletions_lt100,commit_changes_total_lt100,commit_files_changed_count_lt100,push_commits_lt100,push_commit_additions_lt100,push_commit_deletions_lt100,push_commit_changes_total_lt100,push_commit_files_changed_count_lt100,pr_commits_lt100,pr_commit_additions_lt100,pr_commit_deletions_lt100,pr_commit_changes_total_lt100,pr_commit_files_changed_count_lt100,comments,issue_comments,pr_comments,own_issue_comments,helping_issue_comments,own_pr_comments,helping_pr_comments,linked_pr_issue_comments,issues_opened,issues_opened_with_linked_pr,pr_reviews,pr_review_comments,prs_merged,issues_closed,first_period,final_period,closed_issue,closed_in_30_days,closed_in_60_days,closed_in_90_days,closed_in_180_days,closed_in_360_days,prs_closed_unmerged,p_prs_closed_unmerged,p_prs_merged,p_review_state_commented,p_review_state_approved,p_review_state_changes_requested,p_prs_merged_30d,p_prs_merged_60d,p_prs_merged_90d,p_prs_merged_180d,p_prs_merged_360d,prs_closed,p_prs_closed,mean_pr_reviews,time_index,departed_actor_id,last_pre_period,treatment_period,abandoned_date,treated_project,treatment,treatment_group,total_important,total_nodes,mean_cluster_overlap,avg_clusters_per_node,pct_nodes_one_cluster,HHI_normalized_degree,HHI_individual_coverage,HHI_individual_coverage_cluster,normalized_degree,imp_to_other_avg_edge_weight,important,imp_to_other_perc_10,imp_to_other_perc_25,imp_to_other_perc_50,imp_to_other_perc_75,imp_to_other_perc_90,imp_to_imp_avg_edge_weight,imp_to_imp_perc_10,imp_to_imp_perc_25,imp_to_imp_perc_50,imp_to_imp_perc_75,imp_to_imp_perc_90,individual_node_coverage,individual_coverage_cluster,overall_overlap,weighted_overall_overlap,prop_important
aldryn/aldryn-people,2015-01-01,8,112,5415,4274,9689,221,14,360,145,505,38,98,5055,4129,9184,183,112,5415,4274,9689,221,98,5055,4129,9184,183,14,360,145,505,38,22,1,21,0,1,4,17,21,1,13,0,5,9,0,2015-01-01T00:00:00Z,2018-07-01,1,0,0,0,0.571428571428571,1,1,0.1,0.9,0,0,0,0.9,0.9,0.9,0.9,0.9,10,1,,1,615759,2016-01-01,2016-07-01,,1,0,4,1,9,0,1,100,,,,0.25,3,FALSE,3,3,3,3,3,3,3,3,3,3,3,,,,,0.111111111111111
aldryn/aldryn-people,2015-07-01,64,181,10707,3177,13884,434,108,9687,2697,12384,353,73,1020,480,1500,81,181,10707,3177,13884,434,73,1020,480,1500,81,108,9687,2697,12384,353,169,54,115,9,45,26,89,144,39,126,0,81,73,17,2015-01-01T00:00:00Z,2018-07-01,0.375,0.25,0.25,0.375,0.375,0.375,2,0.027027027027027,0.986486486486486,0,0,0,0.972972972972973,0.986486486486486,0.986486486486486,0.986486486486486,0.986486486486486,74,1,,2,615759,2016-01-01,2016-07-01,,1,0,4,2,35,59.2592592592593,1.38095238095238,61.9047619047619,0.529131985731272,0.529131985731272,0.529131985731272,0.529411764705882,6.29411764705882,TRUE,1,1,2,7,16.2,19,19,19,19,19,19,51.4285714285714,85.7142857142857,47.0588235294118,79.4392523364486,0.0571428571428571
aldryn/aldryn-people,2016-01-01,17,56,3753,1301,5054,136,24,3293,1278,4571,98,32,460,23,483,38,56,3753,1301,5054,136,32,460,23,483,38,24,3293,1278,4571,98,60,0,60,0,0,2,58,7,0,7,0,11,20,0,2015-01-01T00:00:00Z,2018-07-01,0,0,0,0,0,0,0,0,0.952380952380952,0,0,0,0.952380952380952,0.952380952380952,0.952380952380952,0.952380952380952,0.952380952380952,20,0.952380952380952,,3,615759,2016-01-01,2016-07-01,,1,0,4,1,16,0,1,100,,,,0.266666666666667,3.33333333333333,FALSE,1.2,1.5,2,4.5,6,11,11,11,11,11,11,,,,,0.0625
aldryn/aldryn-people,2016-07-01,3,7,837,778,1615,42,5,516,466,982,25,2,321,312,633,17,7,837,778,1615,42,2,321,312,633,17,5,516,466,982,25,20,8,12,3,5,0,12,11,5,6,0,0,3,2,2015-01-01T00:00:00Z,2018-07-01,0.666666666666667,0.666666666666667,0.666666666666667,0.666666666666667,0.666666666666667,0.666666666666667,0,0,0.6,0,0,0,0.6,0.6,0.6,0.6,0.6,3,0.6,,4,615759,2016-01-01,2016-07-01,,1,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
aldryn/aldryn-people,2017-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,2,0,3,0,2,3,3,3,0,0,0,0,2015-01-01T00:00:00Z,2018-07-01,,,,,,,,,,,,,,,,,,,,,5,615759,2016-01-01,2016-07-01,,1,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
aldryn/aldryn-people,2017-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1,14,0,1,0,14,0,1,0,0,0,0,0,2015-01-01T00:00:00Z,2018-07-01,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,6,615759,2016-01-01,2016-07-01,,1,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
aldryn/aldryn-people,2018-01-01,5,18,595,11477,12072,178,8,440,5776,6216,89,10,155,5701,5856,89,18,595,11477,12072,178,10,155,5701,5856,89,8,440,5776,6216,89,26,0,26,0,0,0,26,1,0,1,0,5,6,0,2015-01-01T00:00:00Z,2018-07-01,,,,,,,,,,,,,,,,,,,,,7,615759,2016-01-01,2016-07-01,,1,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
aldryn/aldryn-people,2018-07-01,1,3,638,959,1597,77,1,272,386,658,30,2,366,573,939,47,3,638,959,1597,77,2,366,573,939,47,1,272,386,658,30,2,0,2,0,0,0,2,0,0,0,0,0,1,0,2015-01-01T00:00:00Z,2018-07-01,,,,,,,0,0,1,0,0,0,1,1,1,1,1,1,1,,8,615759,2016-01-01,2016-07-01,,1,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
enthought/traitsui,2015-01-01,19,46,3354,1527,4881,186,27,2395,1011,3406,129,19,959,516,1475,57,46,3354,1527,4881,186,19,959,516,1475,57,27,2395,1011,3406,129,64,19,45,5,14,11,34,48,15,33,0,17,18,5,2015-01-01T00:00:00Z,2023-07-01,0.625,0.375,0.375,0.375,0.375,0.375,4,0.181818181818182,0.818181818181818,0,0,0,0.636363636363636,0.636363636363636,0.636363636363636,0.772727272727273,0.818181818181818,22,1,,1,3673984,2021-01-01,2021-07-01,,1,0,14,,,,,,,,,,,,,,,,,,,,,,,,,,,
enthought/traitsui,2015-07-01,21,54,24884,5722,30606,690,34,20757,4378,25135,462,20,4127,1344,5471,228,50,16841,3072,19913,250,18,116,7,123,9,32,16725,3065,19790,241,80,19,61,7,12,33,28,69,15,38,0,35,24,5,2015-01-01T00:00:00Z,2023-07-01,,,,,,,,,,,,,,,,,,,,,2,3673984,2021-01-01,2021-07-01,,1,0,14,,,,,,,,,,,,,,,,,,,,,,,,,,,
enthought/traitsui,2016-01-01,17,50,32290,21879,54169,433,25,31437,21583,53020,391,25,853,296,1149,42,49,11649,2613,14262,160,25,853,296,1149,42,24,10796,2317,13113,118,105,35,70,16,19,28,42,68,24,43,0,30,19,7,2015-01-01T00:00:00Z,2023-07-01,,,,,,,,,,,,,,,,,,,,,3,3673984,2021-01-01,2021-07-01,,1,0,14,1,19,0,1,100,,,,0.0555555555555556,0,FALSE,0,0,0,0,0,17,17,17,17,17,17,,,,,0.0526315789473684
enthought/traitsui,2016-07-01,14,29,54586,53913,108499,933,15,54252,53816,108068,916,14,334,97,431,17,27,395,2112,2507,45,14,334,97,431,17,13,61,2015,2076,28,77,47,30,19,28,11,19,46,32,32,0,16,15,6,2015-01-01T00:00:00Z,2023-07-01,,,,,,,,,,,,,,,,,,,,,4,3673984,2021-01-01,2021-07-01,,1,0,14,,,,,,,,,,,,,,,,,,,,,,,,,,,
enthought/traitsui,2017-01-01,21.5,48,55917,58999,114916,1019,26,28482,32045,60527,558,22,27435,26954,54389,461,46,1041,5176,6217,119,21,45,50,95,11,25,996,5126,6122,108,84,53,31,18,35,12,19,42,32,27,0,9,22,19,2015-01-01T00:00:00Z,2023-07-01,,,,,,,,,,,,,,,,,,,,,5,3673984,2021-01-01,2021-07-01,,1,0,14,1,14,0,1,100,,,,0.0769230769230769,0,FALSE,0,0,0,0,0,3,3,3,3,3,3,,,,,0.0714285714285714
enthought/traitsui,2017-07-01,18.5,49,9846,12149,21995,292,31,5964,11601,17565,249,18,3882,548,4430,43,48,7601,6825,14426,184,18,3882,548,4430,43,30,3719,6277,9996,141,75,43,32,12,31,11,21,22,26,18,0,21,15,18,2015-01-01T00:00:00Z,2023-07-01,,,,,,,,,,,,,,,,,,,,,6,3673984,2021-01-01,2021-07-01,,1,0,14,,,,,,,,,,,,,,,,,,,,,,,,,,,
enthought/traitsui,2018-01-01,16,51,167961,93074,261035,2430,23,164279,89389,253668,2009,28,3682,3685,7367,421,44,14394,15485,29879,424,26,1789,1887,3676,98,18,12605,13598,26203,326,73,54,19,21,33,7,12,24,36,21,0,3,21,12,2015-01-01T00:00:00Z,2023-07-01,,,,,,,,,,,,,,,,,,,,,7,3673984,2021-01-01,2021-07-01,,1,0,14,,,,,,,,,,,,,,,,,,,,,,,,,,,
enthought/traitsui,2018-07-01,7.5,25,4263,2142,6405,1621,11,1979,998,2977,839,14,2284,1144,3428,782,21,177,232,409,118,12,60,74,134,17,9,117,158,275,101,56,42,14,12,30,5,9,24,21,14,0,20,9,5,2015-01-01T00:00:00Z,2023-07-01,,,,,,,,,,,,,,,,,,,,,8,3673984,2021-01-01,2021-07-01,,1,0,14,,,,,,,,,,,,,,,,,,,,,,,,,,,
