File:  output/analysis/event_study_forest/important_degree_top3/rolling5/exact1/nevertreated/pc1_binary/pull_request_merged_repo_att_event_study_forest.parquet 
MD5:   4ce71559071183467bda199e56938502 
Key:   outcome repo_name repo_id 
 
 ==================================================================================================================== 
 variable_name                                          type     N  uniqueN    mean       sd        min        max    
 -------------------------------------------------------------------------------------------------------------------- 
 outcome                                              character 443    1                                              
 repo_name                                            character 443   443                                             
 repo_id                                               numeric  443         11,385.420 6,131.595     16      22,998   
 att                                                   numeric  443           -1.088     0.559     -2.636     0.430   
 att_group                                            character 443    2                                              
 att_dr                                                numeric  399           -0.683    91.665   -1,595.305  573.073  
 att_dr_group                                         character 399    3                                              
 event_time-5                                          numeric  443           0.256      0.654       -2       1.859   
 event_time-4                                          numeric  443           0.066      0.609     -1.580     1.246   
 event_time-3                                          numeric  443           -0.103     0.681     -1.553     1.523   
 event_time-2                                          numeric  443           -0.041     0.395     -0.806     1.487   
 event_time0                                           numeric  443           -0.504     0.870     -2.415     1.694   
 event_time1                                           numeric  443           -0.930     0.674     -2.393     0.805   
 event_time2                                           numeric  443           -1.384     0.580     -3.327     0.977   
 event_time3                                           numeric  443           -1.164     0.774     -3.154     0.931   
 event_time4                                           numeric  443           -0.843     0.790     -3.538     1.539   
 event_time5                                           numeric  443           -1.117     0.660     -3.660     0.282   
 cohort10event_time.2                                  numeric  15            5.712     12.091     -1.539    47.838   
 cohort10event_time.3                                  numeric  15            5.339     11.320     -2.624    44.390   
 cohort10event_time.4                                  numeric  15            5.365     11.309     -2.982    44.577   
 cohort10event_time.5                                  numeric  15            2.230      6.320     -4.262    20.876   
 cohort10event_time0                                   numeric  15            -5.165    23.826    -89.924     8.871   
 cohort10event_time1                                   numeric  15            -3.812    17.387    -64.721     8.572   
 cohort10event_time2                                   numeric  15            -5.567    23.015    -86.412     7.372   
 cohort10event_time3                                   numeric  15            -6.360    28.389    -107.604    8.992   
 cohort10event_time4                                   numeric  15            -5.664    24.173    -88.118     9.832   
 cohort10event_time5                                   numeric  15           -10.607    31.665    -97.683    10.271   
 cohort11event_time.2                                  numeric  34            3.641     34.961    -66.427    176.745  
 cohort11event_time.3                                  numeric  34            3.215     14.136    -38.963    52.728   
 cohort11event_time.4                                  numeric  34            5.069     16.468     -3.587    81.149   
 cohort11event_time.5                                  numeric  34            5.974     16.113    -11.333    76.072   
 cohort11event_time0                                   numeric  34            4.495     18.229    -11.451    79.748   
 cohort11event_time1                                   numeric  34            1.627     13.839    -15.446    65.760   
 cohort11event_time2                                   numeric  34            0.521      9.611    -18.876    32.397   
 cohort11event_time3                                   numeric  34            2.409     13.136     -8.974    68.633   
 cohort11event_time4                                   numeric  34            5.190     26.423    -19.232    142.738  
 cohort11event_time5                                   numeric  34            9.783     39.062    -16.829    218.779  
 cohort12event_time.2                                  numeric  66            1.835     61.654    -299.342   385.416  
 cohort12event_time.3                                  numeric  66            24.892    156.204   -39.769   1,211.686 
 cohort12event_time.4                                  numeric  66            -5.395    30.455    -231.572   35.836   
 cohort12event_time.5                                  numeric  66            -3.274    39.527    -244.595   180.493  
 cohort12event_time0                                   numeric  66            4.606     62.773    -169.326   473.147  
 cohort12event_time1                                   numeric  66            1.264     51.763    -248.138   319.646  
 cohort12event_time2                                   numeric  66            2.048     35.730    -99.506    263.081  
 cohort12event_time3                                   numeric  66            3.780     32.024    -30.559    243.974  
 cohort12event_time4                                   numeric  66            0.090     38.558    -95.035    194.799  
 cohort12event_time5                                   numeric  66            -4.819    40.355    -220.282   178.378  
 cohort13event_time.2                                  numeric  82            1.580     12.611    -19.732    79.272   
 cohort13event_time.3                                  numeric  82            0.260     16.169    -47.017    114.015  
 cohort13event_time.4                                  numeric  82            2.479     14.875    -17.159    67.850   
 cohort13event_time.5                                  numeric  82            10.686    110.134   -67.159    986.724  
 cohort13event_time0                                   numeric  82            0.341     15.663    -28.505    123.481  
 cohort13event_time1                                   numeric  82            -0.122     9.655    -19.639    74.468   
 cohort13event_time2                                   numeric  82            -0.169    12.084    -33.531    71.833   
 cohort13event_time3                                   numeric  82            10.043    107.104   -75.274    955.533  
 cohort13event_time4                                   numeric  82            9.595     109.299   -96.788    966.795  
 cohort13event_time5                                   numeric  82            8.454     108.514   -83.952    967.831  
 cohort14event_time.2                                  numeric  66            -0.795    10.584    -48.569    32.878   
 cohort14event_time.3                                  numeric  66            -1.490    21.227    -151.661   40.300   
 cohort14event_time.4                                  numeric  66            1.782     18.133    -39.853    130.259  
 cohort14event_time.5                                  numeric  66            0.148     21.976    -142.651   76.019   
 cohort14event_time0                                   numeric  66            0.284     15.361    -98.753    49.279   
 cohort14event_time1                                   numeric  66            -1.778    30.036    -228.540   48.557   
 cohort14event_time2                                   numeric  66            1.270     66.672    -303.112   397.143  
 cohort14event_time3                                   numeric  66            -3.349    58.460    -323.687   236.945  
 cohort14event_time4                                   numeric  66            -1.802    50.984    -336.356   195.072  
 cohort14event_time5                                   numeric  66            0.139     62.793    -333.114   366.196  
 cohort15event_time.2                                  numeric  65            8.747     71.114    -13.900    572.242  
 cohort15event_time.3                                  numeric  65            4.478     36.178     -8.875    288.178  
 cohort15event_time.4                                  numeric  65            7.314     63.361    -29.806    503.782  
 cohort15event_time.5                                  numeric  65            -4.754    28.507    -226.604   15.439   
 cohort15event_time0                                   numeric  65            0.997     13.056    -11.313    95.096   
 cohort15event_time1                                   numeric  65           -23.301    193.690  -1,555.001  98.648   
 cohort15event_time2                                   numeric  65           -22.366    181.266  -1,455.045  97.886   
 cohort15event_time3                                   numeric  65           -21.884    176.563  -1,418.030  94.652   
 cohort15event_time4                                   numeric  65           -31.174    262.542  -2,109.276  99.092   
 cohort15event_time5                                   numeric  65           -22.373    179.081  -1,439.171  84.428   
 cohort16event_time.2                                  numeric  71            1.872     24.745    -102.058   119.574  
 cohort16event_time.3                                  numeric  71            5.035     33.435    -76.791    179.717  
 cohort16event_time.4                                  numeric  71            3.728     35.507    -79.062    264.562  
 cohort16event_time.5                                  numeric  71            2.337     21.271    -108.174   91.111   
 cohort16event_time0                                   numeric  71            5.096     40.516    -119.964   209.466  
 cohort16event_time1                                   numeric  71            4.065     41.349    -106.819   197.363  
 cohort16event_time2                                   numeric  71            10.702    44.848    -103.116   242.900  
 cohort16event_time3                                   numeric  71            14.283    71.274    -75.709    532.619  
 cohort16event_time4                                   numeric  71            15.987    74.331    -108.718   535.046  
 cohort16event_time5                                   numeric  71            14.859    59.497    -90.021    369.288  
 collaboration_principal_component1_binary             numeric  443           0.499      0.501       0          1     
 shared_knowledge_principal_component1_binary          numeric  443           0.494      0.501       0          1     
 discussion_quality_principal_component1_binary        numeric  443           0.506      0.501       0          1     
 investment_in_new_talent_principal_component1_binary  numeric  443           0.406      0.492       0          1     
 problem_solving_routines_principal_component1_binary  numeric  443           0.296      0.457       0          1     
 -------------------------------------------------------------------------------------------------------------------- 
