File:  output/analysis/event_study_forest/opened_cohort/important_degree_top3/rolling5/exact2/nevertreated/pc_score/norm/pull_request_merged_repo_att_event_study_forest.parquet 
MD5:   a5e317e9d5fe92a543fa0ed8447760a2 
Key:   outcome repo_name repo_id 
 
 ================================================================================================= 
 variable_name                       type     N  uniqueN    mean       sd        min        max    
 ------------------------------------------------------------------------------------------------- 
 outcome                           character 577    1                                              
 repo_name                         character 577   577                                             
 repo_id                            numeric  577         11,853.280 6,311.730    101      23,014   
 att                                numeric  577           -1.290     2.445    -18.606     7.801   
 att_group                         character 577    2                                              
 att_doubly_robust                  numeric  575           -2.029    76.003   -1,321.445  802.904  
 att_doubly_robust_group           character 575    3                                              
 event_time-5                       numeric  577           0.656      1.738     -2.656    18.138   
 event_time-4                       numeric  577           0.491      1.743     -3.547    17.960   
 event_time-3                       numeric  577           -0.134     0.710     -3.141     4.911   
 event_time-2                       numeric  577           0.280      0.838     -2.504     4.133   
 event_time0                        numeric  577           -0.563     2.234    -17.104     4.654   
 event_time1                        numeric  577           -1.197     2.218    -17.384     3.941   
 event_time2                        numeric  577           -1.269     2.375    -18.241     3.569   
 event_time3                        numeric  577           -1.485     2.598    -19.157     5.869   
 event_time4                        numeric  577           -1.096     2.960    -19.092    18.989   
 event_time5                        numeric  577           -1.405     2.869    -19.158    18.759   
 cohort10event_time.2               numeric  37           -11.519    95.992    -460.558   140.680  
 cohort10event_time.3               numeric  37            -8.349    82.516    -309.906   145.846  
 cohort10event_time.4               numeric  37            -6.285    115.586   -401.527   392.951  
 cohort10event_time.5               numeric  37            -4.612    92.291    -391.885   168.012  
 cohort10event_time0                numeric  37           -21.246    89.949    -498.864   105.113  
 cohort10event_time1                numeric  37            -8.783    97.252    -505.093   159.371  
 cohort10event_time2                numeric  37           -19.382    130.478   -591.340   366.192  
 cohort10event_time3                numeric  37            -4.242    86.275    -396.074   177.248  
 cohort10event_time4                numeric  37           -17.863    92.925    -524.680   95.896   
 cohort10event_time5                numeric  37            5.960     81.012    -247.130   286.965  
 cohort11event_time.2               numeric  53            11.905    46.745    -89.441    219.820  
 cohort11event_time.3               numeric  53            0.213     110.893   -493.327   373.046  
 cohort11event_time.4               numeric  53            -3.118    111.382   -444.393   224.798  
 cohort11event_time.5               numeric  53            -5.697    121.751   -485.803   227.758  
 cohort11event_time0                numeric  53            16.290    75.019    -113.476   392.157  
 cohort11event_time1                numeric  53            4.322     38.273    -67.008    174.890  
 cohort11event_time2                numeric  53            8.824     34.195    -60.702    164.730  
 cohort11event_time3                numeric  53            -1.226    33.440    -85.626    158.840  
 cohort11event_time4                numeric  53            19.217    39.027    -46.425    179.829  
 cohort11event_time5                numeric  53           -15.361    111.042   -515.032   216.360  
 cohort12event_time.2               numeric  73            -1.858    18.589    -58.930    49.347   
 cohort12event_time.3               numeric  73            0.336     19.948    -60.357    99.605   
 cohort12event_time.4               numeric  73            1.762     210.539   -418.068  1,700.025 
 cohort12event_time.5               numeric  73            1.674     209.494   -455.421  1,671.858 
 cohort12event_time0                numeric  73            -1.356    21.815    -68.992    72.789   
 cohort12event_time1                numeric  73            -1.254    36.188    -177.873   143.030  
 cohort12event_time2                numeric  73            -4.826    33.445    -206.964   78.043   
 cohort12event_time3                numeric  73            4.389     39.964    -114.070   261.007  
 cohort12event_time4                numeric  73            -2.834    225.631   -448.882  1,804.905 
 cohort12event_time5                numeric  73            -2.897    225.997   -447.728  1,807.270 
 cohort13event_time.2               numeric  127           1.433     12.366    -51.528    50.836   
 cohort13event_time.3               numeric  127           -0.898    11.005    -70.238    38.462   
 cohort13event_time.4               numeric  127           2.028     11.122    -55.085    38.821   
 cohort13event_time.5               numeric  127           0.461     20.885    -147.487   71.565   
 cohort13event_time0                numeric  127           -0.175    16.135    -64.197    96.996   
 cohort13event_time1                numeric  127           -2.058    14.801    -76.456    60.512   
 cohort13event_time2                numeric  127           5.255     36.781    -68.211    380.365  
 cohort13event_time3                numeric  127           -1.008    30.283    -122.353   156.244  
 cohort13event_time4                numeric  127           0.735     36.709    -124.451   234.738  
 cohort13event_time5                numeric  127           0.298     30.749    -115.060   157.839  
 cohort14event_time.2               numeric  75            0.184     13.845    -42.565    34.005   
 cohort14event_time.3               numeric  75            2.610     18.873    -45.171    49.605   
 cohort14event_time.4               numeric  75            -2.006    17.499    -43.008    75.391   
 cohort14event_time.5               numeric  75            3.283     24.628    -55.255    95.644   
 cohort14event_time0                numeric  75            -1.059    29.011    -58.948    196.827  
 cohort14event_time1                numeric  75            5.222     27.986    -113.089   152.056  
 cohort14event_time2                numeric  75            -6.761    40.843    -163.609   123.296  
 cohort14event_time3                numeric  75            -2.933    47.247    -155.155   202.179  
 cohort14event_time4                numeric  75            -4.171    47.752    -169.041   141.004  
 cohort14event_time5                numeric  75            -4.957    39.613    -159.352   119.074  
 cohort15event_time.2               numeric  102           3.258     15.758    -40.517    63.986   
 cohort15event_time.3               numeric  102           2.052     17.605    -34.193    108.676  
 cohort15event_time.4               numeric  102           4.297     38.325    -35.389    349.377  
 cohort15event_time.5               numeric  102           -1.584    18.895    -69.362    98.889   
 cohort15event_time0                numeric  102           5.265     16.948    -54.492    92.072   
 cohort15event_time1                numeric  102           -1.582    34.907    -223.055   140.095  
 cohort15event_time2                numeric  102           -1.172    39.649    -232.360   197.055  
 cohort15event_time3                numeric  102           -1.999    36.751    -219.054   167.243  
 cohort15event_time4                numeric  102           -2.635    32.505    -229.363   84.687   
 cohort15event_time5                numeric  102           -2.591    33.297    -218.803   84.068   
 cohort16event_time.2               numeric  108           -1.789    11.712    -38.486    30.084   
 cohort16event_time.3               numeric  108           0.135     13.797    -55.048    61.285   
 cohort16event_time.4               numeric  108           0.362     14.810    -53.291    54.082   
 cohort16event_time.5               numeric  108           2.164     19.150    -61.301    96.200   
 cohort16event_time0                numeric  108           -3.611    134.644  -1,315.689  283.184  
