repo_name,time_period,prs_opened,commits,commit_additions,commit_deletions,commit_changes_total,commit_files_changed_count,pr_commits,pr_commit_additions,pr_commit_deletions,pr_commit_changes_total,pr_commit_files_changed_count,push_commits,push_commit_additions,push_commit_deletions,push_commit_changes_total,push_commit_files_changed_count,commits_lt100,commit_additions_lt100,commit_deletions_lt100,commit_changes_total_lt100,commit_files_changed_count_lt100,push_commits_lt100,push_commit_additions_lt100,push_commit_deletions_lt100,push_commit_changes_total_lt100,push_commit_files_changed_count_lt100,pr_commits_lt100,pr_commit_additions_lt100,pr_commit_deletions_lt100,pr_commit_changes_total_lt100,pr_commit_files_changed_count_lt100,comments,issue_comments,pr_comments,own_issue_comments,helping_issue_comments,own_pr_comments,helping_pr_comments,linked_pr_issue_comments,issues_opened,issues_opened_with_linked_pr,pr_reviews,pr_review_comments,prs_merged,issues_closed,first_period,final_period,closed_issue,closed_in_30_days,closed_in_60_days,closed_in_90_days,closed_in_180_days,closed_in_360_days,prs_closed_unmerged,p_prs_closed_unmerged,p_prs_merged,p_review_state_commented,p_review_state_approved,p_review_state_changes_requested,p_prs_merged_30d,p_prs_merged_60d,p_prs_merged_90d,p_prs_merged_180d,p_prs_merged_360d,prs_closed,p_prs_closed,mean_pr_reviews,time_index,departed_actor_id,last_pre_period,treatment_period,abandoned_date,treated_project,treatment,treatment_group,total_important,total_nodes,mean_cluster_overlap,avg_clusters_per_node,pct_nodes_one_cluster,HHI_normalized_degree,HHI_individual_coverage,HHI_individual_coverage_cluster,normalized_degree,imp_to_other_avg_edge_weight,important,imp_to_other_perc_10,imp_to_other_perc_25,imp_to_other_perc_50,imp_to_other_perc_75,imp_to_other_perc_90,imp_to_imp_avg_edge_weight,imp_to_imp_perc_10,imp_to_imp_perc_25,imp_to_imp_perc_50,imp_to_imp_perc_75,imp_to_imp_perc_90,individual_node_coverage,individual_coverage_cluster,overall_overlap,weighted_overall_overlap,prop_important
deis/deis,2015-01-01,333,687,168569,112221,280790,6437,387,38148,17999,56147,1202,300,130421,94222,224643,5235,678,69749,21207,90956,5038,292,46245,17493,63738,3959,386,23504,3714,27218,1079,6682,3390,3292,1054,2336,975,2317,5201,1667,2646,0,791,450,515,2015-01-01T00:00:00Z,2021-07-01,,,,,,,,,,,,,,,,,,,,,1,536009,2015-07-01,2016-01-01T00:00:00Z,2022-01-01T00:00:00Z,1,0,3,6,272,83.2369942196532,2.22457627118644,39.406779661017,0.226260415789917,0.229612698412698,0.229612698412698,0.590405904059041,8.96129032258065,TRUE,1,1,4,9,24,341.2,33.2,44,181,682,736.6,57.3529411764706,66.1016949152543,77.4193548387097,93.304535637149,0.0220588235294118
deis/deis,2015-07-01,269,594,647493,127776,775269,9803,301,104938,27868,132806,1803,293,542555,99908,642463,8000,570,194495,65071,259566,5636,272,110054,49848,159902,4212,298,84441,15223,99664,1424,4543,2340,2203,816,1524,660,1543,3378,1257,1740,0,933,331,345,2015-01-01T00:00:00Z,2021-07-01,,,,,,,,,,,,,,,,,,,,,2,536009,2015-07-01,2016-01-01T00:00:00Z,2022-01-01T00:00:00Z,1,0,3,8,227,83.2244008714597,2.43229166666667,44.2708333333333,0.157925135559279,0.164240287222189,0.164240287222189,0.460176991150443,6.14432989690722,TRUE,1,1,3,7,12.4,132.857142857143,30.8,46,71,216,262.8,43.1718061674009,51.0416666666667,82.4742268041237,94.1275167785235,0.0352422907488987
deis/deis,2016-01-01,68,147,11553,42700,54253,1248,77,960,702,1662,140,70,10593,41998,52591,1108,144,3257,16999,20256,540,67,2297,16297,18594,400,77,960,702,1662,140,1352,1007,345,268,739,108,237,658,632,404,0,31,96,382,2015-01-01T00:00:00Z,2021-07-01,0.991803278688525,0.69672131147541,0.786885245901639,0.860655737704918,0.942622950819672,0.991803278688525,24,0.206896551724138,0.827586206896552,0,0,0,0.810344827586207,0.827586206896552,0.827586206896552,0.827586206896552,0.827586206896552,116,1,,3,536009,2015-07-01,2016-01-01T00:00:00Z,2022-01-01T00:00:00Z,1,1,3,4,107,72.1212121212121,1.79787234042553,53.1914893617021,0.3009033164161,0.305836630370085,0.305836630370085,0.30188679245283,2.48275862068966,TRUE,1,1,2,3,4,27,12.2,17,25,36,42.6,28.0373831775701,31.9148936170213,86.2068965517241,84.7222222222222,0.0373831775700935
deis/deis,2016-07-01,21,50,1528,822,2350,294,29,292,121,413,80,21,1236,701,1937,214,50,1528,822,2350,294,21,1236,701,1937,214,29,292,121,413,80,286,149,137,45,104,57,80,140,85,61,0,8,23,33,2015-01-01T00:00:00Z,2021-07-01,,,,,,,,,,,,,,,,,,,,,4,536009,2015-07-01,2016-01-01T00:00:00Z,2022-01-01T00:00:00Z,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
deis/deis,2017-01-01,3,12,126,95,221,34,8,26,18,44,8,4,100,77,177,26,12,126,95,221,34,4,100,77,177,26,8,26,18,44,8,82,71,11,5,66,4,7,38,65,31,0,0,3,49,2015-01-01T00:00:00Z,2021-07-01,1,1,1,1,1,1,1,0.25,0.75,0,0,0,0.75,0.75,0.75,0.75,0.75,4,1,,5,536009,2015-07-01,2016-01-01T00:00:00Z,2022-01-01T00:00:00Z,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
deis/deis,2017-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0,2,7,0,0,1,8,1,0,0,0,2,2015-01-01T00:00:00Z,2021-07-01,,,,,,,,,,,,,,,,,,,,,6,536009,2015-07-01,2016-01-01T00:00:00Z,2022-01-01T00:00:00Z,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
deis/deis,2018-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,1,2,0,0,0,0,0,0,0,2015-01-01T00:00:00Z,2021-07-01,,,,,,,1,1,0,0,0,0,0,0,0,0,0,1,1,,7,536009,2015-07-01,2016-01-01T00:00:00Z,2022-01-01T00:00:00Z,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
deis/deis,2018-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015-01-01T00:00:00Z,2021-07-01,,,,,,,,,,,,,,,,,,,,,8,536009,2015-07-01,2016-01-01T00:00:00Z,2022-01-01T00:00:00Z,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
deis/deis,2019-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015-01-01T00:00:00Z,2021-07-01,,,,,,,,,,,,,,,,,,,,,9,536009,2015-07-01,2016-01-01T00:00:00Z,2022-01-01T00:00:00Z,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
deis/deis,2019-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015-01-01T00:00:00Z,2021-07-01,,,,,,,,,,,,,,,,,,,,,10,536009,2015-07-01,2016-01-01T00:00:00Z,2022-01-01T00:00:00Z,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
