File: drive/output/derived/org_outcomes_practices/repo_discussion_quality/important_degree_top3/rolling5/larsoner___flake8-array-spacing.parquet

MD5 hash: 37dea2209088c8183a03581a989136ee

Keys: time_period 

                                                         type  count                 mean                  min                  25%                  50%                  75%                  max  std
time_period                                    datetime64[ns]      5  2021-07-01 14:24:00  2020-07-01 00:00:00  2021-01-01 00:00:00  2021-07-01 00:00:00  2022-01-01 00:00:00  2022-07-01 00:00:00     
response_rate                                         float64      1                  0.6                  0.6                  0.6                  0.6                  0.6                  0.6     
mean_days_to_respond                                  float64      1               0.4164               0.4164               0.4164               0.4164               0.4164               0.4164     
pos_sentiment_avg                                     float64      1             0.130582             0.130582             0.130582             0.130582             0.130582             0.130582     
neg_sentiment_avg                                     float64      1             0.121527             0.121527             0.121527             0.121527             0.121527             0.121527     
ov_sentiment_avg                                      float64      1             0.070623             0.070623             0.070623             0.070623             0.070623             0.070623     
response_rate_issue_comment                           float64      1                  0.5                  0.5                  0.5                  0.5                  0.5                  0.5     
response_rate_issue_opened                            float64      1                  1.0                  1.0                  1.0                  1.0                  1.0                  1.0     
response_rate_pull_request_comment                    float64      1                  0.0                  0.0                  0.0                  0.0                  0.0                  0.0     
response_rate_pull_request_opened                     float64      1                  1.0                  1.0                  1.0                  1.0                  1.0                  1.0     
mean_days_to_respond_issue_comment                    float64      1             0.019306             0.019306             0.019306             0.019306             0.019306             0.019306     
mean_days_to_respond_issue_opened                     float64      1             0.360938             0.360938             0.360938             0.360938             0.360938             0.360938     
mean_days_to_respond_pull_request_opened              float64      1             0.868958             0.868958             0.868958             0.868958             0.868958             0.868958     
mean_days_to_respond_to_last_comment                  float64      1             0.444132             0.444132             0.444132             0.444132             0.444132             0.444132     
issue_comment_pos_sentiment_avg                       float64      1             0.148575             0.148575             0.148575             0.148575             0.148575             0.148575     
issue_comment_neg_sentiment_avg                       float64      1               0.0188               0.0188               0.0188               0.0188               0.0188               0.0188     
issue_comment_ov_sentiment_avg                        float64      1              0.20825              0.20825              0.20825              0.20825              0.20825              0.20825     
issue_opened_pos_sentiment_avg                        float64      1             0.064333             0.064333             0.064333             0.064333             0.064333             0.064333     
issue_opened_neg_sentiment_avg                        float64      1             0.035333             0.035333             0.035333             0.035333             0.035333             0.035333     
issue_opened_ov_sentiment_avg                         float64      1             0.109667             0.109667             0.109667             0.109667             0.109667             0.109667     
pull_request_comment_pos_sentiment_avg                float64      1                0.744                0.744                0.744                0.744                0.744                0.744     
pull_request_comment_neg_sentiment_avg                float64      1                  0.0                  0.0                  0.0                  0.0                  0.0                  0.0     
pull_request_comment_ov_sentiment_avg                 float64      1               0.4404               0.4404               0.4404               0.4404               0.4404               0.4404     
pull_request_opened_pos_sentiment_avg                 float64      1               0.0272               0.0272               0.0272               0.0272               0.0272               0.0272     
pull_request_opened_neg_sentiment_avg                 float64      1               0.2214               0.2214               0.2214               0.2214               0.2214               0.2214     
pull_request_opened_ov_sentiment_avg                  float64      1               -0.074               -0.074               -0.074               -0.074               -0.074               -0.074     
pct_merged_with_approved                              float64      1                  0.0                  0.0                  0.0                  0.0                  0.0                  0.0     
pct_merged_with_review                                float64      1                  0.0                  0.0                  0.0                  0.0                  0.0                  0.0     
avg_pull_request_comment_count                        float64      1                  1.0                  1.0                  1.0                  1.0                  1.0                  1.0     
avg_all_disc_count                                    float64      1                  1.0                  1.0                  1.0                  1.0                  1.0                  1.0     
avg_pull_request_comment_exclude_opener_count         float64      1                  1.0                  1.0                  1.0                  1.0                  1.0                  1.0     
avg_all_disc_exclude_opener_count                     float64      1                  1.0                  1.0                  1.0                  1.0                  1.0                  1.0     
clustering_coefficient                                float64      5                  0.0                  0.0                  0.0                  0.0                  0.0                  0.0  0.0

