File: drive/output/derived/org_outcomes_practices/repo_discussion_quality/important_degree_top3/rolling5/answerdotai___sqlite-minutils.parquet

MD5 hash: 46a9d6d3988e5d68fcbfb51b048bd10e

Keys: time_period 

                                                                   type  count                 mean                  min                  25%                  50%                  75%                  max  std
time_period                                              datetime64[ns]      2  2024-10-01 00:00:00  2024-07-01 00:00:00  2024-08-16 00:00:00  2024-10-01 00:00:00  2024-11-16 00:00:00  2025-01-01 00:00:00     
response_rate                                                   float64      1             0.586207             0.586207             0.586207             0.586207             0.586207             0.586207     
mean_days_to_respond                                            float64      1             6.399688             6.399688             6.399688             6.399688             6.399688             6.399688     
pos_sentiment_avg                                               float64      1             0.131075             0.131075             0.131075             0.131075             0.131075             0.131075     
neg_sentiment_avg                                               float64      1             0.036222             0.036222             0.036222             0.036222             0.036222             0.036222     
ov_sentiment_avg                                                float64      1             0.055199             0.055199             0.055199             0.055199             0.055199             0.055199     
response_rate_issue_comment                                     float64      1             0.666667             0.666667             0.666667             0.666667             0.666667             0.666667     
response_rate_issue_opened                                      float64      1                  1.0                  1.0                  1.0                  1.0                  1.0                  1.0     
response_rate_pull_request_comment                              float64      1             0.307692             0.307692             0.307692             0.307692             0.307692             0.307692     
response_rate_pull_request_opened                               float64      1             0.909091             0.909091             0.909091             0.909091             0.909091             0.909091     
response_rate_pull_request_review_comment                       float64      1                  0.0                  0.0                  0.0                  0.0                  0.0                  0.0     
mean_days_to_respond_issue_comment                              float64      1             0.655179             0.655179             0.655179             0.655179             0.655179             0.655179     
mean_days_to_respond_issue_opened                               float64      1            35.740741            35.740741            35.740741            35.740741            35.740741            35.740741     
mean_days_to_respond_pull_request_comment                       float64      1            12.843458            12.843458            12.843458            12.843458            12.843458            12.843458     
mean_days_to_respond_pull_request_opened                        float64      1             2.036976             2.036976             2.036976             2.036976             2.036976             2.036976     
mean_days_to_respond_to_last_comment                            float64      1             8.231295             8.231295             8.231295             8.231295             8.231295             8.231295     
issue_comment_pos_sentiment_avg                                 float64      1               0.1144               0.1144               0.1144               0.1144               0.1144               0.1144     
issue_comment_neg_sentiment_avg                                 float64      1                0.035                0.035                0.035                0.035                0.035                0.035     
issue_comment_ov_sentiment_avg                                  float64      1              0.01521              0.01521              0.01521              0.01521              0.01521              0.01521     
issue_opened_pos_sentiment_avg                                  float64      1             0.023136             0.023136             0.023136             0.023136             0.023136             0.023136     
issue_opened_neg_sentiment_avg                                  float64      1             0.010486             0.010486             0.010486             0.010486             0.010486             0.010486     
issue_opened_ov_sentiment_avg                                   float64      1             0.007504             0.007504             0.007504             0.007504             0.007504             0.007504     
pull_request_comment_pos_sentiment_avg                          float64      1             0.372037             0.372037             0.372037             0.372037             0.372037             0.372037     
pull_request_comment_neg_sentiment_avg                          float64      1             0.016222             0.016222             0.016222             0.016222             0.016222             0.016222     
pull_request_comment_ov_sentiment_avg                           float64      1             0.220136             0.220136             0.220136             0.220136             0.220136             0.220136     
pull_request_opened_pos_sentiment_avg                           float64      1             0.029459             0.029459             0.029459             0.029459             0.029459             0.029459     
pull_request_opened_neg_sentiment_avg                           float64      1             0.045239             0.045239             0.045239             0.045239             0.045239             0.045239     
pull_request_opened_ov_sentiment_avg                            float64      1             -0.00255             -0.00255             -0.00255             -0.00255             -0.00255             -0.00255     
pull_request_review_changes_requested_pos_sentiment_avg         float64      1             0.278333             0.278333             0.278333             0.278333             0.278333             0.278333     
pull_request_review_changes_requested_neg_sentiment_avg         float64      1             0.067667             0.067667             0.067667             0.067667             0.067667             0.067667     
pull_request_review_changes_requested_ov_sentiment_avg          float64      1             0.056733             0.056733             0.056733             0.056733             0.056733             0.056733     
pull_request_review_comment_pos_sentiment_avg                   float64      1                  0.0                  0.0                  0.0                  0.0                  0.0                  0.0     
pull_request_review_comment_neg_sentiment_avg                   float64      1             0.151444             0.151444             0.151444             0.151444             0.151444             0.151444     
pull_request_review_comment_ov_sentiment_avg                    float64      1            -0.103656            -0.103656            -0.103656            -0.103656            -0.103656            -0.103656     
pct_merged_with_approved                                        float64      1                  0.0                  0.0                  0.0                  0.0                  0.0                  0.0     
pct_merged_with_review                                          float64      1             0.058824             0.058824             0.058824             0.058824             0.058824             0.058824     
avg_pull_request_comment_count                                  float64      1                 1.25                 1.25                 1.25                 1.25                 1.25                 1.25     
avg_pull_request_review_count                                   float64      1                 0.25                 0.25                 0.25                 0.25                 0.25                 0.25     
avg_pull_request_review_comment_count                           float64      1               0.1875               0.1875               0.1875               0.1875               0.1875               0.1875     
avg_all_disc_count                                              float64      1               1.6875               1.6875               1.6875               1.6875               1.6875               1.6875     
avg_pull_request_comment_exclude_opener_count                   float64      1             1.214286             1.214286             1.214286             1.214286             1.214286             1.214286     
avg_pull_request_review_exclude_opener_count                    float64      1             0.071429             0.071429             0.071429             0.071429             0.071429             0.071429     
avg_all_disc_exclude_opener_count                               float64      1             1.285714             1.285714             1.285714             1.285714             1.285714             1.285714     
clustering_coefficient                                          float64      2                  0.0                  0.0                  0.0                  0.0                  0.0                  0.0  0.0

