File: drive/output/derived/org_outcomes_practices/repo_discussion_quality/important_degree_top3/rolling5/ecmwf___anemoi-graphs.parquet

MD5 hash: 20d88966ac959c5a24b322c9d7f27480

Keys: time_period 

                                                                   type  count                 mean                  min                  25%                  50%                  75%                  max  std
time_period                                              datetime64[ns]      2  2024-10-01 00:00:00  2024-07-01 00:00:00  2024-08-16 00:00:00  2024-10-01 00:00:00  2024-11-16 00:00:00  2025-01-01 00:00:00     
response_rate                                                   float64      1             0.316667             0.316667             0.316667             0.316667             0.316667             0.316667     
mean_days_to_respond                                            float64      1              7.95914              7.95914              7.95914              7.95914              7.95914              7.95914     
pos_sentiment_avg                                               float64      1             0.147881             0.147881             0.147881             0.147881             0.147881             0.147881     
neg_sentiment_avg                                               float64      1             0.046574             0.046574             0.046574             0.046574             0.046574             0.046574     
ov_sentiment_avg                                                float64      1             0.136543             0.136543             0.136543             0.136543             0.136543             0.136543     
response_rate_issue_comment                                     float64      1                  0.0                  0.0                  0.0                  0.0                  0.0                  0.0     
response_rate_issue_opened                                      float64      1                  1.0                  1.0                  1.0                  1.0                  1.0                  1.0     
response_rate_pull_request_comment                              float64      1             0.352941             0.352941             0.352941             0.352941             0.352941             0.352941     
response_rate_pull_request_opened                               float64      1             0.333333             0.333333             0.333333             0.333333             0.333333             0.333333     
response_rate_pull_request_review_comment                       float64      1                 0.25                 0.25                 0.25                 0.25                 0.25                 0.25     
mean_days_to_respond_issue_opened                               float64      1            70.127778            70.127778            70.127778            70.127778            70.127778            70.127778     
mean_days_to_respond_pull_request_comment                       float64      1              3.89027              3.89027              3.89027              3.89027              3.89027              3.89027     
mean_days_to_respond_pull_request_opened                        float64      1             8.025465             8.025465             8.025465             8.025465             8.025465             8.025465     
mean_days_to_respond_pull_request_review_comment                float64      1             0.315204             0.315204             0.315204             0.315204             0.315204             0.315204     
mean_days_to_respond_to_last_comment                            float64      1             7.453242             7.453242             7.453242             7.453242             7.453242             7.453242     
issue_comment_pos_sentiment_avg                                 float64      1              0.07025              0.07025              0.07025              0.07025              0.07025              0.07025     
issue_comment_neg_sentiment_avg                                 float64      1               0.0675               0.0675               0.0675               0.0675               0.0675               0.0675     
issue_comment_ov_sentiment_avg                                  float64      1              0.00645              0.00645              0.00645              0.00645              0.00645              0.00645     
issue_opened_pos_sentiment_avg                                  float64      1             0.079239             0.079239             0.079239             0.079239             0.079239             0.079239     
issue_opened_neg_sentiment_avg                                  float64      1             0.059554             0.059554             0.059554             0.059554             0.059554             0.059554     
issue_opened_ov_sentiment_avg                                   float64      1            -0.026706            -0.026706            -0.026706            -0.026706            -0.026706            -0.026706     
pull_request_comment_pos_sentiment_avg                          float64      1             0.179287             0.179287             0.179287             0.179287             0.179287             0.179287     
pull_request_comment_neg_sentiment_avg                          float64      1             0.005362             0.005362             0.005362             0.005362             0.005362             0.005362     
pull_request_comment_ov_sentiment_avg                           float64      1             0.240828             0.240828             0.240828             0.240828             0.240828             0.240828     
pull_request_opened_pos_sentiment_avg                           float64      1             0.037987             0.037987             0.037987             0.037987             0.037987             0.037987     
pull_request_opened_neg_sentiment_avg                           float64      1             0.136296             0.136296             0.136296             0.136296             0.136296             0.136296     
pull_request_opened_ov_sentiment_avg                            float64      1            -0.017317            -0.017317            -0.017317            -0.017317            -0.017317            -0.017317     
pull_request_review_approved_pos_sentiment_avg                  float64      1              0.35819              0.35819              0.35819              0.35819              0.35819              0.35819     
pull_request_review_approved_neg_sentiment_avg                  float64      1             0.009286             0.009286             0.009286             0.009286             0.009286             0.009286     
pull_request_review_approved_ov_sentiment_avg                   float64      1             0.278086             0.278086             0.278086             0.278086             0.278086             0.278086     
pull_request_review_changes_requested_pos_sentiment_avg         float64      1             0.174167             0.174167             0.174167             0.174167             0.174167             0.174167     
pull_request_review_changes_requested_neg_sentiment_avg         float64      1                  0.0                  0.0                  0.0                  0.0                  0.0                  0.0     
pull_request_review_changes_requested_ov_sentiment_avg          float64      1             0.266733             0.266733             0.266733             0.266733             0.266733             0.266733     
pull_request_review_comment_pos_sentiment_avg                   float64      1             0.162116             0.162116             0.162116             0.162116             0.162116             0.162116     
pull_request_review_comment_neg_sentiment_avg                   float64      1             0.012019             0.012019             0.012019             0.012019             0.012019             0.012019     
pull_request_review_comment_ov_sentiment_avg                    float64      1              0.16943              0.16943              0.16943              0.16943              0.16943              0.16943     
pull_request_review_commented_pos_sentiment_avg                 float64      1             0.167194             0.167194             0.167194             0.167194             0.167194             0.167194     
pull_request_review_commented_neg_sentiment_avg                 float64      1             0.016867             0.016867             0.016867             0.016867             0.016867             0.016867     
pull_request_review_commented_ov_sentiment_avg                  float64      1              0.26402              0.26402              0.26402              0.26402              0.26402              0.26402     
pull_request_review_dismissed_pos_sentiment_avg                 float64      1                0.164                0.164                0.164                0.164                0.164                0.164     
pull_request_review_dismissed_neg_sentiment_avg                 float64      1                  0.0                  0.0                  0.0                  0.0                  0.0                  0.0     
pull_request_review_dismissed_ov_sentiment_avg                  float64      1               0.1468               0.1468               0.1468               0.1468               0.1468               0.1468     
pct_merged_with_approved                                        float64      1             0.354839             0.354839             0.354839             0.354839             0.354839             0.354839     
pct_merged_with_review                                          float64      1             0.580645             0.580645             0.580645             0.580645             0.580645             0.580645     
avg_pull_request_comment_count                                  float64      1              0.65625              0.65625              0.65625              0.65625              0.65625              0.65625     
avg_pull_request_review_count                                   float64      1                  1.5                  1.5                  1.5                  1.5                  1.5                  1.5     
avg_pull_request_review_comment_count                           float64      1                0.625                0.625                0.625                0.625                0.625                0.625     
avg_all_disc_count                                              float64      1              2.78125              2.78125              2.78125              2.78125              2.78125              2.78125     
avg_pull_request_comment_exclude_opener_count                   float64      1             0.642857             0.642857             0.642857             0.642857             0.642857             0.642857     
avg_pull_request_review_exclude_opener_count                    float64      1             1.392857             1.392857             1.392857             1.392857             1.392857             1.392857     
avg_pull_request_review_comment_exclude_opener_count            float64      1             0.428571             0.428571             0.428571             0.428571             0.428571             0.428571     
avg_all_disc_exclude_opener_count                               float64      1             2.464286             2.464286             2.464286             2.464286             2.464286             2.464286     
clustering_coefficient                                          float64      2             0.376414             0.376414             0.376414             0.376414             0.376414             0.376414  0.0

