File: drive/output/derived/org_outcomes_practices/repo_discussion_quality/important_degree_top3/rolling5/kscalelabs___krec.parquet

MD5 hash: 207187f822e14e083ec30f2d4246ed0a

Keys: time_period 

                                                                type  count                 mean                  min                  25%                  50%                  75%                  max  std
time_period                                           datetime64[ns]      2  2024-10-01 00:00:00  2024-07-01 00:00:00  2024-08-16 00:00:00  2024-10-01 00:00:00  2024-11-16 00:00:00  2025-01-01 00:00:00     
response_rate                                                float64      1             0.190476             0.190476             0.190476             0.190476             0.190476             0.190476     
mean_days_to_respond                                         float64      1             0.793215             0.793215             0.793215             0.793215             0.793215             0.793215     
pos_sentiment_avg                                            float64      1             0.068855             0.068855             0.068855             0.068855             0.068855             0.068855     
neg_sentiment_avg                                            float64      1             0.111651             0.111651             0.111651             0.111651             0.111651             0.111651     
ov_sentiment_avg                                             float64      1             0.009015             0.009015             0.009015             0.009015             0.009015             0.009015     
response_rate_issue_comment                                  float64      1                  0.0                  0.0                  0.0                  0.0                  0.0                  0.0     
response_rate_issue_opened                                   float64      1                  1.0                  1.0                  1.0                  1.0                  1.0                  1.0     
response_rate_pull_request_opened                            float64      1                  0.0                  0.0                  0.0                  0.0                  0.0                  0.0     
response_rate_pull_request_review_comment                    float64      1                 0.25                 0.25                 0.25                 0.25                 0.25                 0.25     
mean_days_to_respond_issue_opened                            float64      1             2.818218             2.818218             2.818218             2.818218             2.818218             2.818218     
mean_days_to_respond_pull_request_review_comment             float64      1             0.118214             0.118214             0.118214             0.118214             0.118214             0.118214     
mean_days_to_respond_to_last_comment                         float64      1              1.55511              1.55511              1.55511              1.55511              1.55511              1.55511     
issue_comment_pos_sentiment_avg                              float64      1             0.030625             0.030625             0.030625             0.030625             0.030625             0.030625     
issue_comment_neg_sentiment_avg                              float64      1             0.047563             0.047563             0.047563             0.047563             0.047563             0.047563     
issue_comment_ov_sentiment_avg                               float64      1            -0.029725            -0.029725            -0.029725            -0.029725            -0.029725            -0.029725     
issue_opened_pos_sentiment_avg                               float64      1             0.047125             0.047125             0.047125             0.047125             0.047125             0.047125     
issue_opened_neg_sentiment_avg                               float64      1               0.0198               0.0198               0.0198               0.0198               0.0198               0.0198     
issue_opened_ov_sentiment_avg                                float64      1             0.199425             0.199425             0.199425             0.199425             0.199425             0.199425     
pull_request_comment_pos_sentiment_avg                       float64      1             0.144304             0.144304             0.144304             0.144304             0.144304             0.144304     
pull_request_comment_neg_sentiment_avg                       float64      1                0.025                0.025                0.025                0.025                0.025                0.025     
pull_request_comment_ov_sentiment_avg                        float64      1              0.04832              0.04832              0.04832              0.04832              0.04832              0.04832     
pull_request_opened_pos_sentiment_avg                        float64      1                  0.0                  0.0                  0.0                  0.0                  0.0                  0.0     
pull_request_opened_neg_sentiment_avg                        float64      1                0.262                0.262                0.262                0.262                0.262                0.262     
pull_request_opened_ov_sentiment_avg                         float64      1               -0.148               -0.148               -0.148               -0.148               -0.148               -0.148     
pull_request_review_comment_pos_sentiment_avg                float64      1             0.077176             0.077176             0.077176             0.077176             0.077176             0.077176     
pull_request_review_comment_neg_sentiment_avg                float64      1             0.081853             0.081853             0.081853             0.081853             0.081853             0.081853     
pull_request_review_comment_ov_sentiment_avg                 float64      1             0.068056             0.068056             0.068056             0.068056             0.068056             0.068056     
pull_request_review_commented_pos_sentiment_avg              float64      1                0.756                0.756                0.756                0.756                0.756                0.756     
pull_request_review_commented_neg_sentiment_avg              float64      1                  0.0                  0.0                  0.0                  0.0                  0.0                  0.0     
pull_request_review_commented_ov_sentiment_avg               float64      1               0.4767               0.4767               0.4767               0.4767               0.4767               0.4767     
pct_merged_with_approved                                     float64      1                  0.2                  0.2                  0.2                  0.2                  0.2                  0.2     
pct_merged_with_review                                       float64      1                  0.3                  0.3                  0.3                  0.3                  0.3                  0.3     
avg_pull_request_comment_count                               float64      1                  1.0                  1.0                  1.0                  1.0                  1.0                  1.0     
avg_pull_request_review_count                                float64      1                  2.0                  2.0                  2.0                  2.0                  2.0                  2.0     
avg_pull_request_review_comment_count                        float64      1                  2.0                  2.0                  2.0                  2.0                  2.0                  2.0     
avg_all_disc_count                                           float64      1                  5.0                  5.0                  5.0                  5.0                  5.0                  5.0     
avg_pull_request_review_exclude_opener_count                 float64      1                  2.5                  2.5                  2.5                  2.5                  2.5                  2.5     
avg_pull_request_review_comment_exclude_opener_count         float64      1                  2.5                  2.5                  2.5                  2.5                  2.5                  2.5     
avg_all_disc_exclude_opener_count                            float64      1                  5.0                  5.0                  5.0                  5.0                  5.0                  5.0     
clustering_coefficient                                       float64      2                 0.25                 0.25                 0.25                 0.25                 0.25                 0.25  0.0

