File: drive/output/derived/org_outcomes_practices/repo_discussion_quality/important_degree_top3/rolling5/gforsyth___doctr.parquet

MD5 hash: 901a1e815c5e5730604de0f3ac2d1f32

Keys: time_period 

                                                                type  count                 mean                  min                  25%                  50%                  75%                  max  std
time_period                                           datetime64[ns]      5  2017-07-01 14:24:00  2016-07-01 00:00:00  2017-01-01 00:00:00  2017-07-01 00:00:00  2018-01-01 00:00:00  2018-07-01 00:00:00     
response_rate                                                float64      1             0.559633             0.559633             0.559633             0.559633             0.559633             0.559633     
mean_days_to_respond                                         float64      1             1.046959             1.046959             1.046959             1.046959             1.046959             1.046959     
pos_sentiment_avg                                            float64      1              0.09086              0.09086              0.09086              0.09086              0.09086              0.09086     
neg_sentiment_avg                                            float64      1             0.257963             0.257963             0.257963             0.257963             0.257963             0.257963     
ov_sentiment_avg                                             float64      1            -0.001755            -0.001755            -0.001755            -0.001755            -0.001755            -0.001755     
response_rate_issue_comment                                  float64      1             0.611111             0.611111             0.611111             0.611111             0.611111             0.611111     
response_rate_issue_opened                                   float64      1                  1.0                  1.0                  1.0                  1.0                  1.0                  1.0     
response_rate_pull_request_comment                           float64      1             0.441176             0.441176             0.441176             0.441176             0.441176             0.441176     
response_rate_pull_request_opened                            float64      1             0.863636             0.863636             0.863636             0.863636             0.863636             0.863636     
response_rate_pull_request_review_comment                    float64      1             0.321429             0.321429             0.321429             0.321429             0.321429             0.321429     
mean_days_to_respond_issue_comment                           float64      1             0.986241             0.986241             0.986241             0.986241             0.986241             0.986241     
mean_days_to_respond_issue_opened                            float64      1             3.087784             3.087784             3.087784             3.087784             3.087784             3.087784     
mean_days_to_respond_pull_request_comment                    float64      1             1.580573             1.580573             1.580573             1.580573             1.580573             1.580573     
mean_days_to_respond_pull_request_opened                     float64      1             0.399911             0.399911             0.399911             0.399911             0.399911             0.399911     
mean_days_to_respond_pull_request_review_comment             float64      1             0.010496             0.010496             0.010496             0.010496             0.010496             0.010496     
mean_days_to_respond_to_last_comment                         float64      1             1.013772             1.013772             1.013772             1.013772             1.013772             1.013772     
issue_comment_pos_sentiment_avg                              float64      1             0.083056             0.083056             0.083056             0.083056             0.083056             0.083056     
issue_comment_neg_sentiment_avg                              float64      1             0.030432             0.030432             0.030432             0.030432             0.030432             0.030432     
issue_comment_ov_sentiment_avg                               float64      1             0.087089             0.087089             0.087089             0.087089             0.087089             0.087089     
issue_opened_pos_sentiment_avg                               float64      1             0.030037             0.030037             0.030037             0.030037             0.030037             0.030037     
issue_opened_neg_sentiment_avg                               float64      1             0.043722             0.043722             0.043722             0.043722             0.043722             0.043722     
issue_opened_ov_sentiment_avg                                float64      1            -0.028319            -0.028319            -0.028319            -0.028319            -0.028319            -0.028319     
pull_request_comment_pos_sentiment_avg                       float64      1             0.141265             0.141265             0.141265             0.141265             0.141265             0.141265     
pull_request_comment_neg_sentiment_avg                       float64      1             0.056081             0.056081             0.056081             0.056081             0.056081             0.056081     
pull_request_comment_ov_sentiment_avg                        float64      1              0.07924              0.07924              0.07924              0.07924              0.07924              0.07924     
pull_request_opened_pos_sentiment_avg                        float64      1                  0.0                  0.0                  0.0                  0.0                  0.0                  0.0     
pull_request_opened_neg_sentiment_avg                        float64      1                  1.0                  1.0                  1.0                  1.0                  1.0                  1.0     
pull_request_opened_ov_sentiment_avg                         float64      1               -0.296               -0.296               -0.296               -0.296               -0.296               -0.296     
pull_request_review_comment_pos_sentiment_avg                float64      1              0.12991              0.12991              0.12991              0.12991              0.12991              0.12991     
pull_request_review_comment_neg_sentiment_avg                float64      1              0.00999              0.00999              0.00999              0.00999              0.00999              0.00999     
pull_request_review_comment_ov_sentiment_avg                 float64      1             0.136348             0.136348             0.136348             0.136348             0.136348             0.136348     
avg_pull_request_comment_count                               float64      1             2.233333             2.233333             2.233333             2.233333             2.233333             2.233333     
avg_pull_request_review_comment_count                        float64      1             1.133333             1.133333             1.133333             1.133333             1.133333             1.133333     
avg_all_disc_count                                           float64      1             3.366667             3.366667             3.366667             3.366667             3.366667             3.366667     
avg_pull_request_comment_exclude_opener_count                float64      1             1.409091             1.409091             1.409091             1.409091             1.409091             1.409091     
avg_pull_request_review_comment_exclude_opener_count         float64      1             1.045455             1.045455             1.045455             1.045455             1.045455             1.045455     
avg_all_disc_exclude_opener_count                            float64      1             2.454545             2.454545             2.454545             2.454545             2.454545             2.454545     
clustering_coefficient                                       float64      5                  0.0                  0.0                  0.0                  0.0                  0.0                  0.0  0.0

