past_periods,percent_changed_from_0,percent_changed_from_1,covar,dataset,rolling
2,6.598490382274166,3.99318237156075,mean_has_assignee,important_topk,rolling1
3,8.059410762113464,5.502800097394692,mean_has_assignee,important_topk,rolling1
4,8.887265644022401,6.281957633308985,mean_has_assignee,important_topk,rolling1
5,9.447285122960798,6.841977112247383,mean_has_assignee,important_topk,rolling1
2,0,0,has_codeowners,important_topk,rolling1
3,0,0,has_codeowners,important_topk,rolling1
4,0,0,has_codeowners,important_topk,rolling1
5,0,0,has_codeowners,important_topk,rolling1
2,0,0,has_issue_template,important_topk,rolling1
3,0,0,has_issue_template,important_topk,rolling1
4,0,0,has_issue_template,important_topk,rolling1
5,0,0,has_issue_template,important_topk,rolling1
2,0,0,has_pr_template,important_topk,rolling1
3,0,0,has_pr_template,important_topk,rolling1
4,0,0,has_pr_template,important_topk,rolling1
5,0,0,has_pr_template,important_topk,rolling1
2,4.396147196838726,0,has_good_first_issue,important_topk,rolling1
3,7.409236848604593,0,has_good_first_issue,important_topk,rolling1
4,9.43442825388985,0,has_good_first_issue,important_topk,rolling1
5,11.089157816744875,0,has_good_first_issue,important_topk,rolling1
2,0,0,has_contributing_guide,important_topk,rolling1
3,0,0,has_contributing_guide,important_topk,rolling1
4,0,0,has_contributing_guide,important_topk,rolling1
5,0,0,has_contributing_guide,important_topk,rolling1
2,0,0,has_code_of_conduct,important_topk,rolling1
3,0,0,has_code_of_conduct,important_topk,rolling1
4,0,0,has_code_of_conduct,important_topk,rolling1
5,0,0,has_code_of_conduct,important_topk,rolling1
2,0,0,prop_tests_passed,important_topk,rolling1
3,8.333333333333332,0,prop_tests_passed,important_topk,rolling1
4,7.6923076923076925,0,prop_tests_passed,important_topk,rolling1
5,7.6923076923076925,0,prop_tests_passed,important_topk,rolling1
