dataset,rolling,category,outcome,normalize,method,covar,split_value,event_time,estimate,sd,ci_low,ci_high
important_topk_cons5_exact1,rolling5,github_outcomes,pull_request_opened,TRUE,sa,"","",-14,-1.22357129928084,1.30103872137066,-3.77360719316733,1.32646459460564
important_topk_cons5_exact1,rolling5,github_outcomes,pull_request_opened,TRUE,sa,"","",-13,-0.254829665500168,0.650855388285342,-1.53050622653944,1.0208468955391
important_topk_cons5_exact1,rolling5,github_outcomes,pull_request_opened,TRUE,sa,"","",-12,0.366968750183021,0.644862787516672,-0.896962313349657,1.6308998137157
important_topk_cons5_exact1,rolling5,github_outcomes,pull_request_opened,TRUE,sa,"","",-11,-0.299513348236437,0.346817047472135,-0.979274761281822,0.380248064808949
important_topk_cons5_exact1,rolling5,github_outcomes,pull_request_opened,TRUE,sa,"","",-10,0.644151523334065,0.722835382128334,-0.772605825637469,2.0609088723056
important_topk_cons5_exact1,rolling5,github_outcomes,pull_request_opened,TRUE,sa,"","",-9,0.818997365715177,0.842536224197119,-0.832373633711176,2.47036836514153
important_topk_cons5_exact1,rolling5,github_outcomes,pull_request_opened,TRUE,sa,"","",-8,0.272614109597222,0.284778664246568,-0.285552072326052,0.830780291520496
important_topk_cons5_exact1,rolling5,github_outcomes,pull_request_opened,TRUE,sa,"","",-7,0.491665860321947,0.251594241350138,-0.00145885272432289,0.984790573368217
important_topk_cons5_exact1,rolling5,github_outcomes,pull_request_opened,TRUE,sa,"","",-6,0.349840326215843,0.209815572179924,-0.0613981952568071,0.761078847688494
important_topk_cons5_exact1,rolling5,github_outcomes,pull_request_opened,TRUE,sa,"","",-5,0.39149364049538,0.135439455883876,0.126032306962984,0.656954974027777
important_topk_cons5_exact1,rolling5,github_outcomes,pull_request_opened,TRUE,sa,"","",-4,0.394979859385678,0.127081604927183,0.145899913728399,0.644059805042957
important_topk_cons5_exact1,rolling5,github_outcomes,pull_request_opened,TRUE,sa,"","",-3,0.140608117151993,0.116056098830566,-0.086861836555917,0.368078070859902
important_topk_cons5_exact1,rolling5,github_outcomes,pull_request_opened,TRUE,sa,"","",-2,0.0225022699328529,0.102167373489608,-0.177745782106779,0.222750321972485
important_topk_cons5_exact1,rolling5,github_outcomes,pull_request_opened,TRUE,sa,"","",-1,0,0,0,0
important_topk_cons5_exact1,rolling5,github_outcomes,pull_request_opened,TRUE,sa,"","",0,-0.240909305734379,0.16259656302853,-0.559598569270297,0.0777799578015396
important_topk_cons5_exact1,rolling5,github_outcomes,pull_request_opened,TRUE,sa,"","",1,-0.888367244002406,0.135171022306107,-1.15330244772238,-0.623432040282436
important_topk_cons5_exact1,rolling5,github_outcomes,pull_request_opened,TRUE,sa,"","",2,-1.08963624968592,0.152645637831738,-1.38882169983613,-0.790450799535716
important_topk_cons5_exact1,rolling5,github_outcomes,pull_request_opened,TRUE,sa,"","",3,-1.14563177864256,0.184916988204607,-1.50806907552359,-0.783194481761528
important_topk_cons5_exact1,rolling5,github_outcomes,pull_request_opened,TRUE,sa,"","",4,-1.27271792744945,0.20548031498907,-1.67545934482802,-0.869976510070869
important_topk_cons5_exact1,rolling5,github_outcomes,pull_request_opened,TRUE,sa,"","",5,-1.31876255205485,0.220532861983489,-1.75100696154249,-0.886518142567213
important_topk_cons5_exact1,rolling5,github_outcomes,pull_request_opened,TRUE,sa,"","",6,-1.2079639236274,0.26473045749496,-1.72683562031752,-0.689092226937273
important_topk_cons5_exact1,rolling5,github_outcomes,pull_request_opened,TRUE,sa,"","",7,-1.51877308324678,0.339030052335241,-2.18327198582385,-0.854274180669704
important_topk_cons5_exact1,rolling5,github_outcomes,pull_request_opened,TRUE,sa,"","",8,-1.9926797163906,0.309628717808669,-2.59955200329559,-1.3858074294856
important_topk_cons5_exact1,rolling5,github_outcomes,pull_request_opened,TRUE,sa,"","",9,-1.8628626382202,0.325243283307471,-2.50033947350285,-1.22538580293756
important_topk_cons5_exact1,rolling5,github_outcomes,pull_request_opened,TRUE,sa,"","",10,-1.5837977800103,0.535530394479416,-2.63343735318996,-0.534158206830646
important_topk_cons5_exact1,rolling5,github_outcomes,pull_request_opened,TRUE,sa,"","",11,-1.38751191090804,0.490239401073492,-2.34838113701209,-0.426642684803999
important_topk_cons5_exact1,rolling5,github_outcomes,pull_request_opened,TRUE,sa,"","",12,-1.87214633692212,0.510261104909552,-2.87225810254484,-0.872034571299401
important_topk_cons5_exact1,rolling5,github_outcomes,pull_request_merged,TRUE,sa,"","",-14,0.158790125529436,0.566150611528737,-0.950865073066889,1.26844532412576
important_topk_cons5_exact1,rolling5,github_outcomes,pull_request_merged,TRUE,sa,"","",-13,0.438931128549303,0.675988491699982,-0.886006315182662,1.76386857228127
important_topk_cons5_exact1,rolling5,github_outcomes,pull_request_merged,TRUE,sa,"","",-12,0.41705401588688,0.489699134371915,-0.542756287482072,1.37686431925583
important_topk_cons5_exact1,rolling5,github_outcomes,pull_request_merged,TRUE,sa,"","",-11,-0.156263473166618,0.332714053461328,-0.808383017950821,0.495856071617584
important_topk_cons5_exact1,rolling5,github_outcomes,pull_request_merged,TRUE,sa,"","",-10,0.623671944263935,0.555942813449619,-0.465975970097319,1.71331985862519
important_topk_cons5_exact1,rolling5,github_outcomes,pull_request_merged,TRUE,sa,"","",-9,0.110135025497276,0.341407481997425,-0.559023639217676,0.779293690212229
important_topk_cons5_exact1,rolling5,github_outcomes,pull_request_merged,TRUE,sa,"","",-8,0.173128784797509,0.288556535396448,-0.392442024579528,0.738699594174547
important_topk_cons5_exact1,rolling5,github_outcomes,pull_request_merged,TRUE,sa,"","",-7,0.507069665000718,0.282935849586199,-0.0474846001882329,1.06162393018967
important_topk_cons5_exact1,rolling5,github_outcomes,pull_request_merged,TRUE,sa,"","",-6,0.334483763445629,0.215269604845901,-0.0874446620523374,0.756412188943594
important_topk_cons5_exact1,rolling5,github_outcomes,pull_request_merged,TRUE,sa,"","",-5,0.295049088760881,0.140635244638484,0.0194040092694519,0.57069416825231
important_topk_cons5_exact1,rolling5,github_outcomes,pull_request_merged,TRUE,sa,"","",-4,0.402381449670597,0.135803237878164,0.136207103429395,0.668555795911799
important_topk_cons5_exact1,rolling5,github_outcomes,pull_request_merged,TRUE,sa,"","",-3,0.154621731703192,0.117847378289258,-0.076359129743754,0.385602593150138
important_topk_cons5_exact1,rolling5,github_outcomes,pull_request_merged,TRUE,sa,"","",-2,0.124821083901054,0.104225474489375,-0.079460846098121,0.329103013900228
important_topk_cons5_exact1,rolling5,github_outcomes,pull_request_merged,TRUE,sa,"","",-1,0,0,0,0
important_topk_cons5_exact1,rolling5,github_outcomes,pull_request_merged,TRUE,sa,"","",0,-0.268141211596948,0.154676939057287,-0.57130801214923,0.0350255889553345
important_topk_cons5_exact1,rolling5,github_outcomes,pull_request_merged,TRUE,sa,"","",1,-0.919618152712964,0.150718403212054,-1.21502622300859,-0.624210082417337
important_topk_cons5_exact1,rolling5,github_outcomes,pull_request_merged,TRUE,sa,"","",2,-1.04944302243245,0.158137256770439,-1.35939204570251,-0.739493999162389
important_topk_cons5_exact1,rolling5,github_outcomes,pull_request_merged,TRUE,sa,"","",3,-1.01515706502059,0.196813433117057,-1.40091139393002,-0.629402736111159
important_topk_cons5_exact1,rolling5,github_outcomes,pull_request_merged,TRUE,sa,"","",4,-1.26790493456968,0.225808775055095,-1.71049013367767,-0.825319735461696
important_topk_cons5_exact1,rolling5,github_outcomes,pull_request_merged,TRUE,sa,"","",5,-1.38117945171867,0.261206096917866,-1.89314340167768,-0.869215501759649
important_topk_cons5_exact1,rolling5,github_outcomes,pull_request_merged,TRUE,sa,"","",6,-1.37451359660517,0.322598187600939,-2.00680604430301,-0.742221148907334
important_topk_cons5_exact1,rolling5,github_outcomes,pull_request_merged,TRUE,sa,"","",7,-1.40136218788066,0.549178000017666,-2.47775106791529,-0.324973307846034
important_topk_cons5_exact1,rolling5,github_outcomes,pull_request_merged,TRUE,sa,"","",8,-1.92766375572938,0.394817847878699,-2.70150673757163,-1.15382077388713
important_topk_cons5_exact1,rolling5,github_outcomes,pull_request_merged,TRUE,sa,"","",9,-2.03051607638679,0.422236091128748,-2.85809881499914,-1.20293333777445
important_topk_cons5_exact1,rolling5,github_outcomes,pull_request_merged,TRUE,sa,"","",10,-1.72479308351068,0.485222522319242,-2.67582922725639,-0.773756939764963
important_topk_cons5_exact1,rolling5,github_outcomes,pull_request_merged,TRUE,sa,"","",11,-1.75935447323009,0.584098904918636,-2.90418832687061,-0.614520619589562
important_topk_cons5_exact1,rolling5,github_outcomes,pull_request_merged,TRUE,sa,"","",12,-2.01604166336756,0.621814369815757,-3.23479782820645,-0.797285498528676
important_topk_cons5_exact1,rolling5,downstream_outcomes,overall_new_release_count,TRUE,sa,"","",-14,0.277837107583956,0.240903454302463,-0.194333662848871,0.750007878016783
important_topk_cons5_exact1,rolling5,downstream_outcomes,overall_new_release_count,TRUE,sa,"","",-13,-0.590010921206658,0.345246279795034,-1.26669362960492,0.0866717871916086
important_topk_cons5_exact1,rolling5,downstream_outcomes,overall_new_release_count,TRUE,sa,"","",-12,-0.0759722146591421,0.243511967755046,-0.553255671459032,0.401311242140748
important_topk_cons5_exact1,rolling5,downstream_outcomes,overall_new_release_count,TRUE,sa,"","",-11,0.107928850601385,0.195425944940455,-0.275106001481907,0.490963702684676
important_topk_cons5_exact1,rolling5,downstream_outcomes,overall_new_release_count,TRUE,sa,"","",-10,0.23013291259354,0.168017188575845,-0.0991807770151163,0.559446602202196
important_topk_cons5_exact1,rolling5,downstream_outcomes,overall_new_release_count,TRUE,sa,"","",-9,0.0255529632497464,0.198972263417386,-0.364432673048329,0.415538599547822
important_topk_cons5_exact1,rolling5,downstream_outcomes,overall_new_release_count,TRUE,sa,"","",-8,-0.0285806909237441,0.195501902372734,-0.411764419574303,0.354603037726814
important_topk_cons5_exact1,rolling5,downstream_outcomes,overall_new_release_count,TRUE,sa,"","",-7,0.0821397754246918,0.152233044368777,-0.216236991538111,0.380516542387495
