covar,dataset,rolling,past_periods,percent_changed_from_0,percent_changed_from_1
any_activity_rate_weighted,important_topk_cons5_exact1,rolling5,4,4.48324681453516,1.78837555886736
any_activity_rate_weighted,important_topk_cons5_exact1,rolling5,5,4.80678605089538,2.08540218470705
clustering_coefficient,important_topk_cons5_exact1,rolling5,2,4.13636363636364,4.13636363636364
clustering_coefficient,important_topk_cons5_exact1,rolling5,3,6.68181818181818,6.68181818181818
clustering_coefficient,important_topk_cons5_exact1,rolling5,4,8.5,8.5
clustering_coefficient,important_topk_cons5_exact1,rolling5,5,9.54545454545455,9.54545454545455
mean_has_reviewer,important_topk_cons5_exact1,rolling5,2,1.45454545454545,1.40909090909091
mean_has_reviewer,important_topk_cons5_exact1,rolling5,3,2.31818181818182,2.27272727272727
mean_has_reviewer,important_topk_cons5_exact1,rolling5,4,3.36363636363636,3.31818181818182
mean_has_reviewer,important_topk_cons5_exact1,rolling5,5,4,3.95454545454545
mean_has_tag,important_topk_cons5_exact1,rolling5,2,1.5,1.5
mean_has_tag,important_topk_cons5_exact1,rolling5,3,2.72727272727273,2.72727272727273
mean_has_tag,important_topk_cons5_exact1,rolling5,4,4,4
mean_has_tag,important_topk_cons5_exact1,rolling5,5,4.77272727272727,4.77272727272727
mean_has_assignee,important_topk_cons5_exact1,rolling5,2,1.54545454545455,1.36363636363636
mean_has_assignee,important_topk_cons5_exact1,rolling5,3,2.59090909090909,2.40909090909091
mean_has_assignee,important_topk_cons5_exact1,rolling5,4,3.5,3.31818181818182
mean_has_assignee,important_topk_cons5_exact1,rolling5,5,4.31818181818182,4.13636363636364
has_codeowners,important_topk_cons5_exact1,rolling5,2,0,0
has_codeowners,important_topk_cons5_exact1,rolling5,3,0,0
has_codeowners,important_topk_cons5_exact1,rolling5,4,0,0
has_codeowners,important_topk_cons5_exact1,rolling5,5,0,0
has_issue_template,important_topk_cons5_exact1,rolling5,2,0,0
has_issue_template,important_topk_cons5_exact1,rolling5,3,0,0
has_issue_template,important_topk_cons5_exact1,rolling5,4,0,0
has_issue_template,important_topk_cons5_exact1,rolling5,5,0,0
has_pr_template,important_topk_cons5_exact1,rolling5,2,0,0
has_pr_template,important_topk_cons5_exact1,rolling5,3,0,0
has_pr_template,important_topk_cons5_exact1,rolling5,4,0,0
has_pr_template,important_topk_cons5_exact1,rolling5,5,0,0
has_good_first_issue,important_topk_cons5_exact1,rolling5,2,3.80559376432829,0
has_good_first_issue,important_topk_cons5_exact1,rolling5,3,6.74002751031637,0
has_good_first_issue,important_topk_cons5_exact1,rolling5,4,9.30765703805594,0
has_good_first_issue,important_topk_cons5_exact1,rolling5,5,11.0958276020174,0
has_contributing_guide,important_topk_cons5_exact1,rolling5,2,0,0
has_contributing_guide,important_topk_cons5_exact1,rolling5,3,0,0
has_contributing_guide,important_topk_cons5_exact1,rolling5,4,0,0
has_contributing_guide,important_topk_cons5_exact1,rolling5,5,0,0
has_code_of_conduct,important_topk_cons5_exact1,rolling5,2,0,0
has_code_of_conduct,important_topk_cons5_exact1,rolling5,3,0,0
has_code_of_conduct,important_topk_cons5_exact1,rolling5,4,0,0
has_code_of_conduct,important_topk_cons5_exact1,rolling5,5,0,0
prop_tests_passed,important_topk_cons5_exact1,rolling5,2,0,0
prop_tests_passed,important_topk_cons5_exact1,rolling5,3,0,0
prop_tests_passed,important_topk_cons5_exact1,rolling5,4,0,0
prop_tests_passed,important_topk_cons5_exact1,rolling5,5,0,0
