covar,dataset,rolling,past_periods,percent_changed_from_0,percent_changed_from_1
avg_members_per_problem,important_topk_cons5_exact1,rolling5,2,2.3308957952468,2.3308957952468
avg_members_per_problem,important_topk_cons5_exact1,rolling5,3,4.25045703839122,4.25045703839122
avg_members_per_problem,important_topk_cons5_exact1,rolling5,4,5.53016453382084,5.53016453382084
avg_members_per_problem,important_topk_cons5_exact1,rolling5,5,6.71846435100549,6.71846435100549
pct_members_multiple,important_topk_cons5_exact1,rolling5,2,2.6508226691042,2.60511882998172
pct_members_multiple,important_topk_cons5_exact1,rolling5,3,4.06764168190128,4.02193784277879
pct_members_multiple,important_topk_cons5_exact1,rolling5,4,5.62157221206581,5.57586837294333
pct_members_multiple,important_topk_cons5_exact1,rolling5,5,6.80987202925046,6.76416819012797
proj_hhi_pull_request_review_comment,important_topk_cons5_exact1,rolling5,2,2.26659471127901,2.92708887706227
proj_hhi_pull_request_review_comment,important_topk_cons5_exact1,rolling5,3,3.39805825242718,4.38225976768743
proj_hhi_pull_request_review_comment,important_topk_cons5_exact1,rolling5,4,4.52586206896552,5.53505535055351
proj_hhi_pull_request_review_comment,important_topk_cons5_exact1,rolling5,5,5.21505376344086,6.25328428796637
proj_hhi_discussion_comment,important_topk_cons5_exact1,rolling5,2,1.82815356489945,1.82815356489945
proj_hhi_discussion_comment,important_topk_cons5_exact1,rolling5,3,2.92504570383912,2.92504570383912
proj_hhi_discussion_comment,important_topk_cons5_exact1,rolling5,4,4.20475319926874,4.20475319926874
proj_hhi_discussion_comment,important_topk_cons5_exact1,rolling5,5,5.02742230347349,5.02742230347349
proj_prob_hhi_issue_comment,important_topk_cons5_exact1,rolling5,2,2.78551532033426,2.82931354359926
proj_prob_hhi_issue_comment,important_topk_cons5_exact1,rolling5,3,4.64468183929401,4.72659870250232
proj_prob_hhi_issue_comment,important_topk_cons5_exact1,rolling5,4,6.31676730143985,6.39481000926784
proj_prob_hhi_issue_comment,important_topk_cons5_exact1,rolling5,5,7.89595912679982,7.97034291010195
proj_prob_hhi_pull_request_comment,important_topk_cons5_exact1,rolling5,2,3.11212814645309,3.11070448307411
proj_prob_hhi_pull_request_comment,important_topk_cons5_exact1,rolling5,3,4.94279176201373,4.94053064958829
proj_prob_hhi_pull_request_comment,important_topk_cons5_exact1,rolling5,4,6.81922196796339,6.81610247026532
proj_prob_hhi_pull_request_comment,important_topk_cons5_exact1,rolling5,5,8.23798627002288,8.23421774931382
proj_prob_hhi_pull_request_review,important_topk_cons5_exact1,rolling5,2,2.3859649122807,2.51748251748252
proj_prob_hhi_pull_request_review,important_topk_cons5_exact1,rolling5,3,4.07017543859649,4.32357043235704
proj_prob_hhi_pull_request_review,important_topk_cons5_exact1,rolling5,4,5.19298245614035,5.43933054393306
proj_prob_hhi_pull_request_review,important_topk_cons5_exact1,rolling5,5,6.03508771929825,6.27615062761506
proj_prob_hhi_pull_request_review_comment,important_topk_cons5_exact1,rolling5,2,2.7389903329753,2.94117647058824
proj_prob_hhi_pull_request_review_comment,important_topk_cons5_exact1,rolling5,3,4.55032119914347,4.84042553191489
proj_prob_hhi_pull_request_review_comment,important_topk_cons5_exact1,rolling5,4,6.53104925053533,6.94960212201591
proj_prob_hhi_pull_request_review_comment,important_topk_cons5_exact1,rolling5,5,7.96365579903795,8.45665961945032
share_issue_only,important_topk_cons5_exact1,rolling5,2,1.90697674418605,1.72655156322912
share_issue_only,important_topk_cons5_exact1,rolling5,3,3.34106728538283,3.07979468035464
share_issue_only,important_topk_cons5_exact1,rolling5,4,4.40630797773655,4.10639290713952
share_issue_only,important_topk_cons5_exact1,rolling5,5,5.65600370885489,5.36630891273915
share_pr_only,important_topk_cons5_exact1,rolling5,2,2.81495154591601,2.72895467160037
share_pr_only,important_topk_cons5_exact1,rolling5,3,4.33579335793358,4.25138632162662
share_pr_only,important_topk_cons5_exact1,rolling5,4,6.036866359447,5.91497227356747
share_pr_only,important_topk_cons5_exact1,rolling5,5,7.2316904652234,7.11316397228637
share_issue_and_pr,important_topk_cons5_exact1,rolling5,2,2.96296296296296,2.8743625405656
share_issue_and_pr,important_topk_cons5_exact1,rolling5,3,4.6737621471541,4.58758109360519
share_issue_and_pr,important_topk_cons5_exact1,rolling5,4,6.01295097132285,5.93141797961075
share_issue_and_pr,important_topk_cons5_exact1,rolling5,5,7.21554116558742,7.13623725671918
avg_unique_types,important_topk_cons5_exact1,rolling5,2,2.42230347349177,2.3308957952468
avg_unique_types,important_topk_cons5_exact1,rolling5,3,3.74771480804388,3.6563071297989
avg_unique_types,important_topk_cons5_exact1,rolling5,4,4.89031078610603,4.79890310786106
avg_unique_types,important_topk_cons5_exact1,rolling5,5,6.07861060329068,5.9872029250457
text_sim_ratio,important_topk_cons5_exact1,rolling5,2,2.92504570383912,2.92504570383912
text_sim_ratio,important_topk_cons5_exact1,rolling5,3,4.61608775137112,4.61608775137112
text_sim_ratio,important_topk_cons5_exact1,rolling5,4,6.26142595978062,6.26142595978062
text_sim_ratio,important_topk_cons5_exact1,rolling5,5,7.40402193784278,7.40402193784278
cos_sim_same_actor,important_topk_cons5_exact1,rolling5,2,3.0164533820841,3.0164533820841
cos_sim_same_actor,important_topk_cons5_exact1,rolling5,3,4.75319926873857,4.75319926873857
cos_sim_same_actor,important_topk_cons5_exact1,rolling5,4,6.672760511883,6.672760511883
cos_sim_same_actor,important_topk_cons5_exact1,rolling5,5,7.9981718464351,7.9981718464351
cos_sim_diff_actor,important_topk_cons5_exact1,rolling5,2,3.0164533820841,3.0164533820841
cos_sim_diff_actor,important_topk_cons5_exact1,rolling5,3,5.07312614259598,5.07312614259598
cos_sim_diff_actor,important_topk_cons5_exact1,rolling5,4,6.76416819012797,6.76416819012797
cos_sim_diff_actor,important_topk_cons5_exact1,rolling5,5,8.13528336380256,8.13528336380256
pct_merged_with_approved,important_topk_cons5_exact1,rolling5,2,1.34803921568627,1.22549019607843
pct_merged_with_approved,important_topk_cons5_exact1,rolling5,3,2.02205882352941,1.89950980392157
pct_merged_with_approved,important_topk_cons5_exact1,rolling5,4,2.75735294117647,2.69607843137255
pct_merged_with_approved,important_topk_cons5_exact1,rolling5,5,2.94117647058824,3.06372549019608
pct_merged_with_review,important_topk_cons5_exact1,rolling5,2,1.4093137254902,1.4093137254902
pct_merged_with_review,important_topk_cons5_exact1,rolling5,3,2.08333333333333,2.08333333333333
pct_merged_with_review,important_topk_cons5_exact1,rolling5,4,2.51225490196078,2.94117647058824
pct_merged_with_review,important_topk_cons5_exact1,rolling5,5,3.18627450980392,3.18627450980392
avg_all_disc_count,important_topk_cons5_exact1,rolling5,2,1.87557182067704,1.87557182067704
avg_all_disc_count,important_topk_cons5_exact1,rolling5,3,3.38517840805124,3.38517840805124
avg_all_disc_count,important_topk_cons5_exact1,rolling5,4,4.75754803293687,4.75754803293687
avg_all_disc_count,important_topk_cons5_exact1,rolling5,5,6.17566331198536,6.17566331198536
response_rate,important_topk_cons5_exact1,rolling5,2,2.13636363636364,2.13636363636364
response_rate,important_topk_cons5_exact1,rolling5,3,3.40909090909091,3.40909090909091
response_rate,important_topk_cons5_exact1,rolling5,4,4.72727272727273,4.72727272727273
response_rate,important_topk_cons5_exact1,rolling5,5,6.04545454545455,6.04545454545455
mean_days_to_respond,important_topk_cons5_exact1,rolling5,2,2.54545454545455,2.54545454545455
mean_days_to_respond,important_topk_cons5_exact1,rolling5,3,4.13636363636364,4.13636363636364
mean_days_to_respond,important_topk_cons5_exact1,rolling5,4,5.81818181818182,5.81818181818182
mean_days_to_respond,important_topk_cons5_exact1,rolling5,5,7.36363636363636,7.36363636363636
pos_sentiment_avg,important_topk_cons5_exact1,rolling5,2,2.13636363636364,2.13636363636364
pos_sentiment_avg,important_topk_cons5_exact1,rolling5,3,3.40909090909091,3.40909090909091
pos_sentiment_avg,important_topk_cons5_exact1,rolling5,4,4.77272727272727,4.77272727272727
pos_sentiment_avg,important_topk_cons5_exact1,rolling5,5,5.72727272727273,5.72727272727273
neg_sentiment_avg,important_topk_cons5_exact1,rolling5,2,2.18181818181818,2.18181818181818
neg_sentiment_avg,important_topk_cons5_exact1,rolling5,3,3.5,3.5
neg_sentiment_avg,important_topk_cons5_exact1,rolling5,4,5.59090909090909,5.59090909090909
neg_sentiment_avg,important_topk_cons5_exact1,rolling5,5,7.09090909090909,7.09090909090909
ov_sentiment_avg,important_topk_cons5_exact1,rolling5,2,2.09090909090909,2.09090909090909
ov_sentiment_avg,important_topk_cons5_exact1,rolling5,3,3.54545454545455,3.54545454545455
ov_sentiment_avg,important_topk_cons5_exact1,rolling5,4,4.68181818181818,4.68181818181818
ov_sentiment_avg,important_topk_cons5_exact1,rolling5,5,6.09090909090909,6.09090909090909
avg_all_disc_exclude_opener_count,important_topk_cons5_exact1,rolling5,2,2.47139588100687,2.47139588100687
avg_all_disc_exclude_opener_count,important_topk_cons5_exact1,rolling5,3,3.79862700228833,3.79862700228833
avg_all_disc_exclude_opener_count,important_topk_cons5_exact1,rolling5,4,5.35469107551487,5.35469107551487
avg_all_disc_exclude_opener_count,important_topk_cons5_exact1,rolling5,5,6.95652173913044,6.95652173913044
pull_request_merged_rate_weighted,important_topk_cons5_exact1,rolling5,2,2.32668566001899,0
pull_request_merged_rate_weighted,important_topk_cons5_exact1,rolling5,3,4.16471689284043,0
pull_request_merged_rate_weighted,important_topk_cons5_exact1,rolling5,4,5.5011655011655,0
pull_request_merged_rate_weighted,important_topk_cons5_exact1,rolling5,5,6.47414997671169,0
pull_request_review_rate_weighted,important_topk_cons5_exact1,rolling5,2,2.48565965583174,1.24264224983649
pull_request_review_rate_weighted,important_topk_cons5_exact1,rolling5,3,3.91661402400505,2.41356816699282
pull_request_review_rate_weighted,important_topk_cons5_exact1,rolling5,4,4.91183879093199,3.38541666666667
pull_request_review_rate_weighted,important_topk_cons5_exact1,rolling5,5,5.52416823603264,3.78590078328982
any_activity_rate_weighted,important_topk_cons5_exact1,rolling5,2,2.44839174267883,0.150075037518759
any_activity_rate_weighted,important_topk_cons5_exact1,rolling5,3,3.69318181818182,0.99601593625498
