event_time,estimate,sd,ci_low,ci_high,dataset,rolling,category,outcome,normalize,method,covar,split_value
-17,1.4257376506198636,0.5338104407636208,-0.050776662785901205,2.9022519640256284,important_topk,rolling5,github_outcomes,pull_request_opened,TRUE,cs,treatment_policytree,1
-16,-0.7109890509544333,0.5221892799172039,-2.155359350272389,0.7333812483635226,important_topk,rolling5,github_outcomes,pull_request_opened,TRUE,cs,treatment_policytree,1
-15,0.11753312275208525,0.3513843964785548,-0.854392585868094,1.0894588313722644,important_topk,rolling5,github_outcomes,pull_request_opened,TRUE,cs,treatment_policytree,1
-14,-0.4984057611498551,0.36183687539003756,-1.4992429213731517,0.5024313990734415,important_topk,rolling5,github_outcomes,pull_request_opened,TRUE,cs,treatment_policytree,1
-13,0.7490507049565109,0.31793484892257473,-0.13035389135140196,1.6284553012644238,important_topk,rolling5,github_outcomes,pull_request_opened,TRUE,cs,treatment_policytree,1
-12,0.592427203406187,0.36428643003599925,-0.4151854003454494,1.6000398071578235,important_topk,rolling5,github_outcomes,pull_request_opened,TRUE,cs,treatment_policytree,1
-11,-0.4667194377042191,0.29292602498871456,-1.2769498783943318,0.34351100298589365,important_topk,rolling5,github_outcomes,pull_request_opened,TRUE,cs,treatment_policytree,1
-10,0.11871424512380131,0.1907242625851179,-0.40882714806784287,0.6462556383154455,important_topk,rolling5,github_outcomes,pull_request_opened,TRUE,cs,treatment_policytree,1
-9,0.10992782451028141,0.28203354017476895,-0.6701741126733453,0.890029761693908,important_topk,rolling5,github_outcomes,pull_request_opened,TRUE,cs,treatment_policytree,1
-8,0.1567565521581039,0.222771709272909,-0.4594277564380088,0.7729408607542166,important_topk,rolling5,github_outcomes,pull_request_opened,TRUE,cs,treatment_policytree,1
-7,-0.06626469988585702,0.14637519527384749,-0.4711370186817029,0.3386076189099888,important_topk,rolling5,github_outcomes,pull_request_opened,TRUE,cs,treatment_policytree,1
-6,-0.07361680701773479,0.1580083926366805,-0.5106664327848079,0.3634328187493383,important_topk,rolling5,github_outcomes,pull_request_opened,TRUE,cs,treatment_policytree,1
-5,-0.0927635899498492,0.14891374112566372,-0.5046575010549081,0.3191303211552098,important_topk,rolling5,github_outcomes,pull_request_opened,TRUE,cs,treatment_policytree,1
-4,0.11451751391761031,0.057361986219476885,-0.044145163375257424,0.27318019121047804,important_topk,rolling5,github_outcomes,pull_request_opened,TRUE,cs,treatment_policytree,1
-3,-0.035308821439916024,0.049223791259850866,-0.1714613332778233,0.10084369039799125,important_topk,rolling5,github_outcomes,pull_request_opened,TRUE,cs,treatment_policytree,1
-2,0.1808223689277457,0.048606488856331204,0.04637730933298434,0.31526742852250705,important_topk,rolling5,github_outcomes,pull_request_opened,TRUE,cs,treatment_policytree,1
-1,-0.08240298312405861,0.044964729069870056,-0.20677497175564546,0.04196900550752826,important_topk,rolling5,github_outcomes,pull_request_opened,TRUE,cs,treatment_policytree,1
0,0.003341408742596419,0.09606383771089762,-0.26237020075295014,0.269053018238143,important_topk,rolling5,github_outcomes,pull_request_opened,TRUE,cs,treatment_policytree,1
1,-0.6016467734358267,0.12873486931949618,-0.9577261279586554,-0.24556741891299805,important_topk,rolling5,github_outcomes,pull_request_opened,TRUE,cs,treatment_policytree,1
2,-0.5561880243035912,0.17624801526158235,-1.0436882629104245,-0.06868778569675782,important_topk,rolling5,github_outcomes,pull_request_opened,TRUE,cs,treatment_policytree,1
3,-0.5481526907931319,0.2029732699016084,-1.1095747150978323,0.013269333511568449,important_topk,rolling5,github_outcomes,pull_request_opened,TRUE,cs,treatment_policytree,1
4,-0.6792697299182009,0.24438998378763993,-1.3552499685198676,-0.003289491316534332,important_topk,rolling5,github_outcomes,pull_request_opened,TRUE,cs,treatment_policytree,1
5,-0.6741735296238223,0.248932802342045,-1.3627191586835496,0.014372099435905006,important_topk,rolling5,github_outcomes,pull_request_opened,TRUE,cs,treatment_policytree,1
6,-0.7514674533290168,0.30851556554429965,-1.6048184064932078,0.10188349983517442,important_topk,rolling5,github_outcomes,pull_request_opened,TRUE,cs,treatment_policytree,1
7,-0.5803757857820092,0.20186891088190947,-1.138743164138999,-0.022008407425019527,important_topk,rolling5,github_outcomes,pull_request_opened,TRUE,cs,treatment_policytree,1
8,-0.5347369495257331,0.29391855399261246,-1.347712715463942,0.2782388164124755,important_topk,rolling5,github_outcomes,pull_request_opened,TRUE,cs,treatment_policytree,1
9,-0.53019926890598,0.5181456579936393,-1.9633849506289642,0.9029864128170042,important_topk,rolling5,github_outcomes,pull_request_opened,TRUE,cs,treatment_policytree,1
10,-0.317705603877685,0.7494871702150749,-2.390779583010612,1.7553683752552423,important_topk,rolling5,github_outcomes,pull_request_opened,TRUE,cs,treatment_policytree,1
11,0.1600421550777301,1.0166416759358758,-2.651978501499965,2.972062811655425,important_topk,rolling5,github_outcomes,pull_request_opened,TRUE,cs,treatment_policytree,1
12,-0.3612094757409946,0.6852628014798897,-2.2566394965217804,1.5342205450397914,important_topk,rolling5,github_outcomes,pull_request_opened,TRUE,cs,treatment_policytree,1
13,-1.727988035698227,0.4023684715394875,-2.840935183456116,-0.6150408879403377,important_topk,rolling5,github_outcomes,pull_request_opened,TRUE,cs,treatment_policytree,1
-17,1.116764407418114,0.5299352813394546,-0.42192671125928216,2.65545552609551,important_topk,rolling5,github_outcomes,pull_request_merged,TRUE,cs,treatment_policytree,1
-16,-0.6792021771581376,0.49171597048726734,-2.1069217937653377,0.7485174394490628,important_topk,rolling5,github_outcomes,pull_request_merged,TRUE,cs,treatment_policytree,1
-15,0.010370948991104884,0.3531147408426957,-1.0149137126290917,1.0356556106113013,important_topk,rolling5,github_outcomes,pull_request_merged,TRUE,cs,treatment_policytree,1
-14,-0.14517384126641306,0.22144987425362408,-0.7881635925526872,0.49781591001986103,important_topk,rolling5,github_outcomes,pull_request_merged,TRUE,cs,treatment_policytree,1
-13,0.24458837320087157,0.2604121832276818,-0.5115302088928481,1.000706955294591,important_topk,rolling5,github_outcomes,pull_request_merged,TRUE,cs,treatment_policytree,1
