covar,dataset,rolling,past_periods,percent_changed_from_0,percent_changed_from_1
avg_members_per_problem,important_thresh,rolling5,2,2.43495663775851,2.43495663775851
avg_members_per_problem,important_thresh,rolling5,3,4.00266844563042,4.00266844563042
avg_members_per_problem,important_thresh,rolling5,4,5.2368245496998,5.2368245496998
avg_members_per_problem,important_thresh,rolling5,5,6.20413609072715,6.20413609072715
pct_members_multiple,important_thresh,rolling5,2,2.43495663775851,2.40160106737825
pct_members_multiple,important_thresh,rolling5,3,4.56971314209473,4.53635757171448
pct_members_multiple,important_thresh,rolling5,4,6.13742494996664,6.10406937958639
pct_members_multiple,important_thresh,rolling5,5,7.07138092061374,7.03802535023349
proj_hhi_pull_request_review_comment,important_thresh,rolling5,2,2.2673031026253,2.6813880126183
proj_hhi_pull_request_review_comment,important_thresh,rolling5,3,3.05798252581414,3.79350801720767
proj_hhi_pull_request_review_comment,important_thresh,rolling5,4,3.81103612544661,4.67471756914686
proj_hhi_pull_request_review_comment,important_thresh,rolling5,5,4.52560539896784,5.47998445394481
proj_hhi_discussion_comment,important_thresh,rolling5,2,2.00133422281521,2.00133422281521
proj_hhi_discussion_comment,important_thresh,rolling5,3,3.20213475650434,3.20213475650434
proj_hhi_discussion_comment,important_thresh,rolling5,4,4.66977985323549,4.66977985323549
proj_hhi_discussion_comment,important_thresh,rolling5,5,5.27018012008005,5.27018012008005
proj_prob_hhi_issue_comment,important_thresh,rolling5,2,2.94915254237288,2.9810298102981
proj_prob_hhi_issue_comment,important_thresh,rolling5,3,4.84581497797357,4.87804878048781
proj_prob_hhi_issue_comment,important_thresh,rolling5,4,5.96407997289055,5.99390450389435
proj_prob_hhi_issue_comment,important_thresh,rolling5,5,7.11382113821138,7.11382113821138
proj_prob_hhi_pull_request_comment,important_thresh,rolling5,2,2.94314381270903,2.87721646035463
proj_prob_hhi_pull_request_comment,important_thresh,rolling5,3,4.54697425610164,4.48310471729676
proj_prob_hhi_pull_request_comment,important_thresh,rolling5,4,5.8843196255433,5.82134493141519
proj_prob_hhi_pull_request_comment,important_thresh,rolling5,5,7.02106318956871,6.95884911341586
proj_prob_hhi_pull_request_review,important_thresh,rolling5,2,2.98117154811716,2.55341323606045
proj_prob_hhi_pull_request_review,important_thresh,rolling5,3,4.54545454545455,4.11244143675169
proj_prob_hhi_pull_request_review,important_thresh,rolling5,4,5.59038662486938,5.15356585111921
proj_prob_hhi_pull_request_review,important_thresh,rolling5,5,6.16509926854754,5.72618427902134
proj_prob_hhi_pull_request_review_comment,important_thresh,rolling5,2,3.04950495049505,3.04950495049505
proj_prob_hhi_pull_request_review_comment,important_thresh,rolling5,3,4.41118550610477,4.37697160883281
proj_prob_hhi_pull_request_review_comment,important_thresh,rolling5,4,6.3754427390791,6.44400785854617
proj_prob_hhi_pull_request_review_comment,important_thresh,rolling5,5,7.35062893081761,7.41758241758242
share_issue_only,important_thresh,rolling5,2,3.0437756497948,2.91495198902606
share_issue_only,important_thresh,rolling5,3,4.37009218163196,4.1838134430727
share_issue_only,important_thresh,rolling5,4,5.49113233287858,5.24691358024691
share_issue_only,important_thresh,rolling5,5,6.16905248807089,5.93075077134042
share_pr_only,important_thresh,rolling5,2,3.19258496395469,2.95735900962861
share_pr_only,important_thresh,rolling5,3,4.72764645426516,4.52830188679245
share_pr_only,important_thresh,rolling5,4,5.96298834818369,5.85616438356164
share_pr_only,important_thresh,rolling5,5,7.01574264202601,6.87885010266941
share_issue_and_pr,important_thresh,rolling5,2,3.17460317460317,3.10600945307225
share_issue_and_pr,important_thresh,rolling5,3,4.62681526511314,4.58994262571718
share_issue_and_pr,important_thresh,rolling5,4,5.94594594594595,5.93792172739541
share_issue_and_pr,important_thresh,rolling5,5,7.12837837837838,7.11875843454791
avg_unique_types,important_thresh,rolling5,2,2.53502334889927,2.53502334889927
avg_unique_types,important_thresh,rolling5,3,3.86924616410941,3.86924616410941
avg_unique_types,important_thresh,rolling5,4,5.40360240160107,5.40360240160107
avg_unique_types,important_thresh,rolling5,5,6.37091394262842,6.37091394262842
text_sim_ratio,important_thresh,rolling5,2,2.83522348232155,2.83522348232155
text_sim_ratio,important_thresh,rolling5,3,4.50300200133422,4.50300200133422
text_sim_ratio,important_thresh,rolling5,4,5.70380253502335,5.70380253502335
text_sim_ratio,important_thresh,rolling5,5,6.70446964643095,6.70446964643095
cos_sim_same_actor,important_thresh,rolling5,2,3.16877918612408,3.16877918612408
cos_sim_same_actor,important_thresh,rolling5,3,4.26951300867245,4.26951300867245
