File: drive/output/derived/org_outcomes_practices/repo_collaboration/important_degree_z2/rolling5/rolepoint___pyseeyou.parquet

MD5 hash: e03c534b4c464febfce2a65f69f8ff74

Keys: time_period 

                                                     type  count                 mean                  min                  25%                  50%                  75%                  max std
time_period                                datetime64[ns]      1  2019-01-01 00:00:00  2019-01-01 00:00:00  2019-01-01 00:00:00  2019-01-01 00:00:00  2019-01-01 00:00:00  2019-01-01 00:00:00    
avg_members_per_problem                           float64      1                  2.0                  2.0                  2.0                  2.0                  2.0                  2.0    
pct_members_multiple                              float64      1                  1.0                  1.0                  1.0                  1.0                  1.0                  1.0    
proj_hhi_discussion_comment                       float64      1             0.722222             0.722222             0.722222             0.722222             0.722222             0.722222    
proj_hhi_pull_request_comment                     float64      1                 0.68                 0.68                 0.68                 0.68                 0.68                 0.68    
proj_hhi_pull_request_merged                      float64      1                  1.0                  1.0                  1.0                  1.0                  1.0                  1.0    
proj_hhi_pull_request_opened                      float64      1                  1.0                  1.0                  1.0                  1.0                  1.0                  1.0    
proj_hhi_pull_request_review_comment              float64      1             0.755102             0.755102             0.755102             0.755102             0.755102             0.755102    
proj_prob_hhi_discussion_comment                  float64      1             0.727273             0.727273             0.727273             0.727273             0.727273             0.727273    
proj_prob_hhi_pull_request_comment                float64      1                  0.7                  0.7                  0.7                  0.7                  0.7                  0.7    
proj_prob_hhi_pull_request_review_comment         float64      1             0.755102             0.755102             0.755102             0.755102             0.755102             0.755102    
num_active_members                                  Int64      1                  2.0                  2.0                  2.0                  2.0                  2.0                  2.0    

