File: drive/output/derived/org_outcomes_practices/repo_collaboration/important_degree_z2/rolling5/fronzbot___blinkpy.parquet

MD5 hash: afcdabde4e0f399380837e1b80ec0e30

Keys: time_period 

                                                     type  count                           mean                  min                  25%                  50%                  75%                  max       std
time_period                                datetime64[ns]     13  2020-11-04 18:27:41.538461440  2017-01-01 00:00:00  2019-07-01 00:00:00  2021-01-01 00:00:00  2022-07-01 00:00:00  2024-01-01 00:00:00          
avg_members_per_problem                           float64      1                            1.0                  1.0                  1.0                  1.0                  1.0                  1.0          
pct_members_multiple                              float64      1                            0.0                  0.0                  0.0                  0.0                  0.0                  0.0          
proj_hhi_discussion_comment                       float64     13                       0.941414             0.805556             0.885675             0.981857                  1.0                  1.0  0.071941
proj_hhi_pull_request_comment                     float64     13                       0.948425             0.809671             0.897093                  1.0                  1.0                  1.0  0.069205
proj_hhi_pull_request_merged                      float64     13                            1.0                  1.0                  1.0                  1.0                  1.0                  1.0       0.0
proj_hhi_pull_request_opened                      float64     13                       0.967881             0.582456                  1.0                  1.0                  1.0                  1.0  0.115806
proj_hhi_pull_request_review_comment              float64     11                       0.975207             0.727273                  1.0                  1.0                  1.0                  1.0   0.08223
proj_hhi_pull_request_closed                      float64     11                            1.0                  1.0                  1.0                  1.0                  1.0                  1.0       0.0
proj_hhi_pull_request_review                      float64      3                       0.916667                 0.75                0.875                  1.0                  1.0                  1.0  0.144338
proj_prob_hhi_discussion_comment                  float64     13                       0.979823             0.932791             0.961866             0.995305                  1.0                  1.0  0.024369
proj_prob_hhi_pull_request_comment                float64     13                       0.983422              0.93697             0.967082                  1.0                  1.0                  1.0  0.022548
proj_prob_hhi_pull_request_review_comment         float64     11                       0.993182                0.925                  1.0                  1.0                  1.0                  1.0  0.022613
proj_prob_hhi_pull_request_review                 float64      3                            1.0                  1.0                  1.0                  1.0                  1.0                  1.0       0.0
num_active_members                                  Int64     13                       1.230769                  1.0                  1.0                  1.0                  1.0                  2.0  0.438529

