File: drive/output/derived/org_outcomes_practices/repo_collaboration/important_degree_z2/rolling5/pollination___handlers-python.parquet

MD5 hash: 06808b2bbabe3240b0929aac68fcdd32

Keys: time_period 

                                              type  count                 mean                  min                  25%                  50%                  75%                  max std
time_period                         datetime64[ns]      1  2021-01-01 00:00:00  2021-01-01 00:00:00  2021-01-01 00:00:00  2021-01-01 00:00:00  2021-01-01 00:00:00  2021-01-01 00:00:00    
avg_members_per_problem                    float64      1                  1.0                  1.0                  1.0                  1.0                  1.0                  1.0    
pct_members_multiple                       float64      1                  0.0                  0.0                  0.0                  0.0                  0.0                  0.0    
proj_hhi_discussion_comment                float64      1               0.8528               0.8528               0.8528               0.8528               0.8528               0.8528    
proj_hhi_pull_request_closed               float64      1                  1.0                  1.0                  1.0                  1.0                  1.0                  1.0    
proj_hhi_pull_request_comment              float64      1               0.8528               0.8528               0.8528               0.8528               0.8528               0.8528    
proj_hhi_pull_request_merged               float64      1                  1.0                  1.0                  1.0                  1.0                  1.0                  1.0    
proj_hhi_pull_request_opened               float64      1                  1.0                  1.0                  1.0                  1.0                  1.0                  1.0    
proj_prob_hhi_discussion_comment           float64      1                 0.96                 0.96                 0.96                 0.96                 0.96                 0.96    
proj_prob_hhi_pull_request_comment         float64      1                 0.96                 0.96                 0.96                 0.96                 0.96                 0.96    
num_active_members                           Int64      1                  2.0                  2.0                  2.0                  2.0                  2.0                  2.0    

