File: drive/output/derived/org_outcomes_practices/repo_collaboration/important_degree_z2/rolling5/smarkets___smk_python_sdk.parquet

MD5 hash: 83979db9f22e0879824f731d3ff78dcc

Keys: time_period 

                                                     type  count                 mean                  min                  25%                  50%                  75%                  max std
time_period                                datetime64[ns]      1  2016-07-01 00:00:00  2016-07-01 00:00:00  2016-07-01 00:00:00  2016-07-01 00:00:00  2016-07-01 00:00:00  2016-07-01 00:00:00    
avg_members_per_problem                           float64      1                1.375                1.375                1.375                1.375                1.375                1.375    
pct_members_multiple                              float64      1                0.375                0.375                0.375                0.375                0.375                0.375    
proj_hhi_discussion_comment                       float64      1             0.603306             0.603306             0.603306             0.603306             0.603306             0.603306    
proj_hhi_pull_request_comment                     float64      1                  0.5                  0.5                  0.5                  0.5                  0.5                  0.5    
proj_hhi_pull_request_merged                      float64      1                0.625                0.625                0.625                0.625                0.625                0.625    
proj_hhi_pull_request_opened                      float64      1                  0.5                  0.5                  0.5                  0.5                  0.5                  0.5    
proj_hhi_pull_request_review_comment              float64      1             0.654321             0.654321             0.654321             0.654321             0.654321             0.654321    
proj_prob_hhi_discussion_comment                  float64      1             0.636364             0.636364             0.636364             0.636364             0.636364             0.636364    
proj_prob_hhi_pull_request_comment                float64      1                  0.5                  0.5                  0.5                  0.5                  0.5                  0.5    
proj_prob_hhi_pull_request_review_comment         float64      1              0.68254              0.68254              0.68254              0.68254              0.68254              0.68254    
num_active_members                                  Int64      1                  2.0                  2.0                  2.0                  2.0                  2.0                  2.0    

